Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2),Pollock (No. m^-2)
67.627,-168.48,48.748,10.379,237.63,0.0091396,0,0,4.0453e-06,0
67.636,-168.48,48.768,13.946,167.38,0.012281,0,0,5.4357e-06,0
67.644,-168.48,48.795,16.141,102.53,0.014214,0,0,6.291e-06,0
67.652,-168.48,48.79,15.874,104.35,0.013978,0,0,6.1867e-06,0
67.661,-168.48,48.857,14.254,142.17,0.012551,0,0,5.5553e-06,0
67.669,-168.48,48.885,15.769,123.91,0.013886,0,0,6.1459e-06,0
67.677,-168.48,48.938,13.999,126.18,0.012328,0,0,5.4563e-06,0
67.686,-168.48,48.967,8.3056,117.35,0.0073134,0,0,3.237e-06,0
67.694,-168.48,48.992,8.4373,103.45,0.0074296,0,0,3.2884e-06,0
67.702,-168.48,48.997,9.0419,102.71,0.0079614,0,0,3.5238e-06,0
67.711,-168.48,49.044,9.6,83.684,0.0084534,0,0,3.7415e-06,0
67.719,-168.48,49.098,12.239,48.178,0.010778,0,0,4.7703e-06,0
67.727,-168.48,49.219,8.9163,35.155,0.0078524,0,0,3.4755e-06,0
67.736,-168.48,49.296,10.244,32.633,0.0090218,0,0,3.9931e-06,0
67.744,-168.48,49.334,11.559,18.16,0.010181,0,0,4.5061e-06,0
67.752,-168.48,49.445,12.4,21.438,0.010921,0,0,4.8336e-06,0
67.761,-168.48,49.536,11.648,19.496,0.010258,0,0,4.5403e-06,0
67.769,-168.48,49.64,18.243,21.925,0.016067,0,0,7.1112e-06,0
67.777,-168.48,49.74,15.973,32.926,0.014068,0,0,6.2264e-06,0
67.785,-168.48,49.906,23.725,27.322,0.020894,0,0,9.2479e-06,0
67.794,-168.48,50.111,15.655,33.904,0.013787,0,0,6.1022e-06,0
67.802,-168.48,50.299,16.344,33.757,0.014394,0,0,6.3708e-06,0
67.81,-168.48,50.55,9.4328,28.027,0.008307,0,0,3.6767e-06,0
67.819,-168.48,50.78,26.3,33.302,0.023161,0,0,1.0251e-05,0
67.827,-168.48,51.055,32.682,28.208,0.028783,0,0,1.274e-05,0
67.835,-168.48,51.403,20.38,32.569,0.017948,0,0,7.944e-06,0
67.844,-168.48,51.758,16.024,34.414,0.014112,0,0,6.246e-06,0
67.852,-168.48,52.28,16.184,27.263,0.014253,0,0,6.3083e-06,0
67.86,-168.48,52.817,22.82,18.7,0.020097,0,0,8.8949e-06,0
67.869,-168.48,53.281,19.13,16.439,0.016847,0,0,7.4564e-06,0
67.877,-168.49,53.825,24.584,21.071,0.021649,0,0,9.582e-06,0
67.885,-168.49,54.5,20.946,30.899,0.018445,0,0,8.1639e-06,0
67.894,-168.49,55.295,14.055,34.56,0.012378,0,0,5.4784e-06,0
67.902,-168.49,55.984,15.615,40.692,0.01375,0,0,6.0858e-06,0
67.91,-168.49,56.749,17.455,23.638,0.01537,0,0,6.8029e-06,0
67.919,-168.49,57.25,7.9707,35.661,0.0070187,0,0,3.1065e-06,0
67.927,-168.49,57.623,10.134,54.15,0.008923,0,0,3.9494e-06,0
67.935,-168.49,57.924,7.8014,62.505,0.0068697,0,0,3.0406e-06,0
67.944,-168.49,58.055,6.5661,55.978,0.0057822,0,0,2.5592e-06,0
67.952,-168.49,58.128,11.051,52.715,0.0097313,0,0,4.3072e-06,0
67.96,-168.49,58.086,13.277,42.849,0.011691,0,0,5.1747e-06,0
67.968,-168.49,58.038,21.316,46.194,0.018769,0,0,8.3075e-06,0
67.977,-168.5,58.152,31.456,38.634,0.027699,0,0,1.226e-05,0
67.985,-168.5,58.339,17.919,30.972,0.015779,0,0,6.9839e-06,0
67.993,-168.5,58.278,11.325,23.746,0.0099725,0,0,4.4139e-06,0
67.999,-168.5,58.414,17.928,28.201,0.015787,0,0,6.9876e-06,0
68.002,-168.49,58.486,8.7005,32.316,0.0076619,0,0,3.3912e-06,0
68.03,-168.43,58.014,16.782,21.343,0,0,0.0033479,0,0
68.024,-168.44,58.114,9.1468,16.064,0,0,0.0018248,0,0
68.019,-168.46,58.516,43.355,18.034,0,0,0.0086493,0,0
68.013,-168.48,58.732,23.433,28.705,0,0,0.0046749,0,0
68.006,-168.49,58.661,7.261,29.737,0,0,0.0014486,0,0
68.002,-168.49,58.375,8.2602,25.42,0,0,0.0016479,0,0
68,-168.47,58.351,17.09,27.333,0,0,0.0034095,0,0
68,-168.45,58.419,55.538,23.138,0,0,0.01108,0,0
68,-168.43,58.203,25.378,21.06,0,0,0.0050629,0,0
68,-168.41,58.131,14.195,14.294,0,0,0.0028319,0,0
68,-168.38,58.15,10.172,14.593,0,0,0.0020293,0,0
68,-168.36,57.924,5.543,17.499,0,0,0.0011058,0,0
68,-168.34,57.538,16.105,8.9964,0,0,0.0032129,0,0
68,-168.32,57.439,15.628,17.736,0,0,0.0031178,0,0
68,-168.3,58.563,18.988,16.647,0,0,0.0037881,0,0
68,-168.27,58.282,14.694,13.231,0,0,0.0029314,0,0
68,-168.25,58.831,10.858,14.387,0,0,0.0021662,0,0
68,-168.23,58.624,11.936,11.986,0,0,0.0023811,0,0
68,-168.21,58.337,9.6004,10.319,0,0,0.0019153,0,0
68,-168.18,58.29,10.298,9.1725,0,0,0.0020544,0,0
68,-168.16,57.946,11.546,9.4967,0,0,0.0023035,0,0
68,-168.14,57.386,15.742,6.5922,0,0,0.0031405,0,0
68,-168.12,57.665,30.113,7.8889,0,0,0.0060075,0,0
68,-168.1,57.563,30.404,11.541,0,0,0.0060657,0,0
68.001,-168.07,56.538,45.593,11.75,0,0,0.0090958,0,0
68.001,-168.05,55.671,40.45,6.4916,0,0,0.0080697,0,0
68.001,-168.03,55.127,31.141,14.081,0,0,0.0062125,0,0
68.001,-168.01,54.276,40.372,17.103,0,0,0.0080542,0,0
68.001,-167.98,53.873,17.331,10.455,0,0,0.0034575,0,0
68.001,-167.96,53.683,16.557,23.713,0,0,0.0033032,0,0
68.001,-167.94,53.385,19.766,12.195,0,0,0.0039433,0,0
68.001,-167.92,53.26,15.298,8.7449,0,0,0.0030519,0,0
68.001,-167.9,53.102,24.588,7.8825,0,0,0.0049052,0,0
68,-167.87,52.526,22.469,3.0596,0,0,0.0044826,0,0
68,-167.85,52.375,19.137,2.8423,0,0,0.0038178,0,0
68.002,-167.83,52.284,18.748,5.6009,0,0,0.0037403,0,0
68.002,-167.83,52.397,23.336,4.5378,0,0,0.0046554,0,0
68,-167.82,52.036,18.358,4.9936,0,0,0.0036623,0,0
68,-167.8,51.792,20.039,3.844,0,0,0.0039978,0,0
68,-167.78,52.011,21.297,2.634,0,0,0.0042488,0,0
68,-167.75,51.71,25.121,2.0577,0,0,0.0050116,0,0
68,-167.73,51.625,27.558,1.2854,0,0,0.0054979,0,0
68,-167.71,51.457,26.674,11.867,0,0,0.0053215,0,0
68,-167.69,51.492,34.739,5.598,0,0,0.0069305,0,0
68,-167.67,51.269,53.024,2.4772,0,0,0.010578,0,0
68,-167.64,51.074,71.679,3.4977,0,0,0.0143,0,0
68,-167.62,51.159,63.023,3.746,0,0,0.012573,0,0
67.999,-167.6,51.328,73.289,2.891,0,0,0.014621,0,0
67.999,-167.58,51.261,62.072,9.9239,0,0,0.012383,0,0
67.999,-167.55,50.624,185.62,0.2578,0.27684,0,0.027677,0,0
67.999,-167.53,50.442,79.369,1.732,0.37535,0,0.0031503,0,0
67.999,-167.51,50.935,54.134,21.123,0.25601,0,0.0021487,0,0
68,-167.39,51.884,43.468,2.2288,0.41398,0,0.0002915,0,0
68,-167.37,53.54,101.84,1.0275,0.96993,0,0.00068296,0,0
68,-167.32,54.297,80.732,0.69046,0.76889,0,0.00054139,0,0
68,-167.29,54.461,109.88,1.7157,1.0465,0,0.00073688,0,0
68,-167.27,55.639,94.675,0.72766,0.90167,0,0.00063489,0,0
68,-167.25,55.716,157.79,2.3642,1.5028,0,0.0010582,0,0
68,-167.23,55.914,54.134,2.7666,0.51557,0,0.00036303,0,0
68,-167.2,55.248,50.908,2.0968,0.48485,0,0.00034139,0,0
68,-167.18,55.054,34.5,1.1371,0.32858,0,0.00023136,0,0
68.021,-167.2,57.209,85.882,0.6985,0.81794,0,0.00057593,0,0
68.014,-167.19,56.941,53.605,0.66581,0.51053,0,0.00035948,0,0
68.007,-167.18,56.547,40.418,1.4095,0.38494,0,0.00027105,0,0
68.001,-167.17,56.264,41.879,0.48655,0.39885,0,0.00028084,0,0
67.975,-167.19,55.236,73.523,0.053345,0.70023,0,0.00049305,0,0
67.983,-167.19,53.831,66.253,0.12166,0.63099,0,0.00044429,0,0
67.991,-167.18,56.31,40.637,0.30987,0.38702,0,0.00027251,0,0
67.998,-167.17,55.575,24.553,0.031742,0.23384,0,0.00016465,0,0
68,-167.15,56.023,22.614,0.34322,0.21537,0,0.00015165,0,0
68,-167.13,56.943,41.442,0.001471,0.39469,0,0.00027791,0,0
68,-167.11,56.641,66.506,0.63772,0.6334,0,0.00044599,0,0
68,-167.08,56.92,67.514,0.34136,0.64299,0,0.00045275,0,0
68,-167.06,57.356,62.981,0.24887,0.59983,0,0.00042236,0,0
68,-167.04,55.714,90.963,0.057698,0.86633,0,0.00061,0,0
68,-167.02,56.9,172.97,0,1.6473,0,0.0011599,0,0
68,-166.99,56.062,147.82,0.052715,1.4078,0,0.00099127,0,0
68,-166.97,56.681,182.28,0.68154,1.7361,0,0.0012224,0,0
68,-166.95,56.565,122.26,0.31235,1.1644,0,0.00081991,0,0
68,-166.93,56.409,124.77,0.7709,1.1883,0,0.00083673,0,0
68,-166.91,56.499,45.066,0.69509,0.42921,0,0.00030222,0,0
68,-166.88,56.569,45.029,0,0.42886,0,0.00030197,0,0
68.001,-166.86,55.226,57.693,0,0.54947,0,0.00038689,0,0
68.001,-166.84,53.013,52.34,0,0.49848,0,0.00035099,0,0
68.001,-166.82,54.039,39.984,0.00482,0.38081,0,0.00026814,0,0
68.001,-166.79,53.01,56.777,0.46967,0.54074,0,0.00038075,0,0
68.001,-166.77,51.423,55.656,0.1932,0.53006,0,0.00037323,0,0
68.001,-166.75,50.701,53.998,0.000121,0.51427,0,0.00036211,0,0
68.001,-166.73,50.638,65.976,0.077268,0.62835,0,0.00044244,0,0
68.001,-166.71,49.999,70.774,0.000158,0.67404,0,0.00047461,0,0
68.001,-166.68,49.19,59.43,0.000152,0.566,0,0.00039854,0,0
68.001,-166.66,48.674,57.155,0.001526,0.54434,0,0.00038329,0,0
68.001,-166.64,48.987,47.575,0.000621,0.4531,0,0.00031904,0,0
68,-166.62,49.638,31.484,0.90277,0.29985,0,0.00021113,0,0
68,-166.59,46.886,21.594,5.167,0.20566,0,0.00014481,0,0
68,-166.57,46.335,20.821,0,0.19829,0,0.00013962,0,0
68,-166.55,45.317,57.624,0.016392,0.5488,0,0.00038643,0,0
68,-166.53,44.082,40.39,0.001322,0.38467,0,0.00027086,0,0
68.001,-166.51,42.049,20.379,0.1856,0.19409,0,0.00013666,0,0
68.001,-166.51,41.835,54.335,0.10249,0.51749,0,0.00036438,0,0
67.998,-166.53,44.353,67.037,0.2988,0.63845,0,0.00044955,0,0
67.993,-166.54,45.753,81.934,0.008088,0.78033,0,0.00054945,0,0
67.987,-166.56,47.088,118.61,0.007383,1.1296,0,0.0007954,0,0
67.982,-166.58,49.315,171.06,0.11771,1.6292,0,0.0011471,0,0
67.977,-166.59,52.342,81.591,0.002592,0.77707,0,0.00054715,0,0
67.975,-166.61,54.983,0.68158,0,0.0064913,0,4.5707e-06,0,0
67.995,-166.72,51.45,8.0603,0.021011,0.0021302,0.050911,0,0,0
67.997,-166.7,50.604,60.433,4.0694,0.015972,0.38171,0,0,0
67.998,-166.68,49.711,52.069,0.047613,0.013761,0.32888,0,0,0
67.998,-166.66,49.096,60.705,0.021065,0.016043,0.38343,0,0,0
67.999,-166.63,49.15,234.8,0.53211,0.062055,1.4831,0,0,0
67.999,-166.61,49.582,77.781,0.042785,0.020556,0.49128,0,0,0
67.999,-166.59,47.345,59.723,0.14293,0.015784,0.37722,0,0,0
67.999,-166.57,46.307,27.089,3.2714,0.0071592,0.1711,0,0,0
67.999,-166.55,45.14,54.353,0.034325,0.014365,0.3433,0,0,0
67.999,-166.52,44.031,76.941,0.14394,0.020334,0.48598,0,0,0
68,-166.5,41.808,63.777,9.3522,0.016855,0.40283,0,0,0
68,-166.48,39.789,35.717,0.059056,0.0094396,0.2256,0,0,0
68,-166.46,37.821,31.386,23.473,0.0082948,0.19824,0,0,0
68,-166.43,36.236,44.073,0.017845,0.011648,0.27838,0,0,0
68,-166.41,35.371,36.446,0.002516,0.009632,0.2302,0,0,0
67.999,-166.39,34.798,89.199,0.000868,0.023574,0.5634,0,0,0
67.999,-166.37,34.199,134.82,19.404,0.03563,0.85153,0,0,0
67.999,-166.35,33.319,175.86,4.7083,0.046478,1.1108,0,0,0
67.999,-166.32,33.181,143.63,12.66,0.03796,0.90722,0,0,0
67.999,-166.3,33.129,212.18,0.005621,0.056075,1.3401,0,0,0
67.999,-166.28,33.198,88.891,9.4607,0.023493,0.56145,0,0,0
67.999,-166.26,32.846,153.87,1.703,0.040666,0.97189,0,0,0
68,-166.23,32.429,145.89,4.0892,0.038557,0.92147,0,0,0
68,-166.21,31.846,95.606,2.1287,0.025267,0.60387,0,0,0
68,-166.19,31.467,81.365,0.4585,0.021504,0.51392,0,0,0
68,-166.05,28.79,88.523,2.6334,0.023395,0.55913,0,0,0
68,-166.03,29.498,89.753,1.2393,0.02372,0.5669,0,0,0
68,-166.01,28.924,55.665,0.77886,0.014712,0.35159,0,0,0
68,-165.98,29.512,972.29,0.74604,0.25696,6.1412,0,0,0
68,-165.96,29.378,78.431,0,0.020728,0.49539,0,0,0
68,-165.94,29.044,75.508,0.045454,0.019956,0.47692,0,0,0
68,-165.92,28.934,81.694,5.866,0.021591,0.516,0,0,0
68,-165.89,28.575,69.682,0.14433,0.018416,0.44013,0,0,0
68,-165.87,29.43,56.72,0.41617,0.01499,0.35825,0,0,0
68,-165.85,29.095,52.324,1.5623,0.013828,0.33049,0,0,0
67.958,-165.96,34.821,99.005,2.6442,0.026165,0.62533,0,0,0
67.967,-165.97,35.068,104.72,1.3905,0.027676,0.66142,0,0,0
67.975,-165.97,34.516,98.868,0.061589,0.026129,0.62447,0,0,0
67.983,-165.98,31.514,103.01,0.25593,0.027223,0.65061,0,0,0
67.99,-165.99,30.672,76.878,1.9563,0.020318,0.48558,0,0,0
67.997,-166,29.419,105.94,1.0253,0.027998,0.66913,0,0,0
68.004,-166.01,28.194,64.413,0.012883,0.017023,0.40684,0,0,0
68.01,-166.03,27.422,64.713,0.000232,0.017103,0.40874,0,0,0
68.355,-167.3,39.857,11.021,0.99752,0,0.06548,0.00019266,0,0
68.352,-167.28,40.294,19.185,8.89,0,0.11398,0.00033536,0,0
68.349,-167.26,40.99,23.199,1.8449,0,0.13783,0.00040553,0,0
68.346,-167.24,41.789,32.411,3.1206,0,0.19256,0.00056656,0,0
68.343,-167.22,41.952,31.235,8.9213,0,0.18557,0.000546,0,0
68.34,-167.2,42.016,26.917,3.1037,0,0.15992,0.00047052,0,0
68.339,-167.18,41.48,37.564,0.76683,0,0.22317,0.00065663,0,0
68.342,-167.17,41.267,24.833,0.006962,0,0.14754,0.0004341,0,0
68.351,-167.17,40.964,19.779,8.6292,0,0.11751,0.00034574,0,0
68.359,-167.17,40.742,20.506,13.958,0,0.12183,0.00035845,0,0
68.367,-167.17,40.49,41.584,0.007488,0,0.24705,0.0007269,0,0
68.376,-167.17,40.081,29.291,2.9105,0,0.17402,0.00051203,0,0
68.384,-167.17,39.84,47.326,4.5306,0,0.28117,0.00082729,0,0
68.392,-167.17,39.716,38.769,3.1783,0,0.23033,0.00067771,0,0
68.401,-167.17,38.863,38.09,1.4528,0,0.2263,0.00066583,0,0
68.409,-167.17,37.581,51.389,2.3365,0,0.30531,0.0008983,0,0
68.417,-167.16,36.392,33.385,1.2002,0,0.19834,0.00058358,0,0
68.426,-167.16,38.19,37.25,1.1326,0,0.2213,0.00065115,0,0
68.434,-167.16,36.776,47.307,11.101,0,0.28106,0.00082696,0,0
68.442,-167.16,37.558,27.875,5.7949,0,0.16561,0.00048727,0,0
68.45,-167.15,33.93,23.875,1.1803,0,0.14184,0.00041735,0,0
68.459,-167.15,37.737,53.937,19.921,0,0.32044,0.00094284,0,0
68.467,-167.15,40.412,198.37,2.8409,0,1.1786,0.0034677,0,0
68.475,-167.15,37.91,118.93,12.713,0,0.7066,0.002079,0,0
68.484,-167.15,37.263,101.15,11.799,0,0.60091,0.0017681,0,0
68.492,-167.14,36.073,100.99,4.5456,0,0.59997,0.0017653,0,0
68.5,-167.21,35.415,42.194,0.22022,0,0.25068,0.00073758,0,0
68.5,-167.23,38.632,41.6,8.5158,0,0.24715,0.00072719,0,0
68.501,-167.26,40.406,47.214,1.9195,0,0.2805,0.00082532,0,0
68.501,-167.28,40.918,25.875,0.15486,0,0.15373,0.00045231,0,0
68.501,-167.3,39.903,8.3769,0.080407,0.00088306,0.048771,0.00014835,6.4885e-07,0
68.501,-167.32,40.993,9.7635,0.01051,0.048327,0.0034535,0.0002755,3.551e-05,0
68.501,-167.35,42.77,14.542,0.032543,0.071952,0.0051417,0.00041018,5.2868e-05,0
68.502,-167.37,44.309,7.8677,0.004212,0.038931,0.002782,0.00022193,2.8605e-05,0
68.502,-167.39,44.882,11.097,0.01228,0.05491,0.0039238,0.00031302,4.0346e-05,0
68.502,-167.42,44.458,22.096,0.04965,0.10936,0.0078152,0.00062345,8.0358e-05,0
68.501,-167.44,44.681,13.797,2.79,0.068275,0.0048789,0.00038921,5.0167e-05,0
68.501,-167.46,45.266,12.771,0.60843,0.063212,0.0045171,0.00036035,4.6447e-05,0
68.501,-167.48,46.321,11.985,0.29876,0.059301,0.0042377,0.00033806,4.3573e-05,0
68.5,-167.51,47.387,14.807,2.8363,0.073251,0.0052345,0.00041758,5.3823e-05,0
68.5,-167.53,48.279,13.263,0.008702,0.065642,0.0046908,0.00037421,4.8232e-05,0
68.5,-167.55,49.036,16.984,0.005947,0.084052,0.0060063,0.00047915,6.1759e-05,0
68.5,-167.57,49.925,22.116,0.18238,0.10949,0.0078243,0.00062418,8.0452e-05,0
68.5,-167.6,51.247,17.989,1.0471,0.089032,0.0063622,0.00050754,6.5418e-05,0
68.5,-167.62,51.58,16.962,0.071281,0.08394,0.0059984,0.00047852,6.1677e-05,0
68.5,-167.64,52.102,23.726,0.01621,0.11736,0.0083864,0.00066902,8.6232e-05,0
68.5,-167.67,52.766,24.979,0.96388,0.12359,0.0088317,0.00070454,9.081e-05,0
68.5,-167.69,53.205,23.231,5.1833,0.11497,0.0082157,0.0006554,8.4477e-05,0
68.5,-167.71,53.526,31.344,0.47088,0.15508,0.011082,0.00088409,0.00011395,0
68.499,-167.73,53.631,29.636,0.4062,0.14658,0.010475,0.00083561,0.0001077,0
68.499,-167.76,53.65,40.204,2.4705,0.19876,0.014204,0.0011331,0.00014605,0
68.499,-167.78,53.672,34.466,0.008214,0.17044,0.01218,0.00097162,0.00012523,0
68.499,-167.8,53.773,32.044,0.075492,0.15852,0.011328,0.00090368,0.00011648,0
68.499,-167.82,53.978,43.013,0.26154,0.21268,0.015198,0.0012124,0.00015627,0
68.498,-167.83,54.016,26.092,0.19904,0.12903,0.0092205,0.00073556,9.4808e-05,0
68.5,-167.84,53.957,35.703,0.082267,0.17652,0.012614,0.0010063,0.0001297,0
68.501,-167.86,53.968,40.086,0.058983,0.19831,0.014171,0.0011305,0.00014571,0
68.501,-167.88,53.982,32.269,0.047342,0.15968,0.011411,0.0009103,0.00011733,0
68.501,-167.91,53.955,37.041,0.045709,0.18335,0.013102,0.0010452,0.00013472,0
68.501,-167.93,53.885,24.664,0.019218,0.12207,0.0087228,0.00069586,8.9691e-05,0
68.5,-167.95,53.715,24.404,0.46219,0.12078,0.0086308,0.00068852,8.8745e-05,0
68.5,-167.97,53.129,33.014,0.14723,0.16335,0.011673,0.00093119,0.00012002,0
68.5,-168,52.919,23.994,0.030058,0.11869,0.0084816,0.00067661,8.721e-05,0
68.5,-168.02,52.752,24.979,0.31596,0.12352,0.0088266,0.00070414,9.0758e-05,0
68.5,-168.04,52.617,16.934,0.023582,0.083822,0.0059899,0.00047784,6.159e-05,0
68.5,-168.06,52.494,15.802,0.019148,0.07821,0.0055889,0.00044585,5.7466e-05,0
68.5,-168.09,52.246,13.44,0.016249,0.066528,0.0047541,0.00037925,4.8883e-05,0
68.5,-168.11,51.964,16.959,0.0493,0.083903,0.0059957,0.0004783,6.165e-05,0
68.5,-168.13,51.864,22.175,0.10679,0.10976,0.0078433,0.0006257,8.0648e-05,0
68.5,-168.16,51.793,14.173,0.21872,0.070153,0.0050132,0.00039992,5.1547e-05,0
68.5,-168.18,51.343,16.732,0.61444,0.082653,0.0059064,0.00047118,6.0732e-05,0
68.501,-168.2,51.256,21.354,0.20793,0.10551,0.0075397,0.00060148,7.7526e-05,0
68.501,-168.22,51.353,9.7654,0.5914,0.048305,0.0034519,0.00027537,3.5493e-05,0
68.501,-168.25,51.191,12.389,0.42015,0.061255,0.0043773,0.00034919,4.5008e-05,0
68.501,-168.27,51.204,7.3904,0.24718,0.036597,0.0026152,0.00020863,2.689e-05,0
68.501,-168.29,51.246,5.2152,0.4691,0.025788,0.0018428,0.00014701,1.8948e-05,0
68.502,-168.31,51.569,5.78,0.51034,0.028586,0.0020428,0.00016296,2.1004e-05,0
68.502,-168.34,51.619,13.838,0.43623,0.068349,0.0048842,0.00038963,5.0221e-05,0
68.502,-168.36,51.414,12.063,1.7114,0.05958,0.0042575,0.00033964,4.3777e-05,0
68.501,-168.38,51.568,6.1854,0.69123,0.030585,0.0021856,0.00017436,2.2473e-05,0
68.501,-168.4,51.633,4.2316,0.76144,0.020932,0.0014958,0.00011932,1.538e-05,0
68.501,-168.43,51.643,6.0603,2.7902,0.029956,0.0021406,0.00017077,2.2011e-05,0
68.501,-168.45,51.532,9.5789,0.98449,0.047334,0.0033825,0.00026983,3.478e-05,0
68.501,-168.47,51.415,35.02,1.2368,0.17297,0.012361,0.00098607,0.0001271,0
68.501,-168.5,51.486,48.298,1.0553,0.23856,0.017047,0.0013599,0.00017529,0
68.594,-168.45,51.175,4.5758,1.508,0.022644,0.0016181,0.00012908,1.6638e-05,0
68.603,-168.45,51.152,5.3981,0.54761,0.026721,0.0019095,0.00015233,1.9634e-05,0
68.611,-168.45,51.174,5.5071,0.8299,0.027253,0.0019475,0.00015536,2.0025e-05,0
68.619,-168.45,51.262,5.7814,0.70029,0.028629,0.0020458,0.00016321,2.1036e-05,0
68.627,-168.45,51.405,9.3971,0.24492,0.04652,0.0033243,0.0002652,3.4182e-05,0
68.636,-168.45,51.514,15.148,0.27188,0.074975,0.0053577,0.00042741,5.509e-05,0
68.644,-168.46,51.437,9.8831,0.46978,0.048897,0.0034942,0.00027875,3.5928e-05,0
68.652,-168.46,51.484,8.8089,0.46589,0.043603,0.0031158,0.00024856,3.2038e-05,0
68.661,-168.46,51.517,6.6399,0.30983,0.032864,0.0023485,0.00018735,2.4148e-05,0
68.669,-168.46,51.387,6.6351,0.36841,0.03285,0.0023474,0.00018727,2.4137e-05,0
68.677,-168.46,51.463,4.0102,0.94697,0.019846,0.0014182,0.00011313,1.4582e-05,0
68.686,-168.46,51.474,4.3298,0.50986,0.021436,0.0015318,0.0001222,1.575e-05,0
68.694,-168.46,51.585,7.3215,0.18138,0.036222,0.0025884,0.00020649,2.6615e-05,0
68.702,-168.47,52.061,5.5065,0.32309,0.027229,0.0019458,0.00015523,2.0007e-05,0
68.71,-168.47,52.447,7.6625,0.26851,0.037928,0.0027104,0.00021622,2.7869e-05,0
68.719,-168.47,52.529,15.804,0.10277,0.078242,0.0055911,0.00044603,5.749e-05,0
68.727,-168.47,52.572,13.09,0.23251,0.064812,0.0046314,0.00036947,4.7622e-05,0
68.735,-168.47,52.446,16.433,0.14251,0.081334,0.0058121,0.00046366,5.9762e-05,0
68.744,-168.47,52.257,5.9757,0.76726,0.029559,0.0021123,0.00016851,2.1719e-05,0
68.752,-168.48,52.096,6.8344,0.48014,0.033817,0.0024166,0.00019278,2.4848e-05,0
68.76,-168.48,52.473,6.9065,0.16368,0.034182,0.0024427,0.00019486,2.5116e-05,0
68.768,-168.48,52.456,11.859,0.083415,0.058682,0.0041934,0.00033452,4.3118e-05,0
68.777,-168.48,52.392,9.2248,0.44816,0.045639,0.0032613,0.00026017,3.3534e-05,0
68.785,-168.48,52.367,6.6162,0.76712,0.03271,0.0023374,0.00018647,2.4034e-05,0
68.793,-168.48,52.292,10.578,0.60302,0.052286,0.0037363,0.00029806,3.8418e-05,0
68.801,-168.49,52.194,6.2575,0.80155,0.030939,0.0022109,0.00017637,2.2733e-05,0
68.81,-168.49,51.826,7.1986,0.64489,0.035592,0.0025434,0.0002029,2.6152e-05,0
68.818,-168.49,51.668,2.9464,0.58527,0.014578,0.0010417,8.3102e-05,1.0711e-05,0
68.826,-168.49,51.397,3.868,1.2735,0.019126,0.0013668,0.00010903,1.4053e-05,0
68.835,-168.49,51.371,8.7456,2.1488,0.043248,0.0030905,0.00024654,3.1777e-05,0
68.843,-168.49,51.227,13.562,1.4434,0.06709,0.0047943,0.00038246,4.9296e-05,0
68.851,-168.49,51.213,14.193,0.32321,0.070217,0.0050177,0.00040028,5.1593e-05,0
68.859,-168.5,51.206,12.66,0.21389,0.062655,0.0044773,0.00035718,4.6037e-05,0
68.868,-168.5,51.35,13.643,0.20238,0.067521,0.004825,0.00038492,4.9613e-05,0
68.876,-168.5,51.212,18.686,0.10783,0.092476,0.0066083,0.00052717,6.7949e-05,0
68.884,-168.5,51.164,23.484,0.39304,0.11623,0.0083056,0.00066258,8.5401e-05,0
68.892,-168.5,51.268,11.458,0.28553,0.056707,0.0040523,0.00032327,4.1667e-05,0
68.901,-168.5,51.28,6.9058,0.42089,0.03418,0.0024425,0.00019485,2.5114e-05,0
68.909,-168.5,51.367,7.8778,0.83538,0.038994,0.0027865,0.00022229,2.8652e-05,0
68.917,-168.5,51.506,10.573,0.33529,0.052343,0.0037404,0.00029839,3.846e-05,0
68.925,-168.5,51.829,11.978,0.41601,0.059291,0.0042369,0.000338,4.3565e-05,0
68.934,-168.5,51.953,10.421,2.815,0.051583,0.0036861,0.00029406,3.7901e-05,0
68.942,-168.5,51.979,13.515,2.1594,0.066875,0.0047789,0.00038123,4.9138e-05,0
68.95,-168.5,52.026,18.28,2.7425,0.09047,0.006465,0.00051574,6.6475e-05,0
68.959,-168.5,51.909,16.561,2.6281,0.081915,0.0058537,0.00046697,6.0189e-05,0
68.967,-168.5,51.957,13.062,2.0656,0.064615,0.0046174,0.00036835,4.7477e-05,0
68.975,-168.5,51.975,19.822,19.093,0.097979,0.0070016,0.00055855,7.1992e-05,0
68.983,-168.5,51.938,20.489,51.802,0.10126,0.0072363,0.00057727,7.4406e-05,0
68.992,-168.5,51.783,19.314,12.287,0.095476,0.0068227,0.00054428,7.0153e-05,0
68.998,-168.5,51.939,20.676,11.7,0.1022,0.0073033,0.00058261,7.5095e-05,0
69,-168.51,52.121,15.598,12.988,0.0771,0.0055095,0.00043952,5.6651e-05,0
69,-168.53,52.095,30.162,12.436,0.14906,0.010652,0.00084974,0.00010952,0
69,-168.53,52.11,10.741,13.361,0.053089,0.0037937,0.00030264,3.9008e-05,0
69.001,-168.51,51.982,23.376,10.364,0.11557,0.0082583,0.0006588,8.4914e-05,0
69,-168.49,51.393,49.416,9.5891,0.24426,0.017455,0.0013925,0.00017948,0
69,-168.46,51.082,38.378,17.01,0.18975,0.013559,0.0010817,0.00013942,0
