Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2),Pollock (No. m^-2)
71.41,-163.28,43.561,6.1158,1.6098,0.019265,0,0,0,0
71.409,-163.31,43.229,5.5808,1.9108,0.01758,0,0,0,0
71.409,-163.33,43.244,5.0967,2.4738,0.016055,0,0,0,0
71.409,-163.36,43.025,3.3384,1.6446,0.010516,0,0,0,0
71.409,-163.38,43.343,5.1718,1.8094,0.016291,0,0,0,0
71.407,-163.41,43.738,3.7457,2.9624,0.011799,0,0,0,0
71.402,-163.43,44.136,4.9145,1.625,0.015481,0,0,0,0
71.398,-163.45,44.05,6.7658,0.82539,0.021313,0,0,0,0
71.394,-163.47,44.059,11.981,1.4637,0.037741,0,0,0,0
71.391,-163.5,43.923,16.755,1.0332,0.052778,0,0,0,0
71.389,-163.52,43.542,18.445,1.6839,0.058103,0,0,0,0
71.386,-163.54,43.482,12.015,1.46,0.037847,0,0,0,0
71.384,-163.57,43.858,12.49,1.2658,0.039344,0,0,0,0
71.384,-163.59,43.801,11.553,1.3367,0.036391,0,0,0,0
71.387,-163.62,43.889,22.088,2.1405,0.069579,0,0,0,0
71.391,-163.64,43.975,23.251,2.4378,0.073241,0,0,0,0
71.396,-163.66,43.805,17.666,2.9026,0.055649,0,0,0,0
71.296,-163.71,43.544,17.45,1.2419,0.054969,0,0,0,0
71.293,-163.74,43.719,21.201,1.7038,0.066786,0,0,0,0
71.293,-163.76,43.807,18.8,1.8012,0.059221,0,0,0,0
71.294,-163.79,43.832,18.151,1.7361,0.057175,0,0,0,0
71.297,-163.81,43.983,23.895,1.1587,0.075271,0,0,0,0
71.302,-163.83,44.251,11.892,0.98821,0.03746,0,0,0,0
71.308,-163.85,44.717,9.4888,0.65857,0.02989,0,0,0,0
71.314,-163.86,45.08,9.8364,0.82977,0.030985,0,0,0,0
71.32,-163.88,45.454,14.744,0.83573,0.046443,0,0,0,0
71.326,-163.9,45.76,12.042,0.65091,0.037934,0,0,0,0
71.331,-163.92,45.919,16.641,0.082058,0.052421,0,0,0,0
71.336,-163.94,46.029,10.958,0.41197,0.034518,0,0,0,0
71.342,-163.96,46.24,9.8656,0.67743,0.031077,0,0,0,0
71.347,-163.98,46.143,14.002,0.99961,0.044106,0,0,0,0
71.352,-164,46.058,7.414,1.7209,0.023354,0,0,0,0
71.356,-164.03,45.95,4.8365,1.7287,0.015235,0,0,0,0
71.359,-164.05,45.753,9.9475,1.8635,0.031335,0,0,0,0
71.36,-164.08,45.562,14.223,2.2175,0.044802,0,0,0,0
71.359,-164.1,45.311,15.197,2.4128,0.047871,0,0,0,0
71.358,-164.13,45.128,15.128,2.6639,0.047655,0,0,0,0
71.356,-164.15,45.304,17.069,2.5071,0.053767,0,0,0,0
71.351,-164.17,45.513,15.312,2.4303,0.048232,0,0,0,0
71.345,-164.19,45.511,16.396,1.8213,0.051647,0,0,0,0
71.339,-164.21,45.535,23.255,1.8457,0.073256,0,0,0,0
71.332,-164.22,45.53,18.901,1.5234,0.059539,0,0,0,0
71.326,-164.24,45.58,21.311,2.1915,0.067129,0,0,0,0
71.321,-164.26,45.759,21.705,2.7117,0.068373,0,0,0,0
71.316,-164.28,45.785,16.795,2.3417,0.052906,0,0,0,0
71.312,-164.3,45.854,17.286,1.8027,0.054451,0,0,0,0
71.306,-164.32,45.952,15.58,2.2984,0.049078,0,0,0,0
71.299,-164.34,46.301,11.851,2.3915,0.03733,0,0,0,0
71.291,-164.34,47.224,7.6832,2.1921,0.024203,0,0,0,0
71.283,-164.35,47.986,7.964,1.8344,0.025087,0,0,0,0
71.275,-164.36,48.243,14.45,1.8528,0.045517,0,0,0,0
71.268,-164.36,48.589,13.669,1.8853,0.043059,0,0,0,0
71.26,-164.36,48.682,6.4598,1.9989,0.020349,0,0,0,0
71.252,-164.35,47.97,11.157,2.2866,0.035144,0,0,0,0
71.244,-164.35,47.275,22.499,1.4297,0.070874,0,0,0,0
71.236,-164.34,46.697,24.104,1.5048,0.07593,0,0,0,0
71.228,-164.33,45.968,31.728,1.1234,0.099943,0,0,0,0
71.223,-164.32,45.745,32.966,1.0752,0.10384,0,0,0,0
71.217,-164.31,45.753,29.819,1.2962,0.093932,0,0,0,0
71.209,-164.32,45.819,31.456,1.3365,0.099089,0,0,0,0
71.205,-164.34,45.6,37.242,1.5341,0.11732,0,0,0,0
71.205,-164.36,45.042,31.203,2.0339,0.098292,0,0,0,0
71.208,-164.38,44.428,25.831,1.79,0.081369,0,0,0,0
71.212,-164.41,43.774,28.009,1.8814,0.088229,0,0,0,0
71.217,-164.43,42.823,30.368,1.5949,0.095661,0,0,0,0
71.222,-164.45,43.376,27.693,1.0531,0.087235,0,0,0,0
71.227,-164.47,43.293,19.57,0.90752,0.061645,0,0,0,0
71.234,-164.48,46.261,11.223,1.074,0.035354,0,0,0,0
71.241,-164.5,46.825,14.12,0.5168,0.04448,0,0,0,0
71.248,-164.51,45.987,14.962,0.50506,0.047131,0,0,0,0
71.255,-164.53,45.809,14.944,0.3616,0.047076,0,0,0,0
71.262,-164.54,45.797,16.488,0.19601,0.051937,0,0,0,0
71.269,-164.55,45.684,10.727,0.50824,0.033791,0,0,0,0
71.276,-164.56,45.47,11.096,0.37253,0.034954,0,0,0,0
71.283,-164.58,45.333,10.907,1.3974,0.034359,0,0,0,0
71.286,-164.59,45.374,13.082,1.3833,0.04121,0,0,0,0
71.284,-164.61,45.286,9.9418,0.95666,0.031317,0,0,0,0
71.279,-164.63,45.349,7.146,0.35265,0.02251,0,0,0,0
71.272,-164.65,45.416,8.2522,0.43975,0.025995,0,0,0,0
71.265,-164.66,45.494,13.321,1.3684,0.041963,0,0,0,0
71.258,-164.67,45.606,8.7167,1.1917,0.026462,0,0,0,0
71.251,-164.69,45.75,7.711,0.60383,0,0,0,0,0
71.243,-164.7,45.755,31.256,0.88212,0,0,0,0,0
71.235,-164.71,45.819,71.918,1.1253,0,0,0,0,0
71.229,-164.72,45.844,89.33,0.81903,0,0,0,0,0
71.223,-164.74,45.844,102.35,0.3082,0,0,0,0,0
71.218,-164.76,45.871,82.936,0.63569,0,0,0,0,0
71.214,-164.78,45.902,73.829,0.47139,0,0,0,0,0
71.21,-164.81,45.777,80.189,0.52029,0,0,0,0,0
71.209,-164.83,45.533,89.038,0.63315,0,0,0,0,0
71.209,-164.86,45.079,96.052,0.73048,0,0,0,0,0
71.211,-164.88,44.944,98.638,0.76914,0,0,0,0,0
71.216,-164.9,44.582,104.16,1.0506,0,0,0,0,0
71.222,-164.92,44.401,50.326,0.91424,0,0,0,0,0
71.228,-164.94,44.292,29.6,0.74731,0,0,0,0,0
71.235,-164.95,44.162,13.928,0.95854,0,0,0,0,0
71.242,-164.96,43.848,15.195,1.0412,0,0,0,0,0
71.249,-164.98,43.398,19.606,0.64679,0,0,0,0,0
71.256,-164.99,42.874,14.578,0.57063,0,0,0,0,0
71.263,-165.01,42.032,17.923,1.2882,0,0,0,0,0
71.271,-165.02,41.405,20.054,2.2267,0,0,0,0,0
71.278,-165.03,40.23,25.435,0.000246,0,0,0,0,0
71.286,-165.04,41.371,34.832,0.010301,0,0,0,0,0
71.293,-165.05,40.957,24.272,0.025603,0,0,0,0,0
71.301,-165.06,40.817,19.402,0.016418,0,0,0,0,0
71.308,-165.07,40.89,20.287,0.051859,0,0,0,0,0
71.316,-165.08,40.77,16.04,0.033139,0,0,0,0,0
71.324,-165.09,40.749,12.218,0.064908,0,0,0,0,0
71.331,-165.1,41.3,9.8942,0.057128,0,0,0,0,0
71.339,-165.11,41.934,10.333,0.045917,0,0,0,0,0
71.347,-165.12,41.926,8.4726,0,0,0,0,0,0
71.354,-165.13,41.362,11.253,0.020831,0,0,0,0,0
71.359,-165.15,41.122,19.915,1.3337,0,0,0,0,0
71.357,-165.16,41.721,15.415,1.765,0,0,0,0,0
71.351,-165.17,41.935,14.564,1.5922,0,0,0,0,0
71.344,-165.18,41.173,10.047,0.43091,0,0,0,0,0
71.337,-165.2,40.737,12.29,0.53742,0,0,0,0,0
71.33,-165.21,40.888,15.201,0.57168,0,0,0,0,0
71.323,-165.22,40.481,22.881,1.2725,0,0,0,0,0
71.315,-165.23,40.1,23.599,1.6173,0,0,0,0,0
71.308,-165.24,39.635,25.724,1.007,0,0,0,0,0
71.301,-165.25,39.121,28.974,1.4714,0,0,0,0,0
71.294,-165.27,39.36,22.588,1.1337,0,0,0,0,0
71.288,-165.28,40.13,12.514,0.8644,0,0,0,0,0
71.286,-165.31,40.43,13.076,0.58861,0,0,0,0,0
71.286,-165.33,40.988,18.486,0.9906,0,0,0,0,0
71.288,-165.36,41.144,18.453,0.47753,0,0,0,0,0
71.29,-165.38,40.941,23.53,0.59732,0,0,0,0,0
71.294,-165.41,41.072,30.071,0.51973,0,0,0,0,0
71.297,-165.43,41.279,37.558,0.31141,0,0,0,0,0
71.301,-165.45,41.838,33.923,0.5142,0,0,0,0,0
71.305,-165.48,42.235,151.22,0.33413,0,0,0,0,0
71.309,-165.5,42.378,168.56,0.31405,0,0,0,0,0
71.313,-165.52,42.449,115.01,0.027535,0.0079048,0,0,0,0
71.318,-165.54,42.5,113.66,0.3199,0.50053,0,0,0,0
71.375,-165.76,42.814,67.754,0.030505,0.11748,0,0,0,0
71.381,-165.78,42.747,95.859,0.035039,0.12845,0,0,0,0
71.386,-165.8,42.84,108.76,0,0.12982,0,0,0,0
71.392,-165.82,42.984,71.985,0.8106,0.19231,0,0,0,0
71.397,-165.83,43.148,70.822,0.006699,0.12464,0,0,0,0
71.403,-165.85,43.21,73.724,0.020937,0.16071,0,0,0,0
71.409,-165.87,43.385,87.186,0.037185,0.40529,0,0,0,0
71.415,-165.89,43.49,98.716,0.034258,0.61861,0,0,0,0
71.421,-165.91,43.573,76.797,0.106,0.42735,0,0,0,0
71.426,-165.93,43.63,79.838,0.00536,0.51794,0,0,0,0
71.432,-165.95,43.612,128.66,0.004082,0.82142,0,0,0,0
71.438,-165.97,43.726,270.96,0.001029,2.1386,0,0,0,0
71.444,-165.98,43.778,124.34,0.11748,0.95566,0,0,0,0
71.45,-166,43.932,91.613,0.013139,0.64308,0,0,0,0
71.456,-166.02,43.955,87.233,0,0.62512,0,0,0,0
71.462,-166.04,43.925,88.761,0.002233,0.57197,0,0,0,0
71.467,-166.06,44.067,90.837,0,0.55666,0,0,0,0
71.473,-166.08,44.033,100.88,0.000633,0.66945,0,0,0,0
71.479,-166.1,44.101,126.53,0.008522,0.85679,0,0,0,0
71.485,-166.11,44.199,107.43,0,0.66176,0,0,0,0
71.491,-166.13,44.313,116.76,0.003194,0.45529,0,0,0,0
71.496,-166.14,44.499,183.05,0.20088,0.61089,0,0,0,0
72,-162.46,32.883,9.1,1.3357,0.045522,0,0,0,0
71.999,-162.45,32.76,12.453,1.2115,0.062296,0,0,0,0
71.999,-162.42,32.631,10.018,2.347,0.050116,0,0,0,0
71.999,-162.39,32.601,8.8696,2.2078,0.04437,0,0,0,0
71.998,-162.37,31.321,9.4011,0.56698,0.047028,0,0,0,0
71.999,-162.34,30.404,7.7281,0.91108,0.038659,0,0,0,0
72.001,-162.31,29.301,6.0203,0.63795,0.030116,0,0,0,0
72.003,-162.29,30.372,7.5972,0.9238,0.038004,0,0,0,0
72.002,-162.26,31.572,24.796,2.0183,0.12404,0,0,0,0
72.001,-162.24,31.027,13.073,1.0364,0.065399,0,0,0,0
72,-162.21,29.801,14.3,1.1907,0.071536,0,0,0,0
71.999,-162.18,29.886,22.634,1.5189,0.11322,0,0,0,0
71.998,-162.16,30.496,14.268,2.7659,0.071376,0,0,0,0
71.997,-162.13,31.361,18.857,2.0634,0.094329,0,0,0,0
71.995,-162.1,32.655,20.682,1.9713,0.10346,0,0,0,0
71.993,-162.08,33.584,23.545,1.1021,0.11778,0,0,0,0
71.991,-162.05,33.761,19.85,1.2369,0.0993,0,0,0,0
71.989,-162.02,33.498,20.029,1.0702,0.10019,0,0,0,0
71.986,-162,31.857,16.067,1.3985,0.080374,0,0,0,0
71.972,-161.91,34.949,3.335,0.97581,0.016683,0,0,0,0
71.972,-161.94,34.715,10.457,0.86116,0.052309,0,0,0,0
71.974,-161.97,34.189,18.807,0.72514,0.094083,0,0,0,0
71.978,-161.99,35.25,27.681,1.2697,0.13847,0,0,0,0
71.983,-162.01,32.609,15.146,1.9477,0.075764,0,0,0,0
71.99,-162.02,34.035,12.865,2.8317,0.064356,0,0,0,0
71.984,-161.87,32.683,22.97,0.27708,0.080883,0,0,0,0
71.991,-161.85,31.118,19.941,0.45179,0.070218,0,0,0,0
71.998,-161.84,30.982,23.046,0.4012,0.081152,0,0,0,0
72.001,-161.82,30.482,24.403,0.20436,0.08593,0,0,0,0
72.001,-161.79,32.19,15.084,0.11887,0.053114,0,0,0,0
72.001,-161.76,31.995,14.215,0.05357,0.050055,0,0,0,0
72.001,-161.74,32.268,22.097,0.035775,0.077809,0,0,0,0
72.001,-161.71,32.15,12.918,0.25547,0.045487,0,0,0,0
72.001,-161.68,31.911,19.986,0.13787,0.070378,0,0,0,0
72.001,-161.66,31.547,26.877,0.026142,0.094641,0,0,0,0
72.001,-161.63,32.114,20.835,0.38895,0.073368,0,0,0,0
72.001,-161.6,32.132,23.35,0.15781,0.082224,0,0,0,0
72.001,-161.58,31.831,32.368,0.099993,0.11398,0,0,0,0
72.001,-161.55,32.185,34.26,0.081113,0.12064,0,0,0,0
72.001,-161.52,32.71,27.877,0.058868,0.098165,0,0,0,0
72.001,-161.5,32.706,17.547,0.058858,0.061789,0,0,0,0
72.001,-161.47,32.466,27.735,0.16465,0.097663,0,0,0,0
72.001,-161.44,32.446,30.827,0.26884,0.10855,0,0,0,0
72.001,-161.41,32.55,34.803,0.29325,0.12255,0,0,0,0
72,-161.39,33.378,34.416,0.24036,0.12119,0,0,0,0
72,-161.36,33.983,31.06,0.15054,0.10937,0,0,0,0
72,-161.33,34.669,39.735,0.035495,0.13992,0,0,0,0
72,-161.31,35.056,37.21,0.008383,0.13103,0,0,0,0
72,-161.28,35.32,38.17,0.011795,0.13441,0,0,0,0
72,-161.25,35.55,50.956,0.67956,0.17943,0,0,0,0
72.001,-161.23,35.8,50.072,1.0891,0.17632,0,0,0,0
72.001,-161.21,35.844,29.866,0.71543,0.10517,0,0,0,0
72,-161.19,36.197,44.964,0.10559,0.15833,0,0,0,0
72,-161.16,36.515,59.052,0.03256,0.20794,0,0,0,0
72,-161.13,36.609,85.903,0.014404,0.30249,0,0,0,0
72,-160.9,36.845,30.122,0.062383,0.10607,0,0,0,0
72,-160.88,36.833,40.307,0.049399,0.14193,0,0,0,0
72,-160.85,37.063,49.357,0.074767,0.1738,0,0,0,0
72,-160.82,37.375,44.975,0.084647,0.15837,0,0,0,0
72,-160.79,37.601,32.21,0.082843,0.11342,0,0,0,0
72,-160.77,37.62,25.794,0.037441,0.090827,0,0,0,0
72,-160.74,37.595,28.185,0.039274,0.099247,0,0,0,0
72,-160.71,37.941,36.567,0.004128,0.12876,0,0,0,0
72,-160.69,37.999,45.465,0.11192,0.16009,0,0,0,0
72,-160.66,38.12,36.522,0.040212,0.12861,0,0,0,0
72,-160.63,38.289,51.206,0.061634,0.18031,0,0,0,0
72,-160.61,38.402,51.639,0.051555,0.18184,0,0,0,0
72,-160.58,38.356,52.825,0.003772,0.18601,0,0,0,0
72,-160.55,38.296,63.429,0.13055,0.22335,0,0,0,0
72,-160.53,37.941,63.884,0.003124,0.22495,0,0,0,0
72,-160.5,38.445,66.863,0.017851,0.23544,0,0,0,0
72,-160.47,38.425,61.958,0.013917,0.21817,0,0,0,0
72,-160.44,38.858,58.201,0.063257,0.20494,0,0,0,0
71.999,-160.42,39.266,23.056,0.49097,0.081189,0,0,0,0
71.999,-160.41,39.414,16.905,0.53529,0.12393,0,0,0,0
72,-160.39,39.617,50.179,0.082222,0.37218,0,0,0,0
72,-160.37,39.772,42.606,0.14995,0.31601,0,0,0,0
72,-160.34,39.936,48.935,0.10308,0.36296,0,0,0,0
72,-160.31,40.655,55.733,0.46088,0.41338,0,0,0,0
72,-160.29,40.438,59.095,0.31754,0.43832,0,0,0,0
72,-160.26,38.946,81.111,0.070117,0.60161,0,0,0,0
72,-160.23,37.235,64.79,0.037166,0.48056,0,0,0,0
72,-160.21,35.937,94.776,0.012266,0.70297,0,0,0,0
72,-160.18,35.439,93.987,0.083833,0.69711,0,0,0,0
72,-160.15,34.5,103.96,0.847,0.77107,0,0,0,0
72,-160.12,34.539,87.671,0.22193,0.65027,0,0,0,0
72,-160.1,33.827,67.612,0.037577,0.50149,0,0,0,0
72,-160.07,30.147,79.407,0.77957,0.58897,0,0,0,0
71.999,-160.04,28.278,81.254,0.018689,0.60267,0,0,0,0
71.999,-160.02,29.192,72.915,0.014454,0.54082,0,0,0,0
71.999,-159.99,29.137,65.567,1.0832,0.48632,0,0,0,0
71.999,-159.96,29.425,67.7,0.094866,0.50214,0,0,0,0
71.998,-159.94,30.277,58.201,0.15968,0.43169,0,0,0,0
72,-159.76,39.086,146.61,0.04657,1.0874,0,0,0,0
72,-159.73,39.385,175,0.094096,1.298,0,0,0,0
72,-159.7,40.589,125.06,0.085542,0.92756,0,0,0,0
72,-159.67,41.246,116.51,0.010678,0.86416,0,0,0,0
72,-159.65,41.61,133.32,0.001538,0.98883,0,0,0,0
72,-159.62,40.99,150.56,0.41002,1.1167,0,0,0,0
71.999,-159.6,42.777,98.633,2.781,0.73157,0,0,0,0
71.999,-159.59,43.015,116.99,0.044888,0.86773,0,0,0,0
72,-159.57,44.193,86.49,0.016047,0.64151,0,0,0,0
72,-159.55,45.102,91.812,0.009768,0.68099,0,0,0,0
72,-159.52,45.568,67.159,0.018255,0.49813,0,0,0,0
72,-159.49,46.047,68.049,0.064507,0.50473,0,0,0,0
72,-159.47,46.494,107.49,0.21352,0.79726,0,0,0,0
72,-159.44,46.682,87.343,0.016941,0.64783,0,0,0,0
72,-159.41,46.701,86.916,0.64747,0.64467,0,0,0,0
72,-159.38,45.822,80.48,0.057363,0.59693,0,0,0,0
72,-159.36,47.282,88.657,0.044376,0.65758,0,0,0,0
72,-159.33,48.471,90.082,0.20238,0.66815,0,0,0,0
72,-159.3,48.878,100.17,0.072744,0.74296,0,0,0,0
72,-159.28,49.188,85.073,0.044659,0.631,0,0,0,0
72,-159.25,49.368,123.38,0.70747,0.91515,0,0,0,0
72,-159.22,49.67,122.3,0.021134,0.90709,0,0,0,0
72,-159.2,49.999,88.421,0.095477,0.65583,0,0,0,0
72,-159.17,50.09,72.377,0.11701,0.53683,0,0,0,0
72,-159.14,50.614,79.228,0.011084,0.58765,0,0,0,0
72,-159.12,50.915,126.06,0.059227,0.93501,0,0,0,0
72,-159.09,51.211,99.192,0.15031,0.73572,0,0,0,0
72,-159.06,51.51,125.24,0.087757,0.92892,0,0,0,0
72,-159.03,51.731,162.81,0.033129,1.2076,0,0,0,0
72,-159.01,52.002,149.08,0.40552,1.1058,0,0,0,0
72,-158.98,52.252,100.58,0.87582,0.74598,0,0,0,0
72,-158.95,52.546,138.56,1.1224,1.0277,0,0,0,0
72,-158.93,52.743,140.06,0.20978,1.0388,0,0,0,0
72,-158.9,53.064,90.94,0.5845,0.67452,0,0,0,0
72,-158.87,53.269,39.754,0.1078,0.29487,0,0,0,0
72,-158.85,53.503,45.103,0.036831,0.33454,0,0,0,0
72,-158.82,53.736,85.545,0.47198,0.6345,0,0,0,0
72,-158.79,53.766,72.541,0.022989,0.53805,0,0,0,0
72,-157.17,89.233,238.72,0.57666,1.7898,0,0,0,0
71.998,-157.15,89.646,55.307,1.8128,0.41466,0,0,0,0
71.995,-157.15,89.984,147.9,0.23757,1.1089,0,0,0,0
71.995,-157.14,90.61,197.82,1.5077,1.4832,0,0,0,0
71.999,-157.12,91.393,212.19,0.046823,1.5909,0,0,0,0
72.003,-157.13,92.058,176.77,0.2858,1.3906,0,0.00055104,0,0
72.003,-157.15,90.418,254.17,1.0938,2.2342,0,0.0027724,0,0
72.001,-157.18,88.719,250.57,1.5406,2.2026,0,0.0027331,0,0
72,-157.2,87.022,179,0.023916,1.5734,0,0.0019524,0,0
72,-157.23,84.73,188.97,0.003295,1.6611,0,0.0020612,0,0
72,-157.26,82.877,214.11,0.017937,1.8821,0,0.0023354,0,0
72,-157.29,80.619,246.92,0.66318,2.1705,0,0.0026933,0,0
72,-157.31,79.721,263.76,0.048205,2.3185,0,0.0028769,0,0
72,-157.34,79.335,297.96,0.000376,2.6191,0,0.00325,0,0
71.999,-157.37,78.967,354.45,0.74448,3.1157,0,0.0038662,0,0
71.999,-157.39,78.986,382.81,0.043055,3.365,0,0.0041754,0,0
71.999,-157.42,79.107,362.79,0.61024,3.1889,0,0.003957,0,0
71.999,-157.45,79.124,450.12,0.079414,3.9566,0,0.0049096,0,0
72,-157.47,80.201,514.98,0.70789,4.5267,0,0.0056171,0,0
72,-157.5,80.296,604.03,0.004965,5.3095,0,0.0065884,0,0
72,-157.53,80.416,222.93,0.23982,1.9596,0,0.0024316,0,0
72,-157.55,79.802,212.64,0.003655,1.8692,0,0.0023194,0,0
72,-157.58,79.071,237.79,0.01076,2.0902,0,0.0025936,0,0
72.001,-157.61,78.287,311.56,0.012533,2.7386,0,0.0033983,0,0
72.001,-157.63,77.256,266.4,0.8031,2.3417,0,0.0029057,0,0
72.001,-157.66,76.183,233.11,0.004343,2.0491,0,0.0025427,0,0
72.001,-157.69,75.646,184.34,0.000499,1.6204,0,0.0020107,0,0
72,-157.71,74.699,154.74,0.022751,1.3602,0,0.0016878,0,0
72,-157.74,73.432,246.24,0.020593,2.1645,0,0.0026859,0,0
72,-157.77,72.456,393.7,0.002809,3.4607,0,0.0042943,0,0
72,-157.8,71.607,347.94,0.000441,3.0584,0,0.0037951,0,0
72,-157.82,70.649,270.7,0.029928,2.3795,0,0.0029526,0,0
72,-157.85,69.993,305.13,0,2.6821,0,0.0033282,0,0
72,-157.88,69.204,464.82,0.003837,4.0859,0,0.00507,0,0
72,-157.9,68.383,431.45,0.22662,3.7925,0,0.0047059,0,0
72,-157.93,67.807,260.86,0.73329,2.293,0,0.0028453,0,0
72,-157.96,67.236,307.84,0.041561,2.7059,0,0.0033577,0,0
71.997,-157.91,68.216,462.55,0,4.0659,0,0.0050453,0,0
71.999,-157.94,67.554,394.22,0.008028,3.4652,0,0.0042999,0,0
72,-157.96,66.947,507.42,0.012712,4.4603,0,0.0055346,0,0
72,-157.99,66.283,282.58,0.001786,2.4839,0,0.0030822,0,0
72,-158.02,65.622,303.33,0.10998,2.6663,0,0.0033085,0,0
72,-158.04,64.904,314.94,0,2.7684,0,0.0034352,0,0
72,-158.07,64.238,323.25,0,2.8414,0,0.0035258,0,0
72,-158.1,63.659,256.73,0.007201,2.2567,0,0.0028002,0,0
72,-158.12,63.023,251.5,0.000153,2.2107,0,0.0027432,0,0
72,-158.15,62.517,283.86,0,2.4952,0,0.0030962,0,0
72,-158.18,62.077,307.92,0,2.7067,0,0.0033586,0,0
72,-158.21,61.72,329.75,0.006562,2.8986,0,0.0035967,0,0
72,-158.23,61.239,155.11,0.059131,1.3634,0,0.0016918,0,0
72,-158.26,60.909,338.44,0,2.9749,0,0.0036915,0,0
72,-158.29,60.475,316.44,0,2.7816,0,0.0034516,0,0
72,-158.31,60.182,149.23,0.045405,1.3118,0,0.0016278,0,0
72,-158.34,59.742,199.15,0.32079,1.7506,0,0.0021722,0,0
72,-158.37,59.434,219.98,0.94043,1.9337,0,0.0023994,0,0
72,-158.39,59.064,235.78,0.734,2.0725,0,0.0025717,0,0
72,-158.42,58.56,206.66,0.10976,1.8166,0,0.0022541,0,0
71.999,-158.45,58.229,282.6,0,2.4841,0,0.0030824,0,0
71.999,-158.47,57.896,324.85,0,2.8555,0,0.0035433,0,0
71.999,-158.5,57.297,285.67,0,2.511,0,0.0031159,0,0
71.999,-158.53,56.982,217.34,0.007129,1.9104,0,0.0023706,0,0
71.999,-158.55,56.583,190.6,0.12453,1.6754,0,0.0020789,0,0
71.999,-158.58,56.157,166.86,0.012181,1.4667,0,0.00182,0,0
71.999,-158.61,55.699,207.75,0.31858,1.8261,0,0.002266,0,0
71.999,-158.64,55.248,210.43,1.8822,1.8497,0,0.0022953,0,0
71.999,-158.66,54.901,189.93,0.028947,1.6695,0,0.0020716,0,0
71.999,-158.69,54.707,196.56,1.0776,1.7278,0,0.0021439,0,0
71.999,-158.72,54.665,224.13,0.001199,1.9701,0,0.0024446,0,0
71.999,-158.74,54.474,172.04,0.056307,1.5122,0,0.0018765,0,0
71.999,-158.77,54.263,140.53,0.005573,1.2353,0,0.0015328,0,0
71.999,-158.79,53.993,64.427,1.1207,0.55015,0,0.00052522,0,0
72.008,-158.77,54.336,127.39,0.039763,0.99321,0,0,0,0
72.013,-158.75,54.603,165.25,0.2812,1.2883,0,0,0,0
72.019,-158.73,54.977,221.03,0.035331,1.7232,0,0,0,0
72.024,-158.71,55.134,205.11,0.13615,1.5991,0,0,0,0
72.03,-158.69,55.395,223.93,0.86816,1.7458,0,0,0,0
72.035,-158.67,55.686,184.75,0.068739,1.4404,0,0,0,0
72.041,-158.65,55.933,182.22,1.0616,1.4206,0,0,0,0
72.047,-158.63,56.183,140.98,0.045357,1.0991,0,0,0,0
72.052,-158.61,56.504,138.36,0.15513,1.0787,0,0,0,0
72.497,-158.53,60.677,52.281,0.8836,0.46154,0,0,0,0
72.494,-158.52,60.52,202.14,0.25013,1.7845,0,0,0,0
72.497,-158.52,61.228,229.27,0.094066,2.024,0,0,0,0
72.5,-158.54,60.674,274.92,0.013355,2.427,0,0,0,0
72.5,-158.57,59.635,271.73,0.002226,2.3989,0,0,0,0
72.5,-158.6,58.884,287.98,2.2565,2.5423,0,0,0,0
72.5,-158.63,57.82,293.55,0.007758,2.5915,0,0,0,0
72.5,-158.65,56.168,302.52,0.074656,2.6706,0,0,0,0
72.5,-158.68,55.129,274.8,0.024621,2.426,0,0,0,0
72.5,-158.71,55.053,233.13,0.000342,2.0581,0,0,0,0
72.5,-158.74,54.922,232.52,0.000147,2.0527,0,0,0,0
72.5,-158.76,54.894,239.46,6.7033,2.114,0,0,0,0
72.5,-158.79,54.868,293.97,0.07342,2.5952,0,0,0,0
72.5,-158.82,54.75,309.74,0.090557,2.7344,0,0,0,0
72.5,-158.85,54.715,399.18,5.9109,3.524,0,0,0,0
72.5,-158.87,54.607,330.72,0.022614,2.9196,0,0,0,0
72.5,-158.9,54.447,340.95,0.000378,3.0099,0,0,0,0
72.5,-158.93,54.228,285.91,0.010313,2.5241,0,0,0,0
72.501,-158.96,53.801,352.68,0.00255,3.1135,0,0,0,0
72.501,-158.99,53.548,400.51,0.003426,3.5357,0,0,0,0
72.501,-159.01,53.565,391.6,0.41104,3.457,0,0,0,0
72.501,-159.04,53.439,387.02,0.018324,3.4166,0,0,0,0
72.501,-159.07,53.204,396.78,0.09887,3.5027,0,0,0,0
72.501,-159.1,52.891,320.75,0.21481,2.8316,0,0,0,0
72.501,-159.12,52.266,234.61,0.022478,2.0711,0,0,0,0
72.501,-159.15,51.766,590.88,13.479,5.2163,0,0,0,0
72.501,-159.18,51.493,600.91,0,5.3049,0,0,0,0
72.501,-159.21,51.29,320.86,0.081359,2.8326,0,0,0,0
72.501,-159.23,51.179,365.41,0.041376,3.2258,0,0,0,0
72.501,-159.26,51.034,331.33,0.13451,2.925,0,0,0,0
72.501,-159.29,51.053,328.09,1.2537,2.8964,0,0,0,0
72.501,-159.32,50.908,234.6,0.50287,2.0711,0,0,0,0
72.501,-159.41,50.413,155.57,0.34537,1.3734,0,0,0,0
