Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2),Pollock (No. m^-2)
69.5,-165.22,34.182,58.58,4.9351,0,0,0,0.008851,0
69.5,-165.2,34.166,46.222,3.2873,0,0,0,0.0072293,0
69.5,-165.17,33.843,30.049,0.34746,0,0,0,0.0044655,0
69.5,-165.15,33.538,30.706,0.44216,0,0,0,0.00463,0
69.5,-165.13,33.201,25.616,1.054,0,0,0,0.0039263,0
69.5,-165.1,32.873,18.499,0.46106,0,0,0,0.0027574,0
69.5,-165.08,32.497,15.694,1.2829,0,0,0,0.00237,0
69.5,-165.06,31.98,16.817,2.5844,0,0,0,0.0025137,0
69.5,-165.03,31.6,32.634,0.53285,0,0,0,0.0048804,0
69.5,-165.01,31.837,44.007,0.89306,0,0,0,0.0066234,0
69.5,-164.98,31.741,142.47,14.438,0.0003914,0,0.055705,0.017981,0
69.5,-164.96,30.942,25.651,0.25697,0.00033076,0,0.047074,0.00042706,0
69.502,-164.94,30.928,27.912,0.34965,0.00036055,0,0.051315,0.00046553,0
69.502,-164.93,30.811,17.559,0.40494,0.00022659,0,0.032249,0.00029257,0
69.5,-164.91,30.371,17.169,0.30881,0.0002218,0,0.031568,0.00028638,0
69.5,-164.88,30.161,43.677,0.32269,0.00056304,0,0.080133,0.00072697,0
69.501,-164.86,30.248,35.911,0.67871,0.00046316,0,0.065918,0.00059801,0
69.5,-164.84,30.289,14.716,0.31971,0.00018961,0,0.026986,0.00024482,0
69.5,-164.81,30.334,8.4699,0.62489,0.00010908,0,0.015525,0.00014084,0
69.5,-164.79,30.257,6.7559,0.2252,8.7084e-05,0,0.012394,0.00011244,0
69.5,-164.77,30.01,5.8668,0.12886,7.5621e-05,0,0.010763,9.7638e-05,0
69.5,-164.74,29.728,8.9937,0.062425,0.0001159,0,0.016495,0.00014964,0
69.5,-164.72,29.422,11.492,0.21696,0.00014829,0,0.021105,0.00019146,0
69.5,-164.69,29.461,19.421,2.2593,0.00025036,0,0.035632,0.00032325,0
69.5,-164.67,29.308,16.9,1.2143,0.00021836,0,0.031078,0.00028194,0
69.5,-164.65,28.908,12.166,1.517,0.00015691,0,0.022332,0.0002026,0
69.5,-164.62,28.991,16.232,0.36628,0.00020961,0,0.029832,0.00027063,0
69.5,-164.6,28.711,23.111,5.5459,0.00029843,0,0.042473,0.00038532,0
69.5,-164.58,28.316,39.42,0.6326,0.00050826,0,0.072337,0.00065624,0
69.5,-164.55,28.024,18.452,1.953,0.00023855,0,0.033951,0.000308,0
69.5,-164.53,27.75,4.1509,0.22962,5.3553e-05,0,0.0076218,6.9145e-05,0
69.5,-164.5,27.459,12.202,1.4023,0.00015766,0,0.022438,0.00020356,0
69.5,-164.48,27.037,8.3502,0.58165,0.00010786,0,0.015351,0.00013927,0
69.5,-164.46,26.55,8.7629,0.4531,0.00011317,0,0.016107,0.00014612,0
69.5,-164.43,26.167,7.5747,0.38987,9.773e-05,0,0.013909,0.00012618,0
69.5,-164.41,25.665,7.3906,1.0664,9.5309e-05,0,0.013565,0.00012306,0
69.5,-164.38,25.192,4.9488,0.95097,6.3785e-05,0,0.009078,8.2356e-05,0
69.5,-164.36,24.76,27.649,0.52259,0.00035659,0,0.05075,0.00046041,0
69.5,-164.34,24.497,11.717,0.67385,0.00015106,0,0.0215,0.00019505,0
69.5,-164.31,24.027,15.592,0.33478,0.00020092,0,0.028596,0.00025942,0
69.5,-164.29,23.772,3.9173,0.28152,5.0476e-05,0,0.0071839,6.5172e-05,0
69.5,-164.27,23.512,72.727,1.7859,0.0009367,0,0.13331,0.0012094,0
69.5,-164.24,23.402,30.943,4.0889,0.00039825,0,0.056681,0.00051421,0
69.504,-164.22,23.654,24.724,8.4973,0.0003179,0,0.045245,0.00041046,0
69.619,-164.09,24.434,12.72,1.9298,0.00016369,0,0.023297,0.00021136,0
69.627,-164.08,24.6,42.667,3.3217,0.00054934,0,0.078184,0.00070928,0
69.635,-164.08,24.768,11.425,2.4901,0.00014728,0,0.020961,0.00019016,0
69.643,-164.09,24.748,19.355,2.1044,0.00024927,0,0.035477,0.00032184,0
69.651,-164.1,24.639,7.8415,4.3682,0.00010094,0,0.014366,0.00013033,0
69.657,-164.11,24.048,34.709,3.963,0.00044712,0,0.063635,0.0005773,0
69.663,-164.13,23.573,20.61,2.9649,0.0002654,0,0.037772,0.00034267,0
69.67,-164.15,24.68,25.477,2.4947,0.00032837,0,0.046735,0.00042398,0
69.677,-164.16,25.052,4.0881,2.9231,5.2693e-05,0,0.0074994,6.8035e-05,0
69.685,-164.16,25.17,43.89,5.3091,0.00056525,0,0.080448,0.00072983,0
69.693,-164.16,25.196,13.225,0.76029,0.00017012,0,0.024212,0.00021965,0
69.702,-164.16,25.216,9.7611,2.4549,0.00012571,0,0.017892,0.00016231,0
69.71,-164.16,25.288,39.384,4.4324,0.00050619,0,0.072042,0.00065357,0
69.718,-164.16,25.835,44.244,2.1934,0.00056866,0,0.080934,0.00073423,0
69.727,-164.16,26.338,56.336,11.972,0.00072391,0,0.10303,0.00093468,0
69.735,-164.16,26.903,40.144,24.563,0.00051665,0,0.073531,0.00066708,0
69.743,-164.16,27.096,25.532,33.435,0.00032875,0,0.046789,0.00042447,0
69.752,-164.16,27.429,78.314,18.493,0.0010062,0,0.14321,0.0012992,0
69.76,-164.16,27.59,14.875,8.7802,0.00019157,0,0.027265,0.00024735,0
69.768,-164.16,27.775,18.784,9.5313,0.00024215,0,0.034463,0.00031265,0
69.777,-164.16,27.455,8.3912,6.2501,0.00010828,0,0.01541,0.0001398,0
69.785,-164.16,27.64,72.79,33.802,0.70623,0,0.0064552,5.8561e-05,0
69.793,-164.16,27.775,27.867,28.549,0.28412,0,0,0,0
69.802,-164.16,27.95,38.92,13.347,0.3968,0,0,0,0
69.81,-164.16,28.185,9.6095,4.7479,0.097973,0,0,0,0
69.818,-164.16,28.485,85.284,14.824,0.8695,0,0,0,0
69.827,-164.15,28.898,31.194,0.41865,0.31803,0,0,0,0
69.835,-164.15,29.174,12.379,0.078649,0.12621,0,0,0,0
69.843,-164.15,29.423,19.93,0.37154,0.20319,0,0,0,0
69.852,-164.15,29.853,20.932,0.18658,0.21341,0,0,0,0
69.86,-164.15,30.342,28.198,1.7391,0.28749,0,0,0,0
69.868,-164.15,30.584,78.737,1.3977,0.80276,0,0,0,0
69.877,-164.15,30.786,97.821,12.185,0.99732,0,0,0,0
69.885,-164.15,30.752,1049.5,2.7259,10.7,0,0,0,0
69.893,-164.15,30.71,1139.3,6.4361,11.615,0,0,0,0
69.902,-164.15,30.738,865.58,11.851,8.8249,0,0,0,0
69.91,-164.15,30.476,82.645,6.2925,0.84259,0,0,0,0
69.918,-164.15,30.808,194,3.069,1.9779,0,0,0,0
69.927,-164.15,31.36,302.56,11.043,3.0847,0,0,0,0
69.935,-164.15,31.157,290.31,5.2754,2.9598,0,0,0,0
69.943,-164.15,30.957,422.95,4.4961,4.3121,0,0,0,0
69.952,-164.15,31.166,332.43,10.236,3.3893,0,0,0,0
69.96,-164.15,31.491,257.37,9.8166,2.6239,0,0,0,0
69.968,-164.15,31.859,361.97,15.088,3.6905,0,0,0,0
69.976,-164.14,31.994,238.19,9.1546,2.4284,0,0,0,0
69.985,-164.14,31.988,1013,7.5456,10.328,0,0,0,0
70,-164.14,31.439,1655.7,1.6548,16.88,0,0,0,0
70.069,-164.06,31.455,42.906,2.9321,0.12642,0.0029708,0,0,0
70.062,-164.07,31.239,32.94,1.3251,0.097058,0.0022808,0,0,0
70.054,-164.08,30.053,35.838,5.2889,0.1056,0.0024814,0,0,0
70.046,-164.08,29.798,34.494,5.7317,0.10164,0.0023884,0,0,0
70.038,-164.09,30.178,63.298,4.787,0.18651,0.0043827,0,0,0
70.03,-164.1,30.509,95.808,1.7592,0.47049,0.0048361,0,0,0
70.001,-164.13,31.389,2473.1,0.37165,25.214,0,0,0,0
70.001,-164.15,31.32,40.053,0.70302,0.40835,0,0,0,0
70.001,-164.18,31.251,78.134,1.4215,0.7966,0,0,0,0
70.001,-164.2,31.243,47.411,1.5855,0.48338,0,0,0,0
70.001,-164.23,31.48,12.055,0.50756,0.12291,0,0,0,0
70.001,-164.25,32.088,21.877,0.26909,0.22304,0,0,0,0
70.001,-164.27,32.524,25.219,0.066853,0.25711,0,0,0,0
70.001,-164.3,33.035,24.123,0.68027,0.24594,0,0,0,0
70.001,-164.32,34.051,15.425,2.0496,0.15726,0,0,0,0
70.001,-164.35,33.922,20.817,2.0474,0.21223,0,0,0,0
70.001,-164.37,34.183,31.048,3.4889,0.31655,0,0,0,0
70.001,-164.4,34.466,42.574,3.7057,0.43406,0,0,0,0
70.001,-164.42,34.622,38.699,4.5034,0.39455,0,0,0,0
70.001,-164.44,34.893,26.695,0.91283,0.27216,0,0,0,0
70.001,-164.47,35.277,45.367,0.97718,0.46254,0,0,0,0
70.001,-164.49,35.555,42.5,0.50028,0.4333,0,0,0,0
70.001,-164.52,35.845,43.892,0.14053,0.4475,0,0,0,0
70.001,-164.54,36.103,76.387,2.2869,0.77879,0,0,0,0
70.001,-164.57,36.338,146.59,2.3195,1.4946,0,0,0,0
70.001,-164.59,36.566,112.13,3.9261,1.1432,0,0,0,0
70.001,-164.61,36.878,45.711,0.96046,0.46604,0,0,0,0
70.001,-164.64,37.552,68.985,1.3649,0.70333,0,0,0,0
70.001,-164.66,37.683,130.2,2.4746,1.3274,0,0,0,0
70.001,-164.69,37.828,153.09,2.6285,1.5608,0,0,0,0
70.001,-164.71,38.086,97.448,0.27611,0.99352,0,0,0,0
70.001,-164.74,38.333,84.478,0.1967,0.86128,0,0,0,0
70.001,-164.76,38.334,63.696,2.1873,0.64941,0,0,0,0
70.001,-164.79,38.358,60.386,0.69013,0.61566,0,0,0,0
70.001,-164.81,38.292,77.107,1.5025,0.78613,0,0,0,0
70,-164.83,38.553,68.24,0.90253,0,0,0.010542,0,0
70,-164.86,38.497,96.236,1.1409,0,0,0.014867,0,0
70.001,-164.88,38.571,170.83,1.0264,0,0,0.026389,0,0
70.001,-164.9,38.73,87.415,3.1943,0,0,0.013504,0,0
70.001,-164.93,38.855,52.952,3.4727,0,0,0.00818,0,0
70.001,-164.95,38.933,50.204,2.5941,0,0,0.0077556,0,0
70.001,-164.98,39.02,52.412,3.119,0,0,0.0080966,0,0
70.001,-165,39.189,45.12,12.109,0,0,0.0069702,0,0
70.001,-165.03,39.442,49.398,28.256,0,0,0.007631,0,0
70.001,-165.05,39.63,41.51,42.598,0,0,0.0064124,0,0
70.001,-165.07,39.836,32.892,45.605,0,0,0.0050812,0,0
70.001,-165.1,39.935,34.494,33.259,0,0,0.0053286,0,0
70.001,-165.12,40.03,28.559,4.6046,0,0,0.0044118,0,0
70.001,-165.15,40.093,22.441,1.4623,0,0,0.0034667,0,0
70.001,-165.17,40.203,19.807,1.3205,0,0,0.0030598,0,0
70.001,-165.2,40.196,22.836,3.6861,0,0,0.0035277,0,0
70.001,-165.22,40.146,19.94,33.89,0,0,0.0030803,0,0
70.001,-165.24,40.259,29.615,57.996,0,0,0.004575,0,0
70.001,-165.27,40.344,30.691,8.223,0,0,0.0047412,0,0
70.001,-165.29,40.415,31.122,3.0318,0,0,0.0048077,0,0
70.001,-165.32,40.3,30.702,11.439,0,0,0.0047428,0,0
70.001,-165.34,40.191,26.165,16.015,0,0,0.004042,0,0
70.001,-165.37,40.268,27.816,49.267,0,0,0.004297,0,0
70.001,-165.39,40.439,30.658,22.571,0,0,0.004736,0,0
70.001,-165.42,40.561,30.528,16.286,0,0,0.004716,0,0
70.001,-165.44,40.653,27.915,10.841,0,0,0.0043123,0,0
70.001,-165.46,40.665,25.264,9.0604,0,0,0.0039028,0,0
70.001,-165.49,40.83,26.23,43.133,0,0,0.0040519,0,0
70.001,-165.51,40.833,32.621,78.161,0,0,0.0050393,0,0
70.001,-165.54,41.01,34.223,30.522,0,0,0.0052867,0,0
70.001,-165.56,41.243,21.876,28.729,0,0,0.0033794,0,0
70.003,-165.57,41.449,28.906,38.157,0,0,0.0044655,0,0
70.052,-165.51,41.788,12.283,8.6449,0,0,0.0018975,0,0
70.045,-165.52,41.745,18.676,6.4117,0,0,0.0028851,0,0
70.038,-165.54,41.665,11.164,22.845,0,0,0.0017246,0,0
70.031,-165.55,41.656,31.658,23.076,0,0,0.0048905,0,0
70.024,-165.56,41.615,34.621,63.045,0,0,0.0053483,0,0
70.018,-165.58,41.624,39.658,46.159,0,0,0.0061264,0,0
70.011,-165.59,41.66,22.994,150.72,0,0,0.0035521,0,0
70.005,-165.61,41.737,14.556,51.747,0,0,0.0022486,0,0
70.002,-165.63,41.984,19.135,79.229,0,0,0.002956,0,0
70,-165.66,42.219,27.942,10.884,0,0,0.0043164,0,0
70,-165.68,42.389,41.511,20.514,0,0,0.0064126,0,0
70.001,-165.7,42.507,29.53,2.5399,0,0,0.0045618,0,0
70.001,-165.73,42.547,49.549,7.0276,0,0,0.0076544,0,0
70.001,-165.75,42.48,96.511,3.5433,0,0,0.014909,0,0
70.001,-165.78,42.605,151.7,5.3468,0,0,0.023434,0,0
70.001,-165.8,42.891,136.2,11.209,0,0,0.02104,0,0
70.001,-165.83,43.089,105.56,20.723,0,0,0.016308,0,0
70.001,-165.85,43.148,95.07,31.565,0,0,0.014686,0,0
70.001,-165.87,43.236,76.521,51.766,0,0,0.011821,0,0
70.001,-165.9,43.424,56.089,74.449,0,0,0.0086647,0,0
70.001,-165.92,43.626,45.762,69.657,0.13182,0.001223,0.01009,0,0
70.001,-165.95,43.749,63.641,75.362,0.18862,0.0017499,0.014154,0,0
70.001,-165.97,43.783,91.941,13.074,0.2764,0.0025643,0.020537,0,0
70.001,-166,43.885,82.856,15.155,0.25206,0.0023385,0.018576,0,0
70.001,-166.02,44.14,76.96,11.337,0.23517,0.0021818,0.017278,0,0
70.001,-166.05,44.412,119.66,6.7943,0.36564,0.0033922,0.026864,0,0
70.001,-166.07,44.571,93.943,10.592,0.28706,0.0026632,0.02109,0,0
70.001,-166.09,44.684,66.54,1.0898,0.20333,0.0018864,0.014939,0,0
70.001,-166.12,44.815,163.06,12.784,0.49826,0.0046226,0.036607,0,0
70.001,-166.14,44.945,138.94,32.186,0.42457,0.003939,0.031193,0,0
70.001,-166.17,45.138,174.15,13.4,0.53216,0.0049371,0.039097,0,0
70.001,-166.19,45.333,104.48,14.305,0.31925,0.0029618,0.023455,0,0
70.001,-166.22,45.533,57.525,7.7974,0.17578,0.0016308,0.012914,0,0
70.001,-166.24,45.642,60.212,8.5675,0.18399,0.001707,0.013518,0,0
70.001,-166.26,45.778,24.614,10.374,0.075214,0.0006978,0.005526,0,0
70.001,-166.29,46.022,30.192,14.515,0.092258,0.00085592,0.0067782,0,0
70.001,-166.31,46.061,38.981,9.8634,0.11912,0.0011051,0.0087514,0,0
70.001,-166.32,46.102,64.919,7.5104,0.19838,0.0018404,0.014575,0,0
70.001,-166.35,46.156,109.41,1.9372,0.33432,0.0031016,0.024562,0,0
70.001,-166.37,46.277,207.59,6.2814,0.63432,0.005885,0.046604,0,0
70.001,-166.4,46.37,115.2,3.379,0.35201,0.0032658,0.025862,0,0
70.001,-166.42,46.207,141.53,8.1358,0.43248,0.0040123,0.031774,0,0
70.001,-166.44,46.075,189.34,0.55284,0.57856,0.0053676,0.042507,0,0
70.026,-166.52,46.156,301.83,170.02,0.92232,0.0085568,0.067763,0,0
70.021,-166.54,46.282,252.61,127.39,0.77191,0.0071614,0.056712,0,0
70.016,-166.56,46.391,376.54,39.524,1.1506,0.010675,0.084534,0,0
70.01,-166.58,46.417,315.21,2.1782,0.9632,0.0089361,0.070766,0,0
70.004,-166.59,46.436,251.8,13.17,0.76944,0.0071384,0.05653,0,0
70.001,-166.61,46.515,157.87,13.16,0.48242,0.0044757,0.035443,0,0
70.001,-166.64,46.648,223.45,26.32,0.6828,0.0063347,0.050165,0,0
70.001,-166.66,46.81,332.59,25.084,1.0163,0.0094287,0.074667,0,0
70.001,-166.69,46.922,258.85,15.949,0.79098,0.0073383,0.058113,0,0
70.001,-166.71,46.947,95.986,17.188,0.29331,0.0027212,0.021549,0,0
70.001,-166.74,47.045,60.365,30.08,0.18446,0.0017113,0.013552,0,0
70.001,-166.76,47.087,69.79,57.208,0.18295,0.0016973,0.021548,8.675e-05,0
70.001,-166.78,46.918,87.08,32.24,0.22939,0.0021282,0.026671,0.00010505,0
70.001,-166.81,47.047,218.55,81.341,0.64376,0.0059725,0.053728,6.8814e-05,0
70.002,-166.83,47.305,554.79,367.83,1.6861,0.015643,0.12632,2.6158e-05,0
70.001,-166.86,47.431,388.4,958.19,1.1786,0.010934,0.088803,2.3694e-05,0
70.001,-166.88,47.469,216.75,716.72,0.61302,0.0056873,0.058213,0.00014099,0
70.001,-166.91,47.541,223.22,603.74,0.66464,0.0061662,0.053503,4.9991e-05,0
70.001,-166.93,47.578,331.45,86.673,1.0103,0.0093727,0.074905,7.2817e-06,0
70.001,-166.95,47.64,258,61.871,0.78285,0.0072629,0.058991,1.5783e-05,0
70.001,-166.98,47.614,124.64,281.84,0.37378,0.0034677,0.029357,2.0285e-05,0
70.001,-167,47.633,146.23,230.25,0.43116,0.0040001,0.035869,4.4853e-05,0
70.001,-167.02,47.703,205.56,302.71,0.62583,0.0058061,0.046592,6.5553e-06,0
70.05,-166.97,47.634,159.86,110.5,0.34922,0.0032399,0.062915,0.0003987,0
70.043,-166.98,47.63,137.57,52.786,0.22488,0.0020863,0.068829,0.00055975,0
70.035,-167,47.735,113.09,52.204,0.3199,0.0029679,0.030368,7.3458e-05,0
70.028,-167.01,47.716,109.67,140.98,0.3124,0.0028983,0.02902,6.4929e-05,0
70.021,-167.02,47.675,110.41,67.577,0.30534,0.0028328,0.031006,9.1742e-05,0
70.013,-167.03,47.654,166.26,96.617,0.26851,0.0024911,0.083817,0.00068582,0
70.006,-167.04,47.6,104.68,72.004,0.23263,0.0021582,0.040434,0.00024979,0
70.001,-167.06,47.617,94.461,37.315,0.16908,0.0015687,0.044415,0.00034235,0
70,-167.08,47.53,134.9,68.609,0.26294,0.0024394,0.059253,0.00042735,0
70.001,-167.11,47.216,216.68,93.767,0.21049,0.0019529,0.13613,0.0012912,0
70.001,-167.13,47.048,114.85,62.2,0.18272,0.0016952,0.058428,0.00048159,0
70.001,-167.15,46.861,77.648,18.83,0.14793,0.0013724,0.034761,0.00025567,0
70.001,-167.18,46.802,79.7,7.6175,0.20396,0.0018922,0.025555,0.00011311,0
70.001,-167.2,46.786,154.29,2.4937,0.37041,0.0034365,0.054207,0.00028885,0
70.001,-167.23,46.907,98.937,0.73069,0.20552,0.0019067,0.040986,0.00027702,0
70.001,-167.25,46.917,170.95,0.57406,0.17069,0.0015836,0.10654,0.0010059,0
70.001,-167.28,46.831,161.89,0.49697,0.12948,0.0012012,0.10705,0.0010438,0
70.001,-167.3,46.881,661.39,5.7467,2.0155,0.018699,0.14954,1.5596e-05,0
70.001,-167.32,46.96,1083.4,22.825,3.309,0.030699,0.24355,4.6949e-06,0
70.001,-167.35,47.178,768.19,9.7728,2.3439,0.021746,0.17313,9.8539e-06,0
70.001,-167.37,47.421,562.17,5.0914,1.7103,0.015867,0.12767,2.1512e-05,0
70.001,-167.4,47.538,663.87,4.6987,2.001,0.018564,0.15437,7.8779e-05,0
70.001,-167.42,47.518,668.37,6.6922,2.003,0.018583,0.15763,0.00011206,0
70.001,-167.45,47.734,387.82,13.622,1.0921,0.010132,0.10498,0.00026481,0
70.001,-167.47,48.074,149.91,9.1311,0.32471,0.0030125,0.059416,0.00038053,0
70.001,-167.49,48.258,102.97,2.0683,0.24706,0.0022921,0.036191,0.00019304,0
70.001,-167.52,48.483,43.265,0.75805,0.051893,0.00048144,0.025274,0.00022966,0
70.001,-167.54,48.878,43.724,1.2694,0.039553,0.00036695,0.028052,0.00026909,0
70.001,-167.57,48.874,63.559,0.93074,0.1641,0.0015225,0.02011,8.6177e-05,0
70.001,-167.59,48.835,50.977,1.2156,0.14878,0.0013803,0.012796,1.9956e-05,0
70.001,-167.62,48.754,53.034,2.9874,0.10862,0.0010077,0.022212,0.0001523,0
70.001,-167.64,48.751,46.634,1.2745,0.12922,0.0011989,0.013039,3.7937e-05,0
70.001,-167.67,48.859,49.681,1.8666,0.13519,0.0012543,0.014368,4.746e-05,0
70.001,-167.69,48.971,84.399,0.60017,0.22903,0.0021249,0.024523,8.2359e-05,0
70,-167.71,48.946,62.015,3.9093,0.15045,0.0013958,0.021474,0.00011152,0
70,-167.74,49.101,43.53,2.1696,0.089497,0.00083031,0.0065754,0,0
70.001,-167.76,48.857,28.633,4.914,0.0098319,9.1216e-05,0.00072235,0,0
70.004,-167.77,48.897,45.092,13.56,0.0027692,2.5692e-05,0.00020346,0,0
70.004,-167.54,48.998,39.799,41.588,0,0,0.032501,0.00034779,0
70.005,-167.55,49.009,31.153,8.3752,0,0,0.025414,0.00027196,0
70.004,-167.58,48.969,29.143,10.677,0,0,0.023746,0.00025411,0
70.004,-167.6,48.714,48.285,16.381,0,0,0.039336,0.00042094,0
70.004,-167.63,48.72,31.789,8.1712,0,0,0.025916,0.00027733,0
70.004,-167.65,48.748,23.603,5.4063,0,0,0.019287,0.00020639,0
70.003,-167.68,48.839,19.122,5.3948,0,0,0.015624,0.00016719,0
70.003,-167.7,48.958,40.015,11.503,0,0,0.032715,0.00035008,0
70.002,-167.72,48.965,27.226,9.6796,0,0,0.022287,0.00023849,0
70.002,-167.75,48.867,12.829,9.2998,0,0,0,0,0
70,-167.77,48.879,16.5,11.191,0,0,0,0,0
70,-167.78,48.769,18.848,8.8694,0,0,0,0,0
70.001,-167.8,48.666,16.723,3.3302,0,0,0,0,0
70.001,-167.82,48.506,27.817,8.5877,0,0,0,0,0
70.001,-167.84,48.435,38.987,11.605,0,0,0,0,0
70.001,-167.87,48.62,22.354,6.7985,0,0,0,0,0
70.001,-167.89,48.667,42.483,4.9465,0,0,0,0,0
70.001,-167.92,48.475,28.577,9.2204,0,0,0,0,0
70.001,-167.94,48.498,44.814,34.033,0,0,0,0,0
70.001,-167.97,48.494,16.876,24.403,0,0,0,0,0
70.001,-167.99,48.301,14.814,33.306,0,0,0,0,0
70.001,-168.02,48.138,20.292,80.561,0,0,0,0,0
70.001,-168.04,47.756,17.068,68.492,0,0,0,0,0
70.001,-168.06,47.565,9.3364,54.601,0,0,0,0,0
70.001,-168.09,47.332,15.44,24.035,0,0,0,0,0
70.001,-168.11,47.369,41.291,54.077,0,0,0,0,0
70.001,-168.14,47.352,7.0627,51.198,0,0,0,0,0
70.001,-168.16,47.126,11.586,81.601,0,0,0,0,0
70.001,-168.19,46.816,12.345,65.113,0,0,0,0,0
70.001,-168.21,46.631,13.522,35.323,0,0,0,0,0
70.001,-168.23,46.425,20.2,66.714,0,0,0,0,0
70.001,-168.26,45.981,24.446,34.246,0,0,0,0,0
70.001,-168.28,45.597,19.732,64.597,0,0,0,0,0
70.001,-168.31,45.4,21.079,93.594,0,0,0,0,0
70.001,-168.33,45.102,18.299,100.4,0,0,0,0,0
70.001,-168.36,45.142,29.532,47.583,0,0,0,0,0
70.001,-168.38,44.785,24.24,14.592,0,0,0,0,0
70.001,-168.4,44.611,25.346,26.216,0,0,0,0,0
70.001,-168.43,44.151,13.446,60.949,0,0,0,0,0
70.001,-168.45,43.933,11.473,47.165,0,0,0,0,0
70.001,-168.48,43.6,17.184,32.979,0,0,0,0,0
70,-168.49,43.513,19.138,85.39,0,0,0,0,0
70.109,-168.5,43.796,13.838,100.43,0,0,0,0,0
70.117,-168.5,43.809,24.181,132.48,0,0,0,0,0
70.125,-168.51,43.719,35.887,194.58,0,0,0,0,0
70.133,-168.51,43.499,42.887,36.346,0,0,0,0,0
70.142,-168.51,43.264,33.78,33.241,0,0,0,0,0
70.15,-168.51,43.321,41.052,46.933,0,0,0,0,0
70.158,-168.5,43.197,62.879,79.081,0,0,0,0,0
70.167,-168.5,43.213,118.03,178.83,0,0,0,0,0
70.175,-168.5,43.407,63.906,52.995,0,0,0,0,0
70.183,-168.5,43.716,58.353,32.363,0,0,0,0,0
70.192,-168.5,43.4,51.545,79.165,0,0,0,0,0
70.2,-168.5,43.548,79.978,38.702,0,0,0,0,0
70.208,-168.5,43.373,197.7,53.037,0,0,0,0,0
70.217,-168.5,43.196,80.78,27.198,0,0,0,0,0
70.225,-168.5,43.018,71.022,70.645,0,0,0,0,0
70.233,-168.5,43.422,93.763,19.096,0,0,0,0,0
70.242,-168.5,43.077,73.348,42.535,0,0,0,0,0
70.25,-168.5,43.814,106.36,32.647,0,0,0,0,0
70.258,-168.5,43.949,62.146,49.642,0,0,0,0,0
70.267,-168.5,43.845,36.704,25.044,0,0,0,0,0
70.275,-168.5,43.701,20.933,69.797,0,0,0,0,0
70.283,-168.5,43.785,23.957,70.608,0,0,0,0,0
70.292,-168.5,43.463,23.773,32.833,0,0.00016841,0,0,0
70.3,-168.5,43.635,15.111,19.175,0,0.00010705,0,0,0
70.308,-168.5,43.015,22.749,49.162,0,0.00016116,0,0,0
70.317,-168.5,43.257,29.143,21.323,0,0.00020646,0,0,0
70.325,-168.5,42.668,46.818,82.445,0,0.00033167,0,0,0
70.333,-168.5,42.437,26.943,18.713,0,0.00019087,0,0,0
70.342,-168.5,42.278,25.002,27.799,0,0.00017712,0,0,0
70.35,-168.5,42.069,20.371,67.713,0,0.00014432,0,0,0
70.358,-168.5,42.678,58.664,71.29,0,0.00041559,0,0,0
70.367,-168.5,42.403,20.543,99.413,0,0.00014554,0,0,0
70.375,-168.5,42.494,18.642,5.5752,0,0.00013207,0,0,0
70.383,-168.5,41.975,15.153,0.70637,0,0.00010735,0,0,0
70.392,-168.5,41.623,12.513,3.3399,0,8.8643e-05,0,0,0
70.4,-168.5,41.497,15.3,11.279,0,0.00010839,0,0,0
70.408,-168.5,41.57,45.614,0.65497,0,0.00032315,0,0,0
70.417,-168.5,41.827,68.57,3.8425,0,0.00048577,0,0,0
70.425,-168.5,41.554,23.324,3.7897,0,0.00016524,0,0,0
70.433,-168.5,41.399,19.711,6.1178,0,0.00013964,0,0,0
70.441,-168.5,41.553,19.333,7.1788,0,0.00013696,0,0,0
70.45,-168.51,40.855,18.501,1.6879,0,0.00013106,0,0,0
70.458,-168.51,40.878,30.44,11.015,0,0.00021565,0,0,0
70.466,-168.51,40.92,22.567,21.745,0,0.00015987,0,0,0
70.475,-168.51,39.757,16.945,13.322,0,0.00012004,0,0,0
70.483,-168.51,39.568,22.678,14.464,0,0.00016066,0,0,0
70.491,-168.5,39.665,11.483,25.1,0,8.1348e-05,0,0,0
70.496,-168.5,39.834,17.505,11.941,0,0.00012401,0,0,0
70.543,-168.62,35.335,9.7682,6.0504,0,6.9201e-05,0,0,0
70.537,-168.61,36.883,5.6817,14.662,0,4.0251e-05,0,0,0
70.531,-168.59,37.557,3.9494,4.813,0,2.7979e-05,0,0,0
70.525,-168.57,37.529,4.4573,9.8196,0,3.1577e-05,0,0,0
70.519,-168.55,36.686,5.1731,2.8081,0,3.6648e-05,0,0,0
70.514,-168.53,38.434,5.2728,12.318,0,3.7354e-05,0,0,0
70.508,-168.51,39.136,11.399,10.242,0,8.0752e-05,0,0,0
70.503,-168.49,39.728,20.148,19.263,0,0.00014273,0,0,0
70.5,-168.47,40.836,17.173,7.9025,0,0.00012166,0,0,0
70.5,-168.45,41.423,12.592,5.6178,0,8.9209e-05,0,0,0
70.5,-168.42,41.717,10.527,15.386,0,7.4576e-05,0,0,0
70.5,-168.4,42.091,11.161,13.439,0,7.9069e-05,0,0,0
