,profile_id,latitude,longitude,time,TrackRadius,Year,Depth_max,S_max,S_min,S_surf,S_bot,S_mean,T_min,T_max,T_surf,T_bot,T_mean,MLD,Unnamed: 0,MAST_Station,Station,Gear,Depth.bot,Water.surf,Water.bot,meanSa,meanAcod,meanPol,meanCap
32,CH-J04-2012,70.5,-164.009297960774,2012-01-01 00:00:00,15.061667139943156,2012,,,,31.666,31.999000000000002,,,,6.7,5.086,,17.0,32.0,CH-J04,68.0,CTD,43.0,5.0,5.0,429.3490789473685,3.8880723684210516,0.0,0.00021476453947368417
33,CH-J05-2012,70.5,-162.512397281032,2012-01-01 00:00:00,15.061667139943156,2012,,,,30.901999999999997,31.5,,,,7.646,6.3660000000000005,,2.5,33.0,CH-J05,71.0,CTD,34.0,6.0,5.0,300.3927428571429,2.7685567,0.0,0.0036829501428571427
34,CH-J06-2012,70.5,-161.00060166666663,2012-01-01 00:00:00,15.160445318942216,2012,,,,28.646,29.894000000000002,,,,9.164,8.227,,11.0,34.0,CH-J06,73.0,CTD,25.0,6.0,6.0,122.00509583333334,1.0642339583333333,0.0,0.00030437498611111106
35,CH-K01-2012,71.0,-168.5,2012-01-01 00:00:00,15.06092780297821,2012,,,,30.523000000000003,33.034,,,,5.615,-0.32799999999999996,,15.5,35.0,CH-K01,92.0,CTD,47.0,5.0,3.0,59.84583018867924,0.3448714905660378,0.0,0.0011524839811320755
36,CH-K02-2012,71.0,-166.9652170796879,2012-01-01 00:00:00,15.06194265631943,2012,,,,31.735,32.57,,,,6.07,1.2409999999999999,,17.0,36.0,CH-K02,88.0,CTD,46.0,5.0,5.0,81.55104918032787,0.5689984262295082,0.0,0.001432033344262295
37,CH-K03-2012,71.0,-165.430434159376,2012-01-01 00:00:00,15.06194265631943,2012,,,,31.397,32.342,,,,6.029,3.255,,16.5,37.0,CH-K03,86.0,CTD,41.0,5.0,5.0,7.3151231249999995,0.01364565253125,0.0,0.00074432515625
38,CH-K04-2012,71.0,-163.895651239064,2012-01-01 00:00:00,15.06194265632026,2012,,,,29.865,32.606,,,,4.779,1.22,,9.0,38.0,CH-K04,84.0,CTD,43.0,1.0,5.0,31.19127457627119,0.00130602,0.0,0.0
39,CH-K05-2012,71.0,-162.360868318752,2012-01-01 00:00:00,15.06194265632026,2012,,,,30.474,32.42,,,,5.849,3.015,,9.0,39.0,CH-K05,82.0,CTD,45.0,5.0,5.0,253.69362135922327,2.3394252749514566,0.0,5.191759902912621e-05
40,CH-K06-2012,71.0,-160.82608539844,2012-01-01 00:00:00,15.061942656320543,2012,,,,30.741,32.555,,,,6.3020000000000005,1.785,,13.0,40.0,CH-K06,79.0,CTD,46.0,5.0,5.0,178.22601634615387,1.7214287596153848,0.0,1.5583759615384617e-06
41,CH-K07-2012,71.0,-159.291302478128,2012-01-01 00:00:00,14.90113248157954,2012,,,,31.061,31.648000000000003,,,,6.775,5.803999999999999,,9.0,41.0,CH-K07,77.0,CTD,52.0,5.0,5.0,74.84218553191491,0.6505770531914894,0.0,0.0
42,CH-K08-2012,71.0,-157.77290666666667,2012-01-01 00:00:00,14.90113248157954,2012,,,,28.546999999999997,28.734,,,,8.901,8.531,,14.5,42.0,CH-K08,75.0,CTD,25.0,6.0,6.0,19.857350847457624,0.0,0.0,4.48283559322034e-06
43,CH-L01-2012,71.5,-168.5,2012-01-01 00:00:00,15.061745232476515,2012,,,,30.96,33.03,,,,5.468,-0.292,,17.0,43.0,CH-L01,93.0,CTD,48.0,5.0,3.0,25.24423255813954,0.1606459069767442,0.0011629158139534882,0.020877081395348832
44,CH-L02-2012,71.5,-166.9252445683719,2012-01-01 00:00:00,7.459977595252267,2012,,,,30.986,32.714,,,,4.538,0.312,,16.0,44.0,CH-L02,111.0,CTD,46.0,5.0,5.0,10.260550606060605,0.010574192272727273,0.006791228030303031,0.0044832810606060605
45,CH-L02.5-2012,71.5,-166.14532,2012-01-01 00:00:00,7.459977595252267,2012,,,,30.56900000000001,32.782,,,,3.596,-0.222,,19.0,45.0,CH-L02.5,112.0,CTD,44.0,5.0,3.0,8.155515873015874,0.004682139682539681,0.002353606349206349,0.0025813339682539686
46,CH-L03-2012,71.5,-165.35048913674402,2012-01-01 00:00:00,7.602554251542515,2012,,,,30.432,32.778,,,,2.988,0.196,,18.0,46.0,CH-L03,113.0,CTD,40.0,5.0,5.0,9.515329245283018,0.0048627337735849055,0.0,0.0021545018867924525
47,CH-L04.5-2012,71.5,-162.9834933333333,2012-01-01 00:00:00,7.484755297403899,2012,,,,,,,,,,,,15.5,47.0,CH-L04.5,115.0,CTD,,,,1.60452,0.00027238248000000003,0.0,7.1466e-06
48,CH-L05-2012,71.5,-162.200978273488,2012-01-01 00:00:00,7.484755297403899,2012,,,,29.461,33.358000000000004,,,,1.6340000000000001,-1.6440000000000001,,13.0,48.0,CH-L05,116.0,CTD,46.0,1.0,3.0,2.686449210526316,0.00047637352631578944,0.0,0.0
49,CH-L06-2012,71.5,-160.62622284186,2012-01-01 00:00:00,15.062212100285546,2012,,,,29.441,33.361,,,,3.5789999999999997,-1.665,,6.5,49.0,CH-L06,117.0,CTD,46.0,1.0,3.0,11.912935729166668,0.005495184187499999,0.007372431145833333,0.001956416104166667
50,CH-L07-2012,71.5,-159.051467410231,2012-01-01 00:00:00,15.062212100295065,2012,,,,27.401,33.330999999999996,,,,1.804,-1.6969999999999998,,11.0,50.0,CH-L07,124.0,CTD,51.0,1.0,3.0,23.392936170212764,0.0754346808510638,0.016102823404255322,0.0008366829787234042
51,CH-L08-2012,71.5,-157.476711978602,2012-01-01 00:00:00,15.062212100295065,2012,,,,29.874000000000002,33.103,,,,5.027,-1.3319999999999999,,17.5,51.0,CH-L08,123.0,CTD,98.0,1.0,3.0,44.58214358974359,0.03823139999999999,0.0,0.018139363333333332
52,CH-M01-2012,72.0,-168.5,2012-01-01 00:00:00,7.612221523798144,2012,,,,29.541,33.15,,,,3.4539999999999997,-0.518,,6.0,52.0,CH-M01,109.0,CTD,51.0,1.0,3.0,26.41142857142857,0.08070414285714286,0.0,0.02673465142857143
53,CH-M01.5-2012,72.0,-167.6828283333334,2012-01-01 00:00:00,7.4505929627675265,2012,,,,31.034000000000002,33.071,,,,5.141,-0.369,,15.5,53.0,CH-M01.5,110.0,CTD,50.0,5.0,3.0,27.25060967741936,0.055184870967741946,0.0,0.01828090322580645
54,CH-M02-2012,72.0,-166.88300774365206,2012-01-01 00:00:00,7.4505929627675265,2012,,,,30.309,32.986,,,,5.1720000000000015,-0.723,,16.0,54.0,CH-M02,95.0,CTD,48.0,5.0,3.0,16.98376724137931,0.0,0.0,0.0
55,CH-M03-2012,72.0,-165.266015487304,2012-01-01 00:00:00,15.06247541458047,2012,,,,30.322,32.946,,,,4.87,-0.26899999999999996,,14.0,55.0,CH-M03,97.0,CTD,42.0,5.0,3.0,15.56043787878788,0.03218250333333333,0.0,0.011279848484848486
56,CH-M04-2012,72.0,-163.649023230956,2012-01-01 00:00:00,5.978764439902195,2012,,,,27.996,33.049,,,,1.396,-1.228,,7.0,56.0,CH-M04,99.0,CTD,40.0,1.0,3.0,21.139751515151513,0.0008704336363636364,0.0,0.010896678787878786
57,CH-M04.5-2012,72.0,-163.007205,2012-01-01 00:00:00,5.978764439902195,2012,,,,27.548000000000002,33.203,,,,-0.58,-1.528,,9.5,57.0,CH-M04.5,100.0,CTD,39.0,1.0,3.0,,,,
58,CH-M06-2012,72.0,-160.41503871826,2012-01-01 00:00:00,7.521665966546588,2012,,,,26.991,32.972,,,,0.040999999999999995,-1.6540000000000001,,12.0,58.0,CH-M06,118.0,CTD,39.0,1.0,3.0,37.83737027777778,0.0024033906944444443,0.07612410555555554,0.0
59,CH-M06.5-2012,72.0,-159.60758833333333,2012-01-01 00:00:00,7.521665966546588,2012,,,,,,,,,,,,10.0,59.0,CH-M06.5,119.0,CTD,,,,99.57524242424242,0.4676895787878788,0.10724306060606062,0.001874492121212121
60,CH-M07.5-2012,72.0,-157.98794833333338,2012-01-01 00:00:00,7.516484325621542,2012,,,,26.968000000000004,33.24,,,,0.069,-1.6980000000000002,,10.5,60.0,CH-M07.5,121.0,CTD,41.0,1.0,3.0,16.171231249999998,0.07577400000000001,0.00644436875,0.000433633125
61,CH-M08-2012,72.0,-157.181054205564,2012-01-01 00:00:00,7.516484325621542,2012,,,,28.101999999999997,33.22,,,,2.272,-1.4780000000000002,,10.5,61.0,CH-M08,122.0,CTD,89.0,1.0,3.0,22.393243478260878,0.07855578260869567,0.005437313043478261,0.0005972904347826087
62,CH-N01-2012,72.5,-168.5,2012-01-01 00:00:00,7.538976433101878,2012,,,,28.406999999999996,33.207,,,,0.7659999999999999,-1.5290000000000001,,10.5,62.0,CH-N01,108.0,CTD,55.0,1.0,3.0,6.9162842105263165,0.0,0.0,0.0
63,CH-N01.5-2012,72.5,-167.66833666666668,2012-01-01 00:00:00,7.538976433101878,2012,,,,28.993000000000002,33.213,,,,2.3080000000000003,-0.381,,7.5,63.0,CH-N01.5,107.0,CTD,51.0,1.0,3.0,13.819972727272726,0.06156545454545455,0.0,0.00019237060606060606
64,CH-N02.5-2012,72.5,-166.0066183333333,2012-01-01 00:00:00,7.523835059203358,2012,,,,30.10095795,34.48666235,,,,2.4832131719999997,-0.926012301,,,64.0,CH-N02.5,105.0,CTD,50.0,,,18.846757142857143,0.1070502657142857,0.0,0.00778122457142857
65,CH-N03-2012,72.5,-165.176625349563,2012-01-01 00:00:00,7.508748513976679,2012,,,,28.684,33.218,,,,1.365,-1.151,,6.0,65.0,CH-N03,104.0,CTD,50.0,1.0,3.0,28.54630909090909,0.10046263636363637,0.0,0.01711717575757576
66,CH-N03.5-2012,72.5,-164.3482966666666,2012-01-01 00:00:00,7.508748513976679,2012,,,,29.56,33.268,,,,2.37,-1.3430000000000002,,11.5,66.0,CH-N03.5,103.0,CTD,50.0,1.0,3.0,22.40331612903226,0.05485396096774192,0.0,0.009751939999999999
67,CH-N04-2012,72.5,-163.51493802434499,2012-01-01 00:00:00,7.554344057547099,2012,,,,30.169,33.227,,,,3.463,-1.436,,12.0,67.0,CH-N04,102.0,CTD,48.0,5.0,3.0,20.12900477272727,0.0014113005636363638,0.0,0.0014146360659090908
68,CH-N05-2012,72.5,-162.65241833333332,2012-01-01 00:00:00,7.818682679171768,2012,,,,29.99271244,32.72797884,,,,-0.58,-1.6980000000000002,,,68.0,CH-N05,101.0,CTD,41.0,,,33.380553125,0.0059691025,0.0,0.0048922328125
104,CH-A01-2013,66.0,-168.5,2013-01-01 00:00:00,15.052790548979756,2013,,,,28.5,31.95,,,,10.64,3.58,,38.5,104.0,CH-A01,2.0,CTD,55.0,6.0,5.0,88.01772166666665,0.00040090216666666665,7.158068333333333e-05,6.109686666666667e-05
105,CH-A02-2013,66.0,-167.27151202424716,2013-01-01 00:00:00,15.05575386726626,2013,,,,29.24,30.28,,,,10.65,8.74,,7.5,105.0,CH-A02,5.0,CTD,15.0,6.0,6.0,46.46687833333332,0.0018799201481481482,0.0003356578685185185,0.0002864964981481482
106,CH-B01-2013,66.5,-168.5,2013-01-01 00:00:00,15.052790548979756,2013,,,,29.77,31.82,,,,9.22,4.05,,25.5,106.0,CH-B01,11.0,CTD,52.0,6.0,5.0,7.304479629629629,0.0,0.0,0.0
107,CH-B02-2013,66.5,-167.24690249690434,2013-01-01 00:00:00,15.05575386726626,2013,,,,32.6981387,31.04390612,,,,7.689211667,5.962909982,,0.0,107.0,CH-B02,9.0,CTD,29.0,,,14.400557352941176,0.0,0.0,0.0
108,CH-B03-2013,66.5,-165.993804993809,2013-01-01 00:00:00,15.05925497740284,2013,,,,28.31,30.06,,,,11.8,9.16,,9.5,108.0,CH-B03,6.0,CTD,18.0,6.0,6.0,130.6256666666667,0.00011070771929824561,1.976661403508772e-05,1.687157894736842e-05
109,CH-C01-2013,67.0,-168.5,2013-01-01 00:00:00,15.053760720012887,2013,,,,30.61,32.06,,,,7.14,2.23,,16.0,109.0,CH-C01,12.0,CTD,39.0,6.0,5.0,11.951519999999999,0.0,0.0,0.0
110,CH-C02-2013,67.0,-167.2211874378042,2013-01-01 00:00:00,15.05686885666232,2013,,,,32.19,32.23,,,,4.78,1.97,,19.5,110.0,CH-C02,14.0,CTD,39.0,5.0,5.0,39.38078787878788,0.17642657575757575,0.0,0.0
111,CH-C03-2013,67.0,-165.942374875608,2013-01-01 00:00:00,15.059575865612965,2013,,,,30.02,31.71,,,,10.33,6.7,,3.0,111.0,CH-C03,17.0,CTD,24.0,6.0,5.0,14.572780597014924,0.006878014925373134,0.0,8.78647447761194e-05
112,CH-C04-2013,67.0,-164.663562313412,2013-01-01 00:00:00,15.059575865612965,2013,,,,29.39,31.43,,,,12.76,6.65,,21.0,112.0,CH-C04,19.0,CTD,27.0,6.0,5.0,94.54399215686274,0.0,0.0,0.012665647568627451
113,CH-D01-2013,67.5,-168.5,2013-01-01 00:00:00,15.054715055770197,2013,,,,30.93,32.4,,,,6.45,1.46,,,113.0,CH-D01,29.0,CTD,49.0,5.0,5.0,8.629687755102042,0.007472524081632652,0.0,0.0
114,CH-D02-2013,67.5,-167.19429331368374,2013-01-01 00:00:00,15.057977690356942,2013,,,,32.29,32.46,,,,4.57,2.32,,25.0,114.0,CH-D02,27.0,CTD,46.0,5.0,5.0,26.2742625,0.0004983777777777778,0.0,0.0
115,CH-D03-2013,67.5,-165.888586627367,2013-01-01 00:00:00,15.059891410511883,2013,,,,31.73,32.21,,,,7.39,2.6,,22.5,115.0,CH-D03,25.0,CTD,40.0,6.0,5.0,30.233242424242427,1.8223030303030303e-05,0.0,0.0
116,CH-D04-2013,67.5,-164.58287994105,2013-01-01 00:00:00,15.059891410514831,2013,,,,28.7,31.58,,,,12.32,5.98,,20.0,116.0,CH-D04,21.0,CTD,29.0,6.0,5.0,127.06798846153846,0.004972339615384615,0.0,0.0
117,CH-E01-2013,68.0,-168.5,2013-01-01 00:00:00,15.055653260468818,2013,,,,32.37,32.75,,,,4.86,1.26,,49.0,117.0,CH-E01,30.0,CTD,58.0,5.0,5.0,18.80311791044776,0.007032437313432836,0.0,0.0021580731343283583
118,CH-E02-2013,68.0,-167.16613990126982,2013-01-01 00:00:00,15.059080951879716,2013,,,,31.97,32.42,,,,6.53,2.3,,18.0,118.0,CH-E02,34.0,CTD,56.0,5.0,5.0,65.43416926829268,0.44700677682926826,0.0,0.002018569520731707
119,CH-E03-2013,68.0,-165.82,2013-01-01 00:00:00,15.075985011336304,2013,,,,27.83,30.9,,,,11.61,7.01,,19.0,119.0,CH-E03,37.0,CTD,28.0,6.0,6.0,118.97093749999999,0.03144216875,0.0,0.0
120,CH-F01-2013,68.5,-168.5,2013-01-01 00:00:00,15.056575043235302,2013,,,,33.18626961,31.88594652,,,,5.996037798,3.0482031660000004,,0.0,120.0,CH-F01,41.0,CTD,51.0,,,16.010801960784317,0.07919372549019607,0.0,0.00045145568627450984
121,CH-F02-2013,68.5,-167.13663950927926,2013-01-01 00:00:00,15.060179331930419,2013,,,,28.57,31.38,,,,10.43,6.56,,21.5,121.0,CH-F02,38.0,CTD,35.0,6.0,5.0,34.85090754716981,0.04161996339622641,0.0,0.0006994254716981131
122,CH-G01-2013,69.0,-168.5,2013-01-01 00:00:00,15.057480118200662,2013,,,,31.4,32.27,,,,7.14,2.25,,25.0,122.0,CH-G01,42.0,CTD,52.0,6.0,5.0,87.50130256410256,0.678493858974359,0.0,0.00027015541025641023
123,CH-G02-2013,69.0,-167.105696090033,2013-01-01 00:00:00,15.060805014892132,2013,,,,29.81,32.02,,,,9.03,3.78,,34.0,123.0,CH-G02,47.0,CTD,46.0,6.0,5.0,46.97628088235294,0.17310264705882353,0.0,0.0
124,CH-G03-2013,69.0,-165.70791833333334,2013-01-01 00:00:00,15.09832672668998,2013,,,,29.62,30.7,,,,9.31,8.01,,14.5,124.0,CH-G03,43.0,CTD,20.0,6.0,6.0,60.219131875,0.0,0.0,0.0438599676
125,CH-H01-2013,69.5,-168.5,2013-01-01 00:00:00,15.058368204592217,2013,,,,30.67,32.12,,,,7.86,2.46,,42.0,125.0,CH-H01,62.0,CTD,51.0,6.0,5.0,407.46456140350875,3.3804929824561403,0.0,0.0
126,CH-H02-2013,69.5,-167.0732042174865,2013-01-01 00:00:00,15.061098231556148,2013,,,,30.27,31.84,,,,8.21,4.62,,35.5,126.0,CH-H02,59.0,CTD,46.0,6.0,5.0,2027.9998888888888,18.685464444444445,0.0,0.018248348888888887
127,CH-H04-2013,69.5,-164.21961265246,2013-01-01 00:00:00,15.084906522033004,2013,,,,28.38,31.29,,,,9.23,6.06,,13.0,127.0,CH-H04,50.0,CTD,22.0,6.0,5.0,19.08449464285714,8.113505357142859e-05,0.0,0.001346344642857143
128,CH-I01-2013,70.0,-168.5,2013-01-01 00:00:00,15.059239026827356,2013,,,,30.86,32.66,,,,6.53,-0.98,,37.5,128.0,CH-I01,63.0,CTD,43.0,5.0,3.0,376.99067647058826,3.071057352941177,0.0,0.0
129,CH-I02-2013,70.0,-167.03904791900405,2013-01-01 00:00:00,15.061385636130282,2013,,,,30.58,32.14,,,,6.77,2.71,,37.0,129.0,CH-I02,67.0,CTD,47.0,5.0,5.0,769.577536231884,7.278162318840579,0.0,0.0
130,CH-I03-2013,70.0,-165.578095838008,2013-01-01 00:00:00,14.874267908600844,2013,,,,29.59,32.07,,,,7.35,3.5,,32.0,130.0,CH-I03,69.0,CTD,41.0,6.0,5.0,1137.76125,6.747493749999999,0.0,0.0
131,CH-I04-2013,70.0,-164.13529499999999,2013-01-01 00:00:00,14.874267908600844,2013,,,,31.05,31.86,,,,4.97,3.77,,22.0,131.0,CH-I04,73.0,CTD,31.0,5.0,5.0,583.1915384615386,5.348717948717948,0.0,0.01924804871794872
132,CH-J01-2013,70.5,-168.5,2013-01-01 00:00:00,15.060092314601375,2013,,,,32.16122642,32.29726462,,,,3.9265256180000003,0.170143378,,0.0,132.0,CH-J01,89.0,CTD,40.0,,,61.761781250000006,0.4207373125,0.0,0.0
133,CH-J02-2013,70.5,-167.003099320258,2013-01-01 00:00:00,15.061667139943156,2013,,,,31.69,32.49,,,,4.7,-0.71,,29.0,133.0,CH-J02,86.0,CTD,50.0,5.0,3.0,212.45818181818183,1.4473167272727274,0.0,0.0
134,CH-J03-2013,70.5,-165.506198640516,2013-01-01 00:00:00,15.061667139943156,2013,,,,30.33,32.4,,,,6.37,-0.56,,38.5,134.0,CH-J03,83.0,CTD,43.0,5.0,3.0,235.9002121212121,1.9026177272727274,0.0,0.0
135,CH-J04-2013,70.5,-164.009297960774,2013-01-01 00:00:00,15.061667139943156,2013,,,,29.73,32.55,,,,6.49,-0.63,,38.5,135.0,CH-J04,74.0,CTD,43.0,5.0,3.0,439.0905319148937,4.315755319148935,0.0,0.010649973404255322
136,CH-J05-2013,70.5,-162.512397281032,2013-01-01 00:00:00,15.061667139943156,2013,,,,28.8,32.62,,,,2.7,-0.79,,24.0,136.0,CH-J05,78.0,CTD,34.0,1.0,3.0,246.59032608695654,1.9541395652173912,0.0,0.031481076739130434
137,CH-J06-2013,70.5,-161.00060166666663,2013-01-01 00:00:00,15.160445318942216,2013,,,,31.87,32.62,,,,0.7,-1.25,,8.0,137.0,CH-J06,75.0,CTD,24.0,5.0,3.0,39.14539428571429,0.22970602857142852,0.0,0.008931977714285715
138,CH-K01-2013,71.0,-168.5,2013-01-01 00:00:00,15.06092780297821,2013,,,,31.32,32.5,,,,4.89,-0.78,,29.0,138.0,CH-K01,96.0,CTD,47.0,5.0,3.0,147.8305806451613,1.2136496774193548,0.0,0.0
139,CH-K02-2013,71.0,-166.9652170796879,2013-01-01 00:00:00,15.06194265631943,2013,,,,30.79,32.2,,,,4.57,0.59,,35.0,139.0,CH-K02,93.0,CTD,46.0,5.0,5.0,108.63838750000001,0.7363742517857143,0.0,0.028309330357142858
140,CH-K03-2013,71.0,-165.430434159376,2013-01-01 00:00:00,15.06194265631943,2013,,,,30.89,32.63,,,,4.2,-1.21,,28.5,140.0,CH-K03,90.0,CTD,42.0,5.0,3.0,9.301085000000002,0.04607049181639345,0.0,0.0054665252950819665
141,CH-K04-2013,71.0,-163.895651239064,2013-01-01 00:00:00,15.06194265632026,2013,,,,29.7,32.67,,,,3.12,-1.39,,21.5,141.0,CH-K04,98.0,CTD,43.0,1.0,3.0,9.342963050847455,0.00032400093220338985,0.0,0.012187139661016949
142,CH-K05-2013,71.0,-162.360868318752,2013-01-01 00:00:00,15.06194265632026,2013,,,,30.13751521,33.26273535,,,,-0.01,-0.078415101,,0.0,142.0,CH-K05,101.0,CTD,46.0,,,46.88849206349206,0.352827560952381,0.0,0.021562930158730162
143,CH-K06-2013,71.0,-160.82608539844,2013-01-01 00:00:00,15.061942656320543,2013,,,,28.19,32.9,,,,2.37,-1.68,,26.0,143.0,CH-K06,103.0,CTD,46.0,1.0,3.0,99.55624590163934,0.3670802606557377,0.0,0.06310688688524589
144,CH-K07-2013,71.0,-159.291302478128,2013-01-01 00:00:00,14.90113248157954,2013,,,,30.46,32.89,,,,3.83,-1.64,,28.0,144.0,CH-K07,106.0,CTD,54.0,5.0,3.0,573.6714722222222,3.8408144444444443,0.0,0.045072833333333326
145,CH-K08-2013,71.0,-157.77290666666667,2013-01-01 00:00:00,14.90113248157954,2013,,,,30.17,31.62,,,,5.26,3.01,,15.0,145.0,CH-K08,110.0,CTD,23.0,5.0,5.0,448.18250000000006,2.985419,0.0,0.039623425000000004
146,CH-L02.5-2013,71.5,-166.14532,2013-01-01 00:00:00,7.602554251542515,2013,,,,28.85,32.6,,,,2.32,-1.24,,33.0,146.0,CH-L02.5,126.0,CTD,44.0,1.0,3.0,118.16033333333331,0.7420393333333332,0.0,0.0
147,CH-L03-2013,71.5,-165.35048913674402,2013-01-01 00:00:00,7.602554251542515,2013,,,,27.56,32.72,,,,1.02,-1.49,,23.0,147.0,CH-L03,124.0,CTD,42.0,1.0,3.0,,,,
148,CH-L04-2013,71.5,-163.775733705116,2013-01-01 00:00:00,15.062212100285546,2013,,,,26.29,32.73,,,,-0.01,-1.56,,19.5,148.0,CH-L04,121.0,CTD,44.0,1.0,3.0,12.492056603773584,0.03935050943396227,0.0,0.0
149,CH-L05-2013,71.5,-162.200978273488,2013-01-01 00:00:00,15.062212100285546,2013,,,,26.05,32.74,,,,0.66,-1.64,,23.0,149.0,CH-L05,119.0,CTD,45.0,1.0,3.0,19.979944615384614,0.010621306153846153,0.0,0.0009402275384615385
150,CH-L06-2013,71.5,-160.62622284186,2013-01-01 00:00:00,15.062212100285546,2013,,,,25.86,32.76,,,,0.53,-1.67,,24.5,150.0,CH-L06,117.0,CTD,47.0,1.0,3.0,65.80121212121213,0.35384584848484846,0.0,0.0
151,CH-L07-2013,71.5,-159.051467410231,2013-01-01 00:00:00,15.062212100295065,2013,,,,27.1,32.7,,,,3.08,-1.67,,25.5,151.0,CH-L07,115.0,CTD,53.0,1.0,3.0,211.92729508196723,2.205484098360656,0.0,0.0022278581967213116
152,CH-L08-2013,71.5,-157.476711978602,2013-01-01 00:00:00,15.062212100295065,2013,,,,27.2,32.76,,,,3.74,-1.55,,56.0,152.0,CH-L08,111.0,CTD,99.0,1.0,3.0,449.7649122807017,3.302543859649123,0.0,0.06450117192982456
153,CH-M05-2013,72.0,-162.032030974608,2013-01-01 00:00:00,15.06247541458047,2013,,,,25.45764124,32.83343095,,,,-0.01,-1.28594738,,0.0,153.0,CH-M05,129.0,CTD,33.0,,,21.57524117647058,0.08664796078431372,0.0,0.0
154,CH-M06-2013,72.0,-160.41503871826,2013-01-01 00:00:00,15.06247541458047,2013,,,,25.85,32.67,,,,1.37,-1.65,,23.5,154.0,CH-M06,133.0,CTD,39.0,1.0,3.0,67.12112499999999,0.4099661041666667,0.0,0.0
155,CH-M07-2013,72.0,-158.798046461912,2013-01-01 00:00:00,15.06247541458047,2013,,,,28.11,32.76,,,,2.2,-1.67,,25.5,155.0,CH-M07,140.0,CTD,54.0,1.0,3.0,167.4153055555556,1.3900133333333333,0.0,0.0011107461111111111
156,CH-M08-2013,72.0,-157.181054205564,2013-01-01 00:00:00,15.06247541458047,2013,,,,27.71,32.78,,,,2.77,-1.66,,38.5,156.0,CH-M08,136.0,CTD,90.0,1.0,3.0,295.24317499999995,2.5636215,0.0,0.0029536009999999997
157,CH-N05.5-2013,72.5,-161.86,2013-01-01 00:00:00,15.123909051894431,2013,,,,26.91,32.84,,,,0.28,-1.48,,23.0,157.0,CH-N05.5,148.0,CTD,44.0,1.0,3.0,115.98609677419354,0.7493525806451613,0.0,0.02929670967741935
158,CH-N06-2013,72.5,-160.191563373909,2013-01-01 00:00:00,15.062732445147985,2013,,,,26.9,32.56,,,,0.16,-1.64,,29.5,158.0,CH-N06,145.0,CTD,47.0,1.0,3.0,295.30665454545453,2.6069790909090913,0.0,0.0
159,CH-N07-2013,72.5,-158.52987604869,2013-01-01 00:00:00,15.062732445147985,2013,,,,26.9,32.66,,,,1.81,-1.65,,37.0,159.0,CH-N07,142.0,CTD,54.0,1.0,3.0,315.96253125,2.7893325,0.0,0.0
