,Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2)
0,70.49944,-162.5610633,34.87,429.71619799999996
1,70.4997017,-162.53614819999999,34.63,477.691677
2,70.5000567,-162.511294,34.25,420.64895299999995
3,70.50002740000001,-162.48566730000002,33.8,633.3708700000001
4,70.4999947,-162.459707,33.2,507.03133600000007
5,70.50036340000001,-162.43480730000002,32.66,455.920711
6,70.5004084,-162.4097726,32.1,446.523764
7,70.500485,-162.3848428,31.68,613.12158
8,70.500499,-162.35986680000002,31.31,614.8879929999999
9,70.5004967,-162.3349137,30.91,411.74779800000005
10,70.5006551,-162.30989619999997,30.92,312.26472299999995
11,70.5006932,-162.2849573,31.19,104.82928700000001
12,70.50073499999999,-162.2599617,31.45,39.005804999999995
13,70.5007547,-162.2350181,31.73,29.460072
14,70.50064640000001,-162.2099852,31.78,18.341223
15,70.5008833,-162.18509,31.58,4.971437
16,70.50106729999999,-162.159992,31.07,3.7853349999999995
17,70.5011145,-162.1349783,29.88,4.856812999999999
18,70.50114350000001,-162.110102,27.56,0.773741
19,70.5011482,-162.0850271,24.24,1.174379
20,70.50119190000001,-162.05997040000003,21.28,3.75991
21,70.5012822,-162.0350788,21.91,3.206721
22,70.5014458,-162.01026940000003,22.51,2.6974869999999997
23,70.5015857,-161.98536409999997,23.61,3.125928
24,70.5014067,-161.9602735,24.34,11.359038000000002
25,70.50131479999999,-161.9352405,24.77,4.115407
26,70.5012717,-161.9102767,25.2,10.052285999999999
27,70.5013283,-161.8853373,25.48,5.881479
28,70.5013433,-161.8603617,25.0,4.034752
29,70.5012804,-161.8352767,25.39,7.736239
30,70.5013767,-161.8103175,25.8,1.535545
31,70.50130290000001,-161.7852693,25.96,27.689776
32,70.50112779999999,-161.7603834,25.96,3.521048
33,70.5010067,-161.73532419999998,26.06,1.7413439999999998
34,70.5008959,-161.7102987,26.08,1.627457
35,70.5008724,-161.6853007,26.38,5.463540999999999
36,70.50094240000001,-161.6604135,26.58,3.046484
37,70.5010144,-161.6353566,26.78,6.936980999999999
38,70.50105909999999,-161.6104447,26.94,0.897747
39,70.5011679,-161.5855244,27.23,5.3551899999999995
40,70.5012271,-161.560354,27.24,2.646058
41,70.5012917,-161.5354033,27.51,2.225572
42,70.50131,-161.5103457,27.91,3.408229
43,70.5012665,-161.48541569999998,28.09,7.007398
44,70.5011813,-161.4603206,27.9,2.469437
45,70.5012628,-161.43545759999998,27.18,3.244821
46,70.5012155,-161.4103197,27.19,7.009709000000001
47,70.501191,-161.3853264,27.17,1.709921
48,70.5010892,-161.36024740000002,26.66,3.374771
49,70.5012407,-161.33658880000002,26.39,5.745319
50,70.50100520000001,-161.3119878,26.35,1.984977
51,70.50091579999999,-161.2871633,25.89,3.3197490000000003
52,70.5010033,-161.26232240000002,25.59,5.127659
53,70.5008868,-161.237378,25.41,2.60961
54,70.50075079999999,-161.2123238,25.65,4.86301
55,70.50059830000001,-161.1872392,25.94,3.61486
56,70.5005847,-161.1622042,26.25,10.754192999999999
57,70.50060309999999,-161.13718369999998,26.32,5.92108
58,70.5002746,-161.11225109999998,25.82,7.081981
59,70.5000694,-161.08733940000002,25.41,9.462376
60,70.4999267,-161.0624461,24.88,5.003465
61,70.49990629999999,-161.03733789999998,24.78,5.712567
62,70.4997983,-161.0124179,24.58,3.8935890000000004
63,70.4997255,-160.9877076,23.91,1.617315
64,70.50039670000001,-160.9628101,22.95,3.6801360000000005
65,70.50022790000001,-160.93801090000002,22.81,11.523169000000001
66,70.5000954,-160.9128702,22.58,21.479423999999998
67,70.49991870000001,-160.8878742,22.09,6.336276
68,70.49972,-160.8627983,21.84,39.086314
69,70.4996546,-160.8378407,21.1,46.182666
70,70.49972220000001,-160.8129075,20.79,26.423254999999997
71,70.4994948,-160.7878336,20.57,31.614779000000002
72,70.49964,-160.7625591,20.97,49.603891
73,71.0008308,-161.7645566,46.54,215.913767
74,71.00049,-161.73909419999998,45.82,1593.762567
75,71.00035179999999,-161.71351909999998,45.73,1170.708406
76,70.9997594,-161.6881466,46.09,1355.9899400000002
77,70.9993793,-161.6623716,46.13,1349.1922009999998
78,70.9991926,-161.6368135,46.25,1380.400188
79,70.99873670000001,-161.61116,46.28,1198.1624590000001
80,70.9985583,-161.5854659,46.47,1122.961719
81,70.99873640000001,-161.5598438,46.71,1274.423059
82,70.9988281,-161.53429350000002,46.87,1611.1941669999997
83,70.9990032,-161.50879319999999,46.5,1623.928398
84,70.9992121,-161.4831615,45.87,1938.691458
85,70.9994183,-161.4574638,45.81,1491.060006
86,70.9997058,-161.4319614,46.1,1248.1234819999997
87,70.99991750000001,-161.40616210000002,46.44,1258.051543
88,71.00013,-161.3806754,46.92,1133.337657
89,71.00031,-161.35498940000002,47.29,1221.369178
90,71.0004478,-161.329288,47.83,1151.501869
91,71.0006458,-161.30369130000003,48.53,1262.6301709999998
92,71.0007225,-161.27824730000003,48.81,1027.206286
93,71.0008583,-161.25254230000002,49.92,995.774385
94,71.0010833,-161.22683,50.01,1002.765966
95,71.0012065,-161.2012841,49.82,1077.4197709999999
96,71.0015683,-161.1757865,47.97,797.7749339999999
97,71.0017372,-161.1500694,48.13,615.848559
98,71.0019259,-161.1244691,47.9,709.368416
99,71.0021187,-161.09877580000003,47.48,712.8554570000001
100,71.00232170000001,-161.0731939,47.34,792.0761239999999
101,71.00244690000001,-161.0474387,47.01,825.3020099999999
102,71.00196120000001,-161.02346369999998,46.55,677.5689160000001
103,71.0013864,-160.9979267,46.03,524.77913
104,71.00061140000001,-160.9723509,45.5,471.763609
105,70.99945059999999,-160.9470897,45.48,548.006963
106,70.9983973,-160.92171509999997,45.54,450.678595
107,70.9976742,-160.8960536,45.39,499.03311099999996
108,70.99713670000001,-160.87037450000003,45.49,623.3595809999999
109,70.9968255,-160.8447334,45.7,560.2993070000001
110,70.9968667,-160.8190014,45.71,492.42614299999997
111,70.99695329999999,-160.79298169999998,45.95,565.46888
112,70.9970767,-160.76722990000002,46.75,241.364421
113,71.00076999999999,-160.76340990000003,46.16,504.360053
114,71.0003115,-160.7376385,46.49,1031.210022
115,71.00039129999999,-160.71204980000002,47.24,917.617109
116,71.0004978,-160.68659219999998,48.8,866.342895
117,71.0005846,-160.66092759999998,49.53,756.330726
118,71.00069690000001,-160.635306,49.92,687.925171
119,71.0003318,-160.60985380000002,50.27,766.141164
120,71.0001623,-160.5842658,50.43,758.800703
121,71.0000912,-160.55860259999997,50.26,730.6026009999999
122,71.0000474,-160.5331369,50.75,852.6379229999999
123,70.99978730000001,-160.507459,51.28,815.169802
124,70.9997301,-160.4818182,51.36,859.493229
125,70.9997083,-160.456306,51.55,800.64086
126,70.9997183,-160.43069169999998,51.47,899.475171
127,70.9997236,-160.4049974,51.67,847.4788120000001
128,70.99972609999999,-160.37937659999997,52.25,1031.364198
129,71.0000838,-160.3537706,52.75,1172.306395
130,71.00048609999999,-160.3282321,53.62,1207.1888649999999
131,71.00091429999999,-160.30250700000002,54.43,984.274183
132,71.0013508,-160.2770304,56.07,1201.6873889999997
133,71.0017266,-160.2513951,54.46,1184.44557
134,71.002103,-160.2257074,55.04,1001.5284549999999
135,71.0022427,-160.20007809999998,53.91,1057.811447
136,71.0023977,-160.1745237,54.56,1078.966115
137,71.0024838,-160.1489302,54.46,1045.316924
138,71.0025547,-160.1233035,54.69,1083.026408
139,71.0025602,-160.0975535,55.31,857.3887470000001
140,71.00257690000001,-160.071985,56.12,1077.2121140000002
141,71.0028083,-160.04639269999998,57.7,1005.0862839999999
142,71.0028517,-160.02083369999997,60.24,1205.3943610000001
143,71.0029109,-159.99503869999998,63.76,1080.733222
144,71.0031223,-159.9694639,68.98,1048.8863829999998
145,71.0032417,-159.9438437,73.64,2420.6009309999995
146,71.0033194,-159.9181738,76.98,3199.0155569999997
147,71.0034224,-159.89248569999998,76.54,2329.4601999999995
148,71.0036497,-159.8683441,74.1,1837.9774679999998
149,71.0036024,-159.8432326,69.31,1920.2683809999999
150,71.0033854,-159.8174146,69.73,2224.286207
151,71.00321329999998,-159.79171200000002,70.9,3067.223724
152,71.0030051,-159.7659523,74.65,3722.114237
153,71.0028033,-159.74032169999998,77.58,5100.089478000001
154,71.0028463,-159.71470980000004,76.71,3602.051953000001
155,71.00299609999999,-159.68911,71.18,1918.204395
156,71.0031742,-159.6633429,68.11,2276.362926
157,71.0032932,-159.6377982,68.76,2089.9661499999997
158,71.00337890000002,-159.6120656,67.91,1818.7453639999999
159,71.00334029999999,-159.58649,67.3,1480.521133
160,71.0032568,-159.5594613,66.97,2943.4423889999994
161,71.0032666,-159.533204,66.48,2723.816374
162,71.00345390000001,-159.50769230000003,66.24,3889.7272550000002
163,71.0038316,-159.4822696,65.78,5533.146655999999
164,71.004334,-159.4566854,65.38,4903.638774
165,71.0047225,-159.43125,65.05,3256.525120999999
166,71.0050405,-159.40561440000002,63.64,2681.3794970000004
167,71.0053683,-159.3799431,62.08,3656.7885790000005
168,71.0054992,-159.3541759,59.92,4487.936291999999
169,71.0056376,-159.32870419999998,57.58,2870.71486
170,71.0058017,-159.3029456,53.85,4039.035014
171,71.0057929,-159.277453,52.43,3204.865438
172,71.005818,-159.2520269,51.99,3276.206817
173,71.0058475,-159.22629469999998,51.65,3968.5486090000004
174,71.0057993,-159.2007119,53.29,3675.88883
175,71.0057352,-159.1753167,53.12,1523.198776
176,71.00571670000001,-159.1495951,51.7,850.568058
177,71.0057533,-159.12396,49.32,730.542623
178,71.0058083,-159.0981957,45.59,396.56299
179,71.0057791,-159.0726571,42.49,189.27695799999998
180,71.00570069999999,-159.0471787,39.84,222.58831699999996
181,71.00543329999999,-159.0214443,37.96,367.6397769999999
182,71.0050535,-158.99597450000002,36.36,34.966041999999995
183,71.0046311,-158.970489,34.76,85.121867
184,71.0041554,-158.9450094,33.14,168.02865699999998
185,71.003785,-158.91945230000002,31.91,111.92521199999999
186,71.00333640000001,-158.89394309999997,31.36,20.083368999999998
187,71.00296879999999,-158.8682865,31.0,56.51119
188,71.0030683,-158.842658,30.6,126.608534
189,71.0033455,-158.81717,29.99,256.302819
190,71.0035693,-158.79170380000002,29.43,15.194718
191,71.0037,-158.7661017,28.9,19.915346000000003
192,71.0037783,-158.74033119999999,27.43,11.275934
193,71.00380109999999,-158.7148091,25.48,10.087345000000001
194,71.00375809999998,-158.68931740000002,23.9,13.042241
195,71.00362170000001,-158.6636975,22.51,8.296307
196,71.003465,-158.63814,21.37,30.725596
197,71.00328809999999,-158.6126506,20.66,245.200861
198,71.0030837,-158.5869963,20.29,906.9799430000002
199,71.0028918,-158.56147719999998,19.85,167.08563500000002
200,71.00288420000001,-158.5360028,19.74,51.305484
201,71.00287229999999,-158.5104445,21.35,309.280708
202,71.0028091,-158.4849757,22.29,209.819698
203,71.0027232,-158.45948149999998,22.92,14.761775
204,71.00282370000001,-158.43395619999998,23.55,13.606191
205,71.0029255,-158.4084128,24.12,6.283068
206,71.00299,-158.3828803,24.67,22.698114999999998
207,71.00299,-158.3573551,25.05,15.361115999999999
208,71.00296540000001,-158.3317587,25.39,84.567735
209,71.0028033,-158.3061868,25.59,83.784754
210,71.00267,-158.2805513,25.78,6.181724999999999
211,71.0027,-158.2548733,26.01,5.279563
212,71.00272829999999,-158.22935669999998,26.19,53.47475800000001
213,71.0027767,-158.2038936,26.22,66.816295
214,71.0027982,-158.17820469999998,26.23,3.0997290000000004
215,71.0028069,-158.1527724,26.02,5.375387
216,71.00275500000001,-158.127225,26.07,21.974494
217,71.0026988,-158.10170469999997,25.88,50.39684199999999
218,71.0026448,-158.0762142,25.9,39.426146
219,71.00258240000001,-158.0506554,25.98,1.809292
220,71.00249670000001,-158.0251535,25.65,2.194693
221,71.0023423,-157.99968049999998,25.98,15.231815000000001
222,71.00218290000001,-157.97399740000003,25.78,94.901849
223,71.00197879999999,-157.9485851,25.57,19.383019
224,71.0019095,-157.9248244,25.78,12.02825
225,71.0010467,-157.90053669999998,25.73,36.130716
226,71.0001309,-157.87505009999998,25.25,17.377585
227,70.9995952,-157.8497743,24.68,13.112818
228,70.999119,-157.8244076,24.0,13.735289999999999
229,70.99848,-157.7991048,24.17,20.131110999999997
230,71.5033377,-158.5550391,57.94,492.50115000000005
231,71.5034876,-158.528825,58.56,542.337438
232,71.5041893,-158.5027168,58.6,782.933622
233,71.5041025,-158.4762246,58.89,747.579654
234,71.5042443,-158.4500392,59.22,976.4402929999999
235,71.5041653,-158.4238841,59.47,935.9764109999999
236,71.50407170000001,-158.39764830000001,59.94,989.571584
