,Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2),Pollock (No. m^-2)
30,65.538,-168.34,47.803999999999995,4.8096,0.21518,0.0,7.5757e-05,0.0036986999999999996,0.0,0.0
31,65.546,-168.34,46.873000000000005,5.9485,0.36406,0.0,9.3695e-05,0.0045746,0.0,0.0
32,65.554,-168.34,47.099,5.9055,0.39283,0.0,9.3019e-05,0.0045414999999999995,0.0,0.0
33,65.562,-168.35,47.493,10.219,0.2537,0.0,0.00016096,0.0078586,0.0,0.0
34,65.571,-168.35,47.948,4.8866,0.34058,0.0,7.697e-05,0.0037579,0.0,0.0
35,65.579,-168.36,48.251999999999995,4.954,0.22576,0.0,7.8031e-05,0.0038098,0.0,0.0
36,65.587,-168.36,48.782,6.3652,0.58695,0.0,0.00010026,0.004895,0.0,0.0
37,65.595,-168.36,49.193000000000005,4.941,0.2874,0.0,7.782600000000001e-05,0.0037997,0.0,0.0
38,65.60300000000001,-168.37,49.158,6.0687,0.7266699999999999,0.0,9.5589e-05,0.004667,0.0,0.0
39,65.611,-168.37,48.585,5.6413,0.40996000000000005,0.0,8.8857e-05,0.004338300000000001,0.0,0.0
40,65.619,-168.38,49.163999999999994,21.154,0.51288,0.0,0.00033319999999999997,0.016268,0.0,0.0
41,65.628,-168.38,49.943000000000005,8.786,0.30899,0.0,0.00013839,0.006756699999999999,0.0,0.0
42,65.63600000000001,-168.38,50.513999999999996,3.5660000000000003,0.054879,0.0,5.6169e-05,0.0027424,0.0,0.0
43,65.64399999999999,-168.39,50.888000000000005,482.92,0.70854,0.0,0.0052813,0.0040896,0.096741,0.0
44,65.652,-168.39,51.058,10.142999999999999,1.0166,0.0,0.0,0.0,0.0,0.0
45,65.661,-168.39,51.207,7.6594,6.9099,0.0,0.0,0.0,0.0,0.0
46,65.669,-168.4,51.43600000000001,14.529000000000002,1.2646,0.0,0.0,0.0,0.0,0.0
47,65.67699999999999,-168.4,51.82,13.574000000000002,0.011739,0.0,0.0,0.0,0.0,0.0
48,65.685,-168.4,52.083,8.9944,0.42891,0.0,0.0,0.0,0.0,0.0
49,65.694,-168.4,51.285,12.886,0.05108,0.0,0.0,0.0,0.0,0.0
50,65.702,-168.4,51.023999999999994,18.242,2.6548,0.0,0.0,0.0,0.0,0.0
51,65.71,-168.41,52.093,9.4737,2.1826,0.0,0.0,0.0,0.0,0.0
52,65.719,-168.41,53.82,13.356,0.36146,0.0,0.0,0.0,0.0,0.0
53,65.727,-168.41,53.933,14.352,0.96905,0.0,0.0,0.0,0.0,0.0
54,65.735,-168.41,54.794,22.45,4.0882,0.0,0.0,0.0,0.0,0.0
55,65.743,-168.41,54.475,19.180999999999997,1.2574,0.0,0.0,0.0,0.0,0.0
56,65.752,-168.41,54.202,33.461,0.067474,0.0,0.0,0.0,0.0,0.0
57,65.76,-168.42,54.36,16.791,0.14870999999999998,0.0,0.0,0.0,0.0,0.0
58,65.768,-168.42,53.958,350.14,0.52431,0.0,0.0037784999999999997,0.0,0.070328,0.0
59,65.777,-168.42,53.58,18.849,0.19502,0.0,0.0,0.0,0.0,0.0
60,65.785,-168.42,53.528999999999996,12.56,0.71706,0.0,0.0,0.0,0.0,0.0
61,65.793,-168.43,52.986000000000004,11.359000000000002,0.05733099999999999,0.0,0.0,0.0,0.0,0.0
62,65.801,-168.43,52.324,9.419,0.05655,0.0,0.0,0.0,0.0,0.0
63,65.81,-168.43,52.086999999999996,11.931,0.033498,0.0,0.0,0.0,0.0,0.0
64,65.818,-168.43,52.43600000000001,7.2943,0.9611,0.0,0.0,0.0,0.0,0.0
65,65.82600000000001,-168.44,52.701,9.1725,1.8071,0.0,0.0,0.0,0.0,0.0
66,65.834,-168.44,52.993,7.9108,0.090831,0.0,0.0,0.0,0.0,0.0
67,65.843,-168.44,53.38399999999999,12.834000000000001,0.24674000000000001,0.0,0.0,0.0,0.0,0.0
68,65.851,-168.44,53.593999999999994,5.3812,0.2607,0.0,0.0,0.0,0.0,0.0
69,65.859,-168.45,54.163000000000004,11.34,0.040231,0.0,0.0,0.0,0.0,0.0
70,65.867,-168.45,55.073,17.838,0.028109,0.0,0.0,0.0,0.0,0.0
71,65.876,-168.45,57.221000000000004,21.804000000000002,0.03971,0.0,0.0,0.0,0.0,0.0
72,65.884,-168.45,57.793,271.66,0.033908999999999995,0.0,0.0027038,0.0,0.050325999999999996,0.0
73,65.892,-168.46,57.909,37.336999999999996,0.039352,0.0,0.0,0.0,0.0,0.0
74,65.90100000000001,-168.46,58.64,30.046,0.011279,0.0,0.0,0.0,0.0,0.0
75,65.90899999999999,-168.46,58.618,42.397,0.12162,0.0,0.0,0.0,0.0,0.0
76,65.917,-168.47,59.318999999999996,20.993000000000002,0.60035,0.0,0.0,0.0,0.0,0.0
77,65.925,-168.47,60.315,33.481,0.20265999999999998,0.0,0.0,0.0,0.0,0.0
78,65.933,-168.47,59.898,36.955,0.6836399999999999,0.0,0.0,0.0,0.0,0.0
79,65.942,-168.48,58.74100000000001,18.625,0.23358,0.0,0.0,0.0,0.0,0.0
80,65.95,-168.48,55.56,53.165,4.8354,0.0,0.0,0.0,0.0,0.0
81,65.958,-168.48,54.93,48.949,0.27031,0.0,0.0,0.0,0.0,0.0
82,65.96600000000001,-168.49,54.202,31.485,0.0513,0.0,0.0,0.0,0.0,0.0
83,65.97399999999999,-168.49,54.625,56.657,0.84575,0.0,0.0,0.0,0.0,0.0
84,65.983,-168.49,54.876999999999995,20.15,0.12188,0.0,0.0,0.0,0.0,0.0
85,65.991,-168.49,53.479,12.044,0.6965600000000001,0.0,0.0,0.0,0.0,0.0
86,65.995,-168.5,52.875,7.7791,1.9362,0.0,0.0,0.0,0.0,0.0
87,66.056,-168.44,53.968999999999994,25.186,1.2509,0.0,0.0,0.0,0.0,0.0
88,66.048,-168.44,54.248000000000005,17.418,0.023047,0.0,0.0,0.0,0.0,0.0
89,66.04,-168.44,55.115,13.642999999999999,0.35011,0.0,0.0,0.0,0.0,0.0
90,66.031,-168.43,55.67100000000001,23.980999999999998,0.069482,0.0,0.0,0.0,0.0,0.0
91,66.023,-168.43,55.715,17.127,0.055815,0.0,0.0,0.0,0.0,0.0
92,66.015,-168.43,57.778,37.989000000000004,0.081166,0.0,0.0,0.0,0.0,0.0
93,66.007,-168.42,56.68899999999999,18.851,0.28334000000000004,0.0,0.0,0.0,0.0,0.0
94,66.002,-168.41,55.55,34.431,0.40686,0.0,0.0,0.0,0.0,0.0
95,66.001,-168.39,55.203,54.13,0.14362,0.0,0.0,0.0,0.0,0.0
96,66.001,-168.37,53.933,8.0299,0.10585,0.0,0.0,0.0,0.0,0.0
97,66.001,-168.35,53.159,9.1443,0.047889999999999995,0.0,0.0,0.0,0.0,0.0
98,66.001,-168.33,52.964,45.744,0.002466,0.0,0.0,0.0,0.0,0.0
99,66.001,-168.31,52.593999999999994,29.185,0.27968000000000004,0.0,0.0,0.0,0.0,0.0
100,66.001,-168.29,52.065,4.4223,0.0,0.0,0.0,0.0,0.0,0.0
101,66.001,-168.27,51.966,233.98,0.000822,0.0,0.0025732,0.0,0.047895,0.0
102,66.001,-168.25,51.36600000000001,8.0234,0.018997,0.0,0.0,0.0,0.0,0.0
103,66.001,-168.22,50.178999999999995,1554.9,0.27912,0.0,0.016405,0.0,0.30533000000000005,0.0
104,66.002,-168.22,49.398999999999994,1324.0,0.59337,0.0,0.014218000000000001,0.0,0.26463000000000003,0.0
105,66.001,-168.12,44.31100000000001,5.857,0.69034,0.00019565,0.0,3.4711e-05,0.00094153,3.8381e-05
106,66.001,-168.1,40.617,7.6182,3.5042,0.00025108,0.0,4.4545e-05,0.0012083,4.9254e-05
107,66.001,-168.08,39.933,8.4153,0.026461000000000002,0.00027965,0.0,4.9613e-05,0.0013457,5.4858e-05
108,66.001,-168.05,37.784,11.85,0.42465,0.00039764,0.0,7.0546e-05,0.0019135,7.8003e-05
109,66.001,-168.03,36.047,18.937,0.95516,0.00062336,0.0,0.00011059,0.0029997,0.00012228
110,66.0,-168.01,34.646,8.738999999999999,0.004432,0.00028731,0.0,5.0971000000000004e-05,0.0013825999999999999,5.636e-05
111,66.0,-167.99,32.646,23.18,2.0669999999999997,0.00075506,0.0,0.00013396,0.0036335,0.00014812
112,66.0,-167.97,29.695999999999998,16.157,3.8885,0.00055178,0.0,9.789299999999999e-05,0.0026553,0.00010824
113,66.0,-167.95,26.447,19.724,1.2015,0.00066217,0.0,0.00011748,0.0031864999999999997,0.0001299
114,66.0,-167.93,23.348000000000003,391.53,0.12782000000000002,0.013656,0.0,0.0024227,0.065715,0.0026788
115,66.0,-167.91,19.743,19.079,1.5355,0.00062707,0.0,0.00011125,0.0030175999999999996,0.00012301
116,66.0,-167.89,16.283,43.445,1.2585,0.0014073,0.0,0.00024968,0.006772399999999999,0.00027607
117,66.0,-167.87,10.999,99.662,0.49573999999999996,0.0031769000000000003,0.0,0.00056361,0.015288,0.00062319
118,66.0,-167.85,9.7341,0.29543,0.21076999999999999,9.0999e-06,0.0,1.6144e-06,4.3791e-05,1.7850999999999999e-06
119,66.0,-167.83,9.8248,4.217,0.33510999999999996,0.00012989,0.0,2.3044e-05,0.00062507,2.5481e-05
120,66.0,-167.81,10.23,12.569,6.3418,0.00038716,0.0,6.8686e-05,0.0018631000000000001,7.5947e-05
121,66.0,-167.79,10.876,22.64,0.5326,0.00069984,0.0,0.00012416,0.0033678000000000007,0.00013729
122,66.0,-167.77,11.603,11.402999999999999,1.3163,0.00036966,0.0,6.5583e-05,0.0017789000000000001,7.251600000000001e-05
123,66.0,-167.75,12.626,4.4524,11.982999999999999,0.00014082,0.0,2.4984e-05,0.00067767,2.7625e-05
124,66.0,-167.73,13.811,28.199,1.8869999999999998,0.00091195,0.0,0.00016179,0.0043885,0.00017889
125,66.001,-167.71,14.946,8.9921,0.6036699999999999,0.00029089999999999997,0.0,5.160899999999999e-05,0.0013999000000000001,5.7065e-05
126,66.001,-167.69,16.026,142.99,0.73446,0.0048232,0.0,0.0008557,0.023211000000000002,0.00094616
127,66.001,-167.67,17.049,165.69,4.7613,0.005462699999999999,0.0,0.00096914,0.026288,0.0010716
128,66.001,-167.65,17.896,585.83,1.1751,0.019726,0.0,0.0034997,0.094928,0.0038696999999999994
129,66.001,-167.63,18.641,406.67,3.6301,0.013739,0.0,0.0024374,0.066115,0.0026951
130,66.0,-167.6,18.865,34.319,2.395,0.0011534000000000002,0.0,0.00020462,0.0055503,0.00022625
131,66.0,-167.58,19.059,140.53,0.6308,0.004744,0.0,0.00084164,0.022829,0.00093062
132,66.0,-167.56,19.165,76.381,2.1603,0.0025749,0.0,0.00045681,0.012391,0.0005051
133,66.0,-167.54,19.15,10.765999999999998,0.75912,0.00036030000000000003,0.0,6.3921e-05,0.0017338000000000002,7.067899999999999e-05
134,66.0,-167.52,19.131,3.9548,1.7094,0.00013121,0.0,2.3278000000000003e-05,0.00063142,2.5739000000000002e-05
135,66.0,-167.5,19.049,5.1915,1.0388,0.00017389,0.0,3.085e-05,0.0008368000000000001,3.4111e-05
136,66.0,-167.48,18.893,121.1,3.7763,0.0039018,0.0,0.00069222,0.018775999999999998,0.0007654
137,66.0,-167.46,18.664,26.166,5.7008,0.0008635,0.0,0.00015319,0.004155399999999999,0.00016939
138,66.0,-167.44,18.395,18.959,0.86949,0.00060065,0.0,0.00010656,0.0028905000000000003,0.00011783
139,66.0,-167.42,18.104,8.6633,4.0141,0.00028112,0.0,4.9873e-05,0.0013528,5.5146000000000004e-05
140,66.0,-167.4,17.707,8.6862,0.94209,0.0002785,0.0,4.9408e-05,0.0013402000000000002,5.4632e-05
141,66.0,-167.38,17.27,25.009,7.5022,0.00078437,0.0,0.00013916,0.0037746000000000004,0.00015387
142,66.0,-167.36,16.797,23.901999999999997,6.0401,0.00075484,0.0,0.00013392,0.0036325000000000003,0.00014807
143,66.0,-167.34,16.355,32.275,0.8834799999999999,0.0010482999999999998,0.0,0.00018597,0.0050445,0.00020563
144,66.0,-167.32,15.87,25.284000000000002,1.1732,0.00080551,0.0,0.00014291,0.0038763000000000005,0.00015801
145,66.0,-167.3,15.362,13.231,7.1012,0.00042595,0.0,7.5568e-05,0.0020497,8.3556e-05
146,66.0,-167.28,14.932,10.937000000000001,7.6569,0.00035124,0.0,6.2313e-05,0.0016902000000000002,6.890100000000001e-05
147,65.992,-167.27,14.522,22.316999999999997,0.30221,0.00072014,0.0,0.00012776,0.0034655000000000003,0.00014127
148,65.992,-167.27,14.522,22.316999999999997,0.30221,0.00072014,0.0,0.00012776,0.0034655000000000003,0.00013308
149,65.992,-167.27,14.335,21.248,1.043,0.00067841,0.0,0.00012036,0.0032646999999999997,0.00014127
150,65.992,-167.27,14.335,21.248,1.043,0.00067841,0.0,0.00012036,0.0032646999999999997,0.00013308
151,65.999,-167.27,14.827,18.288,8.1345,0.00058597,0.0,0.00010396,0.0028198,0.00011495
152,66.006,-167.28,15.383,30.1,7.5042,0.0009701,0.0,0.00017211,0.0046683,0.0001903
153,66.014,-167.29,16.033,37.879,1.2568,0.0012279,0.0,0.00021785,0.005909,0.00024088
154,66.021,-167.3,16.631,29.515,0.050456,0.0009501,0.0,0.00016856,0.0045721,0.00018638
155,66.029,-167.31,17.211,45.611000000000004,3.1598,0.0014688,0.0,0.00026058,0.0070681,0.00028813
156,66.036,-167.32,17.847,19.645,2.3676,0.00063772,0.0,0.00011314,0.0030689,0.00012509999999999998
157,66.044,-167.33,18.415,14.924000000000001,2.627,0.00048304,0.0,8.5696e-05,0.0023245,9.4756e-05
158,66.05199999999999,-167.34,18.942999999999998,9.7031,4.213,0.00031884,0.0,5.6565e-05,0.0015343,6.2545e-05
159,66.059,-167.34,19.475,11.308,2.1209,0.00037163,0.0,6.593199999999999e-05,0.0017884,7.2902e-05
160,66.067,-167.35,19.938,13.343,1.6284,0.00043712,0.0,7.755e-05,0.0021035,8.5749e-05
161,66.168,-167.17,21.14,12.219000000000001,1.5214,0.00041180000000000003,0.0,7.3058e-05,0.0019817,8.0781e-05
162,66.173,-167.16,20.906999999999996,17.904,0.54805,0.00059104,0.0,0.00010486,0.0028442,0.00011594
163,66.178,-167.14,20.651999999999997,11.857000000000001,0.72964,0.00039055,0.0,6.9289e-05,0.0018794,7.6613e-05
164,66.183,-167.12,20.344,5.2037,0.33647,0.00016802,0.0,2.9808000000000003e-05,0.00080853,3.2959e-05
165,66.188,-167.11,20.178,6.7203,6.9929,0.00022156,0.0,3.9306999999999995e-05,0.0010662,4.3463e-05
166,66.192,-167.09,19.725,16.464000000000002,0.16108,0.00054301,0.0,9.633700000000001e-05,0.0026131,0.00010652
167,66.196,-167.07,19.410999999999998,17.430999999999997,0.51222,0.00056742,0.0,0.00010067,0.0027305999999999997,0.00011131
168,66.20100000000001,-167.05,19.088,5.4088,0.8555,0.00017534,0.0,3.1108e-05,0.0008437999999999999,3.4396999999999996e-05
169,66.206,-167.04,18.84,18.02,3.1901,0.0005884999999999999,0.0,0.00010441,0.002832,0.00011544
170,66.21,-167.02,18.53,23.513,2.5817,0.00076955,0.0,0.00013653,0.0037033,0.00015096
171,66.215,-167.0,18.235,8.6058,1.6958,0.00027829,0.0,4.9371000000000006e-05,0.0013392,5.459e-05
172,66.22,-166.99,18.019000000000002,13.019,0.084146,0.00042438,0.0,7.529e-05,0.0020422,8.3249e-05
173,66.225,-166.97,17.777,15.921,2.4473,0.00051966,0.0,9.219299999999999e-05,0.0025007,0.00010194
174,66.23,-166.95,17.617,11.915,1.9081,0.00038432,0.0,6.8184e-05,0.0018495,7.5392e-05
175,66.235,-166.94,17.452,10.029,0.63672,0.00032002,0.0,5.677600000000001e-05,0.0015400000000000001,6.2778e-05
176,66.23899999999999,-166.92,17.364,14.867,0.52637,0.00047119,0.0,8.3595e-05,0.0022675,9.243200000000001e-05
177,66.244,-166.9,17.278,5.3778,8.6386,0.00017064,0.0,3.0273000000000003e-05,0.00082113,3.3473e-05
178,66.249,-166.89,17.303,9.7652,0.24504,0.00032746,0.0,5.8095e-05,0.0015757999999999998,6.4237e-05
179,66.25399999999999,-166.87,17.33,5.8836,0.38786,0.00019388,0.0,3.4396999999999996e-05,0.00093301,3.8033e-05
180,66.259,-166.85,17.342,3.9299,0.68925,0.00013061,0.0,2.3171999999999998e-05,0.00062852,2.5620999999999997e-05
181,66.263,-166.83,17.404,6.0927,0.57538,0.00019830000000000002,0.0,3.5181e-05,0.00095427,3.8900000000000004e-05
182,66.268,-166.82,17.442999999999998,16.94,0.57731,0.00054949,0.0,9.748600000000001e-05,0.0026443,0.00010779
183,66.273,-166.8,17.463,11.302999999999999,0.48167,0.00037255,0.0,6.6095e-05,0.0017928,7.3082e-05
184,66.278,-166.78,17.452,17.445,0.46737,0.00055496,0.0,9.845600000000001e-05,0.0026706,0.00010886
185,66.283,-166.77,17.381,6.9045,2.1763,0.00022045,0.0,3.911e-05,0.0010608,4.3243999999999995e-05
186,66.288,-166.75,17.349,19.05,2.4737,0.00063389,0.0,0.00011246,0.0030504,0.00012435
187,66.293,-166.73,17.206,9.9801,1.2092,0.00031686,0.0,5.6215e-05,0.0015248,6.2158e-05
188,66.298,-166.72,17.061,10.818,1.9706,0.00034437,0.0,6.1095e-05,0.0016572,6.7554e-05
189,66.303,-166.7,16.840999999999998,14.572000000000001,0.72859,0.00045482,0.0,8.0689e-05,0.0021886999999999996,8.922e-05
190,66.307,-166.68,16.647000000000002,14.505,7.5752,0.00045668,0.0,8.102e-05,0.0021976,8.9585e-05
191,66.312,-166.67,16.355999999999998,19.546,1.0795,0.00062335,0.0,0.00011059,0.0029997,0.00012228
192,66.317,-166.65,16.1,14.508,1.0684,0.00046027,0.0,8.1657e-05,0.0022149,9.0289e-05
193,66.322,-166.63,15.857999999999999,19.244,0.64804,0.00062292,0.0,0.00011051,0.0029976,0.0001222
194,66.327,-166.62,15.610999999999999,23.075,0.91759,0.00073987,0.0,0.00013126,0.0035604,0.00014514
195,66.332,-166.6,15.369000000000002,39.272,0.5939,0.0012554,0.0,0.00022272,0.0060413,0.00024627
196,66.337,-166.58,15.175,23.311999999999998,0.42318,0.00074207,0.0,0.00013165,0.003571,0.00014557
197,66.342,-166.57,15.011,41.193000000000005,0.044361000000000005,0.0013034000000000001,0.0,0.00023124,0.0062724,0.00025569
198,66.347,-166.55,14.892999999999999,27.906,12.585999999999999,0.00088172,0.0,0.00015643,0.004243,0.00017296
199,66.352,-166.53,14.842,57.956,0.5219600000000001,0.0018219000000000002,0.0,0.00032322,0.008767200000000001,0.00035739
200,66.357,-166.52,14.81,46.717,11.161,0.0014665,0.0,0.00026018,0.007057300000000001,0.00028769
201,66.362,-166.5,14.815999999999999,29.750999999999998,4.9549,0.00093154,0.0,0.00016527,0.0044828,0.00018274
202,66.367,-166.48,14.879000000000001,36.795,20.207,0.0011658,0.0,0.00020682,0.00561,0.00022869
203,66.372,-166.47,14.944,62.229,6.8948,0.0019558,0.0,0.00034699,0.0094119,0.00038367
204,66.377,-166.45,15.09,22.553,5.1214,0.00070731,0.0,0.00012548,0.0034037,0.00013875
205,66.382,-166.43,15.231,34.686,7.3376,0.00040093,0.11165,7.1129e-05,0.0019294,7.8649e-05
206,66.387,-166.42,15.402000000000001,58.474,1.6806,0.0,0.29717,0.0,0.0,0.0
207,66.392,-166.4,15.66,112.38,5.0939,0.0,0.57113,0.0,0.0,0.0
208,66.39699999999999,-166.39,15.87,150.04,5.7715,0.0,0.76254,0.0,0.0,0.0
209,66.402,-166.37,16.059,119.98,0.01066,0.0,0.60978,0.0,0.0,0.0
210,66.407,-166.35,15.847000000000001,117.77,6.433,0.0,0.59854,0.0,0.0,0.0
211,66.41199999999999,-166.34,16.101,147.55,0.61061,0.0,0.74989,0.0,0.0,0.0
212,66.417,-166.32,16.279,151.01,12.328,0.0,0.76747,0.0,0.0,0.0
213,66.421,-166.3,16.566,147.32,1.9284,0.0,0.74869,0.0,0.0,0.0
214,66.426,-166.28,16.723,221.65,12.249,0.0,1.1265,0.0,0.0,0.0
215,66.43,-166.27,16.811,170.07,6.3064,0.0,0.86434,0.0,0.0,0.0
216,66.435,-166.25,16.799,89.387,3.8609,0.0,0.45428,0.0,0.0,0.0
217,66.44,-166.23,16.982,60.088,1.2795,0.0,0.30537,0.0,0.0,0.0
218,66.444,-166.21,17.156,125.91,3.08,0.0,0.6399100000000001,0.0,0.0,0.0
219,66.449,-166.2,17.230999999999998,153.35,0.7156899999999999,0.0,0.77936,0.0,0.0,0.0
220,66.453,-166.18,17.042,187.25,1.1594,0.0,0.9516399999999999,0.0,0.0,0.0
221,66.458,-166.16,16.776,272.08,0.01788,0.0,1.3827,0.0,0.0,0.0
222,66.46300000000001,-166.15,16.817999999999998,229.88,12.2,0.0,1.1683,0.0,0.0,0.0
223,66.467,-166.13,16.961,207.47,1.6013,0.0,1.0544,0.0,0.0,0.0
224,66.472,-166.11,16.97,314.99,0.68371,0.0,1.6008,0.0,0.0,0.0
225,66.476,-166.09,17.233,112.91,3.4566,0.0,0.5738,0.0,0.0,0.0
226,66.48100000000001,-166.08,17.101,102.67,0.14196,0.0,0.52179,0.0,0.0,0.0
227,66.485,-166.06,17.044,87.964,2.8549,0.0,0.44705,0.0,0.0,0.0
228,66.49,-166.04,17.053,103.23,7.9942,0.0,0.52463,0.0,0.0,0.0
229,66.494,-166.02,17.147000000000002,149.14,0.78301,0.0,0.75793,0.0,0.0,0.0
230,66.498,-166.01,17.226,139.79,1.5455,0.0,0.71044,0.0,0.0,0.0
231,66.5,-166.07,17.98,146.42,0.62831,0.0,0.74412,0.0,0.0,0.0
232,66.5,-166.09,18.026,144.14,1.7066,0.0,0.73255,0.0,0.0,0.0
233,66.5,-166.11,18.157,130.33,5.9404,0.0,0.6623399999999999,0.0,0.0,0.0
234,66.5,-166.13,18.262999999999998,174.9,0.11548,0.0,0.88884,0.0,0.0,0.0
235,66.5,-166.16,18.276,324.28,3.9998,0.0,1.6480000000000001,0.0,0.0,0.0
236,66.5,-166.18,18.307000000000002,263.39,2.1119,0.0,1.3386,0.0,0.0,0.0
237,66.5,-166.2,18.184,215.54,0.048017000000000004,0.0,1.0954,0.0,0.0,0.0
238,66.5,-166.22,17.910999999999998,223.33,24.484,0.0,1.135,0.0,0.0,0.0
239,66.5,-166.24,17.595,264.85,4.5968,0.0,1.3459999999999999,0.0,0.0,0.0
240,66.5,-166.26,17.343,104.44,6.8293,0.0,0.53079,0.0,0.0,0.0
241,66.5,-166.28,17.033,35.119,53.861000000000004,0.0,0.17848,0.0,0.0,0.0
242,66.5,-166.3,16.725,46.958999999999996,2.5819,0.0,0.23865,0.0,0.0,0.0
243,66.499,-166.32,16.394000000000002,35.145,9.8735,0.0,0.17861,0.0,0.0,0.0
244,66.499,-166.34,16.094,30.949,6.8408,0.0,0.15728,0.0,0.0,0.0
245,66.499,-166.36,15.773,130.01,8.3953,0.0,0.66071,0.0,0.0,0.0
246,66.5,-166.38,15.448,83.39299999999999,3.0451,0.0,0.42381,0.0,0.0,0.0
247,66.5,-166.4,15.334000000000001,116.27,4.3248,0.0,0.59092,0.0,0.0,0.0
248,66.5,-166.43,15.565999999999999,89.50299999999999,1.6974,0.0,0.45487,0.0,0.0,0.0
249,66.5,-166.45,15.942,289.72,5.4553,0.0,1.4724,0.0,0.0,0.0
250,66.5,-166.47,16.340999999999998,198.25,14.508,0.0,1.0075,0.0,0.0,0.0
251,66.5,-166.49,16.789,63.512,4.2594,0.0,0.32278,0.0,0.0,0.0
252,66.5,-166.51,17.254,60.006,3.8418,0.0,0.30496,0.0,0.0,0.0
253,66.5,-166.53,17.778,48.004,8.9899,0.0,0.24395999999999998,0.0,0.0,0.0
254,66.5,-166.55,18.397000000000002,55.815,13.969000000000001,0.0,0.28365999999999997,0.0,0.0,0.0
255,66.5,-166.57,19.194000000000003,87.78399999999999,4.9097,0.0,0.44613,0.0,0.0,0.0
256,66.5,-166.59,20.05,89.539,29.735,0.0,0.45505,0.0,0.0,0.0
257,66.501,-166.61,21.096,75.69800000000001,15.356,0.0,0.3847,0.0,0.0,0.0
258,66.502,-166.63,22.073,43.427,1.8356,0.0,0.2207,0.0,0.0,0.0
