Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2)
68.45,-167.15,33.93,23.875,1.1803,0,0.14195,0.00040122,0
68.459,-167.15,37.737,53.937,19.921,0,0.32069,0.00090641,0
68.467,-167.15,40.412,198.37,2.8409,0,1.1794,0.0033337,0
68.475,-167.15,37.91,118.93,12.713,0,0.70714,0.0019987,0
68.484,-167.15,37.263,101.15,11.799,0,0.60137,0.0016997,0
68.492,-167.14,36.073,100.99,4.5456,0,0.60042,0.0016971,0
68.5,-167.21,35.415,42.194,0.22022,0,0.25087,0.00070907,0
68.5,-167.23,38.632,41.6,8.5158,0,0.24734,0.00069909,0
68.501,-167.26,40.406,47.214,1.9195,0,0.28071,0.00079342,0
68.501,-167.28,40.918,25.875,0.15486,0,0.15384,0.00043483,0
68.501,-167.3,39.903,8.3769,0.080407,0.00085646,0.048811,0.00014256,7.9976e-07
68.501,-167.32,40.993,9.7635,0.01051,0.046872,0.0036224,0.00026162,4.3769e-05
68.501,-167.35,42.77,14.542,0.032543,0.069778,0.0053927,0.00038948,6.5159e-05
68.502,-167.37,44.309,7.8677,0.004212,0.037756,0.0029179,0.00021074,3.5256e-05
68.502,-167.39,44.882,11.097,0.01228,0.053252,0.0041155,0.00029723,4.9727e-05
68.502,-167.42,44.458,22.096,0.04965,0.10607,0.0081974,0.00059204,9.9048e-05
68.501,-167.44,44.681,13.797,2.79,0.066215,0.0051173,0.00036959,6.1831e-05
68.501,-167.46,45.266,12.771,0.60843,0.061308,0.0047381,0.0003422,5.7249e-05
68.501,-167.48,46.321,11.985,0.29876,0.057511,0.0044446,0.000321,5.3703e-05
68.5,-167.51,47.387,14.807,2.8363,0.071037,0.0054899,0.0003965,6.6334e-05
68.5,-167.53,48.279,13.263,0.008702,0.063664,0.0049201,0.00035535,5.9449e-05
68.5,-167.55,49.036,16.984,0.005947,0.081518,0.0062999,0.000455,7.6121e-05
68.5,-167.57,49.925,22.116,0.18238,0.1062,0.0082075,0.00059277,9.917e-05
68.5,-167.6,51.247,17.989,1.0471,0.086349,0.0066733,0.00048197,8.0632e-05
68.5,-167.62,51.58,16.962,0.071281,0.081408,0.0062915,0.00045439,7.6019e-05
68.5,-167.64,52.102,23.726,0.01621,0.11381,0.0087953,0.00063522,0.00010627
68.5,-167.67,52.766,24.979,0.96388,0.11986,0.0092628,0.00066899,0.00011192
68.5,-167.69,53.205,23.231,5.1833,0.1115,0.0086172,0.00062236,0.00010412
68.5,-167.71,53.526,31.344,0.47088,0.1504,0.011623,0.00083948,0.00014044
68.499,-167.73,53.631,29.636,0.4062,0.14214,0.010985,0.00079338,0.00013273
68.499,-167.76,53.65,40.204,2.4705,0.19272,0.014894,0.0010757,0.00017996
68.499,-167.78,53.672,34.466,0.008214,0.16527,0.012773,0.00092247,0.00015433
68.499,-167.8,53.773,32.044,0.075492,0.15373,0.01188,0.00085805,0.00014355
68.499,-167.82,53.978,43.013,0.26154,0.20623,0.015938,0.0011511,0.00019258
68.498,-167.83,54.016,26.092,0.19904,0.12512,0.0096694,0.00069836,0.00011683
68.5,-167.84,53.957,35.703,0.082267,0.17115,0.013227,0.00095531,0.00015982
68.501,-167.86,53.968,40.086,0.058983,0.19231,0.014862,0.0010734,0.00017958
68.501,-167.88,53.982,32.269,0.047342,0.15486,0.011968,0.00086439,0.00014461
68.501,-167.91,53.955,37.041,0.045709,0.17783,0.013744,0.0009926,0.00016606
68.501,-167.93,53.885,24.664,0.019218,0.11839,0.0091493,0.00066079,0.00011055
68.5,-167.95,53.715,24.404,0.46219,0.11714,0.0090527,0.00065382,0.00010938
68.5,-167.97,53.129,33.014,0.14723,0.15841,0.012243,0.00088421,0.00014793
68.5,-168,52.919,23.994,0.030058,0.1151,0.0088951,0.00064243,0.00010748
68.5,-168.02,52.752,24.979,0.31596,0.11977,0.0092562,0.00066852,0.00011184
68.5,-168.04,52.617,16.934,0.023582,0.081298,0.006283,0.00045377,7.5916e-05
68.5,-168.06,52.494,15.802,0.019148,0.075853,0.0058621,0.00042338,7.0832e-05
68.5,-168.09,52.246,13.44,0.016249,0.064525,0.0049867,0.00036015,6.0254e-05
68.5,-168.11,51.964,16.959,0.0493,0.081368,0.0062883,0.00045416,7.5981e-05
68.5,-168.13,51.864,22.175,0.10679,0.10645,0.0082269,0.00059418,9.9405e-05
68.5,-168.16,51.793,14.173,0.21872,0.068041,0.0052584,0.00037978,6.3537e-05
68.5,-168.18,51.343,16.732,0.61444,0.080127,0.0061925,0.00044724,7.4823e-05
68.501,-168.2,51.256,21.354,0.20793,0.10229,0.0079052,0.00057094,9.5518e-05
68.501,-168.22,51.353,9.7654,0.5914,0.046843,0.0036202,0.00026146,4.3742e-05
68.501,-168.25,51.191,12.389,0.42015,0.059394,0.0045902,0.00033152,5.5462e-05
68.501,-168.27,51.204,7.3904,0.24718,0.035498,0.0027434,0.00019814,3.3148e-05
68.501,-168.29,51.246,5.2152,0.4691,0.025006,0.0019325,0.00013957,2.335e-05
68.502,-168.31,51.569,5.78,0.51034,0.02772,0.0021423,0.00015472,2.5885e-05
68.502,-168.34,51.619,13.838,0.43623,0.066258,0.0051206,0.00036982,6.1871e-05
68.502,-168.36,51.414,12.063,1.7114,0.057757,0.0044636,0.00032237,5.3933e-05
68.501,-168.38,51.568,6.1854,0.69123,0.029657,0.002292,0.00016553,2.7694e-05
68.501,-168.4,51.633,4.2316,0.76144,0.020298,0.0015687,0.0001133,1.8954e-05
68.501,-168.43,51.643,6.0603,2.7902,0.029044,0.0022446,0.00016212,2.7122e-05
68.501,-168.45,51.532,9.5789,0.98449,0.04589,0.0035465,0.00025614,4.2852e-05
68.501,-168.47,51.415,35.02,1.2368,0.16768,0.012959,0.00093594,0.00015658
68.501,-168.5,51.486,48.298,1.0553,0.23126,0.017872,0.0012908,0.00021595
68.594,-168.45,51.175,4.5758,1.508,0.02196,0.0016972,0.00012257,2.0507e-05
68.603,-168.45,51.152,5.3981,0.54761,0.025917,0.0020029,0.00014466,2.4201e-05
68.611,-168.45,51.174,5.5071,0.8299,0.026431,0.0020427,0.00014753,2.4682e-05
68.619,-168.45,51.262,5.7814,0.70029,0.02777,0.0021461,0.000155,2.5932e-05
68.627,-168.45,51.405,9.3971,0.24492,0.045121,0.0034871,0.00025185,4.2134e-05
68.636,-168.45,51.514,15.148,0.27188,0.072716,0.0056197,0.00040587,6.7902e-05
68.644,-168.46,51.437,9.8831,0.46978,0.04742,0.0036647,0.00026468,4.428e-05
68.652,-168.46,51.484,8.8089,0.46589,0.04229,0.0032683,0.00023604,3.949e-05
68.661,-168.46,51.517,6.6399,0.30983,0.031874,0.0024633,0.00017791,2.9764e-05
68.669,-168.46,51.387,6.6351,0.36841,0.031862,0.0024624,0.00017784,2.9753e-05
68.677,-168.46,51.463,4.0102,0.94697,0.019247,0.0014875,0.00010743,1.7973e-05
68.686,-168.46,51.474,4.3298,0.50986,0.020791,0.0016068,0.00011605,1.9415e-05
68.694,-168.46,51.585,7.3215,0.18138,0.035127,0.0027147,0.00019607,3.2802e-05
68.702,-168.47,52.061,5.5065,0.32309,0.026403,0.0020405,0.00014737,2.4656e-05
68.71,-168.47,52.447,7.6625,0.26851,0.036786,0.0028429,0.00020533,3.4351e-05
68.719,-168.47,52.529,15.804,0.10277,0.075888,0.0058649,0.00042358,7.0864e-05
68.727,-168.47,52.572,13.09,0.23251,0.062864,0.0048583,0.00035088,5.8702e-05
68.735,-168.47,52.446,16.433,0.14251,0.078883,0.0060963,0.0004403,7.3661e-05
68.744,-168.47,52.257,5.9757,0.76726,0.028665,0.0022153,0.00016,2.6767e-05
68.752,-168.48,52.096,6.8344,0.48014,0.032796,0.0025346,0.00018305,3.0625e-05
68.76,-168.48,52.473,6.9065,0.16368,0.033152,0.0025621,0.00018504,3.0957e-05
68.768,-168.48,52.456,11.859,0.083415,0.05691,0.0043982,0.00031765,5.3143e-05
68.777,-168.48,52.392,9.2248,0.44816,0.044259,0.0034205,0.00024704,4.1329e-05
68.785,-168.48,52.367,6.6162,0.76712,0.031716,0.0024511,0.00017703,2.9616e-05
68.793,-168.48,52.292,10.578,0.60302,0.050694,0.0039178,0.00028296,4.7338e-05
68.801,-168.49,52.194,6.2575,0.80155,0.029999,0.0023184,0.00016744,2.8013e-05
68.81,-168.49,51.826,7.1986,0.64489,0.034511,0.0026671,0.00019263,3.2227e-05
68.818,-168.49,51.668,2.9464,0.58527,0.014137,0.0010926,7.8908e-05,1.3201e-05
68.826,-168.49,51.397,3.868,1.2735,0.018546,0.0014333,0.00010352,1.7318e-05
68.835,-168.49,51.371,8.7456,2.1488,0.041936,0.0032409,0.00023407,3.916e-05
68.843,-168.49,51.227,13.562,1.4434,0.065061,0.0050281,0.00036315,6.0754e-05
68.851,-168.49,51.213,14.193,0.32321,0.068094,0.0052625,0.00038007,6.3586e-05
68.859,-168.5,51.206,12.66,0.21389,0.060766,0.0046962,0.00033917,5.6743e-05
68.868,-168.5,51.35,13.643,0.20238,0.065485,0.0050609,0.00036551,6.115e-05
68.876,-168.5,51.212,18.686,0.10783,0.089688,0.0069313,0.0005006,8.375e-05
68.884,-168.5,51.164,23.484,0.39304,0.11272,0.0087117,0.00062918,0.00010526
68.892,-168.5,51.268,11.458,0.28553,0.054998,0.0042504,0.00030698,5.1357e-05
68.901,-168.5,51.28,6.9058,0.42089,0.03315,0.0025619,0.00018503,3.0955e-05
68.909,-168.5,51.367,7.8778,0.83538,0.03782,0.0029228,0.00021109,3.5316e-05
68.917,-168.5,51.506,10.573,0.33529,0.050769,0.0039235,0.00028337,4.7408e-05
68.925,-168.5,51.829,11.978,0.41601,0.057505,0.0044441,0.00032097,5.3698e-05
68.934,-168.5,51.953,10.421,2.815,0.050029,0.0038664,0.00027924,4.6717e-05
68.942,-168.5,51.979,13.515,2.1594,0.064857,0.0050123,0.000362,6.0563e-05
68.95,-168.5,52.026,18.28,2.7425,0.087742,0.006781,0.00048974,8.1934e-05
68.959,-168.5,51.909,16.561,2.6281,0.079435,0.006139,0.00044338,7.4176e-05
68.967,-168.5,51.957,13.062,2.0656,0.06266,0.0048425,0.00034974,5.8512e-05
68.975,-168.5,51.975,19.822,19.093,0.094998,0.0073417,0.00053024,8.8709e-05
68.983,-168.5,51.938,20.489,51.802,0.098181,0.0075877,0.00054801,9.1681e-05
68.992,-168.5,51.783,19.314,12.287,0.092572,0.0071542,0.0005167,8.6444e-05
68.998,-168.5,51.939,20.676,11.7,0.099092,0.0076581,0.00055309,9.2532e-05
69,-168.51,52.121,15.598,12.988,0.074754,0.0057772,0.00041725,6.9805e-05
69,-168.53,52.095,30.162,12.436,0.14452,0.011169,0.00080664,0.00013495
69,-168.53,52.11,10.741,13.361,0.051473,0.003978,0.0002873,4.8065e-05
69.001,-168.51,51.982,23.376,10.364,0.11205,0.0086598,0.00062544,0.00010464
69,-168.49,51.393,49.416,9.5891,0.23683,0.018303,0.0013219,0.00022115
69,-168.46,51.082,38.378,17.01,0.18399,0.014219,0.0010269,0.00017181
69,-168.44,50.974,63.271,5.1037,0.30335,0.023444,0.0016932,0.00028327
68.999,-168.42,50.89,24.442,29.096,0.11726,0.009062,0.00065449,0.0001095
68.999,-168.4,50.897,18.076,40.361,0.086685,0.0066992,0.00048384,8.0946e-05
68.999,-168.37,50.932,18.069,86.951,0.086659,0.0066972,0.0004837,8.0922e-05
69,-168.35,50.844,14.89,73.9,0.071455,0.0055223,0.00039884,6.6725e-05
69,-168.33,50.717,20.145,24.972,0.09667,0.0074709,0.00053958,9.027e-05
69,-168.31,50.681,18.491,14.039,0.088696,0.0068547,0.00049507,8.2824e-05
69,-168.28,50.647,24.125,7.13,0.11578,0.0089475,0.00064622,0.00010811
69,-165.72,20.054,0.16322,1.1324,0,0.00092424,9.1965e-06,0
68.999,-165.72,19.54,14.055,0.21271,0,0.079589,0.00079194,0
69.003,-165.72,20.317,37.307,2.7244,0,0.21126,0.0021021,0
69,-165.74,20.202,35.279,0.039551,0,0.071201,0.053455,0
69,-165.76,19.793,29.117,5.9167,0,0.058766,0.04412,0
69,-165.79,20.131,38.279,5.2969,0,0.077256,0.058001,0
69,-165.81,20.024,57.969,6.8765,0,0.117,0.087837,0
69,-165.83,19.997,25.983,0.40792,0,0.052439,0.03937,0
69,-165.86,20.398,30.707,0.39655,0,0.061974,0.046528,0
69,-165.88,20.142,22.169,1.6665,0,0.044743,0.033592,0
69,-165.9,19.508,77.885,6.3187,0,0.15719,0.11801,0
69,-165.93,19.41,41.483,10.149,0,0.083723,0.062856,0
69,-165.95,19.188,38.42,0.026755,0,0.07754,0.058215,0
69,-165.97,18.975,45.786,2.3848,0,0.092407,0.069376,0
69,-166,18.809,53.886,7.376,0,0.10876,0.08165,0
69.001,-166.02,18.701,72.208,1.2723,0,0.14573,0.10941,0
69.001,-166.04,18.739,65.431,22.228,0,0.13206,0.099144,0
69.001,-166.07,19.242,45.844,4.9275,0,0.092525,0.069464,0
69.001,-166.09,20.174,104.42,0.54559,0,0.21074,0.15821,0
69.001,-166.11,21.223,47.576,2.7973,0,0.09602,0.072088,0
69.001,-166.14,22.196,79.229,3.4235,0,0.1599,0.12005,0
69.001,-166.16,23.161,44.367,5.8815,0,0.11336,0.061205,0
69.001,-166.18,24.095,21.789,6.9536,0,0.17459,0,0
69.001,-166.21,25.111,30.066,2.5747,0,0.24091,0,0
69.001,-166.23,26.053,104.85,6.3411,0,0.84018,0,0
69.001,-166.25,27.081,141.53,5.0647,0,1.1341,0,0
69.001,-166.27,27.995,143.28,1.1079,0,1.1481,0,0
69.001,-166.3,28.448,114.81,20.699,0,0.91998,0,0
69.001,-166.32,29.05,66.652,7.4021,0,0.53407,0,0
69.001,-166.34,29.83,130.31,1.2983,0,1.0441,0,0
69,-166.37,30.439,85.277,0.30546,0,0.68331,0,0
69,-166.39,31.215,80.885,2.7147,0,0.64812,0,0
69,-166.49,34.378,285.35,14.671,0,2.2864,0,0
69,-166.52,35.161,61.677,14.068,0,0.4942,0,0
69,-166.54,33.768,73.34,10.542,0,0.58766,0,0
69,-166.56,35.657,62.995,18.426,0,0.50476,0,0
69,-166.59,36.963,37.491,24.173,0,0.30041,0,0
69,-166.61,38.44,48.808,4.4377,0,0.39109,0,0
69,-166.63,39.071,17.914,11.752,0,0.14354,0,0
69,-166.66,40.035,40.298,8.6048,0,0.3229,0,0
69,-166.68,41.018,26.21,6.4394,0,0.21002,0,0
69,-166.7,41.745,22.868,0.66127,0,0.18324,0,0
69,-166.73,42.411,14.249,0.21519,0,0.11417,0,0
69,-166.75,43.06,18.137,4.6112,0,0.14533,0,0
69,-166.77,43.584,231.17,9.3664,0,1.8523,0,0
69,-166.8,44.09,17.705,2.504,0,0.14187,0,0
69,-166.82,44.533,17.687,7.5133,0,0.14173,0,0
69,-166.84,44.961,9.8328,15.598,0,0.078788,0,0
68.999,-166.86,45.334,13.72,1.5484,0,0.10993,0,0
68.999,-166.89,45.653,10.291,2.3879,0,0.082461,0,0
68.999,-166.91,45.901,9.8261,3.339,0,0.078735,0,0
68.999,-166.93,46.188,11.942,7.5178,0,0.095692,0,0
68.999,-166.96,46.402,21.819,50,0,0.17483,0,0
68.999,-166.98,46.599,28.964,106.96,0,0.23208,0,0
68.999,-167,46.786,18.035,33.802,0,0.14451,0,0
68.999,-167.03,46.878,15.431,67.262,0,0.12364,0,0
68.999,-167.05,46.905,24.387,22.024,0,0.19541,0,0
68.999,-167.07,46.958,27.087,1.8318,0,0.21705,0,0
69,-167.1,47.046,16.944,1.0617,0,0.13577,0,0
69,-167.12,47.163,9.2762,8.8961,0,0.074328,0,0
69,-167.13,47.187,10.103,4.4077,0,0.080954,0,0
69.004,-167.12,47.248,10.797,4.4859,0,0.086518,0,0
69.01,-167.1,47.242,11.605,33.578,0,0.092985,0,0
69.015,-167.08,47.153,10.917,114.45,0,0.087472,0,0
69.02,-167.07,47.106,16.818,134.32,0,0.13476,0,0
69.025,-167.05,47.176,20.16,34.436,0,0.16154,0,0
69.027,-167.03,46.991,10.56,8.2187,0,0.084612,0,0
69.032,-166.92,45.324,13.089,0.75727,0,0.10488,0,0
69.028,-166.94,45.724,34.262,5.8311,0,0.27453,0,0
69.025,-166.96,46.075,30.233,0.70455,0,0.24226,0,0
69.021,-166.98,46.372,36.402,1.9885,0,0.29168,0,0
69.018,-167,46.672,25.403,1.9067,0,0.20355,0,0
69.014,-167.02,46.897,24.261,10.559,0,0.1944,0,0
69.011,-167.04,46.988,19.312,70.645,0,0.15475,0,0
69.007,-167.06,47.025,26.492,29.617,0,0.21228,0,0
69.004,-167.09,47.058,22.838,217,0,0.18299,0,0
69.002,-167.11,47.056,19.191,7.896,0,0.15378,0,0
69.001,-167.13,47.072,13.363,32.022,0,0.10708,0,0
69.001,-167.15,47.055,13.485,1.818,0,0.10806,0,0
69.001,-167.18,47.056,16.806,0.69574,0,0.13467,0,0
69,-167.2,47.055,42.161,3.2514,0,0.33783,0,0
69,-167.22,47.011,29.284,0.63148,0,0.23465,0,0
69,-167.25,47.039,47.852,1.2993,0.21304,0.17355,0,0
69,-167.27,47.095,101.31,0.2108,0.77761,0.045719,0,0
69.001,-167.29,47.12,75.691,1.6139,0.58096,0.034157,0,0
69.001,-167.32,47.096,78.993,0.11168,0.6063,0.035647,0,0
69,-167.34,47.02,64.992,0.098742,0.49884,0.029329,0,0
69,-167.36,47.042,71.44,0.14598,0.54833,0.032239,0,0
69,-167.39,47.15,61.897,0.15732,0.47508,0.027932,0,0
69.001,-167.57,47.897,71.836,0.36371,0.55137,0.032418,0,0
69.001,-167.59,47.991,105.32,0.018761,0.80836,0.047527,0,0
69,-167.61,48.143,147.72,0.005685,1.1338,0.066664,0,0
69,-167.64,48.309,132.07,1.8638,1.0137,0.059601,0,0
69,-167.66,48.392,81.13,1.6284,0.62271,0.036612,0,0
69,-167.68,48.448,107.28,0.068298,0.82342,0.048413,0,0
69,-167.71,48.492,82.673,0.030045,0.63455,0.037308,0,0
69,-167.73,48.61,88.309,1.1366,0.67781,0.039851,0,0
69,-167.75,48.747,63.977,0.067001,0.49105,0.028871,0,0
69,-167.77,48.851,51.531,0.073635,0.39552,0.023254,0,0
69.001,-167.79,49.051,109.37,0.21692,0.83944,0.049355,0,0
69.001,-167.81,49.164,85.387,0.26422,0.65538,0.038533,0,0
69,-167.83,49.098,121.13,1.1257,0.9297,0.054661,0,0
69,-167.85,49.143,100.3,0.091254,0.76981,0.04526,0,0
69,-167.88,49.092,97.356,0.40429,0.74725,0.043934,0,0
69,-167.9,48.92,96.595,0.13902,0.7414,0.043591,0,0
69.001,-167.92,49.011,124.98,0.25135,0.95931,0.056402,0,0
69.001,-167.94,49.112,112.55,1.532,0.86388,0.050792,0,0
69.001,-167.97,49.34,189.03,0.03979,1.4509,0.085303,0,0
69.001,-167.99,49.351,124.55,0.28326,0.95594,0.056204,0,0
69.001,-168.01,49.435,91.427,0.025165,0.70174,0.041258,0,0
69.001,-168.04,49.613,68.088,0.037494,0.5226,0.030726,0,0
69.001,-168.06,49.682,82.41,0.10896,0.63253,0.03719,0,0
69.001,-168.08,49.897,103.02,3.3571,0.7907,0.046489,0,0
69.001,-168.11,50.026,73.564,1.1157,0.56463,0.033197,0,0
69.001,-168.13,50.141,59.837,0.2381,0.45927,0.027003,0,0
69.001,-168.15,50.328,67.581,0.27325,0.51871,0.030498,0,0
69,-168.18,50.529,85.858,1.2347,0.659,0.038745,0,0
69,-168.2,50.58,105.77,0.36444,0.81182,0.047731,0,0
69,-168.22,50.728,111.61,8.1873,0.85663,0.050365,0,0
69,-168.25,50.766,73.415,7.282,0.56349,0.03313,0,0
69,-168.27,50.704,63.833,1.7752,0.48994,0.028806,0,0
69.001,-168.28,50.65,65.665,2.0508,0.50401,0.029633,0,0
69.418,-165.04,30.288,4.4307,0.18325,1.8368e-05,0.00045798,0.00035907,0
69.421,-165.02,30.17,6.048,0.94734,2.5073e-05,0.00062516,0.00049014,0
69.423,-165,30.128,8.2185,0.35056,3.4071e-05,0.0008495,0.00066604,0
69.426,-164.98,30.172,7.6718,0.38121,3.1805e-05,0.000793,0.00062173,0
69.436,-164.88,29.234,9.1542,0.24397,3.795e-05,0.00094623,0.00074187,0
69.438,-164.86,29.14,11.636,0.62064,4.8239e-05,0.0012028,0.00094301,0
69.441,-164.84,29.138,6.1145,0.015988,2.5349e-05,0.00063203,0.00049553,0
69.443,-164.82,29.119,12.755,1.1189,5.2879e-05,0.0013185,0.0010337,0
69.445,-164.79,29.091,13.253,0.6495,5.4943e-05,0.0013699,0.0010741,0
69.448,-164.77,29.141,9.1185,0.1941,3.7802e-05,0.00094254,0.00073898,0
69.45,-164.75,29.01,4.7084,0.90188,1.9519e-05,0.00048669,0.00038158,0
69.453,-164.72,28.702,20.999,3.0722,8.7056e-05,0.0021706,0.0017018,0
69.455,-164.7,28.322,12.07,0.48536,5.0039e-05,0.0012477,0.0009782,0
69.457,-164.68,28.175,12.427,0.26187,5.152e-05,0.0012846,0.0010071,0
69.46,-164.66,28.047,10.768,1.447,4.4642e-05,0.0011131,0.00087269,0
69.462,-164.63,27.806,12.038,0.13692,4.9906e-05,0.0012443,0.00097559,0
69.464,-164.61,27.47,8.4972,0.20433,3.5226e-05,0.00087832,0.00068862,0
69.466,-164.59,27.413,8.147,0.16639,3.3775e-05,0.00084212,0.00066024,0
69.468,-164.56,27.11,10.552,0.74298,4.3743e-05,0.0010907,0.00085511,0
69.471,-164.54,26.76,12.841,0.21817,5.3234e-05,0.0013273,0.0010407,0
69.473,-164.52,26.459,19.054,0.091949,7.8991e-05,0.0019695,0.0015442,0
69.475,-164.5,26.107,8.2859,0.52675,3.435e-05,0.00085647,0.0006715,0
69.477,-164.47,25.79,13.246,1.3136,5.4915e-05,0.0013692,0.0010735,0
69.479,-164.45,25.457,20.397,0.5243,8.4559e-05,0.0021083,0.001653,0
69.481,-164.43,25.092,23.521,0.35587,9.7508e-05,0.0024312,0.0019061,0
69.484,-164.4,24.562,27.561,2.6283,0.00011426,0.0028488,0.0022336,0
69.486,-164.38,24.335,34.931,0.27806,0.00014481,0.0036106,0.0028309,0
69.488,-164.36,24.046,33.23,0.091147,0.00013776,0.0034348,0.002693,0
69.49,-164.34,23.571,13.582,0.58103,5.6308e-05,0.0014039,0.0011007,0
69.492,-164.31,23.093,13.134,0.27725,5.4451e-05,0.0013576,0.0010644,0
69.494,-164.29,22.852,22.471,0.49468,9.3156e-05,0.0023227,0.0018211,0
69.496,-164.27,22.867,12.435,0.62875,5.1552e-05,0.0012854,0.0010078,0
69.498,-164.24,22.608,16.536,0.07635,6.8552e-05,0.0017092,0.0013401,0
69.499,-164.23,22.821,16.803,0.58966,6.9659e-05,0.0017368,0.0013617,0
69.5,-164.33,23.596,22.707,2.4092,9.4135e-05,0.0023471,0.0018402,0
69.5,-164.35,23.932,24.557,0.26393,0.00010181,0.0025384,0.0019902,0
69.5,-164.37,24.255,25.034,1.0897,0.00010378,0.0025876,0.0020288,0
69.5,-164.4,24.76,14.749,1.4738,6.1146e-05,0.0015246,0.0011953,0
69.5,-164.42,25.351,36.223,0.057266,0.00015017,0.0037442,0.0029356,0
69.5,-164.44,25.664,14.076,1.8063,5.8352e-05,0.0014549,0.0011407,0
69.5,-164.47,26.136,22.145,1.0569,9.1806e-05,0.002289,0.0017947,0
69.5,-164.49,26.6,19.573,0.12957,8.1141e-05,0.0020231,0.0015862,0
69.5,-164.52,26.927,28.711,0.076799,0.00011902,0.0029677,0.0023268,0
69.5,-164.54,27.192,39.005,0.098295,0.0001617,0.0040317,0.003161,0
69.5,-164.56,27.485,27.804,0.091804,0.00011527,0.002874,0.0022533,0
69.5,-164.59,27.833,35.627,0.41778,0.0001477,0.0036826,0.0028873,0
69.5,-164.61,28.194,34.449,0.037155,0.00014281,0.0035608,0.0027918,0
69.5,-164.63,28.148,20.86,0.68026,8.648e-05,0.0021562,0.0016906,0
69.5,-164.66,28.431,31.697,0.051683,0.00013141,0.0032764,0.0025688,0
69.5,-164.68,28.779,30.656,0.24082,0.00012709,0.0031688,0.0024844,0
69.5,-164.71,28.623,26.547,0.084863,0.00011006,0.0027441,0.0021514,0
69.5,-164.73,28.898,24.122,0.035363,0.0001,0.0024934,0.0019549,0
69.5,-164.75,29.175,16.1,0.083984,6.6743e-05,0.0016641,0.0013047,0
69.5,-164.78,29.469,21.263,8.4069,8.8151e-05,0.0021979,0.0017232,0
69.499,-164.8,29.612,16.758,0.07011,6.9471e-05,0.0017321,0.0013581,0
69.499,-164.82,29.559,13.311,2.1993,5.5184e-05,0.0013759,0.0010788,0
69.499,-164.85,29.536,18.256,0.060437,7.5682e-05,0.001887,0.0014795,0
69.499,-164.87,29.395,14.818,0.099299,6.1431e-05,0.0015317,0.0012009,0
69.499,-164.9,29.563,18.999,0.053839,7.8765e-05,0.0019639,0.0015397,0
69.501,-164.92,29.928,20.419,0.19508,8.4648e-05,0.0021106,0.0016547,0
69.501,-164.94,30.107,32.596,0.25981,0.00013513,0.0033693,0.0026417,0
69.501,-164.96,30.199,28.868,0.10227,0.00011968,0.002984,0.0023395,0
69.501,-164.98,31.046,29.188,0.040561,0.000121,0.0030171,0.0023655,0
69.501,-165.01,31.08,33.775,0.1307,0.18428,0.002331,0.00076474,1.2213e-05
69.501,-165.03,30.906,36.629,0.096721,0.27729,0.0020402,0,1.8381e-05
69.501,-165.05,31.379,12.727,0.2465,0.09634,0.00070885,0,6.3863e-06
69.501,-165.08,31.867,23.398,0.13229,0.17712,0.0013032,0,1.1741e-05
69.501,-165.1,32.252,20.82,0.4613,0.15761,0.0011596,0,1.0448e-05
69.501,-165.12,32.574,22.182,1.2781,0.16792,0.0012355,0,1.1132e-05
69.501,-165.15,32.923,29.041,3.3143,0.21986,0.0016176,0,1.4574e-05
69.501,-165.17,33.24,18.027,3.652,0.13647,0.0010041,0,9.0467e-06
69.5,-165.2,33.5,14.493,0.86255,0.10971,0.00080721,0,7.2725e-06
69.5,-165.22,33.508,16.219,0.50199,0.12277,0.00090331,0,8.1384e-06
69.5,-165.24,33.437,16.364,0.69633,0.12387,0.00091143,0,8.2115e-06
69.5,-165.27,33.347,16.166,0.90818,0.12237,0.00090036,0,8.1118e-06
69.5,-165.29,33.48,23.778,0.24595,0.18,0.0013244,0,1.1932e-05
69.5,-165.32,33.581,45.571,0.1038,0.34498,0.0025383,0,2.2868e-05
69.501,-165.34,33.584,42.941,0.10494,0.32506,0.0023917,0,2.1548e-05
69.501,-165.36,33.507,46.502,0.081727,0.35202,0.00259,0,2.3335e-05
69.501,-165.39,33.531,37.711,0.15068,0.28548,0.0021004,0,1.8924e-05
69.501,-165.41,33.581,40.498,0.71289,0.30656,0.0022556,0,2.0322e-05
69.539,-165.52,34.343,106.46,1.93,0.93492,0,0,0
69.532,-165.53,34.229,129.26,0.019978,1.1352,0,0,0
69.525,-165.55,34.279,174.29,0.21521,1.5306,0,0,0
69.519,-165.56,34.372,184.28,2.2357,1.6184,0,0,0
69.514,-165.58,34.544,261.02,0.10587,2.2923,0,0,0
69.51,-165.6,34.707,116.81,0.23181,1.0258,0,0,0
69.505,-165.62,34.877,115.14,0.095016,1.0112,0,0,0
69.502,-165.64,35.051,136.32,0.12029,1.1972,0,0,0
69.5,-165.67,35.177,152.56,0.062085,1.3397,0,0,0
69.5,-165.69,35.288,96.187,0.1201,0.84471,0,0,0
69.501,-165.71,35.374,78.403,0.64343,0.68854,0,0,0
69.501,-165.74,35.448,71.141,0.28656,0.62476,0,0,0
69.501,-165.76,35.539,72.204,0.11092,0.6341,0,0,0
