Interval,Latitude,Longitude,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
20170809135350,70.49944,-162.5610633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809135855,70.4997017,-162.53614819999999,0.0,0.0,0.042121517940972124,1.1794025023454988,0.9266733947017071,0.08424303588194712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809140404,70.5000567,-162.511294,0.0,0.0,0.037091649852296155,1.0385661958634995,0.8160162967524748,0.07418329970440574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809140935,70.50002740000001,-162.48566730000002,0.0,0.0,0.05584887438597611,1.5637684828072156,1.2286752364930038,0.11169774877195977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809141442,70.4999947,-162.459707,0.0,0.0,0.04470860712938292,1.2518409996231847,0.9835893568446435,0.08941721425861977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809141821,70.50036340000001,-162.43480730000002,0.0,0.0,0.04020181496287012,1.1256508189589594,0.8844399291835573,0.0804036299256469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809142139,70.5004084,-162.4097726,0.0,0.0,0.039373218420964556,1.1024501157856312,0.8662108052629752,0.07874643684192618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809142459,70.500485,-162.3848428,0.0,0.0,0.05406334854767363,1.5137737593349554,1.1893936680469774,0.10812669709539975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809142817,70.500499,-162.35986680000002,0.0,0.0,0.05421910591252525,1.518134965553097,1.1928203300778302,0.10843821182531291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809143134,70.5004967,-162.3349137,0.0,0.0,0.036306770864288705,1.0165895842004924,0.7987489590133606,0.07261354172854828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809143454,70.5006551,-162.30989619999997,0.0,0.0,0.02753463115535274,0.7709696723500629,0.6057618854175715,0.055069262310722976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809143813,70.5006932,-162.2849573,0.0,0.0,0.009243553751743051,0.2588195050487594,0.2033581825383655,0.018487107503506513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809144130,70.50073499999999,-162.2599617,0.0,0.0,0.0034394229462558334,0.09630384249518667,0.07566730481769249,0.006878845892514581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809144446,70.5007547,-162.2350181,0.0,0.0,0.0019695925890001005,0.01510020984898003,0.0019695925890001005,0.0006565308629999848,0.0,0.0,0.0,1.3497439683422625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809144803,70.50064640000001,-162.2099852,0.0,0.0,0.0012262270402451498,0.009401073975218256,0.0012262270402451498,0.00040874234674850954,0.0,0.0,0.0,8.403222882898472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809145119,70.5008833,-162.18509,0.0,0.0,0.00033237208218276666,0.0025481859633966434,0.00033237208218276666,0.00011079069406076669,0.0,0.0,0.0,2.277715785870683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809145433,70.50106729999999,-162.159992,0.0,0.0,0.000253073643638131,0.0019402312678929207,0.000253073643638131,8.435788121279778e-05,0.0,0.0,0.0,1.7342907662949168e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809145747,70.5011145,-162.1349783,0.0,0.0,0.00032470874107047896,0.002489433681539775,0.00032470874107047896,0.00010823624702353184,0.0,0.0,0.0,2.225199603078104e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809150059,70.50114350000001,-162.110102,0.0,0.0,5.1729491340189115e-05,0.00039659276694104846,5.1729491340189115e-05,1.7243163780052445e-05,0.0,0.0,0.0,3.544975205110697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
