SURVEY,EVENT_ID,GEAR,EQ_TIME,EQ_LONGITUDE,EQ_LATITUDE,HB_TIME,HB_LONGITUDE,HB_LATITUDE,BOTTOM_DEPTH_START,AVG_HEAD_ROPE_DEPTH,AVG_NET_VERT_OPENING,AVG_NET_HORI_OPENING,MIN_HEAD_ROPE_DEPTH,MAX_HEAD_ROPE_DEPTH,YEAR,NET_AREA,TRAWL_DIST,VOL_FILTERED
2012001,90,CanTrawl,15-AUG-12 05.52.24.247000000 PM,167.0294,69.4798,15-AUG-12 06.22.24.646000000 PM,167.022,69.4506,,1.75,19.13,51.37,1.5,2,2012,982.7081,3270.278122,3213728.8
2012001,94,CanTrawl,16-AUG-12 09.23.16.322000000 PM,165.5747,69.5348,16-AUG-12 09.53.16.619000000 PM,165.5305,69.5748,,1,19.26,54.28,1,1,2012,1045.4328,4783.637084,5000971.111
2012001,98,CanTrawl,17-AUG-12 03.00.10.509000000 AM,164.1788,69.5399,17-AUG-12 03.30.34.948000000 AM,164.1312,69.578,,1.14,18.23,54.9,1,1.5,2012,1000.827,4637.877694,4641713.218
2012001,101,CanTrawl,17-AUG-12 03.37.46.069000000 PM,164.1083,70.0396,17-AUG-12 04.07.46.390000000 PM,164.063,70.0783,,1.71,18.22,53.31,1.5,2.5,2012,971.3082,4649.314143,4515916.951
2012001,102,CanTrawl,17-AUG-12 05.26.24.056000000 PM,164.13,70.0008,17-AUG-12 05.31.38.678000000 PM,164.1115,69.9981,,12,17.5,40,12,12,2012,700,768.0047427,537603.3199
2012001,106,CanTrawl,17-AUG-12 10.02.30.997000000 PM,165.5424,70.0304,17-AUG-12 10.32.30.628000000 PM,165.4932,70.0664,,1.81,17.33,55.45,1.5,2.5,2012,960.9485,4432.127182,4259045.968
2012001,108,CanTrawl,18-AUG-12 02.01.45.072000000 AM,166.548,70.014,18-AUG-12 02.21.31.528000000 AM,166.4915,70.0313,,18.5,14.5,53,18,19,2012,768.5,2893.075326,2223328.388
2012001,111,CanTrawl,18-AUG-12 04.46.32.758000000 AM,166.9903,70.0286,18-AUG-12 05.16.26.086000000 AM,166.9433,70.0647,,2,19.11,54.89,1.5,2.5,2012,1048.9479,4407.588409,4623330.606
2012001,115,CanTrawl,18-AUG-12 05.33.31.780000000 PM,168.4893,70.0239,18-AUG-12 06.03.53.054000000 PM,168.5047,70.0619,,1.69,17.77,53.62,1.5,2.5,2012,952.8274,4279.804988,4077915.459
2012001,118,CanTrawl,18-AUG-12 09.50.51.720000000 PM,168.5449,70.5203,18-AUG-12 10.20.52.228000000 PM,168.6196,70.5475,,3.08,18,53.85,1.5,5,2012,969.3,4115.152457,3988817.277
2012001,122,CanTrawl,19-AUG-12 02.56.17.179000000 AM,166.9862,70.5296,19-AUG-12 03.26.18.624000000 AM,166.9766,70.5703,,2.13,18.49,52.2,1.5,4,2012,965.178,4554.859368,4396250.055
2012001,123,CanTrawl,19-AUG-12 05.08.15.306000000 AM,166.8113,70.5002,19-AUG-12 05.29.41.868000000 AM,166.8786,70.5014,,13,16,47,13,13,2012,752,2511.757811,1888841.874
2012001,125,CanTrawl,19-AUG-12 03.39.37.073000000 PM,166.1837,70.5048,19-AUG-12 04.05.40.940000000 PM,166.2742,70.5057,,13.67,14.09,48.58,12,16,2012,684.4922,3373.577572,2309187.534
2012001,128,CanTrawl,19-AUG-12 06.45.16.263000000 PM,165.4654,70.5176,19-AUG-12 07.15.25.367000000 PM,165.4442,70.5551,,2.5,17.5,53.5,2.5,2.5,2012,936.25,4257.520517,3986103.584
2012001,129,CanTrawl,19-AUG-12 09.06.07.063000000 PM,165.0451,70.5021,19-AUG-12 09.24.48.185000000 PM,165.111,70.5036,,25.5,12.5,57.5,22,29,2012,718.75,2461.458617,1769173.381
2012001,133,CanTrawl,20-AUG-12 01.05.32.064000000 AM,164.0646,70.5228,20-AUG-12 01.35.32.999000000 AM,164.0971,70.5589,,1.75,17.34,55.81,1.5,2,2012,967.7454,4205.131881,4069497.034
2012001,135,CanTrawl,20-AUG-12 04.27.26.324000000 AM,163.4225,70.5031,20-AUG-12 05.02.25.419000000 AM,163.5386,70.5056,,20.5,14.51,48.58,20,21,2012,704.8958,4335.127563,3055813.212
2012001,138,CanTrawl,20-AUG-12 03.38.56.382000000 PM,162.4609,70.5202,20-AUG-12 04.08.57.234000000 PM,162.4092,70.5538,,2.25,18.47,55.22,2,2.5,2012,1019.9134,4213.327747,4297229.428
2012001,142,CanTrawl,20-AUG-12 11.12.02.646000000 PM,161.0915,70.5128,20-AUG-12 11.42.02.780000000 PM,160.9833,70.5317,,2.89,15.22,54.85,2.5,3,2012,834.817,4546.749104,3795703.447
2012001,146,CanTrawl,21-AUG-12 04.12.40.388000000 PM,157.8229,71.0927,21-AUG-12 04.42.41.177000000 PM,157.7685,71.1318,,1.6,15.58,53,1,2,2012,825.74,4785.239113,3951363.345
2012001,150,CanTrawl,21-AUG-12 10.27.00.092000000 PM,159.2277,71.0325,21-AUG-12 10.57.00.123000000 PM,159.1963,71.0749,,2.16,17,52.17,2,3,2012,886.89,4865.805626,4315434.352
2012001,151,CanTrawl,21-AUG-12 11.57.34.859000000 PM,159.2353,71.0342,22-AUG-12 12.06.54.677000000 AM,159.2314,71.0253,,53,8,60,53,53,2012,480,1003.054079,481465.9579
2012001,154,CanTrawl,22-AUG-12 04.42.16.036000000 AM,160.8757,71.017,22-AUG-12 05.13.04.000000000 AM,160.9237,71.0483,,2.22,17,58.78,2,3,2012,999.26,3902.631318,3899743.37
2012001,156,CanTrawl,28-AUG-12 04.11.13.713000000 PM,161.7646,71.0005,28-AUG-12 04.41.07.735000000 PM,161.8426,70.9954,,19.49,14.74,61.38,18,20,2012,904.7412,2892.203423,2616695.596
2012001,159,CanTrawl,28-AUG-12 07.14.25.073000000 PM,162.3602,70.9643,28-AUG-12 07.44.25.509000000 PM,162.3757,70.929,,4.01,18.03,49.72,3,5,2012,896.4516,3978.867626,3566862.249
2012001,163,CanTrawl,29-AUG-12 12.38.27.693000000 AM,163.9073,70.9684,29-AUG-12 01.09.52.582000000 AM,163.9632,70.9402,,7.56,15.05,56.74,4,14,2012,853.937,3748.062163,3200608.959
2012001,167,CanTrawl,29-AUG-12 03.47.40.380000000 PM,165.4684,70.9747,29-AUG-12 04.18.06.931000000 PM,165.5521,70.9509,,4,19.95,50.28,4,4,2012,1003.086,4042.731038,4055206.906
2012001,171,CanTrawl,29-AUG-12 08.32.43.282000000 PM,166.9996,70.9775,29-AUG-12 09.03.12.479000000 PM,167.0552,70.9451,,4.4,17.44,49.47,4,6,2012,862.7568,4143.564973,3574888.857
2012001,172,CanTrawl,29-AUG-12 10.13.32.059000000 PM,166.9962,71.0025,29-AUG-12 10.43.35.072000000 PM,167.0112,70.9723,,26.83,13,53.51,26,27,2012,695.63,3413.43075,2374484.833
2012001,174,CanTrawl,30-AUG-12 02.54.59.782000000 AM,168.133,71.0004,30-AUG-12 03.19.57.427000000 AM,168.0563,71.0009,,35.35,13,55,33,37,2012,715,2788.589443,1993841.452
2012001,177,CanTrawl,30-AUG-12 05.16.10.125000000 AM,168.5095,70.9827,30-AUG-12 05.46.38.261000000 AM,168.541,70.9496,,4.63,16.18,48.67,4,8,2012,787.4806,3867.122437,3045283.897
2012001,180,CanTrawl,30-AUG-12 03.42.44.388000000 PM,168.4902,71.4688,30-AUG-12 04.13.12.852000000 PM,168.5063,71.434,,4,17.5,51.82,4,4,2012,906.85,3924.860379,3559259.634
2012001,184,CanTrawl,31-AUG-12 03.29.57.706000000 AM,166.9113,71.9727,31-AUG-12 04.00.22.488000000 AM,166.9724,71.9431,,4,16.38,49.85,4,4,2012,816.543,3920.975967,3201645.479
2012001,188,CanTrawl,31-AUG-12 05.28.34.975000000 PM,165.3036,71.9811,31-AUG-12 05.59.00.272000000 PM,165.3738,71.9495,,4,16.44,51,4,4,2012,838.44,4280.465032,3588913.102
2012001,192,CanTrawl,31-AUG-12 11.05.47.141000000 PM,163.6822,71.9736,31-AUG-12 11.36.17.664000000 PM,163.7448,71.9393,,4,17.8,48.12,4,4,2012,856.536,4397.294906,3766441.39
2012001,197,CanTrawl,01-SEP-12 03.50.26.184000000 PM,162.7124,72.5035,01-SEP-12 04.20.55.162000000 PM,162.8233,72.5102,,4.52,18.46,40.66,4,9,2012,750.5836,3796.602305,2849667.425
2012001,200,CanTrawl,01-SEP-12 06.58.04.233000000 PM,163.4237,72.4998,01-SEP-12 07.28.29.296000000 PM,163.2914,72.4966,,5.07,18.93,44.51,4,7,2012,842.5743,4456.980057,3755336.851
2012001,205,CanTrawl,02-SEP-12 12.41.35.243000000 AM,165.1844,72.4708,02-SEP-12 01.12.02.599000000 AM,165.2039,72.4346,,5.92,18.15,43.6,4,8,2012,791.34,4092.6012,3238639.034
2012001,209,CanTrawl,02-SEP-12 03.43.43.063000000 PM,166.8123,72.3593,02-SEP-12 04.14.53.038000000 PM,166.8381,72.3259,,4.19,18.42,44.62,4,5,2012,821.9004,3828.17514,3146378.679
2012001,214,CanTrawl,02-SEP-12 09.07.46.504000000 PM,168.4945,72.4894,02-SEP-12 09.38.13.407000000 PM,168.4947,72.4536,,4.69,17.65,51.69,4,6,2012,912.3285,3994.986154,3644739.726
2012001,217,CanTrawl,03-SEP-12 01.27.03.941000000 AM,168.4924,71.979,03-SEP-12 01.57.29.409000000 AM,168.5362,71.9495,,4,20.15,44.97,4,4,2012,906.1455,3623.338906,3283272.245
2012001,222,CanTrawl,03-SEP-12 03.46.01.787000000 PM,167.0067,71.4986,03-SEP-12 04.16.29.221000000 PM,167.124,71.4928,,4.11,18.68,48.42,4,6,2012,904.4856,4206.82978,3805016.957
2012001,228,CanTrawl,05-SEP-12 07.18.35.995000000 PM,165.4279,71.4369,05-SEP-12 07.32.41.283000000 PM,165.4568,71.4326,,8,14,43.11111111,8,8,2012,603.5555556,1133.891719,684366.6462
2012001,229,CanTrawl,06-SEP-12 05.09.28.287000000 AM,163.8249,71.4885,06-SEP-12 05.39.30.090000000 AM,163.9157,71.4663,,4.7,17.88,54.36,4,11,2012,971.9568,4063.138981,3949195.562
2012001,236,CanTrawl,06-SEP-12 05.53.54.811000000 PM,162.1949,71.4754,06-SEP-12 06.24.20.015000000 PM,162.2041,71.4372,,4,17.08,51.03,4,4,2012,871.5924,4274.852416,3725928.877
2012001,237,CanTrawl,06-SEP-12 11.21.25.722000000 PM,160.6483,71.4771,06-SEP-12 11.51.53.421000000 PM,160.6322,71.4408,,5.36,15.31,51.23,4,8,2012,784.3313,4090.488609,3208298.248
2012001,240,CanTrawl,07-SEP-12 03.39.42.163000000 PM,160.4285,71.9849,07-SEP-12 04.10.08.833000000 PM,160.4273,71.9474,,4.7,18.46,48.63,4,13,2012,897.7098,4184.675001,3756623.758
2012001,243,CanTrawl,07-SEP-12 09.29.08.221000000 PM,158.8159,71.98,07-SEP-12 09.59.36.295000000 PM,158.8036,71.9427,,4.29,15.97,50.1,4,9,2012,800.097,4183.821109,3347462.718
2012001,248,CanTrawl,08-SEP-12 04.28.48.418000000 AM,157.1766,71.9825,08-SEP-12 04.59.16.429000000 AM,157.1973,71.9466,,5.32,18.71,49.91,4,10,2012,933.8161,4069.344477,3800019.389
2012001,251,CanTrawl,08-SEP-12 03.54.08.366000000 PM,157.4578,71.4819,08-SEP-12 04.24.43.351000000 PM,157.4581,71.4451,,5.23,17.81,49.29,4,11,2012,877.8549,4106.156293,3604609.422
2012001,254,CanTrawl,08-SEP-12 08.53.42.780000000 PM,159.1441,71.5043,08-SEP-12 09.24.12.710000000 PM,159.2627,71.5051,,4.4,17.87,50.15,4,6,2012,896.1805,4201.797753,3765569.211
2012001,257,CanTrawl,10-SEP-12 07.58.12.492000000 PM,168.4934,65.5415,10-SEP-12 08.28.47.316000000 PM,168.5339,65.5155,,5.01,17.82,49.68,4,12,2012,885.2976,3451.315032,3055440.915
2012001,262,CanTrawl,11-SEP-12 02.27.38.635000000 AM,168.9583,65.0053,11-SEP-12 02.58.20.842000000 AM,168.8683,65.0056,,5.35,17.63,47.75,4,7,2012,841.8325,4245.064147,3573632.963
2012001,265,CanTrawl,11-SEP-12 06.36.32.406000000 AM,168.0824,65.0185,11-SEP-12 06.47.43.760000000 AM,168.0508,65.0232,,18,12.5,33.5,17,19,2012,418.75,1579.068117,661234.774
2012001,266,CanTrawl,11-SEP-12 07.16.39.551000000 AM,167.983,65.0387,11-SEP-12 07.47.02.367000000 AM,167.9351,65.0734,,5.03,17.14,48.14,4,9,2012,825.1196,4478.02257,3694904.191
2012001,269,CanTrawl,12-SEP-12 04.22.15.897000000 PM,166.073,64.3983,12-SEP-12 04.52.10.400000000 PM,166.1537,64.4183,,3.81,17.37,46.39,3,4,2012,805.7943,4484.624805,3613685.106
2012001,272,CanTrawl,12-SEP-12 08.27.50.524000000 PM,167.0526,64.5061,12-SEP-12 08.57.39.698000000 PM,167.1392,64.5108,,2.66,18,49.19,2,3,2012,885.42,4193.187307,3712731.906
2012001,275,CanTrawl,13-SEP-12 12.08.49.904000000 AM,168.0085,64.5234,13-SEP-12 12.38.39.696000000 AM,168.0211,64.5631,,1.82,20.26,50.26,1,3,2012,1018.2676,4467.078107,4548680.903
2012001,278,CanTrawl,13-SEP-12 04.16.52.061000000 AM,168.9903,64.4862,13-SEP-12 04.46.52.695000000 AM,168.9775,64.451,,3.43,19.64,53.99,2.5,5,2012,1060.3636,3972.280964,4212062.143
2012001,281,CanTrawl,13-SEP-12 05.03.04.205000000 PM,169.9905,64.4843,13-SEP-12 05.33.05.668000000 PM,169.996,64.4507,,2.57,18.93,54.72,2.5,3,2012,1035.8496,3755.215426,3889838.397
2012001,284,CanTrawl,13-SEP-12 09.03.00.896000000 PM,169.9855,64.0142,13-SEP-12 09.33.14.305000000 PM,169.9922,64.0496,,3.42,18.36,54.68,3,5,2012,1003.9248,3959.878966,3975420.699
2012001,285,CanTrawl,14-SEP-12 12.27.14.527000000 AM,169.317,64.002,14-SEP-12 12.38.37.877000000 AM,169.3451,64.0011,,19.57,12.23,50.5,19,20,2012,617.615,1378.561534,851420.2819
2012001,288,CanTrawl,14-SEP-12 02.28.35.983000000 AM,169.0008,63.9823,14-SEP-12 02.58.35.696000000 AM,169.0228,63.9501,,2.68,18.72,54.07,2,5,2012,1012.1904,3747.871976,3793560.035
2012001,291,CanTrawl,14-SEP-12 04.00.30.724000000 PM,168.0052,63.9817,14-SEP-12 04.30.30.873000000 PM,168.0299,63.9479,,2,19,50.41,2,2,2012,957.79,3957.475671,3790430.623
2012001,294,CanTrawl,14-SEP-12 09.07.51.600000000 PM,166.9765,63.9727,14-SEP-12 09.37.51.765000000 PM,166.96,63.9364,,2.27,18,54,2,3,2012,972,4126.615922,4011070.676
2012001,297,CanTrawl,15-SEP-12 01.58.00.361000000 AM,165.9854,64.0265,15-SEP-12 02.28.00.845000000 AM,165.952,64.0604,,1.95,17.06,55.2,1.5,2,2012,941.712,4116.350771,3876416.918
2012001,300,CanTrawl,15-SEP-12 04.54.16.638000000 PM,168.0028,63.4811,15-SEP-12 05.24.17.630000000 PM,168.0026,63.4446,,1.92,18.33,53.88,1.5,2,2012,987.6204,4068.629605,4018261.598
2012001,301,CanTrawl,15-SEP-12 10.44.16.022000000 PM,167.1158,63.4996,15-SEP-12 10.55.11.437000000 PM,167.1428,63.4957,,14.5,11,40,14,15,2012,440,1413.344574,621871.6127
2012001,304,CanTrawl,16-SEP-12 12.39.30.563000000 AM,167.0069,63.4781,16-SEP-12 01.09.31.134000000 AM,167.0301,63.4401,,5,16,53.46,5,5,2012,855.36,4391.020464,3755903.264
2012001,307,CanTrawl,16-SEP-12 05.39.44.575000000 AM,165.9985,63.4845,16-SEP-12 06.09.46.987000000 AM,166.0316,63.452,,2.81,17.21,54.54,2,6,2012,938.6334,3980.94537,3736648.288
2012001,310,CanTrawl,17-SEP-12 02.27.00.551000000 AM,163.5449,64.1031,17-SEP-12 02.57.00.810000000 AM,163.6258,64.1045,,1.45,13.18,59.05,1,2,2012,778.279,3946.973058,3071846.244
2012001,313,CanTrawl,17-SEP-12 04.04.46.236000000 PM,164.4417,64.091,17-SEP-12 04.34.46.448000000 PM,164.3479,64.0677,,2.81,14.43,50,2,3,2012,721.5,5262.473788,3796874.838
2012001,314,CanTrawl,17-SEP-12 08.00.24.344000000 PM,163.5409,63.7707,17-SEP-12 08.10.11.544000000 PM,163.5075,63.7724,,,17.46745902,52.02525501,,,2012,908.7490097,1658.512427,1507171.525
2012001,319,CanTrawl,18-SEP-12 03.29.19.434000000 AM,164.5197,63.7641,18-SEP-12 03.59.19.942000000 AM,164.5748,63.7791,,1.96,13.96,58.38,1,3,2012,814.9848,3191.260367,2600828.692
2012001,322,CanTrawl,18-SEP-12 04.30.30.786000000 PM,166.0297,62.9865,18-SEP-12 05.00.30.935000000 PM,166.0899,62.9594,,2.34,17.25,53.32,2,5,2012,919.77,4294.975951,3950390.031
2012001,323,CanTrawl,18-SEP-12 09.52.00.827000000 PM,167.0176,62.9813,18-SEP-12 10.22.00.805000000 PM,167.051,62.9486,,2.2,18.74,54.09,1.5,3,2012,1013.6466,4019.420351,4074271.772
2012001,328,CanTrawl,19-SEP-12 03.15.00.812000000 AM,167.715,63.0631,19-SEP-12 03.45.01.070000000 AM,167.7269,63.0258,,2.53,18.75,53,2,6,2012,993.75,4200.916805,4174661.075
2012001,331,CanTrawl,19-SEP-12 04.31.30.390000000 PM,169.0283,62.4891,19-SEP-12 05.01.30.988000000 PM,169.0679,62.4564,,2.58,18.73,49.83,2,5,2012,933.3159,4177.959591,3899356.116
2012001,334,CanTrawl,19-SEP-12 09.18.30.436000000 PM,167.9827,62.4848,19-SEP-12 09.48.30.663000000 PM,167.9704,62.4514,,2.42,19.42,50,2,3,2012,971,3776.237701,3666726.808
2012001,337,CanTrawl,20-SEP-12 02.24.15.787000000 AM,167.0266,62.5035,20-SEP-12 02.54.19.088000000 AM,167.0893,62.49,,5.38,19.55,53.09,3,10,2012,1037.9095,3564.84614,3699987.675
2012001,338,CanTrawl,20-SEP-12 05.13.15.363000000 AM,167.0958,62.2953,20-SEP-12 05.31.56.501000000 AM,167.0989,62.3188,,12.49,14.89,50.33,11,14,2012,749.4137,2624.019412,1966476.097
2012001,341,CanTrawl,20-SEP-12 04.36.30.733000000 PM,167.0053,61.9887,20-SEP-12 05.06.57.980000000 PM,167.0096,61.9559,,2.18,19,53.92,1.5,5,2012,1024.48,3662.349968,3752004.296
2012001,344,CanTrawl,20-SEP-12 10.20.26.740000000 PM,167.9579,61.984,20-SEP-12 10.50.26.796000000 PM,167.9059,61.9514,,2.1,18,55.09,1.5,4,2012,991.62,4543.042816,4504972.118
2012001,347,CanTrawl,21-SEP-12 03.57.45.755000000 AM,169.0128,61.9828,21-SEP-12 04.27.46.357000000 AM,169.019,61.9455,,2.98,53.6,17.92,2,14,2012,960.512,4169.603113,4004953.825
2012001,350,CanTrawl,21-SEP-12 04.33.45.904000000 PM,169.0151,61.48,21-SEP-12 05.03.47.754000000 PM,169.0084,61.4455,,2.15,18.54,55.85,2,3,2012,1035.459,3861.130029,3998041.839
2012001,353,CanTrawl,21-SEP-12 09.06.30.705000000 PM,167.9848,61.485,21-SEP-12 09.36.30.839000000 PM,167.9705,61.4504,,1.94,17.61,55.66,1.5,2,2012,980.1726,3930.355439,3852426.71
2012001,356,CanTrawl,22-SEP-12 01.06.25.873000000 AM,167.0028,61.483,22-SEP-12 01.36.22.699000000 AM,167.0043,61.449,,2.06,17.64,54.69,2,3,2012,964.7316,3789.696004,3656039.49
2012001,357,CanTrawl,22-SEP-12 04.16.40.592000000 AM,167.0174,61.0548,22-SEP-12 04.46.40.835000000 AM,167.0282,61.0166,,2.06,16.54,54.88,1.5,2.5,2012,907.7152,4296.449685,3899952.685
2012001,362,CanTrawl,23-SEP-12 04.32.30.671000000 PM,168.9737,60.9879,23-SEP-12 05.02.33.145000000 PM,168.9151,60.971,,2.06,16.92,55.46,1,5,2012,938.3832,3689.519968,3462183.554
2012001,365,CanTrawl,23-SEP-12 08.50.10.794000000 PM,168.0039,60.9877,23-SEP-12 09.20.11.381000000 PM,167.9897,60.9561,,3.11,20.86,53.05,2,6,2012,1106.623,3604.140816,3988425.123
2012001,366,CanTrawl,24-SEP-12 12.22.25.791000000 AM,168.0078,60.5444,24-SEP-12 12.52.26.696000000 AM,167.9861,60.51,,2.24,18.3,55.87,2,3,2012,1022.421,4013.827917,4103821.953
2012001,371,CanTrawl,24-SEP-12 05.34.10.271000000 AM,168.9802,60.487,24-SEP-12 06.04.11.918000000 AM,168.9196,60.4799,,2.18,18.63,55.9,1,6,2012,1041.417,3424.644391,3566482.887
2012001,374,CanTrawl,24-SEP-12 04.25.00.831000000 PM,167.0459,60.5202,24-SEP-12 04.59.48.667000000 PM,167.1024,60.5557,,1.78,18.03,55.83,1,2,2012,1006.6149,5026.349312,5059598.11
2012001,377,CanTrawl,25-SEP-12 12.04.25.803000000 AM,168.0243,60.0039,25-SEP-12 12.34.25.844000000 AM,168.0839,60.0051,,2.17,18.26,53.31,1.5,8,2012,973.4406,3327.914919,3239527.495
2013001,3,CanTrawl,07-AUG-13 04.37.50.831000000 PM,168.0639,65.3956,07-AUG-13 05.07.54.088000000 PM,168.0952,65.3647,41.7,3.5,18.08,51.6,1.5,10,2013,932.928,3740.157453,3489297.612
2013001,6,CanTrawl,07-AUG-13 11.36.15.841000000 PM,168.4778,66.0301,08-AUG-13 12.06.42.600000000 AM,168.4519,66.0741,53,3.38,20.52,43.06,3,5,2013,883.5912,5044.766817,4457511.566
2013001,7,Marinovich,08-AUG-13 02.12.28.017000000 AM,168.2317,66.0015,08-AUG-13 02.54.14.489000000 AM,168.2277,66.0025,50,38.89,5.12,9,38,40,2013,46.08,213.1060316,9819.925937
2013001,12,CanTrawl,08-AUG-13 04.06.19.776000000 PM,167.3334,66.1206,08-AUG-13 04.36.29.500000000 PM,167.278,66.1498,22,1.85,20.23,37.22,1.5,2,2013,752.9606,4106.399358,3091956.925
2013001,15,CanTrawl,08-AUG-13 09.46.32.729000000 PM,165.9992,66.5407,08-AUG-13 10.17.02.887000000 PM,165.9939,66.5795,19,3.26,15.82,42.21,2,4,2013,667.7622,4333.199606,2893546.902
2013001,16,Marinovich,08-AUG-13 10.50.17.396000000 PM,165.9911,66.5721,08-AUG-13 11.31.27.919000000 PM,165.9995,66.5358,20,8.91,6.39,7.02,7,12,2013,44.8578,4065.169709,182354.5698
2013001,20,CanTrawl,09-AUG-13 04.08.53.630000000 AM,167.2471,66.4719,09-AUG-13 04.39.23.239000000 AM,167.2393,66.4334,29,1.95,19.74,43.07,1,2,2013,850.2018,4307.359307,3662124.636
2013001,24,CanTrawl,09-AUG-13 05.22.23.375000000 PM,168.5089,66.5101,09-AUG-13 05.54.03.084000000 PM,168.4969,66.5512,51,4.88,19.85,45.04,2,13,2013,894.044,4614.218647,4125314.496
2013001,27,CanTrawl,09-AUG-13 10.24.49.208000000 PM,168.4857,67.0243,09-AUG-13 10.55.20.840000000 PM,168.4802,67.0657,39,2.37,20.82,43.52,2,6,2013,906.0864,4623.235286,4189050.617
2013001,31,CanTrawl,10-AUG-13 03.11.14.782000000 PM,167.224,66.9754,10-AUG-13 03.41.39.891000000 PM,167.2401,66.9368,39,2.11,20.58,43.22,1.5,4,2013,889.4676,4361.831536,3879707.828
2013001,32,Marinovich,10-AUG-13 04.29.08.175000000 PM,167.2523,66.9286,10-AUG-13 05.17.52.900000000 PM,167.2305,66.9685,37,13.73,6.66,8.07,12,15,2013,53.7462,4550.583881,244576.5914
2013001,36,CanTrawl,10-AUG-13 09.44.29.480000000 PM,166.0023,67.0116,10-AUG-13 10.15.05.713000000 PM,166.0898,67.0198,26,1.85,19.12,44.42,1,2,2013,849.3104,3922.370289,3331309.879
2013001,40,CanTrawl,11-AUG-13 03.03.15.440000000 AM,164.7019,67.0022,11-AUG-13 03.33.12.081000000 AM,164.7888,66.9984,27,2.5,18.88,46.91,2,3,2013,885.6608,3814.136563,3378031.239
2013001,41,Marinovich,11-AUG-13 04.06.54.890000000 AM,164.7843,66.9995,11-AUG-13 04.44.45.014000000 AM,164.6914,67.0035,26,15.77,5.45,8.13,7,20,2013,44.3085,4076.517606,180624.3804
2013001,44,CanTrawl,11-AUG-13 03.04.18.456000000 PM,164.5924,67.521,11-AUG-13 03.34.51.310000000 PM,164.6442,67.5572,29,2.13,19.24,45.99,2,3,2013,884.8476,4602.351178,4072379.394
2013001,45,Marinovich,11-AUG-13 04.04.53.535000000 PM,164.6394,67.5568,11-AUG-13 04.55.00.665000000 PM,164.5887,67.5215,29,14.45,5.46,8.58,8,22,2013,46.8468,4491.777603,210425.407
2013001,47,Marinovich,11-AUG-13 07.28.27.651000000 PM,165.0589,67.4988,11-AUG-13 07.58.58.923000000 PM,165.1279,67.5002,35,22.21,5,9.87,19,26,2013,49.35,2952.036783,145683.0152
2013001,50,CanTrawl,11-AUG-13 10.45.40.026000000 PM,165.8637,67.5183,11-AUG-13 11.16.10.930000000 PM,165.8443,67.5583,40.5,3.42,19.77,47.96,2,5,2013,948.1692,4537.267231,4302097.041
2013001,54,CanTrawl,12-AUG-13 04.11.17.637000000 AM,167.1896,67.516,12-AUG-13 04.41.17.642000000 AM,167.2406,67.5465,46,2,18,50,2,8,2013,900,4038.072604,3634265.343
2013001,58,CanTrawl,12-AUG-13 05.06.57.661000000 PM,168.4764,67.5193,12-AUG-13 05.37.25.605000000 PM,168.477,67.5563,48,1.54,21.41,49.19,1,3,2013,1053.1579,4126.665289,4346030.15
2013001,61,CanTrawl,12-AUG-13 09.40.30.343000000 PM,168.4394,68.0203,12-AUG-13 10.10.35.826000000 PM,168.3704,68.0492,58,3.48,15.24,52.15,2,8,2013,794.766,4323.48194,3436156.448
2013001,63,Marinovich,13-AUG-13 02.13.10.093000000 AM,167.5978,68,13-AUG-13 02.58.51.985000000 AM,167.5058,67.9988,51,37.38,5,9.36,18,46,2013,46.8,3850.007161,180180.3352
2013001,64,Marinovich,13-AUG-13 04.10.21.806000000 AM,167.3467,68.0003,13-AUG-13 04.30.40.814000000 AM,167.3986,68.0003,55,47.96,5,9.89,45,49,2013,49.45,2170.50921,107331.6805
2013001,67,CanTrawl,13-AUG-13 03.07.15.783000000 PM,167.1879,67.9873,13-AUG-13 03.37.44.013000000 PM,167.1953,67.9527,56.5,1.61,18.8,50.41,1,2,2013,947.708,3871.542905,3669092.183
2013001,69,Marinovich,14-AUG-13 01.32.29.807000000 AM,166.0922,67.999,14-AUG-13 02.02.55.923000000 AM,166.1709,68.0008,30,23.58,5,9,19,25,2013,45,3297.48569,148386.8561
2013001,72,CanTrawl,14-AUG-13 03.42.20.188000000 AM,165.8727,67.9819,14-AUG-13 04.12.17.780000000 AM,165.9344,67.9518,30,2.23,19.42,42.55,2,3,2013,826.321,4236.547187,3500747.908
2013001,75,CanTrawl,14-AUG-13 03.52.32.061000000 PM,167.1358,68.5284,14-AUG-13 04.23.02.256000000 PM,167.135,68.5735,35,4.42,22.51,39.97,3,8,2013,899.7247,5030.7027,4526247.477
2013001,76,Marinovich,14-AUG-13 04.59.06.229000000 PM,167.1476,68.5744,14-AUG-13 06.00.03.579000000 PM,167.1398,68.5313,37,19.59,5.06,9,12,25,2013,45.54,4818.044291,219413.737
2013001,80,CanTrawl,14-AUG-13 10.27.19.343000000 PM,168.486,68.5148,14-AUG-13 10.57.47.932000000 PM,168.4513,68.5504,52,2.28,22.07,48.02,2,6,2013,1059.8014,4216.442359,4468591.516
2013001,85,CanTrawl,15-AUG-13 03.21.17.697000000 PM,165.684,69.0554,15-AUG-13 03.51.45.989000000 PM,165.6571,69.0896,22,1.33,18.55,39.38,1,2,2013,730.499,3962.962167,2894939.9
