Interval,Latitude,Longitude,1,2,3,4,5,6,7,8,9,10,11,12,13
20170809154856,70.5010067,-161.73532419999998,0.0,0.0,0.0,0.0010387203817549412,0.00034624012725134297,0.00034624012725134297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809155208,70.5008959,-161.7102987,0.0,0.0,0.0,0.0009707861643547458,0.0003235953881178599,0.0003235953881178599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809155521,70.5008724,-161.6853007,0.0,0.0,0.0,0.00325903025914253,0.0010863434197141962,0.0010863434197141962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809155836,70.50094240000001,-161.6604135,0.0,0.0,0.0,0.0018184757294376168,0.0006061585764789043,0.0006061585764789043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809160151,70.5010144,-161.6353566,0.0,0.0,0.0,0.004137943925112685,0.0013793146417063564,0.0013793146417063564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809160508,70.50105909999999,-161.6104447,0.0,0.0,0.0,0.0005355098260792139,0.00017850327536012668,0.00017850327536012668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809160823,70.5011679,-161.5855244,0.0,0.0,0.0,0.0032090068929745553,0.001069668964324949,0.001069668964324949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809161138,70.5012271,-161.560354,0.0,0.0,0.0,0.0015783871371898455,0.0005261290457304345,0.0005261290457304345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809161454,70.5012917,-161.5354033,0.0,0.0,0.0,0.0013300506692405238,0.0004433502230791825,0.0004433502230791825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809161807,70.50131,-161.5103457,0.0,0.0,0.0,0.002034257831974568,0.0006780859439912224,0.0006780859439912224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809162120,70.5012665,-161.48541569999998,0.0,0.0,0.0,0.004181168685167281,0.001393722895057121,0.001393722895057121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809162435,70.5011813,-161.4603206,0.0,0.0,0.0,0.0014742594737840184,0.0004914198245958487,0.0004914198245958487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809162749,70.5012628,-161.43545759999998,0.0,0.0,0.0,0.0019367903281987194,0.0006455967760665313,0.0006455967760665313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809163103,70.5012155,-161.4103197,0.0,0.0,0.0,0.0041813265730723075,0.0013937755243566582,0.0013937755243566582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809163419,70.501191,-161.3853264,0.0,0.0,0.0,0.0010212024828851769,0.0003404008276285867,0.0003404008276285867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809163733,70.5010892,-161.36024740000002,0.0,0.0,0.0,0.002014297972760841,0.0006714326575860753,0.0006714326575860753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809164047,70.5012407,-161.33658880000002,0.0,0.0,0.0,0.003427111950786086,0.001142370650260182,0.001142370650260182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809164425,70.50100520000001,-161.3119878,0.0,0.0,0.0,0.0011856126915735545,0.000395204230524936,0.000395204230524936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809164932,70.50091579999999,-161.2871633,0.0,0.0,0.0,0.0019802460287672774,0.0006600820095888923,0.0006600820095888923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809165451,70.5010033,-161.26232240000002,0.0,0.0,0.0,0.003058673451581735,0.001019557817192554,0.001019557817192554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809170019,70.5008868,-161.237378,0.0,0.0,0.0,0.0015463847903122684,0.0005154615967706794,0.0005154615967706794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809170549,70.50075079999999,-161.2123238,0.0,0.0,0.0,0.002901523140917938,0.0009671743803048133,0.0009671743803048133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809171127,70.50059830000001,-161.1872392,0.0,0.0,0.0,0.002156985044237935,0.0007189950147459784,0.0007189950147459784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809171706,70.5005847,-161.1622042,0.0,0.0,0.0,0.006416310010479011,0.0021387700034931007,0.0021387700034931007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809172252,70.50060309999999,-161.13718369999998,0.0,0.0,0.0,0.003531953055446421,0.0011773176851481266,0.0011773176851481266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809172839,70.5002746,-161.11225109999998,0.0,0.0,0.0,0.004225811490706445,0.0014086038302351903,0.0014086038302351903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809173428,70.5000694,-161.08733940000002,0.0,0.0,0.0,0.005334926902492314,0.0017783089674993236,0.0017783089674993236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809174030,70.4999267,-161.0624461,0.0,0.0,0.0,0.0029852514511613153,0.0009950838170533927,0.0009950838170533927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809174630,70.49990629999999,-161.03733789999998,0.0,0.0,0.0,0.0034089112456383622,0.0011363037485483559,0.0011363037485483559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809175229,70.4997983,-161.0124179,0.0,0.0,0.0,0.0023232127312531195,0.0007744042437517202,0.0007744042437517202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809175829,70.4997255,-160.9877076,0.0,0.0,0.0,0.0009647363475213885,0.0003215787825073238,0.0003215787825073238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809180432,70.50039670000001,-160.9628101,0.0,0.0,0.0,0.002196368061609596,0.0007321226872026155,0.0007321226872026155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809181128,70.50022790000001,-160.93801090000002,0.0,0.0,0.0,0.0068755900236070755,0.002291863341200803,0.002291863341200803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809181735,70.5000954,-160.9128702,0.0,0.0,0.0,0.012812582985191423,0.004270860995066043,0.004270860995066043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809182405,70.49991870000001,-160.8878742,0.0,0.0,0.0,0.0037802323774044403,0.0012600774591347162,0.0012600774591347162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809183036,70.49972,-160.8627983,0.0,0.0,0.0,0.02334058098674482,0.007780193662248272,0.007780193662248272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809183710,70.4996546,-160.8378407,0.0,0.0,0.0,0.027550571284415834,0.009183523761477873,0.009183523761477873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809184351,70.49972220000001,-160.8129075,0.0,0.0,0.0,0.015808009369297216,0.005269336456436974,0.005269336456436974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809185036,70.4994948,-160.7878336,0.0,0.0,0.0,0.018872196525797778,0.006290732175279049,0.006290732175279049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170809185721,70.49964,-160.7625591,0.0,0.0,0.0,0.029589563397076704,0.009863187799017698,0.009863187799017698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170810235649,71.0008308,-161.7645566,0.0,0.0,0.0,0.12881637499774337,0.04293879166592796,0.04293879166592796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811000037,71.00049,-161.73909419999998,0.0,0.0,0.0,0.9507840059100663,0.31692800196992393,0.31692800196992393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811000413,71.00035179999999,-161.71351909999998,0.0,0.0,0.0,0.6984420325280213,0.23281401084297404,0.23281401084297404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811000757,70.9997594,-161.6881466,0.0,0.0,0.0,0.8089756719482353,0.26965855731655464,0.26965855731655464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811001146,70.9993793,-161.6623716,0.0,0.0,0.0,0.8048996848872213,0.2682998949626987,0.2682998949626987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811001534,70.9991926,-161.6368135,0.0,0.0,0.0,0.8235241499856119,0.2745080499954751,0.2745080499954751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811001920,70.99873670000001,-161.61116,0.0,0.0,0.0,0.714841921240201,0.23828064041371133,0.23828064041371133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811002306,70.9985583,-161.5854659,0.0,0.0,0.0,0.6699528901031894,0.22331763003412344,0.22331763003412344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811002653,70.99873640000001,-161.5598438,0.0,0.0,0.0,0.7603309835673884,0.25344366118933354,0.25344366118933354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811003036,70.9988281,-161.53429350000002,0.0,0.0,0.0,0.9611905103459981,0.3203968367823297,0.3203968367823297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811003417,70.9990032,-161.50879319999999,0.0,0.0,0.0,0.9688026256550388,0.3229342085515834,0.3229342085515834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811003800,70.9992121,-161.4831615,0.0,0.0,0.0,1.1565317564086808,0.38551058546988193,0.38551058546988193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811004145,70.9994183,-161.4574638,0.0,0.0,0.0,0.8895155790857615,0.2965051930286154,0.2965051930286154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811004531,70.9997058,-161.4319614,0.0,0.0,0.0,0.7446447470140973,0.2482149156712293,0.2482149156712293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811004916,70.99991750000001,-161.40616210000002,0.0,0.0,0.0,0.7505638332479684,0.25018794441630143,0.25018794441630143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811005303,71.00013,-161.3806754,0.0,0.0,0.0,0.6761540772519867,0.22538469241714812,0.22538469241714812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811005646,71.00031,-161.35498940000002,0.0,0.0,0.0,0.7286851057519685,0.2428950352505201,0.2428950352505201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811010035,71.0004478,-161.329288,0.0,0.0,0.0,0.687014401607354,0.22900480053596833,0.22900480053596833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811010422,71.0006458,-161.30369130000003,0.0,0.0,0.0,0.7533155714320138,0.2511051904773769,0.2511051904773769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811010807,71.0007225,-161.27824730000003,0.0,0.0,0.0,0.6128695756265656,0.2042898585423927,0.2042898585423927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811011153,71.0008583,-161.25254230000002,0.0,0.0,0.0,0.5941417181040968,0.19804723936801238,0.19804723936801238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811011543,71.0010833,-161.22683,0.0,0.0,0.0,0.5983332726309634,0.19944442421066128,0.19944442421066128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811011928,71.0012065,-161.2012841,0.0,0.0,0.0,0.6428507575878741,0.21428358586279964,0.21428358586279964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811012310,71.0015683,-161.1757865,0.0,0.0,0.0,0.47604990860567065,0.15868330286865406,0.15868330286865406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811012656,71.0017372,-161.1500694,0.0,0.0,0.0,0.3675264608940332,0.12250882029808881,0.12250882029808881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811013043,71.0019259,-161.1244691,0.0,0.0,0.0,0.4233249536953163,0.1411083178984091,0.1411083178984091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811013429,71.0021187,-161.09877580000003,0.0,0.0,0.0,0.42536444421528413,0.14178814807183815,0.14178814807183815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811013813,71.00232170000001,-161.0731939,0.0,0.0,0.0,0.4726226446580633,0.1575408815526382,0.1575408815526382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811014156,71.00244690000001,-161.0474387,0.0,0.0,0.0,0.49244546011445217,0.16414848670469206,0.16414848670469206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811014542,71.00196120000001,-161.02346369999998,0.0,0.0,0.0,0.40294665146930064,0.13431555048987376,0.13431555048987376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811015027,71.0013864,-160.9979267,0.0,0.0,0.0,0.3131846955283472,0.10439489850943846,0.10439489850943846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811015727,71.00061140000001,-160.9723509,0.0,0.0,0.0,0.28157798510683385,0.09385932836906076,0.09385932836906076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811020406,70.99945059999999,-160.9470897,0.0,0.0,0.0,0.3270609669826678,0.10902032232763337,0.10902032232763337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811021056,70.9983973,-160.92171509999997,0.0,0.0,0.0,0.2689948397606434,0.08966494658696744,0.08966494658696744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811021822,70.9976742,-160.8960536,0.0,0.0,0.0,0.29784311708058886,0.09928103902675732,0.09928103902675732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811022554,70.99713670000001,-160.87037450000003,0.0,0.0,0.0,0.3720058397732264,0.12400194659110456,0.12400194659110456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811023316,70.9968255,-160.8447334,0.0,0.0,0.0,0.3344418277633977,0.11148060925470801,0.11148060925470801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811024041,70.9968667,-160.8190014,0.0,0.0,0.0,0.29392109075858364,0.09797369691943449,0.09797369691943449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811024807,70.99695329999999,-160.79298169999998,0.0,0.0,0.0,0.3374864757025998,0.11249549190081413,0.11249549190081413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170811025526,70.9970767,-160.76722990000002,0.0,0.0,0.0,0.14404320016201327,0.04801440005391114,0.04801440005391114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812031423,71.00076999999999,-160.76340990000003,0.0,0.0,0.0,0.30091867805759,0.10030622601933699,0.10030622601933699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812031846,71.0003115,-160.7376385,0.0,0.0,0.0,0.6152597098537101,0.20508656995131058,0.20508656995131058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812032216,71.00039129999999,-160.71204980000002,0.0,0.0,0.0,0.5475197858932057,0.18250659529757102,0.18250659529757102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812032536,71.0004978,-160.68659219999998,0.0,0.0,0.0,0.5169298411861731,0.17230994706207403,0.17230994706207403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812032856,71.0005846,-160.66092759999998,0.0,0.0,0.0,0.45133227289464073,0.15044409096500688,0.15044409096500688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812033217,71.00069690000001,-160.635306,0.0,0.0,0.0,0.41051756156932667,0.13683918718997792,0.13683918718997792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812033536,71.0003318,-160.60985380000002,0.0,0.0,0.0,0.4571951357170788,0.1523983785721555,0.1523983785721555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812033853,71.0001623,-160.5842658,0.0,0.0,0.0,0.4528410031872165,0.1509470010623948,0.1509470010623948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812034211,71.0000912,-160.55860259999997,0.0,0.0,0.0,0.4359895102878885,0.14532983676253913,0.14532983676253913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812034530,71.0000474,-160.5331369,0.0,0.0,0.0,0.5087562104990256,0.1695854034995761,0.1695854034995761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812034848,70.99978730000001,-160.507459,0.0,0.0,0.0,0.48634324158204734,0.1621144138606669,0.1621144138606669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812035208,70.9997301,-160.4818182,0.0,0.0,0.0,0.5128689288856044,0.1709563096284007,0.1709563096284007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812035528,70.9997083,-160.456306,0.0,0.0,0.0,0.47777993647261086,0.15925997882409385,0.15925997882409385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812035846,70.9997183,-160.43069169999998,0.0,0.0,0.0,0.5367528433976897,0.1789176144659051,0.1789176144659051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812040204,70.9997236,-160.4049974,0.0,0.0,0.0,0.29403325978150513,0.21002375698687817,0.12601425419207324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812040523,70.99972609999999,-160.37937659999997,0.0,0.0,0.0,0.3577612092896609,0.25554372092104266,0.15332623255253588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812040840,71.0000838,-160.3537706,0.0,0.0,0.0,0.4065969118638481,0.29042636561723595,0.17425581937028267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812041157,71.00048609999999,-160.3282321,0.0,0.0,0.0,0.41873158995377424,0.29909399282400817,0.17945639569442293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812041514,71.00091429999999,-160.30250700000002,0.0,0.0,0.0,0.3414582059190432,0.24389871851355463,0.14633923110826746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812041831,71.0013508,-160.2770304,0.0,0.0,0.0,0.4166455185107704,0.2976039417931746,0.17856236507582787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812042147,71.0017266,-160.2513951,0.0,0.0,0.0,0.4108928974305608,0.2934949267363343,0.17609695604187756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812042506,71.002103,-160.2257074,0.0,0.0,0.0,0.3474494184064861,0.24817815600443105,0.14890689360284545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812042822,71.0022427,-160.20007809999998,0.0,0.0,0.0,0.36695606574372464,0.2621114755309192,0.1572668853186567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812043137,71.0023977,-160.1745237,0.0,0.0,0.0,0.3742979243418037,0.2673556602443255,0.16041339614661168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812043453,71.0024838,-160.1489302,0.0,0.0,0.0,0.3625864215671955,0.25899030111939575,0.15539418067152408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812043808,71.0025547,-160.1233035,0.0,0.0,0.0,0.3756965371225288,0.2683546693735218,0.16101280162398426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812044122,71.0025602,-160.0975535,0.0,0.0,0.0,0.29746903509375106,0.21247788220969624,0.12748672932587793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812044435,71.00257690000001,-160.071985,0.0,0.0,0.0,0.3737012572731566,0.26692946948056034,0.16015768168852393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812044748,71.0028083,-160.04639269999998,0.0,0.0,0.0,0.34866796805558403,0.24904854861079084,0.14942912916667406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812045101,71.0028517,-160.02083369999997,0.0,0.0,0.0,0.418143393131495,0.2986738522368201,0.1792043113418536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812045414,71.0029109,-159.99503869999998,0.0,0.0,0.0,0.37481016192194366,0.2677215442301092,0.16063292653827785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812045727,71.0031223,-159.9694639,0.0,0.0,0.0,0.36385918764593694,0.25989941974710845,0.1559396518482271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812050038,71.0032417,-159.9438437,0.0,0.0,0.0,0.8395390490350826,0.5996707493104236,0.3598024495865954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812050350,71.0033194,-159.9181738,0.0,0.0,0.0,1.1095008234950843,0.7925005882102827,0.4755003529262425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812050701,71.0034224,-159.89248569999998,0.0,0.0,0.0,0.8079630089005254,0.5771164349288346,0.3462698609575813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812051012,71.0036497,-159.8683441,0.0,0.0,0.0,0.637539193949138,0.45538513853489127,0.2732310831211169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812051357,71.0036024,-159.8432326,0.0,0.0,0.0,0.6660831162122776,0.4757736544373088,0.28546419266231365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812051924,71.0033854,-159.8174146,0.0,0.0,0.0,0.7715077774174872,0.5510769838700876,0.33064619032169695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812052510,71.00321329999998,-159.79171200000002,0.0,0.0,0.0,1.063799713023543,0.7598569378740846,0.4559141627243989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812053055,71.0030051,-159.7659523,0.0,0.0,0.0,1.2909243832597805,0.9220888451862334,0.5532533071113731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812053644,71.0028033,-159.74032169999998,0.0,0.0,0.0,1.7688283766639754,1.2634488404734552,0.7580693042845162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812054232,71.0028463,-159.71470980000004,0.0,0.0,0.0,1.2493291991006101,0.8923779993572065,0.5354267996144391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812054823,71.00299609999999,-159.68911,0.0,0.0,0.0,0.6654063705456974,0.4752902646754107,0.28517415880503943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812055416,71.0031742,-159.6633429,0.0,0.0,0.0,0.7895750123053882,0.5639821516468682,0.33838929098802767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812060008,71.0032932,-159.6377982,0.0,0.0,0.0,0.7249298203456132,0.5178070145324768,0.31068420871941316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812060602,71.00337890000002,-159.6120656,0.0,0.0,0.0,0.6307391417299435,0.4505279583782258,0.27031677502728063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170812061201,71.00334029999999,-159.58649,0.0,0.0,0.0,0.5135761397742764,0.36684009983877974,0.22010405990321882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
