Interval,Latitude,Longitude,Capelin (No. m^-2),Pollock (No. m^-2),Arctic cod (No. m^-2),Pacific cod (No. m^-2),Saffron cod (No. m^-2)
20170809172252,70.50060309999998,-161.13718369999995,0.0007543347109383405,0.009791264547957233,0.003961330178994617,0.0,0.0
20170809172839,70.5002746,-161.11225109999995,0.0009022313649710311,0.011710963117302993,0.0047379979771178865,0.0,0.0
20170809173428,70.5000694,-161.08733940000005,0.0012054893135628694,0.015647251290007887,0.00633053355363475,0.0,0.0
20170809174030,70.4999267,-161.0624461,0.0006374322462225318,0.008273870555954336,0.003347425960134621,0.0,0.0
20170809174630,70.49990629999998,-161.03733789999995,0.0007277705379186998,0.009446461582165855,0.003821830486432064,0.0,0.0
20170809175229,70.4997983,-161.0124179,0.0004960360834219267,0.006438548362799367,0.0026048949871127296,0.0,0.0
20170809175829,70.4997255,-160.9877076,0.00020604295888929837,0.002674437606378488,0.0010820186044504553,0.0,0.0
20170809180432,70.50039670000002,-160.9628101,0.00046884256348053477,0.00608557647396691,0.002462090328048311,0.0,0.0
20170809181128,70.50022790000001,-160.93801090000005,0.0014680305546803996,0.01905503659972262,0.007709248501522904,0.0,0.0
20170809181735,70.5000954,-160.9128702,0.0027364391452492547,0.035518980105258634,0.014370197754228894,0.0,0.0
20170809182405,70.49991870000002,-160.8878742,0.000807229918340216,0.010477844340015932,0.004239105254653362,0.0,0.0
20170809183036,70.49972,-160.8627983,0.004979524575387708,0.06463422898838568,0.02614958677027829,0.0,0.0
20170809183710,70.4996546,-160.8378407,0.005883586779346055,0.07636895639576442,0.030897199256244484,0.0,0.0
20170809184351,70.49972220000002,-160.8129075,0.0033662741294619323,0.043694238200309106,0.017677727282635194,0.0,0.0
20170809185036,70.4994948,-160.7878336,0.00402766474668964,0.05227908841197358,0.021150968768350542,0.0,0.0
20170809185721,70.49964,-160.7625591,0.006319444557225232,0.08202639035259966,0.03318607254315482,0.0,0.0
20170810235649,71.0008308,-161.7645566,0.02750701713496274,0.35704108241141935,0.14445096524239948,0.0,0.0
20170811000037,71.00049,-161.73909419999995,0.20304242220704327,2.6354906402434937,1.066261518980563,0.0,0.0
20170811000413,71.00035179999998,-161.71351909999996,0.14914609953473884,1.9359163719568508,0.7832291641874107,0.0,0.0
20170811000757,70.9997594,-161.6881466,0.17275062647771794,2.242303131676875,0.9071865051191828,0.0,0.0
20170811001146,70.9993793,-161.6623716,0.17188460702125397,2.2310621991312907,0.9026386711685841,0.0,0.0
20170811001534,70.9991926,-161.6368135,0.17586044721467858,2.2826686048414824,0.9235174873180207,0.0,0.0
20170811001920,70.99873670000002,-161.61116,0.15264369543509818,1.9813151667429585,0.8015965175564083,0.0,0.0
20170811002306,70.9985583,-161.5854659,0.14306325935411995,1.856961106413427,0.7512856011621207,0.0,0.0
20170811002653,70.99873640000001,-161.5598438,0.1623591557323727,2.107421841401701,0.85261650314142,0.0,0.0
20170811003036,70.9988281,-161.53429350000005,0.20526317601343586,2.6643160246495237,1.0779236352073702,0.0,0.0
20170811003417,70.9990032,-161.5087932,0.20688549364130526,2.6853737074597976,1.086443110297625,0.0,0.0
20170811003800,70.9992121,-161.4831615,0.24698572905096358,3.205874763074209,1.297026383757795,0.0,0.0
20170811004145,70.9994183,-161.4574638,0.18995830467039695,2.4656587946167616,0.9975512913953773,0.0,0.0
20170811004531,70.9997058,-161.4319614,0.15900863795282055,2.063932120624222,0.8350215191073858,0.0,0.0
20170811004916,70.99991750000002,-161.40616210000005,0.16027345467958337,2.0803494417371153,0.8416636059663587,0.0,0.0
20170811005303,71.00013,-161.3806754,0.14438513478766435,1.8741190495402893,0.7582273273903366,0.0,0.0
20170811005646,71.00031,-161.35498940000005,0.1556001887890638,2.019690450478322,0.8171223129062498,0.0,0.0
20170811010035,71.0004478,-161.329288,0.14669922201637378,1.904155901769379,0.7703795768401993,0.0,0.0
20170811010422,71.0006458,-161.30369130000003,0.16085676347269273,2.0879207898728303,0.8447268068139254,0.0,0.0
20170811010807,71.0007225,-161.27824730000003,0.13086419315789138,1.6986172271861424,0.6872231519893084,0.0,0.0
20170811011153,71.0008583,-161.25254230000004,0.12685982673241208,1.646640550981484,0.666194532545855,0.0,0.0
20170811011543,71.0010833,-161.22683,0.12775054130345773,1.6582020261167323,0.670872050974961,0.0,0.0
20170811011928,71.0012065,-161.2012841,0.13726129887053878,1.7816516593350913,0.7208170560617989,0.0,0.0
20170811012310,71.0015683,-161.1757865,0.10163506053497745,1.319223085740491,0.5337286309416722,0.0,0.0
20170811012656,71.0017372,-161.1500694,0.07845797468285343,1.0183845113810772,0.4120159637187143,0.0,0.0
20170811013043,71.0019259,-161.1244691,0.09037223260491728,1.1730315792095434,0.4745827643479641,0.0,0.0
20170811013429,71.0021187,-161.09877580000003,0.09081647522018932,1.178797848357476,0.4769156699579111,0.0,0.0
20170811013813,71.00232170000002,-161.0731939,0.10090904261361076,1.3097993731227755,0.529916004185516,0.0,0.0
20170811014156,71.00244690000002,-161.0474387,0.1051419594314517,1.3647426334166672,0.552144838272004,0.0,0.0
20170811014542,71.00196120000003,-161.02346369999995,0.0863210347422678,1.120447030951706,0.45330821324798654,0.0,0.0
20170811015027,71.0013864,-160.9979267,0.0668558967848831,0.867789540266162,0.35108855225318214,0.0,0.0
20170811015727,71.00061140000003,-160.9723509,0.0601018168351488,0.7801215825182699,0.3156200256848355,0.0,0.0
20170811020406,70.99945059999997,-160.9470897,0.06981508002369297,0.9061997387055142,0.3666284733240777,0.0,0.0
20170811021056,70.9983973,-160.92171509999997,0.05741562479906566,0.7452548098904577,0.3015136967241766,0.0,0.0
20170811021822,70.9976742,-160.8960536,0.06357590127725418,0.8252151985770675,0.3338639104555913,0.0,0.0
20170811022554,70.99713670000001,-160.87037450000003,0.07941486508277608,1.0308049487717754,0.417040999374687,0.0,0.0
20170811023316,70.9968255,-160.8447334,0.07138110205989882,0.9265267047351597,0.37485231648410905,0.0,0.0
20170811024041,70.9968667,-160.8190014,0.06273418569557726,0.8142897303268024,0.3294437064169614,0.0,0.0
20170811024807,70.99695329999999,-160.79298169999996,0.07203969616009515,0.9350752561556097,0.3783108722774976,0.0,0.0
20170811025526,70.9970767,-160.76722990000005,0.030749383684357236,0.39912700022224523,0.16147800148649197,0.0,0.0
20170812031423,71.00076999999997,-160.76340990000003,0.0642545438988268,0.8340239798054412,0.3374277495027883,0.0,0.0
20170812031846,71.0003115,-160.7376385,0.13137426176674674,1.7052379177287502,0.6899017376948938,0.0,0.0
20170812032216,71.00039129999998,-160.71204980000005,0.11690273339821436,1.5173974795059222,0.6139056298246249,0.0,0.0
20170812032536,71.0004978,-160.68659219999995,0.1103704927602754,1.4326089960257873,0.5796020751823161,0.0,0.0
20170812032856,71.0005846,-160.66092759999995,0.09635514459703631,1.2506897768673906,0.5060015622488986,0.0,0.0
20170812033217,71.00069690000002,-160.635306,0.08764040259775151,1.1375724257160396,0.46023677112445494,0.0,0.0
20170812033536,71.0003318,-160.60985380000002,0.09760497636984766,1.2669125932775682,0.5125649567852836,0.0,0.0
20170812033853,71.0001623,-160.5842658,0.09666981512790883,1.2547742003566937,0.5076540301153052,0.0,0.0
20170812034211,71.0000912,-160.55860259999997,0.09307742875217874,1.208145025201647,0.4887888919237029,0.0,0.0
20170812034530,71.0000474,-160.5331369,0.10862450451288311,1.4099460685742633,0.5704331534335731,0.0,0.0
20170812034848,70.99978730000002,-160.507459,0.10385113475200031,1.3479877290777336,0.5453661726689232,0.0,0.0
20170812035208,70.9997301,-160.4818182,0.10949785789941811,1.4212821955312918,0.5750195009486155,0.0,0.0
20170812035528,70.9997083,-160.456306,0.10200017424076449,1.3239622616417184,0.53564599722583,0.0,0.0
20170812035846,70.9997183,-160.43069169999995,0.11459148383610769,1.4873974601894464,0.6017682821605123,0.0,0.0
20170812040204,70.9997236,-160.4049974,1.0498762279675709,0.8457336280848272,0.4666116568744363,0.0,0.0
20170812040523,70.99972609999998,-160.37937659999997,1.2776776699602719,1.029240345246031,0.5678567422047792,0.0,0.0
20170812040840,71.0000838,-160.3537706,1.452280102555511,1.1698923048364587,0.6454578233577364,0.0,0.0
20170812041157,71.00048609999997,-160.3282321,1.49549330801534,1.204702942567745,0.6646636924513012,0.0,0.0
20170812041514,71.00091429999998,-160.30250700000005,1.2193414772168567,0.9822473010910107,0.541929545430105,0.0,0.0
20170812041831,71.0013508,-160.2770304,1.488677953118803,1.1992127955682885,0.6616346458302576,0.0,0.0
20170812042147,71.0017266,-160.2513951,1.467318391512337,1.182006482051809,0.6521415073392306,0.0,0.0
20170812042506,71.002103,-160.2257074,1.2407164658856886,0.9994660419633166,0.5514295403937077,0.0,0.0
20170812042822,71.0022427,-160.20007809999996,1.3104411297979164,1.0556331323376382,0.5824182799098423,0.0,0.0
20170812043137,71.0023977,-160.1745237,1.3366480186660956,1.076744237258695,0.5940657860737363,0.0,0.0
20170812043453,71.0024838,-160.1489302,1.294962627572821,1.0431643388781202,0.5755389455880601,0.0,0.0
20170812043808,71.0025547,-160.1233035,1.3416780029434177,1.080796169037136,0.5963013346411278,0.0,0.0
20170812044122,71.0025602,-160.0975535,1.0621528831825813,0.8556231558972748,0.47206794808154506,0.0,0.0
20170812044435,71.00257690000002,-160.071985,1.3344751219184112,1.0749938482126884,0.5931000541862068,0.0,0.0
20170812044748,71.0028083,-160.04639269999996,1.2451239862123202,1.0030165444486607,0.5533884383165845,0.0,0.0
20170812045101,71.0028517,-160.02083369999997,1.4932702352217917,1.2029121339279931,0.6636756600983048,0.0,0.0
20170812045414,71.0029109,-159.99503869999995,1.3388371514272273,1.0785077053158036,0.5950387339674474,0.0,0.0
20170812045727,71.0031223,-159.9694639,1.2993845554108105,1.0467264474137754,0.577504246849446,0.0,0.0
20170812050038,71.0032417,-159.9438437,2.9986960604434714,2.4156162709112343,1.332753804640959,0.0,0.0
20170812050350,71.0033194,-159.9181738,3.96301398765503,3.1924279344954467,1.7613395500665885,0.0,0.0
20170812050701,71.0034224,-159.89248569999995,2.8857888284043214,2.3246632228793764,1.2825728126226157,0.0,0.0
20170812051012,71.0036497,-159.8683441,2.2769287253790864,1.8341925843335545,1.0119683223915015,0.0,0.0
20170812051357,71.0036024,-159.8432326,2.378872599507705,1.9163140384923154,1.0572767108922645,0.0,0.0
20170812051924,71.0033854,-159.8174146,2.755496868902833,2.2197058110590167,1.2246652750666616,0.0,0.0
20170812052510,71.00321329999998,-159.79171200000005,3.7997472362594413,3.0609074958762097,1.6887765494487117,0.0,0.0
20170812053055,71.0030051,-159.7659523,4.61104065361565,3.7144494154082732,2.049351401605265,0.0,0.0
20170812053644,71.0028033,-159.74032169999995,6.318108049005591,5.0895870394764655,2.808048021779581,0.0,0.0
20170812054232,71.0028463,-159.71470980000004,4.462304737076433,3.594634371534004,1.9832465498111602,0.0,0.0
20170812054823,71.00299609999998,-159.68911,2.376315686218848,1.9142543027870393,1.0561403049866398,0.0,0.0
20170812055416,71.0031742,-159.6633429,2.8200107051586802,2.2716752902651653,1.253338091180555,0.0,0.0
20170812060008,71.0032932,-159.6377982,2.589098095518612,2.0856623547234703,1.1507102646750609,0.0,0.0
20170812060602,71.00337890000002,-159.6120656,2.2531035529781795,1.8150000843423666,1.001379356878032,0.0,0.0
20170812061201,71.00334029999998,-159.58649,1.8341036029818907,1.4774723468469266,0.815157156880836,0.0,0.0
20170812061756,71.0032568,-159.5594613,3.64640407387749,2.9373810595139265,1.6206240328355919,0.0,0.0
20170812062313,71.0032666,-159.533204,3.374326319337054,2.71820731279874,1.4997005863713124,0.0,0.0
20170812062625,71.00345390000003,-159.50769230000003,4.8186835121732114,3.881717273696593,2.14163711652325,0.0,0.0
20170812062931,71.0038316,-159.4822696,6.854589233071161,5.521752437753731,3.0464841035879564,0.0,0.0
20170812063239,71.004334,-159.4566854,6.074740402320236,4.893540879643674,2.6998846232513576,0.0,0.0
20170812063549,71.0047225,-159.43125,4.0342581571423874,3.2498190710319386,1.793003625397332,0.0,0.0
20170812063856,71.0050405,-159.40561440000005,3.321754540880941,2.675857824597368,1.4763353515022488,0.0,0.0
20170812064202,71.0053683,-159.3799431,4.5301137272507335,3.6492582802867224,2.0133838787777005,0.0,0.0
20170812064507,71.0054992,-159.3541759,5.559758614480939,4.478694439436845,2.4710038286558365,0.0,0.0
20170812064808,71.0056376,-159.32870419999998,3.5563075396240245,2.8648032958088336,1.5805811287220866,0.0,0.0
20170812065106,71.0058017,-159.3029456,5.003649395222829,4.030717568373349,2.2238441756545457,0.0,0.0
20170812065403,71.0057929,-159.277453,3.9702609546698393,3.19826576903753,1.764560424296628,0.0,0.0
20170812065658,71.005818,-159.2520269,4.058640294447629,3.269460237194365,1.8038401308662575,0.0,0.0
20170812065955,71.0058475,-159.22629469999995,4.916329216881207,3.960376313598557,2.1850352075028447,0.0,0.0
20170812070255,71.0057993,-159.2007119,4.553775557128678,3.6683191987950297,2.0239002476135757,0.0,0.0
20170812070555,71.0057352,-159.1753167,1.8869736478930499,1.5200621052472973,0.8386549546191533,0.0,0.0
20170812070858,71.00571670000002,-159.1495951,1.0537032569065674,0.8488165125068412,0.4683125586247765,0.0,0.0
20170812071204,71.0057533,-159.12396,0.9050129897584408,0.7290382417499341,0.40222799544818827,0.0,0.0
20170812071509,71.0058083,-159.0981957,0.4912713453094576,0.39574636149949094,0.2183428201378056,0.0,0.0
20170812071811,71.0057791,-159.0726571,0.23448064528880894,0.18888718648250707,0.10421362012828903,0.0,0.0
20170812072112,71.00570069999998,-159.0471787,0.27574752233660876,0.2221299485487607,0.12255445437181033,0.0,0.0
20170812072413,71.00543329999998,-159.0214443,0.4554406043696404,0.36688270907565834,0.20241804638646183,0.0,0.0
20170812072717,71.0050535,-158.99597450000005,0.0433167363739711,0.03489403763458146,0.0192518828328841,0.0,0.0
20170812073022,71.0046311,-158.970489,0.10545092500025866,0.08494657847243635,0.0468670777778807,0.0,0.0
20170812073329,71.0041554,-158.9450094,0.2081577617087414,0.16768264137660996,0.09251456075947898,0.0,0.0
20170812073638,71.003785,-158.91945230000005,0.13865552474621162,0.11169472826765117,0.0616246776649284,0.0,0.0
20170812073948,71.00333640000002,-158.89394309999997,0.024879739047234936,0.020042012010241993,0.011057661798756318,0.0,0.0
20170812074259,71.00296879999998,-158.8682865,0.07000736083906685,0.05639481845369129,0.031114382595131287,0.0,0.0
20170812074614,71.0030683,-158.842658,0.15684556147281414,0.12634781340862505,0.06970913843234228,0.0,0.0
20170812074928,71.0033455,-158.81717,0.3175138221970929,0.25577502343642916,0.14111725430990896,0.0,0.0
20170812075241,71.0035693,-158.79170380000005,0.018823565843733236,0.015163428040807558,0.008366029263892518,0.0,0.0
20170812075559,71.0037,-158.7661017,0.024671588293522503,0.01987433501422929,0.010965150352673923,0.0,0.0
20170812075917,71.0037783,-158.7403312,0.013968886168133278,0.011252713857662489,0.00620839385250112,0.0,0.0
20170812080235,71.00380109999998,-158.7148091,0.012496434800317913,0.010066572478034342,0.005553971022365729,0.0,0.0
20170812080552,71.00375809999998,-158.68931740000005,0.01615702787069376,0.013015383562522097,0.007180901275872911,0.0,0.0
20170812080910,71.00362170000002,-158.6636975,0.010277655766609852,0.008279222700869704,0.004567847007377641,0.0,0.0
20170812081229,71.003465,-158.63814,0.03806357442072868,0.030662323838926978,0.01691714418697637,0.0,0.0
20170812081546,71.00328809999998,-158.6126506,0.3037604614960914,0.2446959273160867,0.1350046495539263,0.0,0.0
20170812081905,71.0030837,-158.5869963,1.1235875964279827,0.9051122304563279,0.4993722650792913,0.0,0.0
20170812082225,71.0028918,-158.56147719999996,0.20698952438392987,0.16674156130948392,0.091995344170687,0.0,0.0
20170812082545,71.00288420000003,-158.5360028,0.06355841261536999,0.05119983238472477,0.028248183384674618,0.0,0.0
20170812082906,71.00287229999998,-158.5104445,0.38314404855972584,0.3086438168954597,0.17028624380424143,0.0,0.0
20170812083228,71.0028091,-158.4849757,0.25992946368751135,0.20938762352584184,0.11552420608337816,0.0,0.0
20170812083548,71.0027232,-158.45948149999995,0.018287226106017834,0.014731376585419037,0.008127656047129513,0.0,0.0
20170812083908,71.00282370000002,-158.43395619999995,0.01685566209067309,0.013578172239721869,0.007491405373635239,0.0,0.0
20170812084231,71.0029255,-158.4084128,0.007783609027754889,0.00627012949456979,0.0034593817901055826,0.0,0.0
20170812084554,71.00299,-158.3828803,0.028118946480749314,0.02265137355391961,0.012497309546979946,0.0,0.0
20170812084917,71.00299,-158.3573551,0.019029703510100745,0.015329483383139355,0.008457646004491351,0.0,0.0
20170812085240,71.00296540000002,-158.3317587,0.10476445354421877,0.08439358757736518,0.046561979352987906,0.0,0.0
20170812085605,71.0028033,-158.3061868,0.10379447868796501,0.08361221894317014,0.0461308794169035,0.0,0.0
20170812085930,71.00267,-158.2805513,0.007658062990399061,0.006168995186719059,0.0034035835512926313,0.0,0.0
20170812090256,71.0027,-158.2548733,0.006540443972487391,0.005268690977837937,0.0029068639877742495,0.0,0.0
20170812090623,71.00272829999999,-158.22935669999995,0.06624575909809904,0.05336463927348056,0.029442559599149126,0.0,0.0
20170812090946,71.0027767,-158.2038936,0.08277356173157405,0.066678702506072,0.03678824965853382,0.0,0.0
20170812091308,71.0027982,-158.17820469999995,0.003840015519164994,0.0030933458348810492,0.0017066735640721576,0.0,0.0
20170812091632,71.0028069,-158.1527724,0.00665915294579222,0.005364317650774059,0.002959623531463694,0.0,0.0
20170812091954,71.00275500000002,-158.127225,0.02722250815657872,0.021929242681693717,0.012098892514048207,0.0,0.0
20170812092317,71.0026988,-158.10170469999997,0.0,0.07967487907758058,0.13797357108523942,0.005829869200788128,0.0
20170812092639,71.0026448,-158.0762142,0.0,0.06233075903920459,0.10793863150699567,0.004560787246778219,0.0
20170812093002,71.00258240000002,-158.0506554,0.0,0.0028603998900543015,0.004953375419358667,0.00020929755293066805,0.0
20170812093326,71.00249670000002,-158.0251535,0.0,0.003469699537664664,0.006008504077413718,0.00025388045397549316,0.0
20170812093649,71.0023423,-157.99968049999995,0.0,0.024080735420990786,0.04170078572901513,0.0017620050308052645,0.0
20170812094012,71.00218290000002,-157.97399740000003,0.0,0.15003506257979524,0.25981681568728743,0.010978175310746309,0.0
20170812094336,71.00197879999997,-157.9485851,0.0,0.030643580702556975,0.05306571292391733,0.00224221322213992,0.0
20170812094658,71.0019095,-157.9248244,0.0,0.01901605986071546,0.03293025000267898,0.0013914190142020305,0.0
20170812095045,71.0010467,-157.90053669999998,0.0,0.05712084952228137,0.09891659307531901,0.0041795743552956585,0.0
20170812100117,71.0001309,-157.87505009999995,0.0,0.02747309014984005,0.04757535123505075,0.002010226108526711,0.0
20170812101347,70.9995952,-157.8497743,0.0,0.020730707462079404,0.03589951780017254,0.0015168810338102756,0.0
20170812102711,70.999119,-157.8244076,0.0,0.02171480446818453,0.03760368578632349,0.0015888881318190538,0.0
20170812104130,70.99848,-157.7991048,0.0,0.03182627662700968,0.055113796110153754,0.0023287519483189325,0.0
20170812232204,71.5033377,-158.5550391,0.0,0.7786196121516478,1.3483412795797693,0.05697216674275201,0.0
20170812232623,71.5034876,-158.528825,0.0,0.8574082834761332,1.484780198212718,0.06273719147397427,0.0
20170812233009,71.5041893,-158.5027168,0.0,1.2377787810285648,2.143470572025594,0.09056917909991297,0.0
20170812233402,71.5041025,-158.4762246,0.0,1.181885931131006,2.0466805148828024,0.08647945837552498,0.0
20170812233751,71.5042443,-158.4500392,0.0,1.5437031207464404,2.673241989580901,0.11295388688377755,0.0
20170812234137,71.5041653,-158.4238841,0.0,1.4797317531479146,2.562462304229846,0.10827305510854653,0.0
20170812234527,71.50407170000003,-158.3976483,0.0,1.564463033094011,2.7091920816982946,0.11447290486064238,0.0
20170812234921,71.5040437,-158.37139919999996,0.0,1.6043841333371693,2.778323743091123,0.11739396097593414,0.0
20170812235316,71.5039833,-158.3479399,0.0,1.511527588587355,2.6175233851078583,0.1105995796526946,0.0
20170812235646,71.50399809999998,-158.3451909,0.047892099740016514,0.9559108617403483,0.0,0.0,0.0
20170812235711,71.5039517,-158.3188517,0.0,1.8152170027555243,3.143424565750281,0.13282075629927426,0.0
20170813000108,71.5038683,-158.2925883,0.0,1.531094579426655,2.6514076863206752,0.1120313106896866,0.0
20170813000504,71.5037,-158.266275,0.0,1.932158326998579,3.345932712604215,0.14137743856091864,0.0
20170813000855,71.5036764,-158.2399753,0.0,1.7957579386183644,3.109727161995637,0.13139692233795267,0.0
20170813001246,71.5035133,-158.21361519999996,0.0,1.7219142349138854,2.9818514799736904,0.12599372450603366,0.0
20170813001637,71.50336829999998,-158.1873803,0.0,1.5726064377151532,2.7232940750682335,0.11506876373532028,0.0
20170813002026,71.50312070000003,-158.16112890000005,0.0,1.6028748242431634,2.77571006149222,0.11728352372521113,0.0
20170813002417,71.5028648,-158.1349954,0.0,1.7494077714889935,3.0294622384324126,0.12800544669455766,0.0
20170813002809,71.50284,-158.1086379,0.0,1.6951632546682411,2.9355266117421097,0.12403633570749995,0.0
20170813003202,71.5028867,-158.08245119999995,0.0,1.2435174803245101,2.1534083195856604,0.09098908392620897,0.0
