StationID,Year,StationNumber,LatitudeStart DD,LongitudeStart DD,Depth (m),PARIrradiance uE,PrimaryTemperature deg. C,PrimarySalinity PSU,PrimaryOxygenSat %,SigmaTheta kg/m3
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,0.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,1.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,2.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,3.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,4.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,5.0,157.77,7.2899,31.0727,99.827126,24.288452
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,6.0,136.2,7.2918,31.0746,99.79195,24.289673
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,7.0,105.86,7.2819,31.0731,99.60382,24.289795
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,8.0,86.7,7.2824,31.0731,99.64807,24.289795
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,9.0,70.249,7.2829,31.0727,99.52078,24.289429
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,10.0,58.529,7.2826,31.0732,99.63892,24.289795
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,11.0,47.395,7.283,31.0731,99.72947,24.289673
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,12.0,38.875,7.2838,31.073,99.73092,24.289429
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,13.0,32.909,7.2835,31.0729,99.45929,24.289429
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,14.0,28.523,7.2836,31.0726,99.48316,24.289185
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,15.0,23.375,7.2821,31.0735,99.286095,24.290161
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,16.0,20.318,7.282,31.0739,99.359474,24.290527
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,17.0,17.822,7.2818,31.0742,99.49623,24.290771
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,18.0,14.68,7.2814,31.0745,99.50447,24.291016
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,19.0,13.067,7.2791,31.0768,99.388824,24.29309
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,20.0,11.064,7.278,31.0781,99.40467,24.294312
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,21.0,9.2834,7.2776,31.0796,99.429756,24.295532
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,22.0,8.1977,7.2768,31.08,99.36488,24.29602
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,23.0,7.1689,7.2744,31.0829,99.51462,24.298462
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,24.0,6.2012,7.2738,31.0842,99.465096,24.29956
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,25.0,5.4095,7.2738,31.086,99.60233,24.301025
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,26.0,4.8305,7.2855,31.0971,99.5053,24.308228
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,27.0,4.3362,7.2985,31.1031,99.32738,24.31128
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,28.0,3.8375,7.2984,31.1115,98.5392,24.317871
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,29.0,3.5104,7.0017,31.8793,92.958115,24.960938
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,30.0,3.1761,6.3278,32.1519,87.581215,25.262207
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,31.0,2.9248,5.7943,32.2672,83.90074,25.418457
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,32.0,2.683,5.7133,32.2851,82.27786,25.442139
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,33.0,2.2399,5.6946,32.291,81.35241,25.449097
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,34.0,1.8447,5.6897,32.2935,80.97904,25.451538
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,35.0,1.5692,5.6799,32.2966,80.86092,25.4552
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,36.0,1.3881,5.6722,32.2996,80.795845,25.458496
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,37.0,1.2801,5.6724,32.3004,80.7074,25.459106
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,38.0,1.2196,5.6702,32.3028,80.51269,25.461182
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,39.0,1.1954,5.6679,32.3056,80.208015,25.463745
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,40.0,1.1852,5.6674,32.3068,79.99499,25.464722
os1701Leg2c111,2019,111,70.0028305053711,167.00132751464844,41.0,1.1781,5.6669,32.3091,79.794464,25.466675
