StationID,Year,StationNumber,LatitudeStart DD,LongitudeStart DD,Depth (m),PARIrradiance uE,PrimaryTemperature deg. C,PrimarySalinity PSU,PrimaryOxygenSat %,SigmaTheta kg/m3
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,0.0,8.7875,10.6983,29.8567,100.38946,22.824646
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,1.0,8.7875,10.6983,29.8567,100.38946,22.824646
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,2.0,8.7875,10.6983,29.8567,100.38946,22.824646
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,3.0,8.7875,10.6983,29.8567,100.389465,22.824646
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,4.0,7.4968,10.6035,29.9048,100.69838,22.87793
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,5.0,6.1972,10.6113,29.9327,100.33794,22.898315
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,6.0,5.315,10.5958,29.9645,99.98966,22.92566
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,7.0,4.6226,10.6237,30.0136,100.14835,22.959229
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,8.0,4.0496,10.6413,30.0677,100.352776,22.998352
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,9.0,3.6095,10.5084,30.1659,100.6526,23.096924
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,10.0,3.2321,10.4652,30.2708,99.56209,23.185791
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,11.0,2.9523,10.418,30.3471,99.47848,23.253052
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,12.0,2.7102,10.3871,30.4199,98.22934,23.314758
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,13.0,2.5081,10.229,30.6462,97.19823,23.51715
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,14.0,2.353,10.1307,30.8746,96.95275,23.711365
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,15.0,2.2115,10.0811,30.9939,97.13583,23.812378
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,16.0,2.0914,9.9048,31.3384,97.30376,24.109863
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,17.0,2.001,9.8822,31.3559,96.06739,24.127075
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,18.0,1.9225,9.8147,31.3988,94.91772,24.171387
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,19.0,1.8587,9.6247,31.4441,93.3312,24.237305
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,20.0,1e+35,1e+35,1e+35,1e+35,1e+35
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,21.0,1.7551,9.3636,31.5425,94.608864,24.355469
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,22.0,1.6909,9.059,31.6696,92.5453,24.50232
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,23.0,1.6478,8.7932,31.7789,91.081406,24.628418
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,24.0,1.6076,8.6136,31.8482,90.975494,24.709717
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,25.0,1.5718,8.5503,31.9712,91.386055,24.815552
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,26.0,1.5431,8.1579,32.076,86.721344,24.955444
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,27.0,1.5143,7.8206,32.1613,85.20426,25.0708
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,28.0,1.495,7.8037,32.1701,84.87226,25.080078
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,29.0,1.4627,7.8059,32.1705,84.61892,25.080078
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,30.0,1.3943,7.8052,32.1713,84.74531,25.080566
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,31.0,1.3359,7.8032,32.1716,84.8297,25.081177
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,32.0,1.2938,7.8022,32.1718,84.68893,25.081665
os1901l2c070,2019,70,70.25233459472656,164.0923309326172,33.0,1.2612,7.8022,32.1715,84.53139,25.081299
