StationID,Year,StationNumber,LatitudeStart DD,LongitudeStart DD,Depth (m),PARIrradiance uE,PrimaryTemperature deg. C,PrimarySalinity PSU,PrimaryOxygenSat %,SigmaTheta kg/m3
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,0.0,507.06,9.4138,29.698,99.73536,22.907104
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,1.0,507.06,9.4138,29.698,99.73536,22.907104
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,2.0,507.06,9.4138,29.698,99.73536,22.907104
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,3.0,507.06,9.4138,29.698,99.735374,22.907104
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,4.0,337.63,9.4721,29.8828,100.252495,23.04242
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,5.0,252.25,9.5166,30.0229,100.44162,23.144897
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,6.0,198.47,9.5692,30.205,99.57215,23.278809
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,7.0,148.98,9.5842,30.2432,100.38117,23.306335
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,8.0,113.26,9.6309,30.3275,99.95895,23.364746
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,9.0,90.877,9.6703,30.3693,100.04673,23.391174
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,10.0,70.913,9.674,30.3821,99.879074,23.400574
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,11.0,56.071,9.6818,30.3864,100.229385,23.402771
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,12.0,45.647,9.6906,30.3886,100.466774,23.403076
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,13.0,37.08,9.818,30.4745,98.332436,23.44983
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,14.0,30.577,10.0035,30.596,97.68008,23.51477
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,15.0,24.927,10.0229,30.6112,97.328514,23.523438
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,16.0,20.463,10.0244,30.6114,97.69458,23.523438
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,17.0,17.245,10.0235,30.6276,97.352,23.536133
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,18.0,14.211,10.0083,30.6333,97.58288,23.54303
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,19.0,11.8,9.9596,30.6307,97.166824,23.54895
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,20.0,10.048,9.9598,30.6388,96.72937,23.555176
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,21.0,8.6963,9.996,30.6543,95.114296,23.561401
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,22.0,7.4135,10.0163,30.7045,92.055046,23.59729
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,23.0,6.4341,10.048,30.8744,89.97571,23.72467
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,24.0,5.6663,10.1753,31.0005,87.46367,23.802063
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,25.0,4.9972,10.2526,31.1626,86.87465,23.91565
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,26.0,4.4495,10.2144,31.181,87.59164,23.93634
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,27.0,3.9827,10.1667,31.236,85.82161,23.98706
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,28.0,3.5675,9.4413,31.3201,84.443924,24.169556
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,29.0,3.1887,8.7057,31.4207,83.80937,24.361084
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,30.0,2.8793,8.5939,31.4448,83.87707,24.396606
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,31.0,2.5821,8.5831,31.4513,83.71235,24.403442
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,32.0,2.2333,8.579,31.4547,83.13236,24.406616
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,33.0,1.9702,8.5677,31.4597,83.62637,24.412231
os1901l3c083,2019,83,67.62550354003906,165.00115966796875,34.0,1.7241,8.5644,31.4615,83.53967,24.414185
