StationID,Year,StationNumber,LatitudeStart DD,LongitudeStart DD,Depth (m),PARIrradiance uE,PrimaryTemperature deg. C,PrimarySalinity PSU,PrimaryOxygenSat %,SigmaTheta kg/m3
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,0.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,1.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,2.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,3.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,4.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,5.0,214.35,6.1969,32.1988,103.448616,25.315552
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,6.0,181.55,6.1968,32.2002,103.34237,25.316772
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,7.0,135.51,6.1858,32.1983,103.18148,25.316528
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,8.0,113.26,6.1798,32.1981,102.93848,25.317139
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,9.0,99.555,6.1573,32.1975,102.74181,25.319458
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,10.0,84.425,6.1256,32.1963,102.99005,25.322388
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,11.0,70.204,6.1247,32.1965,103.000595,25.322632
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,12.0,59.573,6.1239,32.1964,102.97836,25.322632
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,13.0,47.3,6.1246,32.1973,102.97517,25.323364
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,14.0,41.282,6.1237,32.1975,102.96782,25.323608
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,15.0,35.098,6.1218,32.1973,103.05918,25.32373
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,16.0,30.23,6.1217,32.1979,102.92532,25.324097
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,17.0,25.811,6.1217,32.1981,102.844444,25.324219
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,18.0,21.57,6.1217,32.1985,102.64977,25.324585
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,19.0,18.89,6.121,32.1986,102.77462,25.324707
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,20.0,16.213,6.1207,32.199,102.8584,25.325073
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,21.0,14.081,6.1209,32.199,102.99971,25.325073
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,22.0,12.423,6.1208,32.1993,103.08838,25.32544
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,23.0,10.621,6.1201,32.1995,102.98415,25.325684
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,24.0,9.3274,6.1185,32.1997,102.83341,25.325928
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,25.0,8.364,6.1173,32.2,102.81438,25.326416
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,26.0,7.4224,6.1166,32.2003,102.72208,25.32666
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,27.0,6.5364,6.1169,32.2006,102.60673,25.326904
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,28.0,5.765,6.1178,32.2011,102.51459,25.327148
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,29.0,5.1056,6.1128,32.2037,99.38108,25.329834
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,30.0,4.5741,5.0204,32.4257,94.587715,25.632446
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,31.0,4.131,4.235,32.6086,91.73406,25.860596
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,32.0,3.7071,4.0905,32.6344,87.00797,25.895752
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,33.0,3.3915,4.0526,32.6431,83.68352,25.90625
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,34.0,3.1717,4.051,32.6537,83.4997,25.914917
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,35.0,2.8974,4.0206,32.6597,82.881096,25.92273
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,36.0,2.6562,3.9943,32.6656,81.838455,25.930054
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,37.0,2.4414,3.9633,32.6705,80.68854,25.93689
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,38.0,2.2354,3.936,32.6744,79.37503,25.942871
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,39.0,2.0041,3.9199,32.6772,77.280045,25.946533
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,40.0,1.8196,3.8865,32.6786,74.72142,25.95105
os1701Leg2c086,2019,86,71.50533294677734,166.93882751464844,41.0,1.6154,3.881,32.6804,73.02408,25.95288
