time,pressure,latitude,longitude,S_42,S_41,T_28,T2_35,profile_id
UTC,dbar,degrees_north,degrees_east,PSU,PSU,C,C,
2019-08-08T16:16:28Z,22.0,64.3895,192.92284,31.5028,31.5033,9.1601,9.1601,os1901l1c005_ctd
2019-08-08T16:16:28Z,23.0,64.3895,192.92284,31.5026,31.503,9.159,9.1588,os1901l1c005_ctd
2019-08-08T16:16:28Z,24.0,64.3895,192.92284,31.5024,31.5031,9.159,9.1588,os1901l1c005_ctd
2019-08-08T16:16:28Z,25.0,64.3895,192.92284,31.5012,31.5015,9.1624,9.1624,os1901l1c005_ctd
2019-08-09T15:34:25Z,0.0,64.85,191.60483,31.1278,31.1302,10.0675,10.1251,os1901l1c006_ctd
2019-08-09T15:34:25Z,1.0,64.85,191.60483,31.1278,31.1302,10.0675,10.1251,os1901l1c006_ctd
2019-08-09T15:34:25Z,2.0,64.85,191.60483,31.1278,31.1302,10.0675,10.1251,os1901l1c006_ctd
2019-08-09T15:34:25Z,3.0,64.85,191.60483,31.1329,31.1649,9.8712,10.0204,os1901l1c006_ctd
2019-08-09T15:34:25Z,4.0,64.85,191.60483,31.4361,31.45,8.2916,8.2644,os1901l1c006_ctd
2019-08-09T15:34:25Z,5.0,64.85,191.60483,31.5008,31.5101,7.5418,7.5171,os1901l1c006_ctd
2019-08-09T15:34:25Z,6.0,64.85,191.60483,31.5019,31.5074,7.2266,7.2199,os1901l1c006_ctd
2019-08-09T15:34:25Z,7.0,64.85,191.60483,31.5089,31.512,7.0945,7.0905,os1901l1c006_ctd
2019-08-09T15:34:25Z,8.0,64.85,191.60483,31.5399,31.537,6.915,6.9184,os1901l1c006_ctd
2019-08-09T15:34:25Z,9.0,64.85,191.60483,31.7276,31.7073,6.78,6.7587,os1901l1c006_ctd
2019-08-09T15:34:25Z,10.0,64.85,191.60483,32.0376,32.0428,5.9962,5.9754,os1901l1c006_ctd
2019-08-09T15:34:25Z,11.0,64.85,191.60483,32.1279,32.1269,5.2632,5.2274,os1901l1c006_ctd
2019-08-09T15:34:25Z,12.0,64.85,191.60483,32.1836,32.1837,5.0261,5.034,os1901l1c006_ctd
2019-08-09T15:34:25Z,13.0,64.85,191.60483,32.2256,32.2199,5.0626,5.0646,os1901l1c006_ctd
2019-08-09T15:34:25Z,14.0,64.85,191.60483,32.2734,32.2692,5.0448,5.0433,os1901l1c006_ctd
2019-08-09T15:34:25Z,15.0,64.85,191.60483,32.3599,32.3584,4.9392,4.9173,os1901l1c006_ctd
2019-08-09T15:34:25Z,16.0,64.85,191.60483,32.4422,32.4357,4.92,4.9135,os1901l1c006_ctd
2019-08-09T15:34:25Z,17.0,64.85,191.60483,32.6414,32.6318,4.8933,4.9093,os1901l1c006_ctd
