StationID,MAST_Station,MAST_Latdd,MAST_Longdd,Station,Gear,Year,Depth.bot,Temp.surf,Sal.surf,DIN.surf,Water.surf,Temp.bot,Sal.bot,DIN.bot,Water.bot,MeanStrat,IntChla,phi5,TOC
CH-N02.5-2012,CH-N02.5,72.5,-166.0066183333333,105.0,CTD,2012,50.0,2.4832131719999997,30.10095795,-1.8840072959999998,,-0.926012301,34.48666235,2.709325633,,0.146255308,1.5040773969999999,10.90538686,1.30232295
CH-N03-2012,CH-N03,72.5,-165.176625349563,104.0,CTD,2012,50.0,1.365,28.684,-0.040821995,1.0,-1.151,33.218,2.5787005290000002,3.0,0.167803829,2.104134154,9.899494937,1.56
CH-N03.5-2012,CH-N03.5,72.5,-164.34829666666664,103.0,CTD,2012,50.0,2.37,29.56,-1.016801807,1.0,-1.3430000000000002,33.268,3.85347768,3.0,0.161638478,2.3025850930000002,9.837174391,1.72
CH-N04-2012,CH-N04,72.5,-163.514938024345,102.0,CTD,2012,48.0,3.463,30.169,-1.078809661,5.0,-1.436,33.227,2.7868613819999997,3.0,0.157605472,2.58021683,9.182074091,1.626918315
CH-N05-2012,CH-N05,72.5,-162.65241833333332,101.0,CTD,2012,41.0,-0.58,29.99271244,-0.733969175,,-1.6980000000000002,32.72797884,1.9459101490000001,,0.228962054,2.219203484,8.33126641,1.02
NB-Q01-2012,NB-Q01,65.0,-169.0,126.0,CTD,2012,50.0,1.5830000000000002,32.954,3.083743151,5.0,1.263,32.965,3.1223649239999998,5.0,0.050297337000000004,4.543294782,3.54541958,0.2
NB-Q02-2012,NB-Q02,65.0,-168.0,127.0,CTD,2012,43.0,6.971,27.303,1.611435915,5.0,1.806,32.236999999999995,2.714032273,5.0,0.18192284399999997,2.9285235239999996,6.592478324,0.41
NB-R00-2012,NB-R00,64.5,-170.0,133.0,CTD,2012,46.0,4.585,31.826,1.08180517,5.0,-0.07400000000000001,32.383,2.569554124,2.0,0.11704232199999999,3.678829118,4.142463035,0.27
NB-R01-2012,NB-R01,64.5,-169.0,132.0,CTD,2012,42.0,1.264,32.528,2.327277706,5.0,0.434,32.666,3.089222617,5.0,0.08032998400000001,5.7878172039999995,3.42636834,0.28
NB-R02-2012,NB-R02,64.5,-168.0,131.0,CTD,2012,35.0,6.778,30.115,1.363537374,5.0,2.468,32.041,2.39059597,5.0,0.156184,4.234106505,4.028647416,0.23
NB-R03-2012,NB-R03,64.5,-167.0,130.0,CTD,2012,27.0,8.484368175,27.44938023,-1.2729656759999999,,5.799034296,30.8676849,1.366091654,,0.12097916,3.005682604,5.464667734,1.46
NB-R04-2012,NB-R04,64.38333333333334,-166.0,129.0,CTD,2012,25.0,8.907,19.985,-0.385662481,5.0,6.405,31.284000000000002,0.518793793,5.0,0.255259374,3.490428515,3.7752428069999997,1.08
NB-S00-2012,NB-S00,64.0,-170.0,134.0,CTD,2012,33.0,6.082000000000001,31.724,-2.407945609,5.0,5.149,31.857,0.858661619,5.0,0.091120862,3.465735903,4.774934555,0.08
NB-S01-2012,NB-S01,64.0,-169.0,136.0,CTD,2012,35.0,3.762,31.983,-2.407945609,5.0,0.672,32.485,2.598235335,5.0,0.11857733,5.428906936000001,3.32565783,0.21
NB-S02-2012,NB-S02,64.0,-168.0,137.0,CTD,2012,37.0,4.529,31.886,1.771556762,5.0,3.673,32.001,1.964311234,5.0,0.08535975900000001,3.284663565,4.912229636,0.22
NB-S03-2012,NB-S03,64.0,-167.0,138.0,CTD,2012,33.0,5.893,31.705,-1.560647748,5.0,3.486,31.958000000000002,2.13771045,5.0,0.10999060699999999,4.911183215,3.2264531610000002,1.22
NB-S04-2012,NB-S04,64.0,-166.0,139.0,CTD,2012,22.0,7.178999999999999,31.131999999999998,-1.021651248,6.0,6.865,31.228,-0.127833372,5.0,0.086706277,3.0106208860000003,4.67525681,1.045177463
NB-S05-2012,NB-S05,64.1,-164.5,145.0,CTD,2012,20.0,8.01,24.375999999999998,-0.44628710299999996,6.0,8.271,27.871,0.048790164000000004,6.0,0.19543916100000003,3.5751506889999995,3.45969762,1.074223212
NB-S06-2012,NB-S06,64.1,-163.5,144.0,CTD,2012,22.0,8.457,25.563000000000002,-0.46203546,6.0,9.136000000000001,29.331999999999997,1.036736885,6.0,0.195355384,3.83081295,4.716993307,0.086889391
NB-T02-2012,NB-T02,63.5,-168.0,140.0,CTD,2012,32.0,6.055,31.374000000000002,-2.995732274,5.0,1.083,32.175,1.4206957880000002,5.0,0.13470838699999999,3.828641396,2.803569154,1.18
NB-T03-2012,NB-T03,63.5,-167.0,142.0,CTD,2012,26.0,5.513999999999999,31.761,-1.9661128559999999,5.0,3.045,31.906,1.115141591,5.0,0.108804855,4.871373227,5.0417622280000005,0.316394395
NB-T04-2012,NB-T04,63.5,-166.0,143.0,CTD,2012,24.0,7.93,30.14,-1.897119985,6.0,5.249,31.485,1.378766095,5.0,0.157380845,2.208274414,6.790506135,0.823247575
NB-T05-2012,NB-T05,63.75,-164.5,147.0,CTD,2012,16.0,8.062999999999999,29.549,-0.616186139,6.0,8.06,29.568,-0.579818495,6.0,0.057206762,3.2695689389999996,2.046948949,0.27079351100000004
NB-T06-2012,NB-T06,63.75,-163.5,146.0,CTD,2012,15.0,8.629,28.456,0.425267735,6.0,8.629,28.451,0.39877612,6.0,0.0,3.517497837,2.046948949,0.08
NB-U02-2012,NB-U02,63.0,-167.75,150.0,CTD,2012,25.0,4.968,31.695,0.22314355100000002,5.0,4.968999999999999,31.726999999999997,0.182321557,5.0,0.057180036,4.657762636,4.701730765,0.56
NB-U04-2012,NB-U04,63.0,-166.0,148.0,CTD,2012,21.0,7.513,30.65,-1.7719568419999998,6.0,7.513,30.671999999999997,-0.010050336,6.0,0.055385669000000005,3.072693315,4.4444005980000005,0.931562184
NB-V01-2012,NB-V01,62.5,-169.0,151.0,CTD,2012,32.0,5.062,30.57,-0.46203546,5.0,3.451,31.805,1.098612289,5.0,0.139613931,2.727852828,3.822302971,0.16
NB-V02-2012,NB-V02,62.5,-168.0,152.0,CTD,2012,29.0,6.864,30.62,-0.713349888,5.0,3.0260000000000002,31.738000000000003,0.457424847,5.0,0.148128987,3.148453361,2.38153636,0.23507961
NB-V03-2012,NB-V03,62.5,-167.0,153.0,CTD,2012,35.0,7.773,29.859,-1.2729656759999999,6.0,5.06,31.401,0.285178942,5.0,0.148273379,3.60004824,7.404520279,0.724759396
NB-W01-2012,NB-W01,62.0,-169.0,157.0,CTD,2012,38.0,5.722,31.351,-1.171182982,5.0,3.202,31.529,-1.7147984280000002,5.0,0.10311628199999999,4.242764567,7.641334962,0.38
