profile_id,time,pressure,latitude,longitude,S_42,S_41,T_28,T2_35
,UTC,dbar,degrees_north,degrees_east,PSU,PSU,C,C
os1701l3c120_ctd,2017-09-20T23:06:04Z,45.0,69.505165,191.52766,32.4089,32.4034,4.5153,4.5137
os1701l3c120_ctd,2017-09-20T23:06:04Z,46.0,69.505165,191.52766,32.4246,32.4214,4.4753,4.4761
os1701l3c120_ctd,2017-09-20T23:06:04Z,47.0,69.505165,191.52766,32.4288,32.4257,4.4665,4.466
os1701l3c120_ctd,2017-09-20T23:06:04Z,48.0,69.505165,191.52766,32.43,32.4272,4.464,4.4637
os1701l3c120_ctd,2017-09-20T23:06:04Z,49.0,69.505165,191.52766,32.4165,32.4231,4.4791,4.5043
os1701l3c121_ctd,2017-09-21T04:42:20Z,0.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,1.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,2.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,3.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,4.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,5.0,68.9915,191.49667,31.0318,31.0271,5.8268,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,6.0,68.9915,191.49667,31.0314,31.0305,5.8225,5.8218
os1701l3c121_ctd,2017-09-21T04:42:20Z,7.0,68.9915,191.49667,31.0334,31.0306,5.8237,5.8239
os1701l3c121_ctd,2017-09-21T04:42:20Z,8.0,68.9915,191.49667,31.038,31.0358,5.8267,5.8262
os1701l3c121_ctd,2017-09-21T04:42:20Z,9.0,68.9915,191.49667,31.0917,31.0965,5.82,5.8203
os1701l3c121_ctd,2017-09-21T04:42:20Z,10.0,68.9915,191.49667,31.174,31.176,5.7977,5.7966
os1701l3c121_ctd,2017-09-21T04:42:20Z,11.0,68.9915,191.49667,31.1872,31.185,5.7946,5.7942
os1701l3c121_ctd,2017-09-21T04:42:20Z,12.0,68.9915,191.49667,31.1872,31.1853,5.79,5.7897
os1701l3c121_ctd,2017-09-21T04:42:20Z,13.0,68.9915,191.49667,31.1929,31.1895,5.7798,5.7788
os1701l3c121_ctd,2017-09-21T04:42:20Z,14.0,68.9915,191.49667,31.2292,31.2402,5.8506,5.86
os1701l3c121_ctd,2017-09-21T04:42:20Z,15.0,68.9915,191.49667,31.2722,31.2729,5.9044,5.8984
os1701l3c121_ctd,2017-09-21T04:42:20Z,16.0,68.9915,191.49667,31.3172,31.3196,5.9189,5.9187
os1701l3c121_ctd,2017-09-21T04:42:20Z,17.0,68.9915,191.49667,31.3525,31.3499,5.9106,5.9095
os1701l3c121_ctd,2017-09-21T04:42:20Z,18.0,68.9915,191.49667,31.4135,31.4177,5.8798,5.8809
os1701l3c121_ctd,2017-09-21T04:42:20Z,19.0,68.9915,191.49667,31.5095,31.5163,5.8405,5.8432
os1701l3c121_ctd,2017-09-21T04:42:20Z,20.0,68.9915,191.49667,31.7391,31.7271,5.7384,5.7247
os1701l3c121_ctd,2017-09-21T04:42:20Z,21.0,68.9915,191.49667,31.8872,31.8802,5.5593,5.555
os1701l3c121_ctd,2017-09-21T04:42:20Z,22.0,68.9915,191.49667,31.9494,31.9425,5.4224,5.4253
os1701l3c121_ctd,2017-09-21T04:42:20Z,23.0,68.9915,191.49667,32.0155,32.0039,5.2475,5.2402
os1701l3c121_ctd,2017-09-21T04:42:20Z,24.0,68.9915,191.49667,32.106,32.1107,5.107,5.119
os1701l3c121_ctd,2017-09-21T04:42:20Z,25.0,68.9915,191.49667,32.1789,32.1755,5.0121,5.0144
os1701l3c121_ctd,2017-09-21T04:42:20Z,26.0,68.9915,191.49667,32.1942,32.1943,4.9706,4.9833
os1701l3c121_ctd,2017-09-21T04:42:20Z,27.0,68.9915,191.49667,32.2516,32.2466,4.7911,4.8146
os1701l3c121_ctd,2017-09-21T04:42:20Z,28.0,68.9915,191.49667,32.3182,32.2995,4.6393,4.6572
os1701l3c121_ctd,2017-09-21T04:42:20Z,29.0,68.9915,191.49667,32.3133,32.3164,4.4105,4.4642
os1701l3c121_ctd,2017-09-21T04:42:20Z,30.0,68.9915,191.49667,32.3815,32.4089,4.6129,4.5959
os1701l3c121_ctd,2017-09-21T04:42:20Z,31.0,68.9915,191.49667,32.4332,32.4332,4.6931,4.6982
os1701l3c121_ctd,2017-09-21T04:42:20Z,32.0,68.9915,191.49667,32.4556,32.4544,4.7225,4.7226
os1701l3c121_ctd,2017-09-21T04:42:20Z,33.0,68.9915,191.49667,32.4795,32.4798,4.6917,4.698
os1701l3c121_ctd,2017-09-21T04:42:20Z,34.0,68.9915,191.49667,32.518,32.5228,4.6793,4.6771
os1701l3c121_ctd,2017-09-21T04:42:20Z,35.0,68.9915,191.49667,32.5676,32.5537,4.6613,4.6529
os1701l3c121_ctd,2017-09-21T04:42:20Z,36.0,68.9915,191.49667,32.5698,32.5701,4.5706,4.575
os1701l3c121_ctd,2017-09-21T04:42:20Z,37.0,68.9915,191.49667,32.5919,32.587,4.5802,4.5861
os1701l3c121_ctd,2017-09-21T04:42:20Z,38.0,68.9915,191.49667,32.5966,32.6004,4.576,4.5713
os1701l3c121_ctd,2017-09-21T04:42:20Z,39.0,68.9915,191.49667,32.6095,32.6105,4.601,4.5993
os1701l3c121_ctd,2017-09-21T04:42:20Z,40.0,68.9915,191.49667,32.6217,32.6197,4.6097,4.6102
os1701l3c121_ctd,2017-09-21T04:42:20Z,41.0,68.9915,191.49667,32.6297,32.623,4.5914,4.5908
os1701l3c121_ctd,2017-09-21T04:42:20Z,42.0,68.9915,191.49667,32.6271,32.6217,4.5255,4.5271
os1701l3c121_ctd,2017-09-21T04:42:20Z,43.0,68.9915,191.49667,32.6291,32.6274,4.5315,4.5343
os1701l3c121_ctd,2017-09-21T04:42:20Z,44.0,68.9915,191.49667,32.6467,32.6318,4.4868,4.4767
os1701l3c121_ctd,2017-09-21T04:42:20Z,45.0,68.9915,191.49667,32.6425,32.6413,4.3561,4.3585
os1701l3c122_ctd,2017-09-21T16:07:15Z,0.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,1.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,2.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,3.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,4.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,5.0,68.99783,192.899,30.8021,30.799,6.1743,6.1729
os1701l3c122_ctd,2017-09-21T16:07:15Z,6.0,68.99783,192.899,30.801,30.7987,6.1757,6.1762
os1701l3c122_ctd,2017-09-21T16:07:15Z,7.0,68.99783,192.899,30.8019,30.7989,6.1752,6.1749
os1701l3c122_ctd,2017-09-21T16:07:15Z,8.0,68.99783,192.899,30.8023,30.7998,6.1759,6.176
os1701l3c122_ctd,2017-09-21T16:07:15Z,9.0,68.99783,192.899,30.8019,30.7998,6.1767,6.1758
os1701l3c122_ctd,2017-09-21T16:07:15Z,10.0,68.99783,192.899,30.8075,30.8053,6.1789,6.1793
os1701l3c122_ctd,2017-09-21T16:07:15Z,11.0,68.99783,192.899,30.8136,30.8103,6.1825,6.1816
os1701l3c122_ctd,2017-09-21T16:07:15Z,12.0,68.99783,192.899,30.8093,30.8065,6.1808,6.1803
os1701l3c122_ctd,2017-09-21T16:07:15Z,13.0,68.99783,192.899,30.8173,30.8124,6.1834,6.1837
os1701l3c122_ctd,2017-09-21T16:07:15Z,14.0,68.99783,192.899,30.8268,30.823,6.1877,6.1898
os1701l3c122_ctd,2017-09-21T16:07:15Z,15.0,68.99783,192.899,30.9174,30.9208,6.2146,6.2152
os1701l3c122_ctd,2017-09-21T16:07:15Z,16.0,68.99783,192.899,31.0851,31.1019,6.264,6.2644
os1701l3c122_ctd,2017-09-21T16:07:15Z,17.0,68.99783,192.899,31.1294,31.1274,6.2724,6.272
os1701l3c122_ctd,2017-09-21T16:07:15Z,18.0,68.99783,192.899,31.1352,31.1326,6.2723,6.2715
os1701l3c122_ctd,2017-09-21T16:07:15Z,19.0,68.99783,192.899,31.1379,31.1359,6.274,6.2733
os1701l3c122_ctd,2017-09-21T16:07:15Z,20.0,68.99783,192.899,31.141,31.1381,6.2761,6.2754
os1701l3c122_ctd,2017-09-21T16:07:15Z,21.0,68.99783,192.899,31.1427,31.1413,6.2776,6.2761
os1701l3c122_ctd,2017-09-21T16:07:15Z,22.0,68.99783,192.899,31.2449,31.237,6.3071,6.3121
os1701l3c122_ctd,2017-09-21T16:07:15Z,23.0,68.99783,192.899,31.5095,31.5085,6.2554,6.2436
os1701l3c122_ctd,2017-09-21T16:07:15Z,24.0,68.99783,192.899,31.8637,31.8664,5.8748,5.8872
os1701l3c122_ctd,2017-09-21T16:07:15Z,25.0,68.99783,192.899,32.0422,32.038,5.599,5.5935
os1701l3c122_ctd,2017-09-21T16:07:15Z,26.0,68.99783,192.899,32.1365,32.1361,5.4401,5.4456
os1701l3c122_ctd,2017-09-21T16:07:15Z,27.0,68.99783,192.899,32.2093,32.1967,5.3381,5.3273
os1701l3c122_ctd,2017-09-21T16:07:15Z,28.0,68.99783,192.899,32.251,32.2403,5.2632,5.2552
os1701l3c122_ctd,2017-09-21T16:07:15Z,29.0,68.99783,192.899,32.2782,32.2761,5.1958,5.1978
os1701l3c122_ctd,2017-09-21T16:07:15Z,30.0,68.99783,192.899,32.3107,32.3017,5.1508,5.145
os1701l3c122_ctd,2017-09-21T16:07:15Z,31.0,68.99783,192.899,32.3537,32.3441,5.0704,5.0641
os1701l3c122_ctd,2017-09-21T16:07:15Z,32.0,68.99783,192.899,32.4022,32.3935,4.9962,4.9902
os1701l3c122_ctd,2017-09-21T16:07:15Z,33.0,68.99783,192.899,32.4298,32.4198,4.944,4.9374
os1701l3c122_ctd,2017-09-21T16:07:15Z,34.0,68.99783,192.899,32.4419,32.4385,4.9055,4.9038
os1701l3c122_ctd,2017-09-21T16:07:15Z,35.0,68.99783,192.899,32.4511,32.4472,4.8817,4.8808
os1701l3c122_ctd,2017-09-21T16:07:15Z,36.0,68.99783,192.899,32.4533,32.4505,4.8766,4.8759
os1701l3c122_ctd,2017-09-21T16:07:15Z,37.0,68.99783,192.899,32.4562,32.4535,4.8727,4.8721
os1701l3c122_ctd,2017-09-21T16:07:15Z,38.0,68.99783,192.899,32.4585,32.4557,4.8695,4.8689
os1701l3c122_ctd,2017-09-21T16:07:15Z,39.0,68.99783,192.899,32.4604,32.4574,4.8657,4.865
os1701l3c122_ctd,2017-09-21T16:07:15Z,40.0,68.99783,192.899,32.4698,32.4733,4.8305,4.8462
os1701l3c122_ctd,2017-09-21T16:07:15Z,41.0,68.99783,192.899,32.5424,32.537,4.7042,4.7018
os1701l3c122_ctd,2017-09-21T16:07:15Z,42.0,68.99783,192.899,32.5664,32.5658,4.6449,4.6477
os1701l3c123_ctd,2017-09-21T19:05:46Z,0.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,1.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,2.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,3.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,4.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,5.0,68.99783,192.89333,30.7906,30.7867,6.1741,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,6.0,68.99783,192.89333,30.7869,30.7841,6.1723,6.1717
os1701l3c123_ctd,2017-09-21T19:05:46Z,7.0,68.99783,192.89333,30.7857,30.7827,6.1716,6.1707
os1701l3c123_ctd,2017-09-21T19:05:46Z,8.0,68.99783,192.89333,30.7839,30.7813,6.1706,6.1701
os1701l3c123_ctd,2017-09-21T19:05:46Z,9.0,68.99783,192.89333,30.7842,30.7811,6.1706,6.1702
os1701l3c123_ctd,2017-09-21T19:05:46Z,10.0,68.99783,192.89333,30.7952,30.7907,6.1746,6.1742
os1701l3c123_ctd,2017-09-21T19:05:46Z,11.0,68.99783,192.89333,30.7862,30.783,6.171,6.1702
os1701l3c123_ctd,2017-09-21T19:05:46Z,12.0,68.99783,192.89333,30.7865,30.7838,6.1714,6.1706
os1701l3c123_ctd,2017-09-21T19:05:46Z,13.0,68.99783,192.89333,30.7989,30.7917,6.1745,6.1781
os1701l3c123_ctd,2017-09-21T19:05:46Z,14.0,68.99783,192.89333,30.8111,30.8041,6.1806,6.1846
os1701l3c123_ctd,2017-09-21T19:05:46Z,15.0,68.99783,192.89333,30.8572,30.8648,6.197,6.1947
os1701l3c123_ctd,2017-09-21T19:05:46Z,16.0,68.99783,192.89333,30.9114,30.9263,6.2121,6.2099
os1701l3c123_ctd,2017-09-21T19:05:46Z,17.0,68.99783,192.89333,31.0968,31.1052,6.2362,6.2365
os1701l3c123_ctd,2017-09-21T19:05:46Z,18.0,68.99783,192.89333,31.1431,31.151,6.2385,6.2368
os1701l3c123_ctd,2017-09-21T19:05:46Z,19.0,68.99783,192.89333,31.1692,31.1667,6.2361,6.2352
os1701l3c123_ctd,2017-09-21T19:05:46Z,20.0,68.99783,192.89333,31.1741,31.1723,6.2366,6.2358
os1701l3c123_ctd,2017-09-21T19:05:46Z,21.0,68.99783,192.89333,31.2459,31.2925,6.2469,6.2444
os1701l3c123_ctd,2017-09-21T19:05:46Z,22.0,68.99783,192.89333,31.5073,31.5462,6.2594,6.2532
os1701l3c123_ctd,2017-09-21T19:05:46Z,23.0,68.99783,192.89333,31.711,31.7077,6.0721,6.0716
os1701l3c123_ctd,2017-09-21T19:05:46Z,24.0,68.99783,192.89333,31.8469,31.8426,5.8637,5.8661
os1701l3c123_ctd,2017-09-21T19:05:46Z,25.0,68.99783,192.89333,32.0434,32.0178,5.6804,5.658
os1701l3c123_ctd,2017-09-21T19:05:46Z,26.0,68.99783,192.89333,32.1121,32.1108,5.4948,5.5002
os1701l3c123_ctd,2017-09-21T19:05:46Z,27.0,68.99783,192.89333,32.1966,32.1806,5.3972,5.3846
os1701l3c123_ctd,2017-09-21T19:05:46Z,28.0,68.99783,192.89333,32.2418,32.2252,5.2913,5.2791
os1701l3c123_ctd,2017-09-21T19:05:46Z,29.0,68.99783,192.89333,32.2903,32.283,5.2084,5.205
os1701l3c123_ctd,2017-09-21T19:05:46Z,30.0,68.99783,192.89333,32.3406,32.3349,5.1377,5.1339
os1701l3c123_ctd,2017-09-21T19:05:46Z,31.0,68.99783,192.89333,32.4207,32.396,5.0042,4.9846
os1701l3c123_ctd,2017-09-21T19:05:46Z,32.0,68.99783,192.89333,32.4413,32.4393,4.9037,4.9096
os1701l3c123_ctd,2017-09-21T19:05:46Z,33.0,68.99783,192.89333,32.4596,32.4558,4.8707,4.871
os1701l3c123_ctd,2017-09-21T19:05:46Z,34.0,68.99783,192.89333,32.4694,32.4653,4.8518,4.8499
os1701l3c123_ctd,2017-09-21T19:05:46Z,35.0,68.99783,192.89333,32.4733,32.4714,4.8421,4.8441
os1701l3c123_ctd,2017-09-21T19:05:46Z,36.0,68.99783,192.89333,32.4817,32.4786,4.8331,4.8326
os1701l3c123_ctd,2017-09-21T19:05:46Z,37.0,68.99783,192.89333,32.4838,32.4809,4.828,4.8273
os1701l3c123_ctd,2017-09-21T19:05:46Z,38.0,68.99783,192.89333,32.4871,32.4838,4.8218,4.8212
os1701l3c123_ctd,2017-09-21T19:05:46Z,39.0,68.99783,192.89333,32.5264,32.5108,4.763,4.7479
os1701l3c123_ctd,2017-09-21T19:05:46Z,40.0,68.99783,192.89333,32.5767,32.5763,4.6234,4.6311
os1701l3c123_ctd,2017-09-21T19:05:46Z,41.0,68.99783,192.89333,32.5798,32.5786,4.6195,4.6226
os1701l3c123_ctd,2017-09-21T19:05:46Z,42.0,68.99783,192.89333,32.5814,32.5759,4.6264,4.6272
os1701l3c125_ctd,2017-09-23T19:01:46Z,0.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,1.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,2.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,3.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,4.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,5.0,68.49783,192.8985,31.3183,31.3096,5.6803,5.6803
os1701l3c125_ctd,2017-09-23T19:01:46Z,6.0,68.49783,192.8985,31.3204,31.3118,5.6803,5.6777
os1701l3c125_ctd,2017-09-23T19:01:46Z,7.0,68.49783,192.8985,31.319,31.3105,5.6836,5.6807
os1701l3c125_ctd,2017-09-23T19:01:46Z,8.0,68.49783,192.8985,31.3205,31.3156,5.6786,5.6776
os1701l3c125_ctd,2017-09-23T19:01:46Z,9.0,68.49783,192.8985,31.322,31.3186,5.6765,5.6755
os1701l3c125_ctd,2017-09-23T19:01:46Z,10.0,68.49783,192.8985,31.3229,31.3201,5.6746,5.6744
os1701l3c125_ctd,2017-09-23T19:01:46Z,11.0,68.49783,192.8985,31.3208,31.3193,5.675,5.6761
os1701l3c125_ctd,2017-09-23T19:01:46Z,12.0,68.49783,192.8985,31.3199,31.3167,5.6782,5.6775
os1701l3c125_ctd,2017-09-23T19:01:46Z,13.0,68.49783,192.8985,31.3273,31.3241,5.6705,5.6697
os1701l3c125_ctd,2017-09-23T19:01:46Z,14.0,68.49783,192.8985,31.3346,31.3263,5.6673,5.6606
os1701l3c125_ctd,2017-09-23T19:01:46Z,15.0,68.49783,192.8985,31.3415,31.3336,5.6544,5.6463
os1701l3c125_ctd,2017-09-23T19:01:46Z,16.0,68.49783,192.8985,31.3412,31.3373,5.6486,5.6454
os1701l3c125_ctd,2017-09-23T19:01:46Z,17.0,68.49783,192.8985,31.3438,31.3401,5.6418,5.6414
os1701l3c125_ctd,2017-09-23T19:01:46Z,18.0,68.49783,192.8985,31.3438,31.3405,5.639,5.6388
os1701l3c125_ctd,2017-09-23T19:01:46Z,19.0,68.49783,192.8985,31.3486,31.3427,5.6316,5.6273
os1701l3c125_ctd,2017-09-23T19:01:46Z,20.0,68.49783,192.8985,31.3545,31.3505,5.6032,5.6028
os1701l3c125_ctd,2017-09-23T19:01:46Z,21.0,68.49783,192.8985,31.3563,31.3521,5.6007,5.5994
os1701l3c125_ctd,2017-09-23T19:01:46Z,22.0,68.49783,192.8985,31.3582,31.3549,5.5942,5.5932
os1701l3c125_ctd,2017-09-23T19:01:46Z,23.0,68.49783,192.8985,31.3601,31.3571,5.5924,5.5916
os1701l3c125_ctd,2017-09-23T19:01:46Z,24.0,68.49783,192.8985,31.3614,31.3583,5.5915,5.5909
os1701l3c125_ctd,2017-09-23T19:01:46Z,25.0,68.49783,192.8985,31.3631,31.3601,5.5935,5.5933
os1701l3c125_ctd,2017-09-23T19:01:46Z,26.0,68.49783,192.8985,31.3931,31.395,5.6097,5.61
os1701l3c125_ctd,2017-09-23T19:01:46Z,27.0,68.49783,192.8985,31.3821,31.3809,5.6013,5.6007
os1701l3c125_ctd,2017-09-23T19:01:46Z,28.0,68.49783,192.8985,31.3564,31.3509,5.5893,5.589
os1701l3c126_ctd,2017-09-24T03:50:19Z,0.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,1.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,2.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,3.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,4.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,5.0,68.49433,191.48567,30.9244,30.9215,5.5545,5.5546
os1701l3c126_ctd,2017-09-24T03:50:19Z,6.0,68.49433,191.48567,30.9245,30.9207,5.5546,5.5554
os1701l3c126_ctd,2017-09-24T03:50:19Z,7.0,68.49433,191.48567,30.9246,30.9213,5.5565,5.5558
os1701l3c126_ctd,2017-09-24T03:50:19Z,8.0,68.49433,191.48567,30.9244,30.9213,5.5579,5.5571
os1701l3c126_ctd,2017-09-24T03:50:19Z,9.0,68.49433,191.48567,30.9243,30.9209,5.5582,5.5573
os1701l3c126_ctd,2017-09-24T03:50:19Z,10.0,68.49433,191.48567,30.9242,30.921,5.5583,5.5576
os1701l3c126_ctd,2017-09-24T03:50:19Z,11.0,68.49433,191.48567,30.9245,30.9212,5.5582,5.5577
os1701l3c126_ctd,2017-09-24T03:50:19Z,12.0,68.49433,191.48567,30.9245,30.9207,5.5584,5.5576
os1701l3c126_ctd,2017-09-24T03:50:19Z,13.0,68.49433,191.48567,30.9243,30.9212,5.5587,5.5581
os1701l3c126_ctd,2017-09-24T03:50:19Z,14.0,68.49433,191.48567,30.9246,30.9211,5.5583,5.5573
os1701l3c126_ctd,2017-09-24T03:50:19Z,15.0,68.49433,191.48567,30.9243,30.9211,5.5577,5.5568
os1701l3c126_ctd,2017-09-24T03:50:19Z,16.0,68.49433,191.48567,30.9242,30.9211,5.5576,5.5571
os1701l3c126_ctd,2017-09-24T03:50:19Z,17.0,68.49433,191.48567,30.924,30.9208,5.5592,5.559
os1701l3c126_ctd,2017-09-24T03:50:19Z,18.0,68.49433,191.48567,30.9243,30.9212,5.5596,5.559
os1701l3c126_ctd,2017-09-24T03:50:19Z,19.0,68.49433,191.48567,30.9241,30.9207,5.5575,5.5569
os1701l3c126_ctd,2017-09-24T03:50:19Z,20.0,68.49433,191.48567,30.9251,30.9214,5.5581,5.5579
os1701l3c126_ctd,2017-09-24T03:50:19Z,21.0,68.49433,191.48567,30.9263,30.9235,5.56,5.5595
os1701l3c126_ctd,2017-09-24T03:50:19Z,22.0,68.49433,191.48567,30.9263,30.9229,5.561,5.5601
os1701l3c126_ctd,2017-09-24T03:50:19Z,23.0,68.49433,191.48567,30.9362,30.9329,5.5558,5.5548
os1701l3c126_ctd,2017-09-24T03:50:19Z,24.0,68.49433,191.48567,30.9521,30.9502,5.5475,5.5474
os1701l3c126_ctd,2017-09-24T03:50:19Z,25.0,68.49433,191.48567,31.3433,31.466,5.3433,5.3586
os1701l3c126_ctd,2017-09-24T03:50:19Z,26.0,68.49433,191.48567,32.2928,32.2825,4.9106,4.8971
os1701l3c126_ctd,2017-09-24T03:50:19Z,27.0,68.49433,191.48567,32.331,32.351,4.8547,4.863
os1701l3c126_ctd,2017-09-24T03:50:19Z,28.0,68.49433,191.48567,32.3852,32.3887,4.8407,4.838
os1701l3c126_ctd,2017-09-24T03:50:19Z,29.0,68.49433,191.48567,32.452,32.449,4.8657,4.8638
os1701l3c126_ctd,2017-09-24T03:50:19Z,30.0,68.49433,191.48567,32.489,32.4784,4.8081,4.8012
os1701l3c126_ctd,2017-09-24T03:50:19Z,31.0,68.49433,191.48567,32.5051,32.5019,4.7418,4.7455
os1701l3c126_ctd,2017-09-24T03:50:19Z,32.0,68.49433,191.48567,32.511,32.5054,4.6917,4.685
os1701l3c126_ctd,2017-09-24T03:50:19Z,33.0,68.49433,191.48567,32.5859,32.5762,4.665,4.6579
os1701l3c126_ctd,2017-09-24T03:50:19Z,34.0,68.49433,191.48567,32.6126,32.6079,4.5876,4.5871
os1701l3c126_ctd,2017-09-24T03:50:19Z,35.0,68.49433,191.48567,32.6152,32.6117,4.5799,4.5786
os1701l3c126_ctd,2017-09-24T03:50:19Z,36.0,68.49433,191.48567,32.6147,32.6117,4.5754,4.5748
os1701l3c126_ctd,2017-09-24T03:50:19Z,37.0,68.49433,191.48567,32.6149,32.6121,4.5756,4.5756
os1701l3c126_ctd,2017-09-24T03:50:19Z,38.0,68.49433,191.48567,32.6155,32.6125,4.5747,4.574
os1701l3c126_ctd,2017-09-24T03:50:19Z,39.0,68.49433,191.48567,32.6155,32.6127,4.5742,4.5738
os1701l3c126_ctd,2017-09-24T03:50:19Z,40.0,68.49433,191.48567,32.6155,32.6129,4.5741,4.5739
os1701l3c126_ctd,2017-09-24T03:50:19Z,41.0,68.49433,191.48567,32.6155,32.613,4.5742,4.5742
os1701l3c126_ctd,2017-09-24T03:50:19Z,42.0,68.49433,191.48567,32.6157,32.6131,4.5742,4.5739
os1701l3c127_ctd,2017-09-24T04:10:45Z,0.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,1.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,2.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,3.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,4.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,5.0,68.486664,191.46716,30.9053,30.9025,5.5545,5.5528
os1701l3c127_ctd,2017-09-24T04:10:45Z,6.0,68.486664,191.46716,30.9038,30.9018,5.5556,5.5567
os1701l3c127_ctd,2017-09-24T04:10:45Z,7.0,68.486664,191.46716,30.9053,30.9018,5.5562,5.5554
os1701l3c127_ctd,2017-09-24T04:10:45Z,8.0,68.486664,191.46716,30.9047,30.9015,5.5564,5.5559
os1701l3c127_ctd,2017-09-24T04:10:45Z,9.0,68.486664,191.46716,30.9044,30.9014,5.5573,5.5568
os1701l3c127_ctd,2017-09-24T04:10:45Z,10.0,68.486664,191.46716,30.9048,30.9015,5.557,5.5564
os1701l3c127_ctd,2017-09-24T04:10:45Z,11.0,68.486664,191.46716,30.9046,30.9012,5.5575,5.5567
os1701l3c127_ctd,2017-09-24T04:10:45Z,12.0,68.486664,191.46716,30.9036,30.9008,5.5582,5.5581
os1701l3c127_ctd,2017-09-24T04:10:45Z,13.0,68.486664,191.46716,30.9035,30.9004,5.5589,5.5584
os1701l3c127_ctd,2017-09-24T04:10:45Z,14.0,68.486664,191.46716,30.9035,30.9003,5.5592,5.5586
os1701l3c127_ctd,2017-09-24T04:10:45Z,15.0,68.486664,191.46716,30.9039,30.9007,5.5586,5.558
os1701l3c127_ctd,2017-09-24T04:10:45Z,16.0,68.486664,191.46716,30.9033,30.8993,5.56,5.5591
os1701l3c127_ctd,2017-09-24T04:10:45Z,17.0,68.486664,191.46716,30.9032,30.8998,5.5601,5.5592
os1701l3c127_ctd,2017-09-24T04:10:45Z,18.0,68.486664,191.46716,30.9034,30.9001,5.56,5.5593
os1701l3c127_ctd,2017-09-24T04:10:45Z,19.0,68.486664,191.46716,30.9029,30.9,5.559,5.5583
os1701l3c127_ctd,2017-09-24T04:10:45Z,20.0,68.486664,191.46716,30.9036,30.9004,5.5586,5.5579
