Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2)
68.024,-168.5,59.066,5.4185,8.0346,0,0,0.0063944,0
68.032,-168.5,58.882,4.7796,7.0224,0,0,0.0056405,0
68.041,-168.5,58.816,21.685,5.1925,0,0,0.025591,0
68.049,-168.5,58.829,5.6624,5.3325,0,0,0.0066823,0
68.057,-168.49,58.985,4.325,6.5429,0,0,0,0
68.065,-168.49,59.099,5.1774,4.1792,0.018486,0,9.1153e-05,0
68.074,-168.49,59.173,6.9018,8.5262,0.024642,0,0.00012151,0
68.082,-168.48,59.1,6.1628,4.9674,0.022004,0,0.0001085,0
68.09,-168.48,58.865,7.8477,2.9887,0.028019,0,0.00013816,0
68.091,-168.48,58.609,7.7231,1.7692,0.027575,0,0.00013597,0
68.084,-168.48,58.91,6.1545,2.6511,0.021974,0,0.00010836,0
68.076,-168.48,58.963,5.1702,2.5473,0.01846,0,9.1026e-05,0
68.068,-168.48,58.852,4.4081,2.0604,0.015739,0,7.7609e-05,0
68.059,-168.49,58.728,4.0471,3.295,0,0,0,0
68.051,-168.49,58.672,7.288,2.8669,0,0,0,0
68.043,-168.49,58.621,4.6668,3.5265,0,0,0.0055074,0
68.035,-168.49,58.657,9.1274,3.6054,0,0,0.010771,0
68.026,-168.49,58.811,2.742,4.5866,0,0,0.0032358,0
68.018,-168.49,58.943,8.9194,3.9231,0,0,0.010526,0
68.01,-168.49,59.052,3.7559,4.0879,0,0,0.0044324,0
68.003,-168.49,58.82,10.344,3.8064,0,0,0.012207,0
68,-168.47,58.824,13.522,3.0219,0,0,0.015958,0
68,-168.45,58.709,12.328,2.7216,0,0,0.014549,0
68,-168.42,58.52,12.641,1.9934,0,0,0.014918,0
68,-168.4,58.537,10.256,2.7718,0,0,0.012104,0
68,-168.38,58.475,12.298,2.447,0,0,0.014513,0
68,-168.36,58.059,7.6641,3.4346,0,0,0,0
68,-168.33,57.701,9.8813,4.3097,0,0,0,0
68,-168.31,58.339,11.056,3.6667,0,0,0,0
68,-168.29,58.916,7.2127,3.7095,0,0,0,0
68,-168.27,58.736,6.6445,3.2164,0,0,0,0
68,-168.25,59.157,7.2996,1.9896,0,0,0,0
68,-168.22,58.79,6.4561,2.1069,0,0,0,0
68,-168.2,58.614,6.4465,2.0684,0,0,0,0
68,-168.18,58.479,7.2257,3.5649,0,0,0,0
68,-168.16,57.912,6.7595,1.7194,0,0,0,0
68,-168.13,57.749,9.135,2.5389,0,0,0,0
68,-168.11,58.042,8.0495,4.5436,0,0,0,0
68,-168.09,57.346,5.3943,3.8564,0,0,0,0
68,-168.07,56.391,5.5897,4.0515,0,0,0,0
68,-168.05,55.62,8.4203,3.9215,0,0,0,0
68,-168.02,55.095,8.2313,2.966,0,0,0,0
68,-168,54.346,3.6584,4.4472,0,0,0,0
68,-167.98,54.12,4.63,5.1136,0,0,0,0
68,-167.96,53.877,2.2985,3.1285,0,0,0,0
68,-167.93,53.618,3.834,4.7301,0,0,0,0
68,-167.91,53.532,3.2986,5.8449,0,0,0,0
68,-167.89,53.284,4.2856,4.0811,0,0,0,0
68,-167.87,52.705,3.0575,3.3897,0,0,0,0
68,-167.85,52.612,6.0703,5.0393,0,0,0,0
68.003,-167.84,52.576,0.39561,0.3602,0,0,0,0
68.001,-167.72,51.666,3.5647,2.2772,0,0,0.00034753,0
68.001,-167.7,51.717,5.7865,3.8403,0,0,0.00056413,0
68.001,-167.67,51.52,12.527,3.5312,0,0,0.0012213,0
68.001,-167.65,51.308,54.215,1.3531,0,0,0.048652,0
68.001,-167.63,51.191,12.811,1.1093,0,0,0.001249,0
68.001,-167.61,51.374,14.37,1.576,0,0,0.0014009,0
68.001,-167.59,51.442,10.575,2.8443,0,0,0.001031,0
68.001,-167.56,50.849,11.111,3.2477,0,0,0.0010832,0
68.001,-167.54,50.639,4.463,2.5734,0,0,0.0004351,0
68.001,-167.52,51.074,5.4759,1.3749,0,0,0.00053385,0
68.001,-167.5,51.715,12.168,2.2313,0,0,0.0011863,0
68.001,-167.47,52.051,5.1871,2.4483,0,0,0.00050569,0
68.001,-167.45,53.181,4.6987,1.7036,0,0,0.00045808,0
68.001,-167.43,52.816,6.0337,1.9927,0,0,0.00058823,0
68.001,-167.41,51.77,10.13,2.2713,0,0,0.00098758,0
68,-167.39,52.965,8.6059,0.74309,0,0,0.000839,0
68,-167.36,54.341,16.63,0.66053,0,0,0.0016213,0
68,-167.34,54.39,17.896,0.88514,0,0,0.013024,0
68,-167.32,54.67,9.6882,1.1778,0,0,0.00094451,0
68,-167.3,54.93,17.768,0.81104,0,0,0.0017322,0
68,-167.27,55.883,8.5382,2.2215,0,0,0.0008324,0
68,-167.25,55.879,9.1154,1.367,0,0,0.00088867,0
68,-167.23,56.108,26.215,0.64436,0,0,0.0025557,0
68,-167.21,55.343,24.356,0.49348,0,0,0.0023745,0
68,-167.18,55.216,36.24,0.69436,0,0,0.0035331,0
68.003,-167.17,56.788,14.888,1.0271,0,0,0.0014514,0
68.073,-167.18,51.149,3.808,0.53858,0,0,0.00037124,0
68.065,-167.17,51.423,6.7522,0.52153,0,0,0.00065828,0
68.057,-167.17,52.357,7.404,1.066,0,0,0.00072182,0
68.049,-167.16,54.124,7.1544,1.1469,0,0,0.00069749,0
68.041,-167.15,53.427,9.9803,3.0884,0,0,0.00097299,0
68.033,-167.14,54.081,11.459,1.2098,0,0,0.0011172,0
68.026,-167.13,53.036,17.349,1.4459,0,0,0.0016914,0
68.018,-167.13,57.135,10.854,2.4396,0,0,0.0010582,0
68.01,-167.12,57.3,43.015,2.8923,0,0.1136,0.0012194,0
68.003,-167.1,56.647,49.228,3.4266,0,0.092778,0.0011748,0
68,-167.09,57.168,30.057,1.3975,0,0.031154,0.00089647,0
68,-167.06,57.627,98.376,1.0549,0,0.096861,0.00297,0
68,-167.04,55.477,37.278,0.98157,0,0.088405,0.0007621,0
68,-167.02,57.188,54.847,1.802,0,0.061101,0.001606,0
68,-167,55.968,47.557,0.24558,0,0.07942,0.0012067,0
68,-166.98,56.981,54.534,0.79313,0,0.058623,0.0016118,0
68,-166.95,56.753,34.779,0.51274,0,0.10839,0.00052896,0
68,-166.93,56.605,24.17,0.26609,0,0.055425,0.00050742,0
68,-166.91,56.529,40.319,0.87715,0,0.063046,0.0010532,0
68.001,-166.89,56.53,122.37,0.078857,0,0.12644,0.0036527,0
68,-166.86,55.196,133.22,0.075965,0,0.11995,0.0041006,0
68,-166.84,53.763,113.2,0.17483,0,0.10514,0.003462,0
68,-166.82,54.98,58.402,0.2903,0,0.059817,0.0017469,0
68,-166.8,52.541,39.454,0.056054,0,0.045194,0.0011465,0
68,-166.78,51.457,103.87,1.3656,0,0.075796,0.0033218,0
68,-166.75,50.733,22.26,0.59981,0,0.03074,0.00061002,0
68,-166.73,50.733,12.669,0.4107,0,0.020713,0.00032459,0
68,-166.71,50.035,12.42,0.19305,0,0.015456,0.00035228,0
68,-166.69,49.202,3.4889,0.10993,0,0.0089313,6.6707e-05,0
68,-166.66,48.721,9.3066,0.47903,0,0.01538,0.00023728,0
68,-166.64,48.976,14.94,1.7648,0,0.019987,0.00041397,0
68,-166.62,49.501,5.6988,0.46573,0,0.014327,0.00011079,0
68,-166.6,46.816,7.4803,2.6179,0,0.017086,0.00015752,0
68,-166.58,46.261,4.7636,0.006815,0,0.016885,5.8115e-05,0
68,-166.55,45.194,7.8832,0.080673,0,0.028789,9.0228e-05,0
68,-166.53,44.031,4.4676,0.031264,0,0.015452,5.7202e-05,0
68.001,-166.51,42.204,4.0595,0.19953,0,0.012673,6.1587e-05,0
68.001,-166.5,41.082,2.8894,0.23318,0,0.0079765,5.1169e-05,0
68.001,-166.49,41.278,5.9752,0.23255,0,0.019445,8.5088e-05,0
68,-166.48,39.03,2.9372,0.023017,0,0.0099259,3.9241e-05,0
68,-166.45,37.138,4.2057,0.021566,0,0.014121,5.6835e-05,0
68,-166.43,35.853,10.53,0.95279,0,0.028566,0.00019003,0
68,-166.41,35.12,26.434,0.69492,0,0.060104,0.00055858,0
68,-166.39,34.596,19.39,0.34665,0,0.044583,0.00040623,0
68,-166.36,33.87,17.921,0.67731,0,0.029056,0.00046084,0
68,-166.34,33.113,15.6,0.81338,0,0.029585,0.000371,0
68,-166.32,33.07,10.554,0.37289,0,0.03545,0.00014252,0
68,-166.3,33.111,29.306,0.003329,0,0.077475,0.00054306,0
68,-166.28,33.019,22.674,0.002163,0,0.080749,0.00027395,0
68,-166.25,32.651,16.968,0.000618,0,0.059911,0.00020866,0
68,-166.23,32.101,31.784,0.01693,0,0.096782,0.00049936,0
68,-166.21,31.666,113.81,0.01728,0,0.38141,0.0015431,0
68,-166.19,31.585,21.282,1.1217,0,0.059664,0.00037046,0
68,-166.16,30.92,53.959,7.8254,0,0.18695,0.00068861,0
68,-166.14,29.979,200.07,0.040504,0,0.70333,0.0024818,0
68.001,-166.12,29.809,19.066,0.78851,0,0.040688,0.0004216,0
68,-166.12,29.843,13.62,0.26505,0,0.031477,0.00028424,0
67.999,-166.14,30.692,36.333,0.34202,0,0.11602,0.00053291,0
67.999,-166.15,30.42,35.271,2.6421,0,0.12584,0.00042458,0
68,-166.13,29.919,22.781,0.006412,0,0.071158,0.00034532,0
68,-166.11,29.822,8.8373,0.40715,0,0.032495,9.9589e-05,0
68,-166.09,29.672,11.938,0.000215,0,0.034044,0.00020375,0
68,-166.06,28.771,16.779,0.059411,0,0.036923,0.0003632,0
68,-166.04,29.607,36.431,0.65799,0,0.13088,0.00043215,0
68,-166.02,29.052,99.4,0.99084,0,0.34523,0.0012626,0
68,-166,29.268,73.705,1.0829,0,0.23056,0.0011148,0
68,-165.97,29.933,82.185,0.67227,0,0.10036,0.0023446,0
68,-165.95,28.858,47.412,0.000756,0,0.096746,0.0010795,0
68,-165.93,29.416,24.018,1.0351,0,0.049614,0.00054263,0
68,-165.91,28.535,33.592,0.033612,0,0.1167,0.00042647,0
68,-165.89,29.338,14.14,0.022576,0,0.043003,0.00022254,0
68,-165.86,29.196,23.274,0.3602,0,0.045522,0.00054378,0
68.001,-165.84,28.504,7.2771,0.18752,0,0.018173,0.00014234,0
68.016,-165.95,24.925,30.393,0.4645,0,0.031853,0.00090403,0
68.024,-165.95,23.324,35.743,0.87036,0,0.061993,0.00089074,0
68.514,-168.55,51.88,10.751,2.5162,0,0,0,0
68.51,-168.54,51.582,13.094,1.2759,0,0,0,0
68.504,-168.52,51.561,22.168,1.4055,0,0,0,0
68.503,-168.52,51.691,22.778,1.1861,0,0,0,0
68.576,-168.59,52.178,15.733,5.5579,0,0,0,0
68.569,-168.58,52.174,11.325,2.5043,0,0,0,0
68.562,-168.57,51.873,10.083,1.8792,0,0,0,0
68.554,-168.56,51.752,10.994,0.30832,0,0,0,0
68.547,-168.55,51.681,12.627,4.023,0,0,0,0
68.54,-168.53,51.592,10.746,0.90905,0,0,0,0
68.533,-168.52,51.526,12.69,1.1167,0,0,0,0
68.526,-168.51,51.456,13.664,0.48178,0,0,0,0
68.52,-168.49,51.445,14.276,1.8527,0,0,0,0
68.513,-168.48,51.473,14.584,1.0838,0,0,0,0
68.507,-168.46,51.522,17.861,0.90714,0,0,0,0
68.502,-168.45,51.64,27.083,0.67423,0.01087,0,5.3601e-05,0
68.5,-168.43,51.658,36.018,1.9564,0.090227,0,0.00044491,0
68.5,-168.4,51.678,46.541,1.2887,0.12766,0,0.00062951,0
68.5,-168.38,51.524,34.572,0.93573,0.090818,0,0.00044782,0
68.5,-168.36,51.429,64.843,0.56078,0.19845,0,0.00097854,0
68.5,-168.33,51.724,92.416,2.0437,0.29987,0,0.0014787,0
68.5,-168.31,51.44,54.226,0.52297,0.17616,0,0.00086865,0
68.5,-168.29,51.203,81.145,2.8972,0.26933,0,0.0013281,0
68.5,-168.27,51.195,168.63,0.68989,0.55516,0,0.0027375,0
68.501,-168.24,51.262,251.52,11.681,0.81176,0,0.0040028,0
68.501,-168.22,51.306,156.51,0.28564,0.51022,0,0.0025159,0
68.537,-168.13,52.707,95.913,0.85639,0.31735,0,0.0015649,0
68.53,-168.12,52.657,144.19,1.5258,0.48879,0,0.0024102,0
68.522,-168.11,52.084,170.05,1.0448,0.57826,0,0.0028514,0
68.515,-168.1,52.052,73.964,1.345,0.22586,0,0.0011137,0
68.507,-168.09,52.191,58.012,1.285,0.18789,0,0.0009265,0
68.501,-168.07,52.357,24.816,1.7144,0.064499,0,0.00031805,0
68.499,-168.06,52.459,20.773,1.6112,0.050196,0,0.00024752,0
68.5,-168.03,52.601,20.111,1.3327,0.030682,0,0.00015129,0
68.5,-168.01,52.765,10.895,1.2201,0.038901,0,0.00019182,0
68.5,-167.99,52.925,15.933,0.7298,0.056887,0,0.00028051,0
68.5,-167.96,53.463,41.69,0.61147,0.14885,0,0.00073399,0
68.5,-167.94,53.785,26.757,0.57371,0.095534,0,0.00047108,0
68.5,-167.92,53.856,20.701,1.7093,0.073912,0,0.00036446,0
68.5,-167.9,53.887,30.469,0.26806,0.10879,0,0.00053643,0
68.5,-167.87,53.868,32.207,0.74003,0.11499,0,0.00056703,0
68.5,-167.85,53.841,16.759,0.33395,0.045721,0,0.00022545,0
68.498,-167.83,53.895,12.965,0.84669,0,0,0,0
68.498,-167.81,53.715,14.942,0.63319,0,0,0,0
68.499,-167.79,53.593,15.583,0.59376,0,0,0,0
68.5,-167.77,53.498,14.79,0.44891,0,0,0,0
68.5,-167.75,53.487,14.269,0.34916,0,0,0,0
68.5,-167.72,53.382,16.369,0.56268,0,0,0,0
68.5,-167.7,53.139,13.364,1.4877,0,0,0,0
68.5,-167.68,52.759,13.657,0.92108,0,0,0,0
68.5,-167.65,52.152,10.365,0.58177,0,0,0,0
68.5,-167.63,51.497,15.307,0.59131,0.027405,0,0.00013514,0
68.5,-167.61,51.411,19.004,0.29847,0,0.039425,0.026615,6.7727e-05
68.5,-167.59,50.162,18.691,0.36448,0,0.03876,0.026166,6.6585e-05
68.5,-167.56,49.185,33.33,0.27417,0,0.069085,0.046638,0.00011868
68.5,-167.54,48.464,62.614,0.021239,0,0.12979,0.087621,0.00022297
68.5,-167.52,47.554,104.83,2.662,0,0.21746,0.1468,0.00037356
68.5,-167.5,46.541,96.949,0.11859,0,0.20096,0.13566,0.00034523
68.5,-167.47,45.436,73.745,0.32614,0,0.15279,0.10315,0.00026248
68.5,-167.45,44.691,57.539,0.045278,0,0.1192,0.080467,0.00020477
68.5,-167.43,44.386,54.691,0.2035,0,0.11338,0.076542,0.00019478
68.501,-167.4,44.656,30.237,0.083413,0,0.062645,0.042291,0.00010762
68.501,-167.38,44.585,11.344,0.084489,0,0.023508,0.01587,4.0385e-05
68.5,-167.36,43.166,17.721,0.058672,0,0.036747,0.024807,6.3128e-05
68.5,-167.34,41.456,16.846,0.83331,0,0.034922,0.023575,5.9993e-05
68.5,-167.31,40.172,17.873,2.7734,0,0.037105,0.025049,6.3742e-05
68.5,-167.29,41.651,10.778,0.11203,0,0.02237,0.015102,3.843e-05
68.5,-167.27,40.602,12,0.71303,0,0.024874,0.016792,4.273e-05
68.5,-167.25,39.344,9.5507,0.015694,0,0.019805,0.01337,3.4022e-05
68.5,-167.22,36.049,452.58,1.6706,0,0.9381,0.63329,0.0016116
68.5,-167.2,35.997,12.42,0.82286,0,0.025759,0.01739,4.4252e-05
68.5,-167.2,35.441,16.286,1.3335,0,0.03377,0.022798,5.8014e-05
68.5,-167.21,35.82,9.6612,0.48654,0,0.02004,0.013528,3.4426e-05
68.5,-167.19,36.139,446.78,0.84783,0,0.019789,0.013359,0.077678
68.5,-167.17,35.795,11.561,0.20141,0,0.023993,0.016197,4.1218e-05
68.499,-167.15,35.108,28.483,8.4495,0,0.05913,0.039918,0.00010158
68.498,-167.14,35.583,21.087,1.1402,0,0.043747,0.029533,7.5152e-05
68.63,-167.06,36.507,21.019,0.27787,0,0.1238,0,0
68.638,-167.05,36.609,48.154,0.073055,0,0.28362,0,0
68.645,-167.04,36.688,24.155,6.8947,0,0.14227,0,0
68.653,-167.03,36.761,28.397,0.078815,0,0.16725,0,0
68.66,-167.02,36.831,16.305,0.12246,0,0.096035,0,0
68.667,-167.01,36.904,6.669,0.011218,0,0.039279,0,0
68.674,-167,37.02,12.854,8.2786,0,0.075705,0,0
68.681,-166.98,37.119,7.5517,1.0678,0,0.044478,0,0
68.687,-166.97,37.233,7.5693,0.094374,0,0.044581,0,0
68.694,-166.96,37.378,3.4653,0.45999,0,0.02041,0,0
68.701,-166.94,37.495,14.958,0.5538,0,0.088102,0,0
68.708,-166.93,37.626,13.212,11.884,0,0.077817,0,0
68.715,-166.92,37.732,13.053,0.83586,0,0.07688,0,0
68.722,-166.9,37.886,4.1075,1.599,0,0.024193,0,0
68.729,-166.89,38.011,5.0609,2.7388,0,0.029807,0,0
68.736,-166.88,38.192,4.1762,1.1734,0,0.024597,0,0
68.743,-166.87,38.443,23.278,2.5886,0,0.1371,0,0
68.75,-166.85,38.543,12.142,1.3927,0,0.071516,0,0
68.757,-166.84,38.786,9.0153,0.69346,0,0.053098,0,0
68.764,-166.83,38.977,12.604,1.081,0,0.074236,0,0
68.771,-166.82,39.228,9.357,5.0822,0,0.05511,0,0
68.778,-166.81,39.475,4.141,0.27525,0,0.024389,0,0
68.785,-166.79,39.793,8.547,0.25752,0,0.05034,0,0
68.792,-166.78,40.116,8.8115,0.26662,0,0.051898,0,0
68.8,-166.77,40.443,6.3154,0.87854,0,0.037196,0,0
68.807,-166.76,40.812,10.929,0.36961,0,0.064372,0,0
68.814,-166.75,41.192,7.631,4.5888,0,0.044945,0,0
68.822,-166.74,41.592,6.4179,0.37071,0,0.0378,0,0
68.829,-166.73,42.03,2.7313,1.2877,0,0.016087,0,0
68.836,-166.72,42.466,4.7084,0,0,0.027731,0,0
68.843,-166.7,42.883,5.8137,0.034314,0,0.034241,0,0
68.85,-166.69,43.241,4.47,0.34461,0,0.026328,0,0
68.858,-166.68,43.52,8.1487,0.045239,0,0.047994,0,0
68.865,-166.67,43.686,8.0809,0.058986,0,0.047595,0,0
68.872,-166.66,43.83,8.4737,0.91598,0,0.049908,0,0
68.879,-166.64,43.964,9.8243,1.0126,0,0.057863,0,0
68.885,-166.63,43.761,6.4243,0.11153,0,0.037838,0,0
68.892,-166.62,42.491,6.3286,0.18036,0,0.037274,0,0
68.899,-166.6,40.067,9.2999,0.58972,0,0.054774,0,0
68.906,-166.59,38.697,10.032,1.5662,0,0.059085,0,0
68.913,-166.58,36.925,38.901,0.40552,0,0.22912,0,0
68.92,-166.56,35.808,26.746,14.514,0,0.15753,0,0
68.927,-166.55,34.94,29.172,14.509,0,0.17182,0,0
68.933,-166.54,33.996,43.995,0.006699,0,0.25912,0,0
68.94,-166.52,33.724,87.132,10.423,0,0.51319,0,0
68.947,-166.51,35.65,54.41,24.284,0,0.32046,0,0
68.954,-166.5,35.764,17.081,0.000996,0,0.1006,0,0
68.961,-166.49,35.477,35.609,0.07989,0,0.20973,0,0
68.968,-166.47,35.301,56.176,1.2318,0,0.33087,0,0
68.975,-166.46,34.61,66.966,0.057161,0,0.39442,0,0
68.982,-166.45,33.654,34.178,0.13939,0,0.2013,0,0
68.989,-166.44,32.801,49.43,16.587,0,0.29113,0,0
68.996,-166.42,32.358,48.331,0.11422,0,0.28466,0,0
69.003,-166.41,32.141,37.455,4.1047,0,0.2206,0,0
69.004,-166.41,32.051,61.229,1.1265,0,0.36062,0,0
69.001,-166.39,31.153,282.94,0.000812,0,1.6665,0,0
69.001,-166.37,30.447,92.355,2.0636,0,0.54395,0,0
69,-166.35,29.791,62.076,1.9076,0,0.36562,0,0
69,-166.32,29.017,58,1.8752,0,0.34161,0,0
69,-166.3,28.455,46.984,13.706,0,0.27672,0,0
69,-166.28,27.955,23.149,18.747,0,0.13634,0,0
69,-166.25,27.013,26.772,3.0682,0,0.15768,0,0
69,-166.23,25.992,23.564,4.3509,0,0.13879,0,0
69,-166.21,24.987,89.406,17.986,0,0.52658,0,0
69,-166.18,24.015,56.348,11.314,0,0.33188,0,0
69,-166.16,23.051,46.643,1.9887,0,0.27472,0,0
69,-166.14,22.088,34.487,1.0003,0,0.20312,0,0
69,-166.11,21.084,60.154,0.071968,0,0.3543,0,0
69,-166.09,20.054,72.006,0.78168,0,0.4241,0,0
69,-166.07,19.174,92.117,1.8144,0,0.54255,0,0
69,-166.04,18.793,47.983,6.4672,0,0.28261,0,0
69,-166.02,18.784,55.162,0.012913,0,0.32489,0,0
69,-166,18.943,58.213,9.902,0,0.34286,0,0
69,-165.97,19.116,55.154,1.0516,0,0.32485,0,0
69,-165.95,19.337,20.481,0.16352,0,0.12063,0,0
69,-165.93,19.561,46.631,2.3107,0,0.27465,0,0
69.001,-165.9,19.601,64.243,0.080534,0,0.37838,0,0
69.001,-165.88,20.471,72.988,3.1534,0,0.42988,0,0
69.001,-165.86,20.519,104.59,3.5518,0,0.616,0,0
69,-165.83,20.189,54.468,5.1183,0,0.3208,0,0
69,-165.81,20.158,46.033,0.87357,0,0.27112,0,0
69,-165.79,20.256,31.454,2.1954,0,0.18526,0,0
69,-165.76,19.882,19.554,0.48152,0,0.11517,0,0
69,-165.74,20.317,29.757,0.67807,0,0.17526,0,0
68.998,-165.72,19.512,25.965,0.22919,0,0.15293,0,0
68.999,-165.71,19.627,23.175,0.33396,0,0.1365,0,0
69.081,-165.79,23.959,50.273,6.2345,0,0.2961,0,0
69.077,-165.81,23.745,15.174,0.55579,0,0.089371,0,0
69.072,-165.83,23.615,16.366,2.1592,0,0.09639,0,0
69.068,-165.85,23.425,26.082,4.2955,0,0.15362,0,0
69.064,-165.87,23.055,62.564,0.51804,0,0.36849,0,0
69.06,-165.89,22.885,57.766,2.3077,0,0.34023,0,0
69.057,-165.91,22.724,38.253,1.5959,0,0.2253,0,0
69.053,-165.93,22.497,34.323,0.069192,0,0.20215,0,0
69.049,-165.95,22.275,51.651,2.7426,0,0.30421,0,0
69.046,-165.97,22.08,41.724,3.6115,0,0.24574,0,0
69.042,-165.99,21.873,36.209,4.6155,0,0.21326,0,0
69.04,-166.01,21.786,87.807,2.1636,0,0.51716,0,0
69.037,-166.04,21.864,82.842,0.028847,0,0.48792,0,0
69.035,-166.06,22.175,78.538,0.39307,0,0.46257,0,0
69.033,-166.08,22.69,44.591,1.5498,0,0.26263,0,0
69.031,-166.1,23.303,82.025,0.91606,0,0.48311,0,0
69.028,-166.13,23.858,42.029,2.5747,0,0.24754,0,0
69.026,-166.15,24.459,19.662,4.9674,0,0.1158,0,0
69.024,-166.17,24.937,11.074,6.3529,0,0.065226,0,0
69.023,-166.19,25.457,19.53,1.878,0,0.11503,0,0
69.021,-166.22,26.426,20.958,4.9255,0,0.12344,0,0
69.02,-166.24,27.22,19.246,37.053,0,0.11335,0,0
69.018,-166.26,28.224,26.083,4.1858,0,0.15362,0,0
69.016,-166.29,28.985,27.663,12.211,0,0.16293,0,0
69.015,-166.31,29.087,18.824,1.4596,0,0.11087,0,0
69.014,-166.33,29.303,17.663,1.671,0,0.10403,0,0
69.011,-166.35,29.781,18.861,0.077485,0,0.11109,0,0
69.008,-166.37,30.872,10.651,2.6122,0,0.062732,0,0
69.004,-166.4,31.736,13.479,9.5619,0,0.079385,0,0
69.002,-166.42,32.506,11.269,2.3129,0,0.066373,0,0
69.001,-166.44,33.196,30.311,0.73325,0,0.17853,0,0
69.002,-166.46,33.863,19.797,4.9383,0,0.1166,0,0
68.998,-166.48,34.295,1.7359,1.0936,0,0.010224,0,0
68.804,-166.5,37.059,23.934,4.7603,0.0016546,0.039959,0.027025,6.8646e-05
68.812,-166.5,37.79,20.285,2.4702,0.001945,0,5.7389e-05,0
68.821,-166.5,37.809,22.063,4.903,0.0021846,0,6.4457e-05,0
68.829,-166.5,37.649,27.839,4.8998,0.0016737,0,4.9384e-05,0
68.838,-166.5,37.226,22.791,9.8544,0.0014037,0,4.1418e-05,0
68.846,-166.5,36.192,17.055,0.10058,0.00076755,0,2.2647e-05,0
68.854,-166.5,35.486,557.11,0.64182,0.00058858,0,1.7367e-05,0
68.862,-166.5,34.938,19.052,0.1325,0.00060055,0,1.772e-05,0
68.871,-166.5,34.4,14.79,1.1111,0.00053269,0,1.5717e-05,0
68.879,-166.5,34.218,13.217,2.8904,0.00062666,0,0.004167,0
68.887,-166.5,33.731,197.8,0.055847,0.00044449,0,0.15494,0
68.896,-166.5,33.749,13.781,1.4812,0.00055846,0,1.6478e-05,0
68.904,-166.5,33.864,15.962,3.0211,0.00063332,0,1.8687e-05,0
68.912,-166.5,33.755,13.726,0.26309,0.0011308,0,3.3364e-05,0
68.921,-166.5,33.886,18.642,0.90768,0.00061357,0,1.8104e-05,0
68.929,-166.5,34.536,31.786,0.3382,0.00089362,0,2.6367e-05,0
68.937,-166.5,35.872,19.23,1.4791,0.00028118,0,8.2965e-06,0
68.946,-166.5,35.96,29.091,3.6498,0.00045909,0,1.3546e-05,0
68.954,-166.5,35.925,26.945,0.41206,0.0011966,0,3.5307e-05,0
68.962,-166.5,35.838,25.153,1.8036,0.001087,0,3.2073e-05,0
68.971,-166.5,35.672,28.305,1.6063,0.0011886,0,3.5071e-05,0
68.979,-166.5,35.695,19.743,0.36932,0.00048683,0,0.0059376,0
68.987,-166.5,35.519,10.232,0.48373,0.00061,0,1.7998e-05,0
68.996,-166.51,35.069,6.846,0.15197,0.00038957,0,1.1495e-05,0
69.001,-166.52,35.175,5.1083,0.23572,0.00053116,0,1.5672e-05,0
69.001,-166.54,34.005,3.6544,1.1287,0.00026677,0,7.8713e-06,0
69.001,-166.56,36.01,4.1122,0.58898,0.00054672,0,1.6131e-05,0
69.001,-166.59,37.353,5.9995,0.22372,0.00044468,0,0.0018536,0
69.001,-166.61,38.707,4.4155,0.6545,0.00026326,0,7.7678e-06,0
69.001,-166.63,39.247,8.1889,0.68161,0.0002337,0,0.0034454,0
69.001,-166.66,40.388,4.3379,3.1963,0.00033531,0,9.8936e-06,0
69.001,-166.68,41.253,7.7027,0.92414,0.00048933,0,1.4438e-05,0
69.001,-166.7,41.928,21.943,1.8495,0.00078752,0,2.3236e-05,0
69.001,-166.73,42.676,16.811,1.9237,0.00045837,0,0.0076882,0
69.001,-166.75,43.266,11.463,1.2135,0.00092413,0,2.7267e-05,0
69.001,-166.77,43.794,14.223,0.74091,0.0010888,0,3.2127e-05,0
69.001,-166.8,44.278,58.191,12.1,0.0008721,0,0.03338,0
69.001,-166.82,44.74,38.166,0.95935,0.0012428,0,3.6669e-05,0
69.001,-166.84,45.155,30.412,4.4827,0.00092888,0,2.7407e-05,0
69.001,-166.87,45.498,26.816,10.291,0.00097918,0,2.8891e-05,0
69.001,-166.89,45.768,21.456,1.0668,0.0015113,0,4.4592e-05,0
69.001,-166.91,46.047,9.2392,4.6262,0.0015578,0,4.5964e-05,0
69.001,-166.94,46.289,21.579,1.7482,0.0015562,0,4.5916e-05,0
69.001,-166.96,46.5,19.434,0.48888,0.0010564,0,3.1171e-05,0
69.001,-166.98,46.716,15.473,1.6006,0.0013172,0,3.8865e-05,0
69.001,-167.01,46.884,20.258,0.43719,0.001485,0,4.3817e-05,0
69.001,-167.03,46.972,14.432,3.0829,0.001137,0,3.3548e-05,0
69.001,-167.05,46.985,15.236,0.48414,0.001234,0,3.6409e-05,0
69.001,-167.08,47.103,23.864,0.56925,0.0017514,0,5.1677e-05,0
69,-167.1,47.123,20.258,0.95469,0.0029958,0,8.8393e-05,0
69,-167.12,47.241,12.354,2.5991,0.0013468,0,3.9738e-05,0
69.079,-167.12,47.225,25.501,2.0189,0.002167,0,0.009694,0
