Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2)
72.001,-163.66,39.015,19.061,5.1697,0.00078175,0,0.008282,0
71.999,-163.64,39.614,13.892,4.7472,0.00056977,0,0.0060363,0
71.951,-163.65,38.961,24.458,3.7674,0.0010031,0,0.010627,0
71.958,-163.64,38.991,9.932,3.676,0.00040734,0,0.0043155,0
71.966,-163.64,39.023,15.477,3.6937,0.00063477,0,0.0067249,0
71.975,-163.63,39.085,6.6783,5.1314,0.0002739,0,0.0029018,0
71.982,-163.62,39.175,9.6375,6.058,0.00039527,0,0.0041875,0
71.987,-163.6,39.216,8.7425,5.667,0.00035856,0,0.0037987,0
71.993,-163.58,38.781,15.116,3.4134,0.00061995,0,0.0065678,0
71.998,-163.56,39.316,18.92,3.2212,0.00077596,0,0.0082207,0
72.002,-163.54,39.482,24.99,2.5564,0.0010249,0,0.010858,0
72.004,-163.51,38.819,45.3,2.457,0.0018579,0,0.019683,0
72.004,-163.49,39.334,42.508,2.8763,0.0017434,0,0.01847,0
72.004,-163.46,39.174,68.946,5.362,0.0028277,0,0.029957,0
72.007,-163.44,39.661,68.959,4.0496,0.0028283,0,0.029963,0
72.014,-163.43,40.04,43.864,4.299,0.001799,0,0.019059,0
72.022,-163.43,40.366,36.224,6.0712,0.0014857,0,0.015739,0
72.03,-163.43,40.457,23.556,7.4963,0.00096612,0,0.010235,0
72.039,-163.43,40.395,31.154,6.0947,0.0012777,0,0.013536,0
72.047,-163.43,39.893,35.234,5.2499,0.0014451,0,0.015309,0
72.055,-163.43,39.666,22.747,5.2667,0.00093293,0,0.0098837,0
72.064,-163.43,39.253,7.317,3.3526,0.00030009,0,0.0031793,0
72.072,-163.42,39.138,6.1113,3.4385,0.00025064,0,0.0026554,0
72.078,-163.41,39.279,4.6886,5.8385,0.00019229,0,0.0020372,0
72.083,-163.39,38.962,6.7282,5.2682,0.00027595,0,0.0029234,0
72.088,-163.37,38.655,7.423,7.4542,0.00030444,0,0.0032253,0
72.093,-163.34,39.009,7.4802,6.168,0.00030679,0,0.0032502,0
72.098,-163.32,39.546,10.904,6.6393,0.0004472,0,0.0047378,0
72.101,-163.3,38.83,29.539,8.6354,0.0012115,0,0.012835,0
72.103,-163.27,38.539,93.443,5.922,0.0038324,0,0.040601,0
72.103,-163.24,38.158,112.77,2.4045,0.0046252,0,0.049,0
72.103,-163.22,38.373,140.01,2.349,0.0057423,0,0.060835,0
72.104,-163.19,39.438,221.57,2.3113,0.0090874,0,0.096274,0
72.104,-163.16,40.296,214.15,2.5702,0.0087831,0,0.09305,0
72.104,-163.14,40.569,182.78,2.5572,0.0074965,0,0.079419,0
72.104,-163.11,40.343,235.62,1.9072,0.0096634,0,0.10238,0
72.105,-163.08,39.622,237.79,3.2457,0.0097524,0,0.10332,0
72.107,-163.06,39.993,146.76,3.8606,0.0060191,0,0.063768,0
72.109,-163.03,39.862,33.837,0.86055,0.0013878,0,0.014703,0
72.109,-163.01,39.403,42.731,0.91629,0.0017525,0,0.018567,0
72.109,-163,39.654,35.803,1.6732,0.0014684,0,0.015557,0
72.113,-163.02,40.125,53.701,2.1203,0.0022025,0,0.023333,0
72.117,-163.02,40.286,17.001,3.0656,0.00069728,0,0.0073871,0
72.122,-163.02,39.671,37.772,3.7302,0.0015492,0,0.016412,0
72.129,-163.03,39.444,75.379,3.7028,0.0030915,0,0.032752,0
72.135,-163.05,38.976,40.044,6.5745,0.0016423,0,0.017399,0
72.142,-163.07,38.129,13.214,3.8939,0.00054196,0,0.0057416,0
72.149,-163.08,38.539,6.0649,1.9707,0.00024874,0,0.0026352,0
72.157,-163.09,38.567,4.8828,2.4727,0.00020026,0,0.0021216,0
72.165,-163.09,38.936,13.496,2.4626,0.00055352,0,0.0058641,0
72.173,-163.08,39.704,7.9791,2.5798,0.00032725,0,0.0034669,0
72.181,-163.07,39.946,9.4534,2.37,0.00038772,0,0.0041075,0
72.189,-163.07,40.091,9.4529,2.6815,0.0003877,0,0.0041074,0
72.198,-163.06,39.677,5.691,2.9784,0.00039114,0,0.00038657,0
72.206,-163.05,39.656,3.1985,4.5323,0.00021983,0,0.00021726,0
72.214,-163.05,39.749,2.3143,3.288,0.00015906,0,0.0001572,0
72.222,-163.04,39.705,2.4275,3.8035,0.00016684,0,0.00016489,0
72.229,-163.03,39.539,1.5405,5.901,0.00010588,0,0.00010464,0
72.237,-163.02,39.623,1.1102,7.1281,0.00019445,1.7447e-05,0.00015803,0
72.244,-163.01,39.56,2.8787,3.7375,0.0005042,4.5239e-05,0.00040978,0
72.252,-162.99,39.513,5.2061,4.5856,0.00091184,8.1814e-05,0.00074108,0
72.26,-162.98,39.475,5.0233,4.178,0.00087982,7.8942e-05,0.00071506,0
72.267,-162.97,39.464,1.9024,3.2129,0.0003332,2.9896e-05,0.0002708,0
72.275,-162.96,39.289,4.8054,3.3393,0.00084166,7.5517e-05,0.00068404,0
72.282,-162.95,39.241,3.2481,2.5012,0.00056889,5.1044e-05,0.00046236,0
72.29,-162.94,39.291,3.7545,3.4347,0.00065758,5.9001e-05,0.00053444,0
72.299,-162.94,39.321,21.856,3.2691,0.003828,0.00034347,0.0031111,0
72.307,-162.93,39.082,3.1771,2.9537,0.00055645,4.9927e-05,0.00045225,0
72.315,-162.92,39.183,6.9524,2.445,0.0012177,0.00010926,0.00098965,0
72.323,-162.92,39.279,10.925,2.2924,0.0019134,0.00017168,0.0015551,0
72.328,-162.94,39.182,28.036,3.0131,0.0049103,0.00044058,0.0039908,0
72.33,-162.97,39.709,18.6,2.4857,0.0032577,0.00029229,0.0026476,0
72.332,-162.99,39.55,31.009,2.0386,0.0054311,0.0004873,0.004414,0
72.335,-163.02,39.556,29.932,1.5113,0.0052424,0.00047037,0.0042607,0
72.342,-163.03,39.188,16.754,2.1211,0.0029343,0.00026328,0.0023848,0
72.35,-163.03,39.7,11.216,2.1578,0.0019645,0.00017626,0.0015966,0
72.358,-163.03,39.767,5.0586,2.1055,0.000886,7.9496e-05,0.00072008,0
72.366,-163.03,40.021,8.22,2.1429,0.0014397,0.00012918,0.0011701,0
72.375,-163.03,40.228,15.59,3.6656,0.0027306,0.000245,0.0022192,0
72.383,-163.03,40.165,19.105,3.4878,0.0033461,0.00030023,0.0027195,0
72.391,-163.03,40.211,12.292,4.2446,0.0021529,0.00019316,0.0017497,0
72.4,-163.04,40.307,12.373,7.4563,0.0021671,0.00019445,0.0017613,0
72.408,-163.04,40.494,11.803,8.2018,0.0020672,0.00018548,0.0016801,0
72.416,-163.03,40.518,11.592,8.3459,0.0020303,0.00018217,0.0016501,0
72.425,-163.03,40.642,9.5916,8.1525,0.0016799,0.00015073,0.0013653,0
72.433,-163.03,40.873,8.3081,6.5796,0.0014551,0.00013056,0.0011826,0
72.441,-163.02,41.011,8.827,7.2685,0.001546,0.00013872,0.0012565,0
72.449,-163.02,41.105,10.183,4.9712,0.0017836,0.00016003,0.0014496,0
72.457,-163.01,41.1,17.049,4.4664,0.002986,0.00026792,0.0024269,0
72.465,-163,41.162,23.575,5.3353,0.004129,0.00037047,0.0033558,0
72.472,-162.99,41.321,29.823,2.6651,0.0052234,0.00046867,0.0042452,0
72.479,-162.97,41.402,19.766,2.3936,0.003462,0.00031063,0.0028137,0
72.486,-162.96,41.371,12.957,4.1204,0.0022693,0.00020361,0.0018444,0
72.493,-162.94,41.422,33.59,5.2292,0.0058832,0.00052787,0.0047815,0
72.498,-162.92,41.567,45.683,6.165,0.0080012,0.0007179,0.0065028,0
72.5,-162.9,41.539,19.387,6.6285,0.0033956,0.00030467,0.0027598,0
72.501,-162.87,41.379,46.278,3.2209,0.0081055,0.00072726,0.0065876,0
72.505,-162.87,41.332,12.494,5.2767,0.0021883,0.00019635,0.0017785,0
72.468,-163.19,43.778,0.13371,0.087662,9.1898e-06,0,9.0825e-06,0
72.476,-163.17,43.963,3.222,1.399,0.00022145,0,0.00021886,0
72.483,-163.16,44.023,2.731,2.7101,0.0001877,0,0.00018551,0
72.49,-163.14,44.148,2.6216,2.826,0.00018018,0,0.00017808,0
72.497,-163.13,43.982,2.1721,2.1635,0.00014929,0,0.00014754,0
72.503,-163.11,43.918,2.1757,2.1982,0.00014953,0,0.00014779,0
72.505,-163.09,43.65,3.1676,1.8858,0.00021771,0,0.00021517,0
72.504,-163.06,43.329,2.973,2.3373,0.00052071,4.672e-05,0.0004232,0
72.503,-163.03,43.011,7.3998,2.7583,0.0012961,0.00011629,0.0010533,0
72.502,-163.01,42.872,91.702,0.91176,0.016061,0.0014411,0.013054,0
72.502,-162.98,42.817,21.502,4.7083,0.003766,0.0003379,0.0030607,0
72.501,-162.95,42.761,16.068,3.8748,0.0028142,0.0002525,0.0022872,0
72.501,-162.92,42.733,9.1662,2.1279,0.0016054,0.00014405,0.0013048,0
72.501,-162.9,42.575,11.984,0.60237,0.002099,0.00018833,0.0017059,0
72.501,-162.87,42.406,32.193,0.94876,0.0056385,0.00050591,0.0045826,0
72.501,-162.84,42.256,31.458,0.83865,0.0055098,0.00049437,0.004478,0
72.501,-162.81,42.373,70.857,1.2375,0.01241,0.0011135,0.010086,0
72.501,-162.78,42.333,21.791,1.3308,0.0038166,0.00034245,0.0031019,0
72.501,-162.76,42.251,34.858,1.2793,0.0061052,0.00054778,0.0049619,0
72.501,-162.73,42.16,113.72,1.9139,0.019918,0.0017872,0.016188,0
72.501,-162.7,42.097,132.69,3.7856,0.023241,0.0020853,0.018888,0
72.501,-162.67,41.909,143.25,2.6654,0.02509,0.0022512,0.020392,0
72.502,-162.96,42.735,15.828,1.2256,0.0027722,0.00024874,0.0022531,0
72.502,-162.99,42.848,15.877,0.77729,0.0027807,0.0002495,0.00226,0
72.502,-163.02,42.923,6.3729,0.85415,0.0011162,0.00010015,0.00090717,0
72.502,-163.05,42.571,6.5033,0.47409,0.001139,0.0001022,0.00092572,0
72.502,-163.07,43.523,2.3725,0.53349,0.00016306,0,0.00016115,0
72.502,-163.1,43.828,5.3189,0.5337,0.00036557,0,0.0003613,0
72.502,-163.13,44.098,4.49,1.1638,0.00030859,0,0.00030499,0
72.502,-163.16,44.234,5.6928,1.8785,0.00039126,0,0.00038669,0
72.502,-163.19,44.433,8.3014,3.8184,0.00057055,0,0.00056388,0
72.502,-163.21,44.773,8.7752,1.7696,0.00060312,0,0.00059607,0
72.502,-163.24,44.956,13.925,0.40409,0.00095708,0,0.0009459,0
72.502,-163.27,45.469,9.4134,0.60674,0.00064698,0,0.00063942,0
72.502,-163.3,46.1,6.9344,0.27696,0.0004766,0,0.00047103,0
72.502,-163.32,46.35,7.8645,0.3103,0.00054052,0,0.00053421,0
72.502,-163.35,46.395,12.118,1.3019,0.00083288,0,0.00082315,0
72.502,-163.38,46.469,9.5883,1.5085,0.000659,0,0.0006513,0
72.502,-163.41,46.787,13.667,0.75806,0.00093935,0,0.00092838,0
72.501,-163.44,47.061,8.2255,0.56833,0.00056533,0,0.00055873,0
72.501,-163.46,47.121,9.6179,0.54131,0.00066103,0,0.00065331,0
72.501,-163.49,47.605,8.9355,1.6091,0.00061413,0,0.00060696,0
72.501,-163.51,48.108,8.0862,4.3795,0.00055576,0,0.00054927,0
72.501,-163.34,46.444,12.906,3.1565,0.00088701,0,0.00087665,0
72.501,-163.36,46.489,12.562,0.96307,0.00086338,0,0.0008533,0
72.501,-163.39,46.629,17.701,1.4184,0.0012166,0,0.0012024,0
72.501,-163.42,46.989,10.581,0.82625,0.00072722,0,0.00071872,0
72.501,-163.45,47.093,16.84,1.9726,0.0011574,0,0.0011439,0
72.502,-163.47,47.427,22.423,3.118,0.0015411,0,0.0015231,0
72.502,-163.5,47.819,14.037,2.8338,0.00096475,0,0.00095348,0
72.502,-163.53,48.185,10.817,2.9412,0.00074346,0,0.00073478,0
72.501,-163.56,48.337,11.05,3.0641,0.00075947,0,0.0007506,0
72.501,-163.58,48.459,36.658,1.8315,0.0025195,0,0.0024901,0
72.501,-163.61,48.64,107.49,4.562,0.0073877,0,0.0073014,0
72.501,-163.64,48.582,98.318,4.1374,0.0067574,0,0.0066784,0
72.501,-163.67,48.851,54.571,7.3359,0.0037507,0,0.0037068,0
72.501,-163.7,48.73,40.972,5.0472,0.002816,0,0.0027831,0
72.501,-163.72,48.7,52.167,2.1924,0.0035854,0,0.0035435,0
72.501,-163.75,48.781,16.804,1.6174,0.0011549,0,0.0011415,0
72.501,-163.78,49.078,9.8684,1.2538,0.00067825,0,0.00067033,0
72.501,-163.81,49.509,13.509,2.3701,0.00092847,0,0.00091762,0
72.501,-163.83,49.745,75.886,1.2929,0.0052156,0,0.0051547,0
72.501,-163.86,49.696,9.2107,3.4412,0.00063304,0,0.00062565,0
72.5,-163.89,49.705,55.611,4.5322,0.0038221,0,0.0037774,0
72.5,-163.92,49.698,31.684,4.6695,0.0021776,0,0.0021522,0
72.5,-163.94,49.729,10.652,3.7867,0.00073208,0,0.00072353,0
72.5,-163.97,49.69,23.035,3.8347,0.0015832,0,0.0015647,0
72.5,-164,49.428,8.1372,2.9106,0.00055927,0,0.00055273,0
72.5,-164.03,49.452,12.881,4.902,0.00088531,0,0.00087497,0
72.5,-164.06,49.562,7.1358,6.1841,0.00049044,0,0.00048471,0
72.5,-164.08,49.569,5.2132,5.4581,0.0003583,0,0.00035411,0
72.501,-164.11,49.504,23.223,9.308,0.0015961,0,0.0015775,0
72.501,-164.14,49.694,38.113,11.654,0.0026195,0,0.0025889,0
72.501,-164.17,49.873,26.982,3.0142,0.0018545,0,0.0018328,0
72.5,-164.19,49.975,19.378,4.4934,0.0013318,0,0.0013163,0
72.5,-164.22,49.975,20.053,2.7679,0.0013782,0,0.0013621,0
72.5,-164.25,50.082,12.722,14.837,0.00087435,0,0.00086413,0
72.5,-164.28,50.194,8.0838,16.223,0.0005556,0,0.00054911,0
72.5,-164.3,50.295,8.5792,18.328,0.026635,0,0.0044917,0
72.5,-164.33,50.288,10.697,5.1155,0.033209,0,0.0056003,0
72.5,-164.35,50.358,7.6975,4.6264,0.023898,0,0.0040301,0
72.5,-164.37,50.119,15.053,1.6605,0.046734,0,0.0078812,0
72.5,-164.4,50.074,14.145,1.3498,0.043916,0,0.0074059,0
72.5,-164.43,50.247,7.6054,2.9168,0.023612,0,0.0039818,0
72.5,-164.46,50.364,4.4333,7.4746,0.013764,0,0.0023211,0
72.5,-164.48,50.142,5.5461,8.5867,0.017218,0,0.0029037,0
72.5,-164.51,50.219,7.0733,2.6321,0.02196,0,0.0037033,0
72.5,-164.54,50.059,28.443,1.5825,0.088304,0,0.014891,0
72.5,-164.57,49.697,85.822,5.0741,0.26645,0,0.044933,0
72.499,-164.59,49.795,33.959,4.9574,0.10543,0,0.01778,0
72.499,-164.62,49.899,21.54,2.1141,0.066875,0,0.011278,0
72.499,-164.65,49.835,36.884,1.4484,0.11451,0,0.019311,0
72.499,-164.68,49.877,82.853,1.0264,0.25723,0,0.043378,0
72.5,-164.7,50.05,46.35,0.88055,0.1439,0,0.024267,0
72.5,-164.73,49.804,41.939,2.8212,0.1302,0,0.021957,0
72.5,-164.76,50.118,20.274,0.48126,0.062942,0,0.010614,0
72.501,-164.79,50.248,10.464,1.5509,0.032487,0,0.0054785,0
72.501,-164.82,50.765,10.732,0.45831,0.03332,0,0.005619,0
72.501,-164.84,50.676,10.956,0.30057,0.034015,0,0.0057362,0
72.501,-164.87,50.674,11.701,0.47002,0.036328,0,0.0061262,0
72.501,-164.9,50.584,7.3895,1.0259,0.022942,0,0.0038688,0
72.501,-164.93,50.84,4.148,1.6137,0.012878,0,0.0021717,0
72.502,-164.95,50.824,6.2485,1.6429,0.019399,0,0.0032714,0
72.502,-164.98,50.716,4.6947,0.84063,0.014575,0,0.0024579,0
72.502,-165.01,50.646,8.0895,1.2058,0.025115,0,0.0042353,0
72.502,-165.04,50.772,21.684,2.0419,0.067322,0,0.011353,0
72.503,-165.06,50.829,45.571,3.2698,0.14148,0,0.023859,0
72.501,-165.09,50.728,38.729,4.631,0.12024,0,0.020277,0
72.497,-165.11,50.5,76.495,3.956,0.23749,0,0.04005,0
72.494,-165.14,50.227,102.48,2.6535,0.31818,0,0.053656,0
72.493,-165.16,50.195,36.3,1.9124,0.1127,0,0.019005,0
72.496,-165.18,50.48,17.365,3.7038,0.053912,0,0.0090915,0
72.451,-165.25,49.445,12.094,4.1151,0.037549,0,0.0063322,0
72.459,-165.26,49.521,13.406,6.7808,0.04162,0,0.0070187,0
72.467,-165.27,49.556,50.341,4.1369,0.15629,0,0.026357,0
72.474,-165.28,49.765,47.701,3.2718,0.14809,0,0.024974,0
72.482,-165.29,50.15,73.544,1.8113,0.22833,0,0.038504,0
72.489,-165.3,50.332,126.13,0.92304,0.39157,0,0.066034,0
72.497,-165.31,50.186,37.856,0.84884,0.11753,0,0.01982,0
72.502,-165.33,49.96,14.784,3.1201,0.045898,0,0.0077401,0
72.502,-165.35,49.774,17.467,1.0496,0.054229,0,0.0091451,0
72.502,-165.38,50.043,29.897,1.9591,0.09282,0,0.015653,0
72.502,-165.41,50.188,14.327,2.5898,0.044479,0,0.0075009,0
72.502,-165.44,50.261,11.696,5.0224,0.036312,0,0.0061235,0
72.502,-165.46,50.38,16.749,4.566,0.051998,0,0.0087689,0
72.503,-165.49,50.626,23.985,1.2064,0.074465,0,0.012558,0
72.503,-165.52,50.484,19.572,0.83711,0.060763,0,0.010247,0
72.503,-165.55,50.529,8.41,1.0187,0.02611,0,0.0044031,0
72.503,-165.57,50.844,11.022,4.1271,0.03422,0,0.0057708,0
72.502,-165.6,50.889,59.596,1.7843,0.18502,0,0.031202,0
72.502,-165.63,51.013,17.9,1.9879,0.055573,0,0.0093717,0
72.498,-165.65,50.878,15.437,1.991,0.047926,0,0.0080821,0
72.494,-165.67,50.971,9.946,2.7815,0.030879,0,0.0052073,0
72.49,-165.7,50.993,8.0749,2.5087,0.025069,0,0.0042277,0
72.485,-165.72,50.669,18.869,1.8621,0.058582,0,0.0098791,0
72.481,-165.74,50.533,12.418,2.2003,0.038555,0,0.0065017,0
72.481,-165.77,50.548,22.237,2.4297,0.069036,0,0.011642,0
72.482,-165.8,50.852,11.395,1.7894,0.035377,0,0.0059658,0
72.484,-165.82,50.928,6.5859,3.1635,0.020447,0,0.0034481,0
72.486,-165.85,50.817,57.077,3.5495,0.1772,0,0.029883,0
72.487,-165.88,50.684,4.495,5.8796,0.013955,0,0.0023534,0
72.486,-165.91,50.58,9.7196,1.4823,0.030176,0,0.0050887,0
72.487,-165.93,50.641,8.1267,2.5799,0.02523,0,0.0042548,0
72.489,-165.96,51.068,19.254,5.1969,0.059777,0,0.010081,0
72.494,-165.98,51.179,6.7337,5.4712,0.020906,0,0.0035254,0
72.494,-166.01,51.186,1.3845,4.9783,0.0042983,0,0.00072485,0
72.489,-166.02,50.85,3.9837,7.0031,0.012368,0,0.0020857,0
72.482,-166.02,50.618,8.5171,5.0727,0.026442,0,0.0044592,0
72.474,-166.01,50.276,9.1261,2.5337,0.028333,0,0.004778,0
72.465,-166.01,50.255,13.87,2.1484,0.043062,0,0.0072619,0
72.461,-166,50.236,17.001,3.7295,0.052783,0,0.0089012,0
72.459,-166,50.176,31.942,0.59987,0.099168,0,0.016723,0
72.454,-166.03,50.312,69.096,0.45079,0.21452,0,0.036176,0
72.449,-166.05,50.272,82.088,0.32486,0.81422,0.00071365,0.0031089,0
72.444,-166.07,50.208,62.703,0.72945,0.62194,0.00054513,0.0023747,0
72.439,-166.09,50.262,9.0558,0.21682,0.089823,7.8729e-05,0.00034296,0
72.434,-166.11,50.151,5.7376,1.6916,0.056911,4.9882e-05,0.0002173,0
72.428,-166.14,50.14,10.117,3.0049,0.10035,8.7958e-05,0.00038317,0
72.423,-166.16,50.19,14.856,2.1825,0.14736,0.00012916,0.00056264,0
72.419,-166.18,50.21,9.775,1.8802,0.096958,8.4982e-05,0.0003702,0
72.418,-166.21,50.217,6.4338,1.2885,0.063816,5.5934e-05,0.00024366,0
72.418,-166.23,50.2,3.6367,1.3187,0.036072,3.1617e-05,0.00013773,0
72.416,-166.26,50.159,5.2138,1.3204,0.051715,4.5328e-05,0.00019746,0
72.413,-166.28,50.128,7.2346,0.92685,0.071759,6.2896e-05,0.00027399,0
72.41,-166.31,50.129,11.168,0.7025,0.11077,9.7092e-05,0.00042295,0
72.407,-166.34,50.064,8.8059,1.5577,0.087345,7.6556e-05,0.0003335,0
72.405,-166.36,49.874,10.373,1.0321,0.10289,9.0184e-05,0.00039287,0
72.402,-166.39,50.134,10.36,1.2743,0.10276,9.0067e-05,0.00039236,0
72.396,-166.4,49.781,7.7882,0.84494,0.07725,6.7709e-05,0.00029496,0
72.387,-166.41,49.655,10.885,0.77432,0.10797,9.4635e-05,0.00041226,0
72.379,-166.41,49.431,13.641,1.1853,0.1353,0.00011859,0.00051661,0
72.371,-166.41,49.302,5.0394,1.8158,0.049985,4.3811e-05,0.00019085,0
72.363,-166.41,48.915,4.7601,1.8111,0.047215,4.1383e-05,0.00018028,0
72.355,-166.4,48.965,9.3908,2.1114,0.093146,8.1641e-05,0.00035565,0
72.347,-166.39,48.817,11.337,2.077,0.11245,9.8558e-05,0.00042934,0
72.339,-166.38,48.884,9.6816,6.1309,0.096031,8.417e-05,0.00036666,0
72.331,-166.38,48.86,5.4991,7.2232,0.054545,4.7808e-05,0.00020826,0
72.323,-166.37,48.812,7.6758,6.8204,0.076136,6.6732e-05,0.0002907,0
72.351,-166.74,49.142,7.1637,6.2602,0.071056,6.228e-05,0.00027131,0
72.35,-166.77,49.334,5.4721,9.1742,0.054277,4.7573e-05,0.00020724,0
72.35,-166.8,49.507,7.0819,8.0372,0.070244,6.1568e-05,0.00026821,0
72.35,-166.82,49.322,13.362,4.6914,0.13254,0.00011617,0.00050607,0
72.352,-166.85,49.126,10.073,4.2856,0.099912,8.7571e-05,0.00038148,0
72.358,-166.86,49.211,14.2,7.9402,0.14085,0.00012345,0.00053778,0
72.366,-166.86,49.455,9.9175,7.4636,0.098371,8.6221e-05,0.0003756,0
72.373,-166.85,49.588,14.123,6.6027,0.14009,0.00012279,0.00053488,0
72.378,-166.83,49.992,9.8681,5.5887,0.097881,8.5791e-05,0.00037373,0
72.381,-166.82,50.043,8.5778,5.921,0.085083,7.4574e-05,0.00032486,0
72.342,-166.95,48.951,25.019,10.926,0.24816,0.00021751,0.00094753,0
72.347,-166.97,49.227,20.286,11.937,0.20121,0.00017636,0.00076827,0
72.352,-166.99,49.396,17.368,9.8683,0.17227,0.000151,0.00065777,0
72.356,-167.01,49.48,28.846,8.3764,0.28612,0.00025078,0.0010924,0
72.361,-167.04,49.505,24.25,5.9673,0.24053,0.00021082,0.0009184,0
72.366,-167.06,49.563,21.763,12.515,0.21586,0.0001892,0.0008242,0
72.371,-167.08,49.74,22.796,12.542,0.22611,0.00019819,0.00086335,0
72.376,-167.1,49.987,15.635,11.829,0.15508,0.00013593,0.00059213,0
72.379,-167.13,49.854,14.294,13.213,0.14178,0.00012427,0.00054135,0
72.383,-167.15,49.909,8.5403,13.159,0.084711,7.4248e-05,0.00032344,0
72.386,-167.18,50.038,16.348,8.6849,0.16215,0.00014212,0.00061913,0
72.391,-167.2,50.074,16.117,9.5608,0.15987,0.00014012,0.00061041,0
72.395,-167.23,50.001,19.151,6.486,0.18995,0.00016649,0.00072528,0
72.4,-167.25,50.022,21.529,5.8156,0.21355,0.00018717,0.00081536,0
72.404,-167.27,50.017,20.888,6.1172,0.20718,0.00018159,0.00079106,0
72.408,-167.3,50.158,16.255,6.4514,0.16123,0.00014132,0.00061562,0
72.412,-167.32,50.127,15.468,6.5934,0.15342,0.00013447,0.0005858,0
72.416,-167.34,50.2,12.2,3.1368,0.12101,0.00010607,0.00046205,0
72.419,-167.37,50.427,16.948,6.3528,0.16811,0.00014734,0.00064187,0
72.422,-167.4,50.667,19.18,5.0436,0.19024,0.00016674,0.00072637,0
72.425,-167.42,50.587,16.77,4.2616,0.16634,0.0001458,0.00063513,0
72.428,-167.45,50.575,20.607,5.0411,0.2044,0.00017915,0.00078043,0
72.429,-167.47,50.886,23.845,7.2712,0.23652,0.0002073,0.00090307,0
72.43,-167.5,51.201,22.04,9.7492,0.21861,0.00019161,0.0008347,0
72.431,-167.53,51.06,26.427,8.7455,0.26213,0.00022975,0.0010009,0
72.434,-167.56,50.874,13.544,9.3626,0.13434,0.00011775,0.00051295,0
72.437,-167.58,50.886,19.034,11.881,0.1888,0.00016548,0.00072086,0
72.44,-167.61,50.97,22.917,9.889,0.22731,0.00019924,0.00086792,0
72.444,-167.63,50.953,17.813,4.0508,0,0.0086521,0,0
72.448,-167.65,51.042,17.964,4.6545,0,0.0087258,0,0
72.447,-167.67,51.177,13.116,5.1348,0,0.006371,0,0
72.446,-167.68,51.161,14.413,3.7233,0,0.0070009,0,0
72.447,-167.7,51.775,21.127,1.386,0,0.010262,0,0
72.449,-167.73,51.829,22.067,3.2291,0,0.010719,0,0
72.451,-167.75,51.734,9.0752,2.0495,0,0.0044081,0,0
72.452,-167.78,51.855,12.27,1.9377,0,0.00596,0,0
72.453,-167.81,52.083,5.035,1.878,0,0.0024456,0,0
72.453,-167.84,52.423,5.0514,1.3358,0,0.0024536,0,0
72.453,-167.86,52.474,4.431,1.2165,0,0.0021523,0,0
72.453,-167.89,52.494,3.2841,1.4304,0,0.0015952,0,0
72.456,-167.91,52.612,5.2362,3.8913,0,0.0025434,0,0
72.463,-167.92,52.806,4.4483,3.7629,0,0.0021607,0,0
72.471,-167.92,52.99,3.4156,2.1267,0,0.0016591,0,0
72.48,-167.92,53.204,5.8511,3.1055,0,0.002842,0,0
72.488,-167.93,53.221,21.396,2.2198,0,0.010393,0,0
72.496,-167.93,53.244,14.342,2.855,0,0.0069664,0,0
72.501,-167.95,53.296,5.0474,6.169,0,0.0024516,0,0
72.501,-167.98,53.403,6.8419,7.4874,0,0.0033233,0,0
72.501,-168,53.484,6.0819,8.1224,0,0.0029541,0,0
72.501,-168.03,53.527,17.551,8.0145,0,0.008525,0,0
72.501,-168.06,53.656,18.889,4.941,0,0.0091749,0,0
72.501,-168.09,53.826,8.7864,2.6007,0,0.0042678,0,0
72.501,-168.11,53.723,9.4736,3.4637,0,0.0046016,0,0
72.501,-168.14,53.993,4.1296,2.1093,0,0.0020059,0,0
72.501,-168.17,53.994,11.287,1.1111,0,0.0054827,0,0
72.501,-168.2,54.009,4.5888,1.5862,0,0.0022289,0,0
72.501,-168.22,54.03,3.1751,2.0502,0,0.0015422,0,0
72.501,-168.25,54.046,2.1824,5.149,0,0.00106,0,0
72.501,-168.28,54.086,4.1357,7.2545,0,0.0020088,0,0
72.501,-168.31,54.259,4.0225,7.371,0,0.0019539,0,0
72.501,-168.34,54.403,2.8903,6.0106,0,0.0014039,0,0
72.501,-168.36,54.367,2.2153,3.6522,0,0.001076,0,0
72.501,-168.39,54.392,3.8809,1.9622,0,0.0018851,0,0
72.501,-168.42,54.479,4.9282,1.3019,0,0.0023938,0,0
72.501,-168.45,54.519,3.7275,1.7358,0,0.0018106,0,0
72.501,-168.47,54.665,2.9833,2.1194,0,0.0014491,0,0
72.408,-168.51,54.336,6.6608,9.0181,0,0.0032353,0,0
72.399,-168.51,54.277,15.817,10.662,0,0.0076827,0,0
72.391,-168.51,54.202,17.048,10.765,0,0.0082805,0,0
72.383,-168.51,54.14,19.477,9.037,0,0.0094605,0,0
72.374,-168.51,54.018,55.22,8.9253,0,0.026822,0,0
72.366,-168.51,53.93,18.089,6.7365,0,0.0087863,0,0
72.358,-168.51,53.843,50.957,4.9273,0,0.024751,0,0
